expansion_id	source_queue_id	route_status	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	transcription_factor_node_id	transcription_factor_label	target_gene_node_id	target_gene_label	output_label	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_chain_id	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	primary_locator	citation_note	evidence_summary	limitations	curation_status	species_context	cell_type_context	assay_or_perturbation	effect_polarity	source_scope	route_evidence_id
M21B-LITEXP-7165	M21B-DOWNSTREAM:03292	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										LDL/low-density lipoprotein-TREM2 documented translocation_or_localization_readout	LDL-TREM2-lipoprotein-uptake	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E003867;M21B-EVID-003810;M21B-DOWNSTREAM-EVID:004671;PMID:27477018; DOI:10.1016/j.neuron.2016.06.015	M21B-LITEXP-7165	M21B-DOWNSTREAM-EVID:004671	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	translocation_or_localization_readout	PMID:27477018; DOI:10.1016/j.neuron.2016.06.015	Review lead: PMCID:PMC5485854, TREM2-ligand interactions in health and disease; review-cited primary: PMID:27477018; primary locator: PMID:27477018; DOI:10.1016/j.neuron.2016.06.015	The primary identifies LDL as a TREM2 ligand and shows receptor-dependent LDL uptake in heterologous cells and reduced LDL internalization in Trem2-knockout microglia.	Preserve intact LDL-particle, lipoprotein-complex, receptor-dependent uptake and microglial-context boundaries; no standalone DAP12 relay, SCI or terminal-TF inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	human; mouse	Human and mouse TREM2 protein-microarray/BLI systems; TREM2-overexpressing heterologous cells; Trem2-knockout microglia; LDL uptake and Aβ-lipoprotein-complex internalization assays	not_reported	unknown	contextual_support	LITEXP:003046
M21B-LITEXP-7166	M21B-DOWNSTREAM:03296	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										Lipooligosaccharide/LOS-TREM2 documented phosphorylation_or_activation_readout	LOS-TREM2-bacterial-lipid-signaling	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E003873;M21B-EVID-003816;M21B-DOWNSTREAM-EVID:004676;PMID:19079182; PMCID:PMC2614303; DOI:10.1038/mi.2008.1	M21B-LITEXP-7166	M21B-DOWNSTREAM-EVID:004676	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:19079182; PMCID:PMC2614303; DOI:10.1038/mi.2008.1	Review lead: PMCID:PMC5485854; review-cited primary: PMID:19079182; PMCID:PMC2614303; DOI:10.1038/mi.2008.1	The primary demonstrates predominant TREM2A binding to gonococcal LOS by far-western, ELISA and SPR, with TREM2A-transfected-cell signaling and LOS-induced IL-6 in human TREM2-expressing HeLa cells.	Preserve N. gonorrhoeae LOS, lipid-A acylation, TREM2A/transfected-cell and reporter/HeLa IL-6 context; no universal bacterial-ligand, SCI or terminal-TF inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	human; mouse	Murine TREM2A-Fc and TREM2A-transfected BWZ reporter cells; Neisseria gonorrhoeae outer-membrane/LOS ELISA, far-western and SPR; human TREM2-expressing HeLa cells	not_reported	activating	contextual_support	LITEXP:003047
M21B-LITEXP-7167	M21B-DOWNSTREAM:03304	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										GPR15L/C10orf99-GPR15 documented cellular_functional_readout	GPR15L-GPR15-chemoattractant-axis	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E003895;M21B-EVID-003838;M21B-DOWNSTREAM-EVID:004689;PMID:28900043; PMCID:PMC5594226	M21B-LITEXP-7167	M21B-DOWNSTREAM-EVID:004689	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	PMID:28900043; PMCID:PMC5594226	Review lead: PMCID:PMC10348422, Emerging roles of a chemoattractant receptor GPR15 and ligands in pathophysiology; review-cited primary: PMID:28900043; PMID:33758080; primary locators: PMID:28900043; PMCID:PMC5594226	The cited primaries identify GPR15L/C10orf99 as a cognate GPR15 ligand and demonstrate receptor-dependent lymphocyte chemotaxis and ligand interaction.	Preserve GPR15L/C10orf99 peptide form, species orthologs and lymphocyte homing/chemotaxis context; no SCI or terminal-TF inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	human; mouse; pig	Human and mouse GPR15L/C10orf99 and GPR15 receptor systems; porcine colon extract purification; GPR15-expressing CHO cells, lymphocytes and T-cell chemotaxis assays	not_reported	activating	contextual_support	LITEXP:003048
M21B-LITEXP-7168	M21B-DOWNSTREAM:03316	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										IFNL2-IFNLR1:IL10RB receptor complex documented phosphorylation_or_activation_readout	IFNL2-type-III-receptor	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E010391;M21B-EVID-010337;M21B-DOWNSTREAM-EVID:004705;PMID:12483210; DOI:10.1038/ni875	M21B-LITEXP-7168	M21B-DOWNSTREAM-EVID:004705	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:12483210; DOI:10.1038/ni875	Review lead: PMCID:PMC6541392, Lambda interferons come to light; PMCID:PMC2925029, Interferon-Lambda; review-cited primary: PMID:12483210; DOI:10.1038/ni875	Primary-supported claim: IFN-lambda2/IL-28A uses the IFNLR1/IL10RB receptor complex, whose engagement signals through JAK-STAT in human receptor-identification and receptor-transfected systems.	Preserve IFNL2/IL-28A and IFNLR1/IL10RB context; no ligand-specific STAT, astrocyte/SCI, or terminal-TF inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	human	Human IFN-lambda2/IFNLR1/IL10RB receptor-identification and receptor-transfected cell systems; antiviral-state signaling assays	not_reported	activating	contextual_support	LITEXP:003049
M21B-LITEXP-7169	M21B-DOWNSTREAM:03323	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										Myelin basic protein (MBP)-LRP1/CD91 documented cellular_functional_readout	LRP1-myelin-phagocytosis	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E010992;M21B-EVID-010741;M21B-DOWNSTREAM-EVID:004715;PMID:28549068; PMCID:PMC5446120; PMID:19299462; PMCID:PMC2714439; PMID:29251594; PMCID:PMC5752207; PMID:37407594; PMCID:PMC10322873	M21B-LITEXP-7169	M21B-DOWNSTREAM-EVID:004715	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	PMID:28549068; PMCID:PMC5446120; PMID:19299462; PMCID:PMC2714439; PMID:29251594; PMCID:PMC5752207; PMID:37407594; PMCID:PMC10322873	Review-guided primary validation for SCAP, myelin-vesicle and LRP1 repair edges; primary-only validation for NPC1 edges. Review locators: PMCID:PMC9800635, Myelin lipid metabolism and its role in myelination and myelin maintenance; PMCID:PMC3723059, LRP-1: A Checkpoint for the Extracellular Matrix Proteolysis; PMCID:PMC12255092, Cholesterol in the CNS: functions, recycling and remyelination. Cited primary locators: PMID:28549068; PMID:19299462; PMID:29251594; PMID:37407594.	The cited primary studies support astrocyte-derived lipid contribution to oligodendroglial myelination, MBP-LRP1 binding and RAP-sensitive myelin-vesicle uptake by glia, LRP1-dependent OPC cholesterol/peroxisome and repair phenotypes, and NPC1-dependent oligodendrocyte maturation with pharmacological rescue.	Preserve gene perturbation, lipid or protein, receptor-associated uptake, intracellular cholesterol, epigenetic and tissue-repair outputs as separate links; no transcript-to-lipid or transcript-to-protein shortcut, no single LRP1 ligand or uptake mechanism inferred, later context-specific LRP1 demyelination findings may dissociate differentiation from inflammatory outcomes, no traumatic-SCI or terminal-TF inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	mouse; rat	Rat primary oligodendrocytes, astrocytes and microglia; myelin vesicles, recombinant MBP, LRP1 RAP blockade and LRP1 gene-silencing assays	not_reported	unknown	contextual_support	LITEXP:003050
M21B-LITEXP-7170	M21B-DOWNSTREAM:03324	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										LRP1/CD91-myelin-vesicle uptake by oligodendrocytes documented cellular_functional_readout	LRP1-myelin-phagocytosis	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E010993;M21B-EVID-010741;M21B-DOWNSTREAM-EVID:004716;PMID:28549068; PMCID:PMC5446120; PMID:19299462; PMCID:PMC2714439; PMID:29251594; PMCID:PMC5752207; PMID:37407594; PMCID:PMC10322873	M21B-LITEXP-7170	M21B-DOWNSTREAM-EVID:004716	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	PMID:28549068; PMCID:PMC5446120; PMID:19299462; PMCID:PMC2714439; PMID:29251594; PMCID:PMC5752207; PMID:37407594; PMCID:PMC10322873	Review-guided primary validation for SCAP, myelin-vesicle and LRP1 repair edges; primary-only validation for NPC1 edges. Review locators: PMCID:PMC9800635, Myelin lipid metabolism and its role in myelination and myelin maintenance; PMCID:PMC3723059, LRP-1: A Checkpoint for the Extracellular Matrix Proteolysis; PMCID:PMC12255092, Cholesterol in the CNS: functions, recycling and remyelination. Cited primary locators: PMID:28549068; PMID:19299462; PMID:29251594; PMID:37407594.	The cited primary studies support astrocyte-derived lipid contribution to oligodendroglial myelination, MBP-LRP1 binding and RAP-sensitive myelin-vesicle uptake by glia, LRP1-dependent OPC cholesterol/peroxisome and repair phenotypes, and NPC1-dependent oligodendrocyte maturation with pharmacological rescue.	Preserve gene perturbation, lipid or protein, receptor-associated uptake, intracellular cholesterol, epigenetic and tissue-repair outputs as separate links; no transcript-to-lipid or transcript-to-protein shortcut, no single LRP1 ligand or uptake mechanism inferred, later context-specific LRP1 demyelination findings may dissociate differentiation from inflammatory outcomes, no traumatic-SCI or terminal-TF inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	rat	Rat primary oligodendrocytes exposed to brain-derived myelin vesicles; LRP1 RAP inhibition, LRP1 gene-silencing and MBP-antibody blockade	not_reported	unknown	contextual_support	LITEXP:003051
M21B-LITEXP-7171	M21B-DOWNSTREAM:03325	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										LRP1/CD91-myelin-vesicle uptake by microglia documented cellular_functional_readout	LRP1-myelin-phagocytosis	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E010994;M21B-EVID-010741;M21B-DOWNSTREAM-EVID:004717;PMID:28549068; PMCID:PMC5446120; PMID:19299462; PMCID:PMC2714439; PMID:29251594; PMCID:PMC5752207; PMID:37407594; PMCID:PMC10322873	M21B-LITEXP-7171	M21B-DOWNSTREAM-EVID:004717	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	PMID:28549068; PMCID:PMC5446120; PMID:19299462; PMCID:PMC2714439; PMID:29251594; PMCID:PMC5752207; PMID:37407594; PMCID:PMC10322873	Review-guided primary validation for SCAP, myelin-vesicle and LRP1 repair edges; primary-only validation for NPC1 edges. Review locators: PMCID:PMC9800635, Myelin lipid metabolism and its role in myelination and myelin maintenance; PMCID:PMC3723059, LRP-1: A Checkpoint for the Extracellular Matrix Proteolysis; PMCID:PMC12255092, Cholesterol in the CNS: functions, recycling and remyelination. Cited primary locators: PMID:28549068; PMID:19299462; PMID:29251594; PMID:37407594.	The cited primary studies support astrocyte-derived lipid contribution to oligodendroglial myelination, MBP-LRP1 binding and RAP-sensitive myelin-vesicle uptake by glia, LRP1-dependent OPC cholesterol/peroxisome and repair phenotypes, and NPC1-dependent oligodendrocyte maturation with pharmacological rescue.	Preserve gene perturbation, lipid or protein, receptor-associated uptake, intracellular cholesterol, epigenetic and tissue-repair outputs as separate links; no transcript-to-lipid or transcript-to-protein shortcut, no single LRP1 ligand or uptake mechanism inferred, later context-specific LRP1 demyelination findings may dissociate differentiation from inflammatory outcomes, no traumatic-SCI or terminal-TF inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	rat	Rat primary microglia exposed to brain-derived myelin vesicles; LRP1 expression, RAP blockade and fluorescence uptake assays	not_reported	unknown	contextual_support	LITEXP:003052
M21B-LITEXP-7172	M21B-DOWNSTREAM:03326	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										LRP1/CD91-myelin-vesicle uptake by astrocytes documented cellular_functional_readout	LRP1-myelin-phagocytosis	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E010995;M21B-EVID-010741;M21B-DOWNSTREAM-EVID:004718;PMID:28549068; PMCID:PMC5446120; PMID:19299462; PMCID:PMC2714439; PMID:29251594; PMCID:PMC5752207; PMID:37407594; PMCID:PMC10322873	M21B-LITEXP-7172	M21B-DOWNSTREAM-EVID:004718	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	PMID:28549068; PMCID:PMC5446120; PMID:19299462; PMCID:PMC2714439; PMID:29251594; PMCID:PMC5752207; PMID:37407594; PMCID:PMC10322873	Review-guided primary validation for SCAP, myelin-vesicle and LRP1 repair edges; primary-only validation for NPC1 edges. Review locators: PMCID:PMC9800635, Myelin lipid metabolism and its role in myelination and myelin maintenance; PMCID:PMC3723059, LRP-1: A Checkpoint for the Extracellular Matrix Proteolysis; PMCID:PMC12255092, Cholesterol in the CNS: functions, recycling and remyelination. Cited primary locators: PMID:28549068; PMID:19299462; PMID:29251594; PMID:37407594.	The cited primary studies support astrocyte-derived lipid contribution to oligodendroglial myelination, MBP-LRP1 binding and RAP-sensitive myelin-vesicle uptake by glia, LRP1-dependent OPC cholesterol/peroxisome and repair phenotypes, and NPC1-dependent oligodendrocyte maturation with pharmacological rescue.	Preserve gene perturbation, lipid or protein, receptor-associated uptake, intracellular cholesterol, epigenetic and tissue-repair outputs as separate links; no transcript-to-lipid or transcript-to-protein shortcut, no single LRP1 ligand or uptake mechanism inferred, later context-specific LRP1 demyelination findings may dissociate differentiation from inflammatory outcomes, no traumatic-SCI or terminal-TF inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	rat	Rat primary astrocytes exposed to brain-derived myelin vesicles; LRP1 expression, RAP blockade and fluorescence uptake assays	not_reported	unknown	contextual_support	LITEXP:003053
M21B-LITEXP-7173	M21B-DOWNSTREAM:03333	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										EPOR pY343/pY401 site-set-SH2B1/SH2-Bbeta documented phosphorylation_or_activation_readout	EPOR-pY343-pY401-SH2B1-negative-relay	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E011543;M21B-EVID-010846;M21B-DOWNSTREAM-EVID:004731;PMID:22669948	M21B-LITEXP-7173	M21B-DOWNSTREAM-EVID:004731	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:22669948	Phosphorylated EPOR Tyr343 and Tyr401 recruit the SH2 domain of SH2B1/SH2-Bbeta in the EPO receptor context.	The primary supports a pY343/pY401 site-set and bounded negative-regulatory signaling readout, but not independent single-site exclusivity, universal EPO signaling, or CNS/SCI relevance.	Preserve the EPOR pY343/pY401 site-set, SH2B1 adaptor, EPO stimulation and erythroid-cell context; no terminal-TF inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	mammalian; Ba/F3 and EPOR-expression systems	Ba/F3 cells expressing EPOR truncation and site-mutant constructs; EPO stimulation; COLT and phosphotyrosine-site recruitment assays; SH2B1 knockdown with EPO-R/JAK2/ERK1/2 phosphorylation readouts	not_reported	unknown	contextual_support	LITEXP:003054
M21B-LITEXP-7174	M21B-DOWNSTREAM:03341	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										CXCL13-CXCR3 documented phosphorylation_or_activation_readout	CXCL13-CXCR3-primary-evidence	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E011628;M21B-EVID-010931;M21B-DOWNSTREAM-EVID:004742;PMID:11554781	M21B-LITEXP-7174	M21B-DOWNSTREAM-EVID:004742	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:11554781	Primary evidence harvested in public LR review reviewed_batch_069; candidate=LR:CXCL13>CXCR3.	Primary studies show that CXCL13/BCA-1 competes for CXCR3 binding and induces CXCR3-dependent chemotaxis and GTP-gamma-S signaling in transfected cells.	Preserve the human CXCL13/CXCR3 transfectant and chemotaxis context; do not infer that CXCR3 replaces the canonical CXCR5 route in every tissue or assert a complete intracellular/TF chain from the reported assays. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	human CXCR3-transfectant and chemotaxis assays	Primary model/assay described in the linked evidence record	not_reported	activating	contextual_support	LITEXP:003055
