UniprotID.TF	UniprotID.Target	NCBI.GeneID.TF	NCBI.GeneID.Target	Name.TF	Name.Target	Detection.method	PubmedID	Organism	Source.database	Small-scale.evidence	TF.TFLink.ortho	TF.nonTFLink.ortho	Target.TFLink.ortho	Target.nonTFLink.ortho
O60281	Q13503	23036	9412	ZNF292	MED21	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	Dr:E7FBU0;Mm:Q9Z2U2;Rn:D3ZXZ1	-	Dm:Q9W5P1;Dr:Q7ZTI5;Mm:Q9CQ39;Rn:D4AA11	Ce:Q6BER6
O60281	Q5SZD1	23036	135398	ZNF292	C6orf141	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	Dr:E7FBU0;Mm:Q9Z2U2;Rn:D3ZXZ1	-	Mm:Q9D2Z6;Rn:B2RZ52	-
O60281	Q92730	23036	27289	ZNF292	RND1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	Dr:E7FBU0;Mm:Q9Z2U2;Rn:D3ZXZ1	-	Dr:Q52WX7;Mm:Q8BLR7;Rn:Q5FVG9	-
O60281	P11279	23036	3916	ZNF292	LAMP1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	Dr:E7FBU0;Mm:Q9Z2U2;Rn:D3ZXZ1	-	Mm:P11438;Rn:P14562	-
O60281	Q99614	23036	7265	ZNF292	TTC1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	Dr:E7FBU0;Mm:Q9Z2U2;Rn:D3ZXZ1	-	Dm:Q9VEV3;Dr:F1QZK4;Mm:Q91Z38;Rn:Q66H09	Ce:O44951
O60281	P07332	23036	2242	ZNF292	FES	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	Dr:E7FBU0;Mm:Q9Z2U2;Rn:D3ZXZ1	-	Mm:P16879	Dr:F8W425;Rn:D4A584
O60281	Q8NCG7	23036	221955	ZNF292	DAGLB	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	Dr:E7FBU0;Mm:Q9Z2U2;Rn:D3ZXZ1	-	Ce:H2KY93;Dr:E7FDG8;Mm:Q91WC9	Rn:D3Z890
O60281	Q9GZV7	23036	60484	ZNF292	HAPLN2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	Dr:E7FBU0;Mm:Q9Z2U2;Rn:D3ZXZ1	-	Dr:A2CF10;Mm:Q9ESM3;Rn:G3V8G6	-
O60281	P00813	23036	100	ZNF292	ADA	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	Dr:E7FBU0;Mm:Q9Z2U2;Rn:D3ZXZ1	-	Mm:P03958;Rn:Q920P6;Sc:P53909	Dr:F1RA33
O60281	Q9NP84	23036	51330	ZNF292	TNFRSF12A	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	Dr:E7FBU0;Mm:Q9Z2U2;Rn:D3ZXZ1	-	Mm:Q9CR75;Rn:G3V6F9	-
