expansion_id	source_queue_id	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	output_node_id	output_label	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_evidence_record_id	primary_locator	citation_note	evidence_summary	route_linkage_status	causal_status	traversal_status	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	curation_status	limitations	route_evidence_id
M21B-LITEXP-0735	M21B-DOWNSTREAM:00342	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE09950	S100A8/A9	M21B-E000878	NODE09581	RAGE/AGER	M21B-E006779	NODE02766	DAP10/HCST								S100A8/A9-RAGE-DAP10 MAPK/NF-kappaB activation output	S100A8A9-RAGE-DAP10-inflammatory-activation	primary_literature_route_expansion	composite_primary_receptor_adaptor_route_output	M21B-E000878;M21B-EVID-000821;M21B-DOWNSTREAM-EVID:000579;M21B-E006779;M21B-EVID-006722;PMID:18339893;PMID:16297907	M21B-DOWNSTREAM-EVID:000579	PMID:18339893; PMID:16297907	Primary S100A8/A9-RAGE MAPK and NF-kappaB signaling studies; existing RAGE-DAP10 continuation evidence	Primary evidence supports extracellular S100A8/A9 engagement of RAGE with concentration-dependent MAPK and NF-kappaB signaling; the existing validated RAGE-DAP10 association supplies a bounded receptor-proximal continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	phosphorylation_or_activation_readout	human	Human prostate, breast and related tumor-cell systems with purified S100A8/A9, RAGE knockdown/blockade, MAPK phosphorylation, NF-kappaB activation and proliferation assays	Extracellular S100A8/A9 engagement of RAGE with bounded DAP10 continuation and MAPK/NF-kappaB activation output	No SCI transfer inferred; tumor-cell model context only	Primary evidence supports concentration- and oligomer-form-dependent S100A8/A9-RAGE signaling; the existing RAGE-DAP10 edge supplies a bounded continuation while preserving tumor-cell and dose context.	Purified S100A8/A9, RAGE knockdown/blocking antibody, RAGE-fragment protection, MAPK phosphorylation, NF-kappaB activation and proliferation assays	activating	composite_primary_evidence	curated_primary_route	Preserve S100A8/A9 oligomer and concentration boundaries, RAGE context and tumor-cell model; the RAGE-DAP10 association is a bounded continuation, with no SCI or terminal-TF inference.	LITEXP:000735
M21B-LITEXP-0736	M21B-DOWNSTREAM:00343	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE09936	S100A12/EN-RAGE	M21B-E000879	NODE09581	RAGE/AGER	M21B-E006779	NODE02766	DAP10/HCST								S100A12-RAGE-DAP10 glycan-dependent inflammatory signaling output	S100A12-RAGE-DAP10-inflammatory-signaling	primary_literature_route_expansion	composite_primary_receptor_adaptor_route_output	M21B-E000879;M21B-EVID-000822;M21B-DOWNSTREAM-EVID:000581;M21B-E006779;M21B-EVID-006722;PMID:17158877;PMID:20512925	M21B-DOWNSTREAM-EVID:000581	PMID:17158877; PMID:20512925	Primary calcium-loaded S100A12-RAGE structural and inflammatory signaling studies; existing RAGE-DAP10 continuation evidence	Primary evidence supports calcium-loaded S100A12 binding to RAGE and RAGE-dependent inflammatory signaling; the existing validated RAGE-DAP10 association supplies a bounded receptor-proximal continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	human	Calcium-loaded human S100A12 dimers/hexamers with soluble or cellular RAGE, receptor multimerization and RAGE-dependent NF-kappaB assays	Extracellular calcium-loaded S100A12 engagement of RAGE with bounded DAP10 continuation and inflammatory signaling output	No SCI transfer inferred; human biochemical and inflammatory model context only	Primary evidence supports calcium-, oligomerization- and RAGE-glycan-dependent S100A12 signaling; the existing RAGE-DAP10 edge supplies a bounded continuation while preserving human-specific context.	NMR, fluorescence, native-gel, glycan-enrichment, receptor-multimerization and RAGE-dependent NF-kappaB assays	activating	composite_primary_evidence	curated_primary_route	Preserve calcium loading, oligomeric form and human-specific S100A12 biology; the RAGE-DAP10 association is a bounded continuation, with no SCI or terminal-TF inference.	LITEXP:000736
M21B-LITEXP-0737	M21B-DOWNSTREAM:00344	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE09964	S100B	M21B-E000880	NODE09581	RAGE/AGER	M21B-E006779	NODE02766	DAP10/HCST								S100B-RAGE-DAP10 neuronal survival and growth output	S100B-RAGE-DAP10-neuronal-survival	primary_literature_route_expansion	composite_primary_receptor_adaptor_route_output	M21B-E000880;M21B-EVID-000823;M21B-DOWNSTREAM-EVID:000582;M21B-E006779;M21B-EVID-006722;PMID:17660747	M21B-DOWNSTREAM-EVID:000582	PMID:17660747	Primary multimeric S100B-RAGE receptor-dimerization and neuronal survival study; existing RAGE-DAP10 continuation evidence	Primary evidence supports multimeric S100B binding to RAGE, receptor dimerization and concentration-dependent neuronal survival/growth responses; the existing validated RAGE-DAP10 association supplies a bounded receptor-proximal continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	cellular_functional_readout	human	Recombinant human calcium-loaded S100B oligomers with RAGE binding/dimerization and neuronal or cell-growth/survival assays	Extracellular multimeric S100B engagement of RAGE with bounded DAP10 continuation and neuronal survival/growth output	No SCI transfer inferred; neuronal and biochemical model context only	Primary evidence supports multimeric S100B-RAGE signaling with concentration-dependent trophic boundaries; the existing RAGE-DAP10 edge supplies a bounded continuation while preserving oligomeric context.	RAGE binding, analytical ultracentrifugation, receptor-dimerization, neuronal growth and survival assays	activating	composite_primary_evidence	curated_primary_route	Preserve multimeric S100B and trophic-versus-toxic concentration boundaries; the RAGE-DAP10 association is a bounded continuation, with no SCI or terminal-TF inference.	LITEXP:000737
M21B-LITEXP-0738	M21B-DOWNSTREAM:00378	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE09350	PrP(C)/PRNP	M21B-E000936	NODE00283	ADGRG6/GPR126	M21B-E004471	NODE04283	GNAS								PrP(C)-GPR126-GNAS cAMP and myelin-homeostasis output	PrPC-GPR126-Gs-cAMP-myelin-homeostasis	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E000936;M21B-EVID-000879;M21B-DOWNSTREAM-EVID:000635;M21B-E004471;M21B-EVID-004414;PMID:27501152;PMCID:PMC5499706	M21B-DOWNSTREAM-EVID:000635	PMID:27501152; PMCID:PMC5499706	Primary PrP(C) flexible-tail/GPR126 cAMP and Schwann-cell myelination study; existing GPR126-GNAS continuation evidence	Primary evidence supports neuronal PrP(C) flexible-tail agonism of Schwann-cell GPR126/ADGRG6 with cAMP and myelin-homeostasis rescue phenotypes; the existing validated GPR126-GNAS edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	mouse; zebrafish	Primary mouse Schwann cells, SW10 Schwann cells and ADGRG6/GPR126-expressing HEK293T systems with PrP(C) peptide, cAMP, myelination and genetic rescue assays	Extracellular or trans-presented PrP(C) flexible-tail engagement of GPR126 with bounded GNAS continuation and cAMP/myelin output	No SCI transfer inferred; peripheral myelinating-glia and zebrafish model context only	Primary evidence supports PrP(C)-GPR126 signaling in Schwann-cell myelin homeostasis; the existing receptor-GNAS edge supplies a bounded continuation while preserving peptide, species and trans-presentation context.	PrP(C) residues 23-120/23-50 peptides, GPR126 deletion, cAMP, myelination and rescue assays	activating	composite_primary_evidence	curated_primary_route	Preserve PrP(C) flexible-tail/peptide form, neuronal-to-Schwann trans context and peripheral glia model; no CNS-trauma or terminal-TF inference.	LITEXP:000738
M21B-LITEXP-0739	M21B-DOWNSTREAM:03057	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE01553	CAMP/LL-37	M21B-E006227	NODE03812	FPR2/ALX	M21B-E001809	NODE04268	GNAI								LL-37-FPR2-GNAI neutrophil, monocyte and T-cell chemotaxis output	LL37-FPR2-Gi-chemotaxis	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E006227;M21B-EVID-006170;M21B-DOWNSTREAM-EVID:004426;M21B-E001809;M21B-EVID-001752;PMID:11015447;PMCID:PMC2193321;DOI:10.1084/jem.192.7.1069	M21B-DOWNSTREAM-EVID:004426	PMID:11015447; PMCID:PMC2193321; DOI:10.1084/jem.192.7.1069	Primary LL-37/FPRL1-FPR2 human myeloid and T-cell chemotaxis study; existing FPR2-GNAI continuation evidence	Primary evidence supports mature LL-37-dependent FPR2/FPRL1-mediated chemoattraction of human neutrophils, monocytes and T cells; the existing validated FPR2-GNAI edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	cellular_functional_readout	human	Human peripheral-blood neutrophils, monocytes and T cells with FPRL1/FPR2 receptor systems and LL-37 dose-response chemotaxis assays	Extracellular mature LL-37 engagement of FPR2/ALX with bounded GNAI continuation and leukocyte chemotaxis output	No SCI transfer inferred; human leukocyte model context only	Primary evidence supports receptor-mediated LL-37 chemotaxis; the existing FPR2-GNAI edge supplies a bounded coupling continuation while preserving FPRL1/FPR2 nomenclature and mature-peptide context.	LL-37 dose-response chemotaxis and receptor-specific pharmacology in human neutrophils, monocytes and T cells	activating	composite_primary_evidence	curated_primary_route	Preserve mature LL-37 form and FPRL1=FPR2/ALX nomenclature; primary supports chemotaxis rather than purified direct binding, with no SCI or terminal-TF inference.	LITEXP:000739
M21B-LITEXP-0740	M21B-DOWNSTREAM:03062	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE04881	Human beta-defensin-3/HBD3	M21B-E006233	NODE01779	CCR6	M21B-E004410	NODE04263	GNA12								Disulfide-bonded HBD3-CCR6-GNA12 monocyte chemotaxis output	HBD3-CCR6-G12-chemotaxis	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E006233;M21B-EVID-006176;M21B-DOWNSTREAM-EVID:004431;M21B-E004410;M21B-EVID-004353;PMID:12840147;PMCID:PMC166407	M21B-DOWNSTREAM-EVID:004431	PMID:12840147; PMCID:PMC166407	Primary folded HBD3-CCR6 chemotaxis and disulfide-connectivity study; existing CCR6-GNA12 continuation evidence	Primary evidence supports disulfide-dependent HBD3 activity through CCR6-transfected cells and CCR6-linked monocyte chemotaxis; the existing validated CCR6-GNA12 edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	cellular_functional_readout	human	CCR6-transfected HEK293 cells and human monocyte chemotaxis systems with chemically synthesized disulfide-connectivity HBD3 analogs	Extracellular folded HBD3 engagement of CCR6 with bounded GNA12 continuation and monocyte chemotaxis output	No SCI transfer inferred; human receptor-expression and monocyte model context only	Primary evidence supports folded/disulfide-bonded HBD3-CCR6 chemotaxis; the existing CCR6-GNA12 edge supplies a bounded coupling continuation while preserving analog and cell-model limits.	CCR6-transfected-cell activity, disulfide-connectivity analogs, receptor-dependent chemotaxis and cysteine-disruption controls	activating	composite_primary_evidence	curated_primary_route	Preserve folded HBD3, disulfide connectivity and CCR6 chemotaxis context; receptor-dependent migration does not establish a universal G-protein route, SCI effect or terminal-TF output.	LITEXP:000740
M21B-LITEXP-0741	M21B-DOWNSTREAM:03110	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|secreted_protein_or_release	transcription_factor|target_gene_expression	source_supported	NODE09622	RBP4/retinol-binding protein 4	M21B-E006353	NODE11113	TLR4	M21B-E001335	NODE11052	TICAM2/TRAM								Holo/apo-RBP4-TLR4-TRAM NLRP3 and IL-1beta inflammatory output	RBP4-TLR4-TRAM-NLRP3-priming	primary_literature_route_expansion	composite_primary_receptor_adaptor_route_output	M21B-E006353;M21B-EVID-006296;M21B-DOWNSTREAM-EVID:004482;M21B-E001335;M21B-EVID-001278;PMID:33214151;PMCID:PMC7733787;DOI:10.1073/pnas.2014419117	M21B-DOWNSTREAM-EVID:004482	PMID:33214151; PMCID:PMC7733787; DOI:10.1073/pnas.2014419117	Primary holo/apo-RBP4 TLR4/MD2-dependent NLRP3 priming study; existing TLR4-TRAM continuation evidence	Primary evidence supports holo- or apo-RBP4-dependent inflammatory priming through the TLR4/MD2 complex with NLRP3 and IL-1beta output; the existing validated TLR4-TICAM2/TRAM edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	secreted_protein_or_release	human; mouse	Human adipocyte-related inflammatory systems and RBP4-overexpressing or injected mouse models with recombinant holo/apo-RBP4, TLR4/MD2 inhibition and adipose IL-1beta/NLRP3 assays	Extracellular holo/apo-RBP4 engagement of TLR4/MD2 with bounded TICAM2/TRAM continuation and NLRP3/IL-1beta output	No SCI transfer inferred; adipose inflammatory model context only	Primary evidence supports RBP4-form-dependent TLR4/MD2 inflammatory priming; the existing receptor-TRAM edge supplies a bounded continuation while preserving TLR2 co-context and no terminal-TF inference.	Recombinant holo/apo-RBP4, TLR4/MD2 inhibition, RBP4 overexpression/injection, adipose IL-1beta and NLRP3 readouts	activating	composite_primary_evidence	curated_primary_route	Preserve holo/apo-RBP4, TLR4/MD2 and TLR2 co-context; primary supports inflammatory priming rather than a purified RBP4-TLR4 binding constant, with no SCI or terminal-TF output.	LITEXP:000741
M21B-LITEXP-0742	M21B-DOWNSTREAM:03112	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE01741	CCN1/CYR61	M21B-E006364	NODE11113	TLR4	M21B-E001335	NODE11052	TICAM2/TRAM								CCN1-TLR4-TRAM MyD88-dependent cytokine and neutrophil output	CCN1-TLR4-TRAM-DAMP-activation	primary_literature_route_expansion	composite_primary_receptor_adaptor_route_output	M21B-E006364;M21B-EVID-006307;M21B-DOWNSTREAM-EVID:004484;M21B-E001335;M21B-EVID-001278;PMID:32144270;PMCID:PMC7060279;DOI:10.1038/s41467-020-15075-5	M21B-DOWNSTREAM-EVID:004484	PMID:32144270; PMCID:PMC7060279; DOI:10.1038/s41467-020-15075-5	Primary direct CCN1-TLR4 binding and MyD88-dependent inflammatory activation study; existing TLR4-TRAM continuation evidence	Primary evidence supports direct CCN1 engagement of TLR4 and MyD88-dependent inflammatory output in myeloid systems; the existing validated TLR4-TICAM2/TRAM edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	phosphorylation_or_activation_readout	human; mouse	Recombinant human CCN1/TLR4 binding systems and mouse bone-marrow-derived macrophages with MyD88, Tlr2 and Tlr4 loss-of-function, myeloid Ccn1 perturbation and cytokine/neutrophil assays	Extracellular CCN1 engagement of TLR4 with bounded TICAM2/TRAM continuation and MyD88-dependent inflammatory output	No SCI transfer inferred; myeloid inflammatory model context only	Primary evidence supports direct CCN1-TLR4 activation and MyD88-dependent myeloid output; the existing receptor-TRAM edge supplies a bounded continuation while preserving co-receptor and model context.	Solid-phase binding and SPR, recombinant CCN1/TLR4, MyD88/Tlr2/Tlr4 loss-of-function, endotoxin controls and cytokine/neutrophil readouts	activating	composite_primary_evidence	curated_primary_route	Preserve CCN1/CYR61 DAMP form, direct TLR4 binding and MyD88-dependent myeloid context; the TLR4-TRAM edge is a bounded continuation, with no SCI or terminal-TF output.	LITEXP:000742
M21B-LITEXP-0743	M21B-DOWNSTREAM:03128	ligand>receptor>TF>output	ligand_receptor_tf_output_annotation_missing_intracellular	ligand|receptor|transcription_factor|gene_expression_or_transcription	intracellular_continuation|target_gene_expression	not_assayed	NODE05004	IFNL4/interferon-lambda-4	M21B-E006516	NODE05006	IFNLR1-IL10RB receptor complex					NODE10672	STAT1					IFNL4-IFNLR1/IL10RB-STAT1 ISRE/MX1 antiviral expression output	IFNL4-IFNLR-STAT1-antiviral-output	primary_literature_route_expansion	primary_transcription_factor_and_gene_expression_output	M21B-E006516;M21B-EVID-006459;M21B-DOWNSTREAM-EVID:004500;M21B-E011536;M21B-EVID-010839;PMID:24169568;PMCID:PMC5110018;DOI:10.1128/JVI.01106-13	M21B-DOWNSTREAM-EVID:004500	PMID:24169568; PMCID:PMC5110018; DOI:10.1128/JVI.01106-13	Primary IFN-lambda-4 receptor-dependence, STAT1-associated ISRE/MX1 and antiviral output study	Primary evidence supports IFN-lambda-4 signaling through the IFNLR1/IL10RB receptor complex with receptor-dependent ISRE/MX1 and antiviral output; the exact STAT1 node is retained as TF support while the JAK/adaptor continuation and terminal target-gene identity remain unresolved.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	gene_expression_or_transcription	human	Human recombinant IFN-lambda-4 in Huh7/Huh7.5 and IFNLR1/IL10RB-deficient or receptor-blocked systems with ISRE/MX1 and antiviral assays	Extracellular IFNL4 engagement of the IFNLR1/IL10RB receptor complex with STAT1-associated antiviral transcriptional output; JAK/adaptor order unresolved	No CNS or SCI transfer inferred; human hepatic/antiviral model context only	The ligand-receptor, STAT1 node and antiviral transcriptional readout are source-supported, but intracellular continuation and terminal target-gene identity remain unresolved; mouse lacks an equivalent functional IFNL4 context.	Recombinant IFN-lambda-4, receptor-chain disruption/blockade, ISRE/MX1 expression and antiviral assays	activating	composite_primary_evidence	curated_primary_route	Restrict the claim to active human IFNL4 and IFNLR1/IL10RB-dependent assays; STAT1 is retained from exact node support, but the JAK/adaptor sequence and terminal target gene are unresolved, with no SCI inference.	LITEXP:000743
M21B-LITEXP-0744	M21B-DOWNSTREAM:03275	ligand>receptor>intracellular>TF>output	ligand_receptor_intracellular_tf_output_missing_target_gene	ligand|receptor|intracellular_continuation|transcription_factor|reporter_readout	target_gene_expression	source_supported	NODE06881	MDP (muramyl dipeptide)	M21B-E003857	NODE08142	NOD2/NLRC2	M21B-E001333	NODE09762	RIPK2/RICK		NODE07961	NF-kappaB					MDP-NOD2-RIPK2-NF-kappaB reporter activation output	MDP-NOD2-RIPK2-NFkB-activation	primary_literature_route_expansion	composite_primary_intracellular_tf_reporter_output	M21B-E003857;M21B-EVID-003800;M21B-DOWNSTREAM-EVID:004651;M21B-DOWNSTREAM-EVID:004652;M21B-E001333;M21B-EVID-001276;PMID:22857257	M21B-DOWNSTREAM-EVID:004651	PMID:22857257	Primary direct NOD2-MDP binding and matched NOD2-dependent NF-kappaB reporter study; existing NOD2-RIPK2 continuation evidence	Primary evidence supports direct high-affinity MDP binding to human NOD2 with matched NOD2-dependent NF-kappaB reporter activation; the existing validated NOD2-RIPK2 edge supplies the intracellular continuation, while NF-kappaB is retained as an exact node mention and terminal target-gene identity remains unresolved.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	reporter_readout	human	Purified human NOD2 in insect-cell biochemical binding assays and HEK293T NOD2 NF-kappaB reporter systems	Cytosolic MDP engagement of NOD2 with bounded RIPK2 continuation, NF-kappaB reporter output and unresolved terminal target gene	No SCI transfer inferred; biochemical and reconstituted-cell innate-sensing context only	Primary evidence supports MDP stereochemistry-dependent NOD2 binding and NF-kappaB reporter activation; the existing NOD2-RIPK2 edge supplies a bounded continuation, while exact RIPK2-to-NF-kappaB ordering and target gene remain unresolved.	MDP self-assembled-monolayer SPR, purified NOD2 binding and HEK293T NOD2 NF-kappaB reporter assays	activating	composite_primary_evidence	curated_primary_route	Preserve biologically relevant MDP stereochemistry, pH-dependent binding and reconstituted-cell context; NF-kappaB node support is exact but not a claim of a complete RIPK2-to-TF sequence or terminal target gene.	LITEXP:000744
