expansion_id	source_queue_id	route_status	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	target_output_form_id	output_node_id	output_label	output_form_id	bridge_id	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_chain_id	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	primary_locator	citation_note	evidence_summary	limitations	curation_status	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	route_evidence_id
M21B-LITEXP-4204	M21B-DOWNSTREAM:00445	retained_evidence_route	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|output	transcription_factor|target_gene_expression	explicit_receptor_proximal_edge	NODE03108	Egf	M20B-E000450	NODE03111	Egfr	M21B-E001093	NODE09480	PTPN11/SHP2									EGFR pY992-SHP2-associated receptor modulation and bounded Ras/ERK output			EGFR-pY992-PTPN11	primary_literature_route_expansion	primary_receptor_proximal_and_functional_output	M20B-E000450;M21B-E001093;M21B-EVID-001036;M21B-DOWNSTREAM-EVID:000769;M21B-DOWNSTREAM-EVID:000770;PMID:14560030;PMCID:PMC207628	M21B-LITEXP-4204	M21B-DOWNSTREAM-EVID:000770	literature_expansion:lr_pair_resolved_by_receptor_identity_alias:EGFR;receptor_proximal_evidence_remains_context_bound	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	PMID:14560030; PMCID:PMC207628	Primary EGFR Y992F and SHP2 mechanism studies linking the site to bounded Ras/ERK modulation.	Primary-supported claim: EGFR Y992F mutant and SHP2 mechanism studies support pY992-linked dephosphorylation with bounded Ras/ERK effects. Primary model/assay: NIH3T3 and COS-1 EGFR mutant systems with Y992F, SHP2 mechanism, Ras and ERK readouts.	Promote bounded pY992-SHP2-mediated receptor modulation; do not overstate direct docking or assign a direct EGFR-to-RasGAP edge. Intracellular relay beyond SHP2, TF and target gene remain unresolved.	curated_primary_route	as stated in primary model/assay	NIH3T3 and COS-1 EGFR mutant systems with Y992F, SHP2 mechanism, Ras and ERK readouts	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	Primary EGFR pY992-SHP2 receptor modulation evidence; terminal TF and target gene unresolved	EGFR Y992F mutant, SHP2 mechanism, Ras and ERK readouts	unknown	direct_edge	LITEXP:000085
M21B-LITEXP-4205	M21B-DOWNSTREAM:00446	retained_evidence_route	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|output	transcription_factor|target_gene_expression	explicit_receptor_proximal_edge	NODE03620	FGF2	M21B-E000203	NODE03659	FGFR1	M21B-E001094	NODE09092	PLCG1									FGFR1 pY766-PLCG1 docking and FGF-stimulated PLCgamma/inositol-phosphate output			FGFR1-pY766-PLCG1	primary_literature_route_expansion	primary_receptor_proximal_and_activation_output	M21B-E000203;M21B-E001094;M21B-EVID-001037;M21B-DOWNSTREAM-EVID:000771;M21B-DOWNSTREAM-EVID:000772;PMID:1656221;PMCID:PMC361508;PMID:1379698;PMID:7514169	M21B-LITEXP-4205	M21B-DOWNSTREAM-EVID:000772	literature_expansion:lr_pair_resolved_by_receptor_identity_alias:FGFR1;receptor_proximal_evidence_remains_context_bound	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:1656221; PMCID:PMC361508; PMID:1379698; PMID:7514169	Primary FGFR1 pY766 phosphopeptide/PLCgamma docking and Y766F signaling studies.	Primary-supported claim: Phosphorylated FGFR1 pY766 peptide binds PLCgamma1 SH2 domains, while Y766F reduces FGF-stimulated PLCgamma phosphorylation and inositol-phosphate signaling. Primary model/assay: purified phosphorylated FGFR1 pY766 peptide/PLCgamma1 SH2 binding and FGFR receptor/cytoplasmic constructs with FGF-stimulated PC12 or myoblast assays.	Promote site-specific FGFR1 pY766-PLCgamma1 docking distinct from the broad FGFR1 edge; preserve receptor-tail and no SCI boundaries. TF and target-gene layers remain unresolved.	curated_primary_route	as stated in primary model/assay	Purified phosphorylated FGFR1 pY766 peptide/PLCgamma1 SH2 binding; FGFR receptor/cytoplasmic constructs and FGF-stimulated PC12 or myoblast assays with Y766F	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	Primary FGFR1 pY766-PLCG1 docking and activation evidence; terminal TF and target gene unresolved	FGFR1 pY766 peptide/PLCgamma1 SH2 binding and Y766F receptor-mutant signaling assays	activating	direct_edge	LITEXP:000086
M21B-LITEXP-4206	M21B-DOWNSTREAM:00448	retained_evidence_route	ligand>receptor>intracellular>TF>output	ligand_receptor_intracellular_tf_output_missing_target_gene	ligand|receptor|intracellular_continuation|transcription_factor|output	target_gene_expression	explicit_receptor_proximal_edge	NODE02503	CSF1	M21B-E000722	NODE02517	CSF1R/c-Fms	M21B-E001099	NODE10258	SFK		NODE10752	STAT5						CSF1-CSF1R pY559-SFK-associated Akt/ERK/STAT5 and CBL-linked internalization output			CSF1R-pY559-SFK	primary_literature_route_expansion	primary_receptor_proximal_and_tf_associated_output	M21B-E000722;M21B-E001099;M21B-EVID-001042;M21B-DOWNSTREAM-EVID:000775;M21B-DOWNSTREAM-EVID:000776;M21B-DOWNSTREAM-EVID:000777;PMID:15297464	M21B-LITEXP-4206	M21B-DOWNSTREAM-EVID:000777	literature_expansion:lr_pair_resolved_by_receptor_identity_alias:CSF1R;TF_mention_remains_unlinked_to_target_gene	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	PMID:15297464	Primary CSF1R Y559 mutant study linking Src-family association to Akt/ERK/STAT5 and CBL-linked internalization outputs.	Primary-supported claim: CSF1R Y559F/Y559D myeloid-receptor mutants alter Src-family association, Akt/ERK/STAT5 outputs and CBL-linked internalization. Primary model/assay: 32D myeloid cells expressing CSF1R Y559F/Y559D with CSF1 stimulation, Src-family association, Akt/ERK/STAT5 and CBL/internalization readouts.	Promote the bounded pY559-SFK association and preserve Y559F pleiotropy, mouse/human numbering, and no single-SFK assignment. STAT5 is retained as an observed TF-associated layer, but no TF-target edge or target gene is asserted.	curated_primary_route	as stated in primary model/assay	32D myeloid cells expressing CSF1R Y559F/Y559D with CSF1 stimulation, Src-family association, Akt/ERK/STAT5 and CBL/internalization readouts	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	Primary CSF1-CSF1R pY559-SFK evidence with STAT5-associated output; target gene unresolved	CSF1R Y559F/Y559D mutation, CSF1 stimulation, Src-family association, Akt/ERK/STAT5 and CBL/internalization assays	unknown	direct_edge	LITEXP:000087
M21B-LITEXP-4207	M21B-DOWNSTREAM:00449	retained_evidence_route	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|output	transcription_factor|target_gene_expression	explicit_receptor_proximal_edge	NODE08845	PDGFB/PDGF-BB	M21B-E000182	NODE08864	PDGFRB receptor dimer	M21B-E001100	NODE04438	GRB2									PDGFB-PDGFRB pY716-GRB2-associated Ras-GTP/MAPK and DNA-synthesis output			PDGFRB-pY716-GRB2	primary_literature_route_expansion	primary_receptor_proximal_and_functional_output	M21B-E000182;M21B-E001100;M21B-EVID-001043;M21B-DOWNSTREAM-EVID:000778;M21B-DOWNSTREAM-EVID:000779;PMID:7935391;PMCID:PMC359202	M21B-LITEXP-4207	M21B-DOWNSTREAM-EVID:000779	literature_expansion:lr_pair_resolved_by_receptor_identity_alias:PDGFRB;receptor_proximal_evidence_remains_context_bound	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	PMID:7935391; PMCID:PMC359202	Primary PDGFRbeta pY716 mutant/phosphopeptide studies supporting direct Grb2 binding and bounded Ras signaling.	Primary-supported claim: PDGFRbeta mutant, phosphopeptide and cell assays support direct Grb2 binding at pY716 with bounded Ras-GTP signaling. Primary model/assay: PDGFRbeta mutants and phosphopeptide binding in fibroblast/PAE systems with Grb2 association, Ras-GTP, MAPK and DNA-synthesis readouts.	Promote pY716-Grb2 docking with bounded Ras relay; preserve that this branch is not required for all PDGF mitogenesis. TF and target-gene layers remain unresolved.	curated_primary_route	as stated in primary model/assay	PDGFRbeta mutants and phosphopeptide binding in fibroblast/PAE systems with Grb2 association, Ras-GTP, MAPK and DNA-synthesis readouts	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	Primary PDGFB-PDGFRB pY716-GRB2 branch; terminal TF and target gene unresolved	PDGFRbeta mutants and pY716 phosphopeptide binding with Grb2, Ras-GTP, MAPK and DNA-synthesis assays	activating	direct_edge	LITEXP:000088
M21B-LITEXP-4208	M21B-DOWNSTREAM:00450	retained_evidence_route	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|output	transcription_factor|target_gene_expression	explicit_receptor_proximal_edge	NODE08845	PDGFB/PDGF-BB	M21B-E000182	NODE08864	PDGFRB receptor dimer	M21B-E001102	NODE09480	PTPN11/SHP2									PDGFRB pY763-SHP2-associated Ras-GTP, ERK and chemotaxis output			PDGFRB-pY763-PTPN11	primary_literature_route_expansion	primary_receptor_proximal_and_functional_output	M21B-E000182;M21B-E001102;M21B-EVID-001045;M21B-DOWNSTREAM-EVID:000780;M21B-DOWNSTREAM-EVID:000781;PMID:10391677	M21B-LITEXP-4208	M21B-DOWNSTREAM-EVID:000781	literature_expansion:lr_pair_resolved_by_receptor_identity_alias:PDGFRB;receptor_proximal_evidence_remains_context_bound	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	PMID:10391677	Primary PDGFRbeta Y763F/Y1009F study supporting SHP2 association and bounded Ras/ERK/chemotaxis outputs.	Primary-supported claim: PDGFRbeta Y763F/Y1009F analyses support SHP2 association and bounded Ras-GTP, ERK and chemotaxis outputs. Primary model/assay: PAE cells expressing PDGFRbeta Y763F/Y1009F with SHP2 association, Ras-GTP, ERK and chemotaxis assays.	Promote pY763-SHP2 as a co-site-bounded docking branch; preserve Y1009 as a co-site and do not assign all double-mutant effects to Y763 alone. TF and target-gene layers remain unresolved.	curated_primary_route	as stated in primary model/assay	PAE cells expressing PDGFRbeta Y763F/Y1009F with SHP2 association, Ras-GTP, ERK and chemotaxis assays	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	Primary PDGFB-PDGFRB pY763-SHP2 branch; terminal TF and target gene unresolved	PDGFRbeta Y763F/Y1009F mutation, SHP2 association, Ras-GTP, ERK and chemotaxis assays	unknown	direct_edge	LITEXP:000089
M21B-LITEXP-4209	M21B-DOWNSTREAM:00451	retained_evidence_route	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|output	transcription_factor|target_gene_expression	explicit_receptor_proximal_edge	NODE08845	PDGFB/PDGF-BB	M21B-E000182	NODE08864	PDGFRB receptor dimer	M21B-E001103	NODE09480	PTPN11/SHP2									PDGFRB pY1009-SHP2-associated phosphatase, ruffling and migration output			PDGFRB-pY1009-PTPN11	primary_literature_route_expansion	primary_receptor_proximal_and_migration_output	M21B-E000182;M21B-E001103;M21B-EVID-001046;M21B-DOWNSTREAM-EVID:000782;M21B-DOWNSTREAM-EVID:000783;M21B-DOWNSTREAM-EVID:000784;PMID:7691811;PMID:7688466;PMID:10318871	M21B-LITEXP-4209	M21B-DOWNSTREAM-EVID:000784	literature_expansion:lr_pair_resolved_by_receptor_identity_alias:PDGFRB;receptor_proximal_evidence_remains_context_bound	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	PMID:7691811; PMID:7688466; PMID:10318871	Primary PDGFRbeta pY1009 phosphopeptide, receptor association and Y1009F studies supporting SHP2 docking and migration outputs.	Primary-supported claim: Phosphorylated PDGFRbeta pY1009 peptide and receptor association studies support SHP2 docking, with Y1009-dependent phosphatase, ruffling and migration outputs. Primary model/assay: PDGFRbeta pY1009 phosphopeptide, receptor association and PAE/Y1009F cell assays measuring SHP2 activity, FAK, membrane ruffling and migration.	Promote the pY1009-SHP2 docking branch; distinguish it from pY771 dephosphorylation and preserve bounded migration/Ras context. TF and target-gene layers remain unresolved.	curated_primary_route	as stated in primary model/assay	PDGFRbeta pY1009 phosphopeptide, receptor association and PAE/Y1009F cell assays measuring SHP2 activity, FAK, membrane ruffling and migration	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	Primary PDGFB-PDGFRB pY1009-SHP2 branch; terminal TF and target gene unresolved	PDGFRbeta pY1009 phosphopeptide, receptor association, Y1009F, SHP2 activity, FAK, ruffling and migration assays	activating	direct_edge	LITEXP:000090
M21B-LITEXP-4210	M21B-DOWNSTREAM:00452	retained_evidence_route	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|output	transcription_factor|target_gene_expression	explicit_receptor_proximal_edge	NODE08845	PDGFB/PDGF-BB	M21B-E000182	NODE08864	PDGFRB receptor dimer	M21B-E001104	NODE00122	ABL2									PDGFRB pY771-ABL2 recruitment and phosphorylation output			PDGFRB-pY771-ABL2	primary_literature_route_expansion	primary_receptor_proximal_and_activation_output	M21B-E000182;M21B-E001104;M21B-EVID-001047;M21B-DOWNSTREAM-EVID:000785;M21B-DOWNSTREAM-EVID:000786;PMID:34144039;PMCID:PMC8259415	M21B-LITEXP-4210	M21B-DOWNSTREAM-EVID:000786	literature_expansion:lr_pair_resolved_by_receptor_identity_alias:PDGFRB;receptor_proximal_evidence_remains_context_bound	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:34144039; PMCID:PMC8259415	Primary PDGFRbeta pY771F/Abl2 SH2-domain binding and PDGF-dependent Abl2 recruitment study.	Primary-supported claim: PDGFRbeta pY771F reduces direct binding to purified Abl2 SH2 domain and cell validation supports PDGF-dependent Abl2 recruitment/activation. Primary model/assay: PDGF-BB-stimulated HEK293 PDGFRbeta receptor mutants, purified PDGFRbeta cytoplasmic domain/Abl2 SH2 binding, Y771F loss of binding and in-vitro Abl2 phosphorylation assays.	Promote direct pY771-Abl2 recruitment/activation; preserve separation from RasGAP and SHP2 branches and no SCI inference. TF and target-gene layers remain unresolved.	curated_primary_route	as stated in primary model/assay	PDGF-BB-stimulated HEK293 PDGFRbeta receptor mutants, purified PDGFRbeta cytoplasmic domain/Abl2 SH2 binding, Y771F loss of binding and in-vitro Abl2 phosphorylation assays	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	Primary PDGFB-PDGFRB pY771-ABL2 branch; terminal TF and target gene unresolved	PDGFRbeta Y771F mutation, Abl2 SH2 binding and in-vitro Abl2 phosphorylation assays	activating	direct_edge	LITEXP:000091
M21B-LITEXP-4211	M21B-DOWNSTREAM:00453	retained_evidence_route	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|output	transcription_factor|target_gene_expression	explicit_receptor_proximal_edge	NODE03620	Fgf2	M20B-E001877	NODE03672	Fgfr3	M21B-E001108	NODE09092	PLCG1									FGFR3 pY760-PLCG1 activation and mutant-FGFR3 transformation output			FGFR3-pY760-PLCG1	primary_literature_route_expansion	primary_receptor_proximal_and_activation_output	M20B-E001877;M21B-E001108;M21B-EVID-001051;M21B-DOWNSTREAM-EVID:000787;M21B-DOWNSTREAM-EVID:000788;PMID:15784730;PMCID:PMC1895117	M21B-LITEXP-4211	M21B-DOWNSTREAM-EVID:000788	literature_expansion:lr_pair_resolved_by_receptor_identity_alias:FGFR3;receptor_proximal_evidence_remains_context_bound	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:15784730; PMCID:PMC1895117	Primary FGFR3 Y760 mutagenesis study supporting PLCgamma binding/activation and transformation output.	Primary-supported claim: FGFR3 Y760 is required for PLCgamma binding and activation, and Y760F attenuates PLCgamma activation and mutant-FGFR3 transformation. Primary model/assay: Ba/F3 cells expressing constitutively activated FGFR3 TDII or TEL-FGFR3 mutants, Y760F receptor mutagenesis, PLCgamma phosphorylation/activation assays and murine bone-marrow transplant leukemia model.	Promote only the FGFR3 pY760-to-PLCG1 site-specific branch; preserve constitutively activated-mutant and hematopoietic model limits, do not infer native ligand occupancy, SCI transfer or terminal-TF output.	curated_primary_route	mouse	Ba/F3 cells expressing constitutively activated FGFR3 TDII or TEL-FGFR3 mutants, Y760F receptor mutagenesis, PLCgamma phosphorylation/activation assays and murine bone-marrow transplant leukemia model	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	Primary FGFR3 pY760-PLCG1 evidence in activated-mutant models; terminal TF and target gene unresolved	FGFR3 Y760F mutagenesis, PLCgamma phosphorylation/activation and transformation assays	activating	direct_edge	LITEXP:000092
M21B-LITEXP-4212	M21B-DOWNSTREAM:00454	retained_evidence_route	ligand>receptor>intracellular>TF>output	ligand_receptor_intracellular_tf_output_missing_target_gene	ligand|receptor|intracellular_continuation|transcription_factor|output	target_gene_expression	explicit_receptor_proximal_edge	NODE03620	Fgf2	M20B-E001877	NODE03672	Fgfr3	M21B-E001109	NODE10276	SH2B1/SH2-Bbeta		NODE10752	STAT5						FGFR3 tandem pY724/pY760-SH2-Bbeta-associated STAT5 phosphorylation and nuclear-translocation output			FGFR3-pY724-pY760-SH2B1-STAT5	primary_literature_route_expansion	primary_receptor_proximal_and_tf_associated_output	M20B-E001877;M21B-E001109;M21B-EVID-001052;M21B-DOWNSTREAM-EVID:000789;M21B-DOWNSTREAM-EVID:000790;M21B-DOWNSTREAM-EVID:000791;M21B-DOWNSTREAM-EVID:000792;PMID:11827956;DOI:10.1074/jbc.M102777200	M21B-LITEXP-4212	M21B-DOWNSTREAM-EVID:000792	literature_expansion:lr_pair_resolved_by_receptor_identity_alias:FGFR3;TF_mention_remains_unlinked_to_target_gene	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:11827956; DOI:10.1074/jbc.M102777200	Primary FGFR3 tandem-site/SH2-Bbeta binding study with bounded STAT5 activation and nuclear-translocation readouts.	Primary-supported claim: FGFR3 Tyr-724 and Tyr-760 are required for optimal SH2-Bbeta SH2-domain binding, with activated FGFR3-dependent SH2-Bbeta phosphorylation and bounded STAT5 activation. Primary model/assay: yeast two-hybrid FGFR3 kinase-domain screen, 293T coimmunoprecipitation with SH2-Bbeta, activated FGFR3 N540K/K650E mutants, site-mutant/phosphosite binding comparisons and STAT5 phosphorylation/nuclear-translocation assays.	Promote as one tandem site-set identity rather than two independent site edges; preserve SH2-Bbeta isoform, activated-mutant/heterologous-cell context, bounded STAT5 pathway readout and no terminal-TF or SCI inference. No TF-target edge or target gene is asserted.	curated_primary_route	as stated in primary model/assay	Yeast two-hybrid FGFR3 kinase-domain screen, 293T coimmunoprecipitation with SH2-Bbeta, activated FGFR3 N540K/K650E mutants, site-mutant/phosphosite binding comparisons and STAT5 phosphorylation/nuclear-translocation assays	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	Primary FGFR3 tandem-site-SH2B1 evidence with STAT5-associated output; target gene unresolved	FGFR3 activated mutants, tandem-site mutagenesis, SH2-Bbeta binding, phosphorylation and STAT5 nuclear-translocation assays	activating	direct_edge	LITEXP:000093
M21B-LITEXP-4213	M21B-DOWNSTREAM:00457	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE02894	DLL4	M21B-E001116	NODE08215	NOTCH4 receptor												DLL4-NOTCH4-associated HES1/HERP/ephrin-B2 expression output			DLL4-NOTCH4-endothelial-Notch	primary_literature_route_expansion	primary_ligand_receptor_and_target_gene_output	M21B-E001116;M21B-EVID-001059;M21B-DOWNSTREAM-EVID:000801;M21B-DOWNSTREAM-EVID:000802;PMID:12814948	M21B-LITEXP-4213	M21B-DOWNSTREAM-EVID:000802	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	target_gene_expression	PMID:12814948	Primary human endothelial-cell DLL4 study measuring HES1/HERP, ephrin-B2 and Delta4 induction in a Notch4-associated context.	Primary-supported claim: DLL4 signaling in primary human endothelial cells induces Notch4-associated HES/HERP and ephrin-B2 pathway outputs. The exact HES1 target-gene mention is retained as an output observation without asserting the intracellular Notch relay or terminal TF identity.	Promote as endothelial Notch4-associated activation/function only; preserve primary endothelial context and do not infer a universal receptor branch, SCI effect or terminal-TF identity. Intracellular continuation and TF-target linkage remain unresolved.	curated_primary_route	human	Primary human endothelial-cell DLL4 coculture/ligand-expression assays measuring HES1, HERP1, HERP2, ephrin-B2 and Delta4 induction	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	Primary DLL4-NOTCH4 endothelial output evidence; intracellular continuation and TF linkage unresolved	DLL4 coculture/ligand-expression assays with HES1, HERP1, HERP2, ephrin-B2 and Delta4 expression readouts	activating	direct_edge	LITEXP:000094
