review_id	pair_key	pair_label_canonical	b_edge_id	b_primary_evidence_id	a_evidence_id	previous_edge_confidence	previous_edge_exportable	previous_frozen_evidence_confidence	new_edge_confidence	new_frozen_evidence_confidence	decision_basis
M20A-EXT-2953	rspo1 lgr4	Rspo1 Lgr4	M20B-E004728	M20B-EVID-004728-P2-DIRECT	M20A-MEDHIGH005-EVID-0001	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; noncanonical receptor, effector, adhesion, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2954	rspo1 lgr5	Rspo1 Lgr5	M20B-E004729	M20B-EVID-004729-P2-DIRECT	M20A-MEDHIGH005-EVID-0002	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; noncanonical receptor, effector, adhesion, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2955	rspo1 lgr6	Rspo1 Lgr6	M20B-E004730	M20B-EVID-004730-P2-DIRECT	M20A-MEDHIGH005-EVID-0003	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; noncanonical receptor, effector, adhesion, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2957	rspo1 rnf43	Rspo1 Rnf43	M20B-E004732	M20B-EVID-004732-P2-DIRECT	M20A-MEDHIGH005-EVID-0004	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; noncanonical receptor, effector, adhesion, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2958	rspo1 znrf3	Rspo1 Znrf3	M20B-E004733	M20B-EVID-004733-P2-DIRECT	M20A-MEDHIGH005-EVID-0005	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; noncanonical receptor, effector, adhesion, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2960	rspo2 lgr5	Rspo2 Lgr5	M20B-E004735	M20B-EVID-004735-P2-DIRECT	M20A-MEDHIGH005-EVID-0006	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; noncanonical receptor, effector, adhesion, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2961	rspo2 lgr6	Rspo2 Lgr6	M20B-E004736	M20B-EVID-004736-P2-DIRECT	M20A-MEDHIGH005-EVID-0007	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; noncanonical receptor, effector, adhesion, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2962	rspo2 rnf43	Rspo2 Rnf43	M20B-E004737	M20B-EVID-004737-P2-DIRECT	M20A-MEDHIGH005-EVID-0008	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; noncanonical receptor, effector, adhesion, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2963	rspo2 znrf3	Rspo2 Znrf3	M20B-E004738	M20B-EVID-004738-P2-DIRECT	M20A-MEDHIGH005-EVID-0009	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; noncanonical receptor, effector, adhesion, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2964	rspo3 lgr4	Rspo3 Lgr4	M20B-E004739	M20B-EVID-004739-P2-DIRECT	M20A-MEDHIGH005-EVID-0010	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; noncanonical receptor, effector, adhesion, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2965	rspo3 lgr5	Rspo3 Lgr5	M20B-E004740	M20B-EVID-004740-P2-DIRECT	M20A-MEDHIGH005-EVID-0011	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; noncanonical receptor, effector, adhesion, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2966	rspo3 lgr6	Rspo3 Lgr6	M20B-E004741	M20B-EVID-004741-P2-DIRECT	M20A-MEDHIGH005-EVID-0012	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; noncanonical receptor, effector, adhesion, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2969	rspo3 sdc4	Rspo3 Sdc4	M20B-E004744	M20B-EVID-004744-P2-DIRECT	M20A-MEDHIGH005-EVID-0013	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; noncanonical receptor, effector, adhesion, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2982	rtn4 rtn4r	Rtn4 Rtn4r	M20B-E004757	M20B-EVID-004757-P2-DIRECT	M20A-MEDHIGH005-EVID-0014	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; noncanonical receptor, effector, adhesion, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2984	rtn4 s1pr2	Rtn4 S1pr2	M20B-E004759	M20B-EVID-004759-P2-DIRECT	M20A-MEDHIGH005-EVID-0015	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; noncanonical receptor, effector, adhesion, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-3028	sectm1a cd7	Sectm1a Cd7	M20B-E004803	M20B-EVID-004803-P2-DIRECT	M20A-MEDHIGH005-EVID-0016	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; noncanonical receptor, effector, adhesion, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-3124	sfrp2 fzd5	Sfrp2 Fzd5	M20B-E004899	M20B-EVID-004899-P2-DIRECT	M20A-MEDHIGH005-EVID-0017	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; noncanonical receptor, effector, adhesion, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-3136	shh cdon	Shh Cdon	M20B-E004911	M20B-EVID-004911-P2-DIRECT	M20A-MEDHIGH005-EVID-0018	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; noncanonical receptor, effector, adhesion, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-3137	shh gas1	Shh Gas1	M20B-E004912	M20B-EVID-004912-P2-DIRECT	M20A-MEDHIGH005-EVID-0019	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; noncanonical receptor, effector, adhesion, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-3169	slurp1 chrna7	Slurp1 Chrna7	M20B-E004944	M20B-EVID-004944-P2-DIRECT	M20A-MEDHIGH005-EVID-0020	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; noncanonical receptor, effector, adhesion, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-3187	spint1 st14	Spint1 St14	M20B-E004962	M20B-EVID-004962-P2-DIRECT	M20A-MEDHIGH005-EVID-0021	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; noncanonical receptor, effector, adhesion, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-3317	tnc ptprz1	Tnc Ptprz1	M20B-E005092	M20B-EVID-005092-P2-DIRECT	M20A-MEDHIGH005-EVID-0022	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; noncanonical receptor, effector, adhesion, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
