review_id	pair_key	pair_label_canonical	b_edge_id	b_primary_evidence_id	a_evidence_id	previous_edge_confidence	previous_edge_exportable	previous_frozen_evidence_confidence	new_edge_confidence	new_frozen_evidence_confidence	decision_basis
M20A-EXT-0005	ccl2 ackr2	Ccl2 Ackr2	M20B-E001780	M20B-EVID-005344-P2-DIRECT	M20A-MEDHIGH007-EVID-0001	medium	true	medium	high	high	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction; atypical receptor or receptor-complex topology, ligand form, isoform, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-0067	ccl19 ackr4	Ccl19 Ackr4	M20B-E001842	M20B-EVID-005248-P2-DIRECT	M20A-MEDHIGH007-EVID-0002	medium	true	medium	high	high	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction; atypical receptor or receptor-complex topology, ligand form, isoform, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-0068	ccl2 ackr1	Ccl2 Ackr1	M20B-E001843	M20B-EVID-005254-P2-DIRECT	M20A-MEDHIGH007-EVID-0003	medium	true	medium	high	high	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction; atypical receptor or receptor-complex topology, ligand form, isoform, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-0069	ccl21 ackr4	Ccl21 Ackr4	M20B-E001844	M20B-EVID-005251-P2-DIRECT	M20A-MEDHIGH007-EVID-0004	medium	true	medium	high	high	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction; atypical receptor or receptor-complex topology, ligand form, isoform, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-0109	fgf23 fgfr1	Fgf23 Fgfr1	M20B-E001884	M20B-EVID-005260-P2-DIRECT	M20A-MEDHIGH007-EVID-0005	medium	true	medium	high	high	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction; atypical receptor or receptor-complex topology, ligand form, isoform, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-0115	fgf5 fgfr1	Fgf5 Fgfr1	M20B-E001890	M20B-EVID-005269-P2-DIRECT	M20A-MEDHIGH007-EVID-0006	medium	true	medium	high	high	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction; atypical receptor or receptor-complex topology, ligand form, isoform, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-0116	fgf5 fgfr2	Fgf5 Fgfr2	M20B-E001891	M20B-EVID-005270-P2-DIRECT	M20A-MEDHIGH007-EVID-0007	medium	true	medium	high	high	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction; atypical receptor or receptor-complex topology, ligand form, isoform, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-1062	ccl20 ackr4	Ccl20 Ackr4	M20B-E002837	M20B-EVID-005293-P2-DIRECT	M20A-MEDHIGH007-EVID-0008	medium	true	medium	high	high	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction; atypical receptor or receptor-complex topology, ligand form, isoform, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2332	lama5 bcam	Lama5 Bcam	M20B-E004107	M20B-EVID-004107-P2-DIRECT	M20A-MEDHIGH007-EVID-0009	medium	true	medium	high	high	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction; atypical receptor or receptor-complex topology, ligand form, isoform, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2349	lep lepr	Lep Lepr	M20B-E004124	M20B-EVID-004124-P2-DIRECT	M20A-MEDHIGH007-EVID-0010	medium	true	medium	high	high	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction; atypical receptor or receptor-complex topology, ligand form, isoform, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
