review_id	pair_key	pair_label_canonical	b_edge_id	b_primary_evidence_id	a_evidence_id	previous_edge_confidence	previous_edge_exportable	previous_frozen_evidence_confidence	new_edge_confidence	new_frozen_evidence_confidence	decision_basis
M20A-EXT-2115	igfl3 igflr1	Igfl3 Igflr1	M20B-E003890	M20B-EVID-003890-P2-DIRECT	M20A-MEDHIGH002-EVID-0001	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2121	ihh boc	Ihh Boc	M20B-E003896	M20B-EVID-003896-P2-DIRECT	M20A-MEDHIGH002-EVID-0002	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2122	ihh cdon	Ihh Cdon	M20B-E003897	M20B-EVID-003897-P2-DIRECT	M20A-MEDHIGH002-EVID-0003	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2129	il11 il11ra1_il6st	Il11 Il11ra1_Il6st	M20B-E003904	M20B-EVID-003904-P2-DIRECT	M20A-MEDHIGH002-EVID-0004	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2134	il12a_il12b il12rb1_il12rb2	Il12a_Il12b Il12rb1_Il12rb2	M20B-E003909	M20B-EVID-003909-P2-DIRECT	M20A-MEDHIGH002-EVID-0005	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2137	il12b_il23a il12rb1_il23r	Il12b_Il23a Il12rb1_Il23r	M20B-E003912	M20B-EVID-003912-P2-DIRECT	M20A-MEDHIGH002-EVID-0006	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2138	il13 il13_il13ra1_il4ra	Il13 Il13_Il13ra1_Il4ra	M20B-E003913	M20B-EVID-003913-P2-DIRECT	M20A-MEDHIGH002-EVID-0007	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2139	il13 il13ra1_il4ra	Il13 Il13ra1_Il4ra	M20B-E003914	M20B-EVID-003914-P2-DIRECT	M20A-MEDHIGH002-EVID-0008	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2143	il15 il15ra_il2rb_il2rg	Il15 Il15ra_Il2rb_Il2rg	M20B-E003918	M20B-EVID-003918-P2-DIRECT	M20A-MEDHIGH002-EVID-0009	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2159	il17a_il17f il17ra_il17rc	Il17a_Il17f Il17ra_Il17rc	M20B-E003934	M20B-EVID-003934-P2-DIRECT	M20A-MEDHIGH002-EVID-0010	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
