review_id	pair_key	pair_label_canonical	b_edge_id	b_primary_evidence_id	a_evidence_id	previous_edge_confidence	previous_edge_exportable	previous_frozen_evidence_confidence	new_edge_confidence	new_frozen_evidence_confidence	decision_basis
M20A-EXT-2354	lgals3 eng	Lgals3 Eng	M20B-E004129	M20B-EVID-004129-P2-DIRECT	M20A-MEDHIGH004-EVID-0001	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2356	lgals3 mcam	Lgals3 Mcam	M20B-E004131	M20B-EVID-004131-P2-DIRECT	M20A-MEDHIGH004-EVID-0002	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2472	mif cd44_cd74	Mif Cd44_Cd74	M20B-E004247	M20B-EVID-004247-P2-DIRECT	M20A-MEDHIGH004-EVID-0003	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2556	nodal acvr1b_acvr2a	Nodal Acvr1b_Acvr2a	M20B-E004331	M20B-EVID-004331-P2-DIRECT	M20A-MEDHIGH004-EVID-0004	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2558	nodal acvr1b_acvr2b	Nodal Acvr1b_Acvr2b	M20B-E004333	M20B-EVID-004333-P2-DIRECT	M20A-MEDHIGH004-EVID-0005	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2560	nodal acvr1b_acvr2b_tdgf1	Nodal Acvr1b_Acvr2b_Tdgf1	M20B-E004335	M20B-EVID-004335-P2-DIRECT	M20A-MEDHIGH004-EVID-0006	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2610	nrg2 erbb2_erbb3	Nrg2 ERBB2_ERBB3	M20B-E004385	M20B-EVID-004385-P2-DIRECT	M20A-MEDHIGH004-EVID-0007	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2611	nrg2 erbb2_erbb4	Nrg2 ERBB2_ERBB4	M20B-E004386	M20B-EVID-004386-P2-DIRECT	M20A-MEDHIGH004-EVID-0008	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2622	nrxn1 nlgn1	Nrxn1 Nlgn1	M20B-E004397	M20B-EVID-004397-P2-DIRECT	M20A-MEDHIGH004-EVID-0009	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2623	nrxn1 nlgn2	Nrxn1 Nlgn2	M20B-E004398	M20B-EVID-004398-P2-DIRECT	M20A-MEDHIGH004-EVID-0010	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
