b_evidence_id	source_a_evidence_id	b_edge_ids	source_kind	source_locator	support_kind	species_support	source_scope	confidence_tier	citation_note	evidence_summary	limitations	evidence_layer	exportable	consolidation_note
M20B-EVID-005143-P2-DIRECT-301	M20A-EXT-3368	M20B-E005143	targeted_search_boundary	https://pubmed.ncbi.nlm.nih.gov/?term=Try4%20F2R; https://www.ncbi.nlm.nih.gov/pmc/?term=Try4%20F2R; https://www.jstor.org/action/doBasicSearch?Query=Try4%20F2R	no_exact_primary_packet	mouse release scope; exact Try4-F2R pair not validated	primary_bounded_exact_pair_search	unresolved	PubMed/PMC/publisher exact-pair searches performed 2026-08-25	No qualifying primary study testing the Try4 gene product for direct F2R/PAR1 cleavage or activation was located.	Generic trypsin/PAR1 or thrombin/PAR1 studies were not transferred to the Try4 paralog without an exact reagent and assay.	ligand_receptor_or_direct_molecular	false	Batch 301 explicit unresolved Try4-F2R direct boundary; Module 20A no_evidence classification preserved.
M20B-EVID-005143-P2-RELAY-301	M20A-EXT-3368	M20B-E005143	targeted_search_boundary	https://pubmed.ncbi.nlm.nih.gov/?term=Try4%20F2R; https://www.ncbi.nlm.nih.gov/pmc/?term=Try4%20F2R; https://www.jstor.org/action/doBasicSearch?Query=Try4%20F2R	no_exact_primary_packet	mouse release scope; exact Try4-F2R pair not validated	primary_bounded_exact_pair_search	unresolved	PubMed/PMC/publisher exact-pair searches performed 2026-08-25	No exact Try4-F2R receptor-proximal second-messenger, G-protein, or kinase relay was located.	Generic PAR1 signaling and non-Try4 protease studies were excluded; no terminal TF was inferred.	receptor_proximal_relay	false	Batch 301 explicit unresolved Try4-F2R relay boundary.
M20B-EVID-005143-P2-FUNC-301	M20A-EXT-3368	M20B-E005143	targeted_search_boundary	https://pubmed.ncbi.nlm.nih.gov/?term=Try4%20F2R; https://www.ncbi.nlm.nih.gov/pmc/?term=Try4%20F2R; https://www.jstor.org/action/doBasicSearch?Query=Try4%20F2R	no_exact_primary_packet	mouse release scope; exact Try4-F2R pair not validated	primary_bounded_exact_pair_search	unresolved	PubMed/PMC/publisher exact-pair searches performed 2026-08-25	No exact Try4-F2R perturbation study assigning a cellular output or terminal TF was located.	Generic thrombin/PAR1 and trypsin/PAR2 outputs were excluded from this exact paralog pair.	downstream_or_functional	false	Batch 301 explicit unresolved Try4-F2R function boundary.
M20B-EVID-005144-P2-DIRECT-301	M20A-EXT-3369	M20B-E005144	targeted_search_boundary	https://pubmed.ncbi.nlm.nih.gov/?term=Try4%20F2RL1; https://www.ncbi.nlm.nih.gov/pmc/?term=Try4%20F2RL1; https://www.jstor.org/action/doBasicSearch?Query=Try4%20F2RL1	no_exact_primary_packet	mouse release scope; exact Try4-F2RL1 pair not validated	primary_bounded_exact_pair_search	unresolved	PubMed/PMC/publisher exact-pair searches performed 2026-08-25	No qualifying primary study testing the Try4 gene product for direct F2RL1/PAR2 cleavage or activation was located.	Generic trypsin, tryptase, or other protease/PAR2 studies were not transferred to Try4 without an exact reagent and assay.	ligand_receptor_or_direct_molecular	false	Batch 301 explicit unresolved Try4-F2RL1 direct boundary; Module 20A no_evidence classification preserved.
M20B-EVID-005144-P2-RELAY-301	M20A-EXT-3369	M20B-E005144	targeted_search_boundary	https://pubmed.ncbi.nlm.nih.gov/?term=Try4%20F2RL1; https://www.ncbi.nlm.nih.gov/pmc/?term=Try4%20F2RL1; https://www.jstor.org/action/doBasicSearch?Query=Try4%20F2RL1	no_exact_primary_packet	mouse release scope; exact Try4-F2RL1 pair not validated	primary_bounded_exact_pair_search	unresolved	PubMed/PMC/publisher exact-pair searches performed 2026-08-25	No exact Try4-F2RL1 receptor-proximal PLC, Ca2+, MAPK, NF-kB, or other relay was located.	Generic PAR2 receptor signaling was excluded without exact Try4 attribution; no terminal TF was inferred.	receptor_proximal_relay	false	Batch 301 explicit unresolved Try4-F2RL1 relay boundary.
M20B-EVID-005144-P2-FUNC-301	M20A-EXT-3369	M20B-E005144	targeted_search_boundary	https://pubmed.ncbi.nlm.nih.gov/?term=Try4%20F2RL1; https://www.ncbi.nlm.nih.gov/pmc/?term=Try4%20F2RL1; https://www.jstor.org/action/doBasicSearch?Query=Try4%20F2RL1	no_exact_primary_packet	mouse release scope; exact Try4-F2RL1 pair not validated	primary_bounded_exact_pair_search	unresolved	PubMed/PMC/publisher exact-pair searches performed 2026-08-25	No exact Try4-F2RL1 perturbation study assigning a cellular output or terminal TF was located.	Generic trypsin/PAR2 inflammation, pain, migration, or proliferation studies were not transferred to Try4.	downstream_or_functional	false	Batch 301 explicit unresolved Try4-F2RL1 function boundary.
M20B-EVID-005145-P2-DIRECT-301	M20A-EXT-3370	M20B-E005145	targeted_search_boundary	https://pubmed.ncbi.nlm.nih.gov/?term=Try4%20F2RL2; https://www.ncbi.nlm.nih.gov/pmc/?term=Try4%20F2RL2; https://www.jstor.org/action/doBasicSearch?Query=Try4%20F2RL2	no_exact_primary_packet	mouse release scope; exact Try4-F2RL2 pair not validated	primary_bounded_exact_pair_search	unresolved	PubMed/PMC/publisher exact-pair searches performed 2026-08-25	No qualifying primary study testing the Try4 gene product for direct F2RL2/PAR3 cleavage or activation was located.	Generic thrombin/PAR3 or protease/PAR-family studies were not transferred to Try4 without an exact reagent and assay.	ligand_receptor_or_direct_molecular	false	Batch 301 explicit unresolved Try4-F2RL2 direct boundary; Module 20A no_evidence classification preserved.
M20B-EVID-005145-P2-RELAY-301	M20A-EXT-3370	M20B-E005145	targeted_search_boundary	https://pubmed.ncbi.nlm.nih.gov/?term=Try4%20F2RL2; https://www.ncbi.nlm.nih.gov/pmc/?term=Try4%20F2RL2; https://www.jstor.org/action/doBasicSearch?Query=Try4%20F2RL2	no_exact_primary_packet	mouse release scope; exact Try4-F2RL2 pair not validated	primary_bounded_exact_pair_search	unresolved	PubMed/PMC/publisher exact-pair searches performed 2026-08-25	No exact Try4-F2RL2 receptor-proximal relay was located.	PAR3 pathway studies and generic protease/PAR signaling were excluded; no terminal TF was inferred.	receptor_proximal_relay	false	Batch 301 explicit unresolved Try4-F2RL2 relay boundary.
M20B-EVID-005145-P2-FUNC-301	M20A-EXT-3370	M20B-E005145	targeted_search_boundary	https://pubmed.ncbi.nlm.nih.gov/?term=Try4%20F2RL2; https://www.ncbi.nlm.nih.gov/pmc/?term=Try4%20F2RL2; https://www.jstor.org/action/doBasicSearch?Query=Try4%20F2RL2	no_exact_primary_packet	mouse release scope; exact Try4-F2RL2 pair not validated	primary_bounded_exact_pair_search	unresolved	PubMed/PMC/publisher exact-pair searches performed 2026-08-25	No exact Try4-F2RL2 perturbation study assigning a cellular output or terminal TF was located.	Generic PAR3 functional evidence was not transferred to Try4.	downstream_or_functional	false	Batch 301 explicit unresolved Try4-F2RL2 function boundary.
M20B-EVID-005146-P2-DIRECT-301	M20A-EXT-3371	M20B-E005146	targeted_search_boundary	https://pubmed.ncbi.nlm.nih.gov/?term=Try4%20F2RL3; https://www.ncbi.nlm.nih.gov/pmc/?term=Try4%20F2RL3; https://www.jstor.org/action/doBasicSearch?Query=Try4%20F2RL3	no_exact_primary_packet	mouse release scope; exact Try4-F2RL3 pair not validated	primary_bounded_exact_pair_search	unresolved	PubMed/PMC/publisher exact-pair searches performed 2026-08-25	No qualifying primary study testing the Try4 gene product for direct F2RL3/PAR4 cleavage or activation was located.	Generic thrombin/PAR4, trypsin/PAR-family, and platelet studies were not transferred to Try4 without an exact reagent and assay.	ligand_receptor_or_direct_molecular	false	Batch 301 explicit unresolved Try4-F2RL3 direct boundary; Module 20A no_evidence classification preserved.
