review_id	pair_key	pair_label_canonical	b_edge_id	b_primary_evidence_id	a_evidence_id	previous_edge_confidence	previous_edge_exportable	previous_frozen_evidence_confidence	new_edge_confidence	new_frozen_evidence_confidence	decision_basis
M20A-EXT-2123	ihh hhip	Ihh Hhip	M20B-E003898	M20B-EVID-003898-P2-DIRECT	M20A-MEDHIGH012-EVID-0001	medium	true	medium	high	high	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high for the tested interaction. High remains limited to the cited topology, ligand form, domain, species, and assay; no universal pathway, downstream, TF, or SCI inference is made.
M20A-EXT-2830	psap gpr37	Psap Gpr37	M20B-E004605	M20B-EVID-004605-P2-DIRECT	M20A-MEDHIGH012-EVID-0002	medium	true	medium	high	high	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high for the tested interaction. High remains limited to the cited topology, ligand form, domain, species, and assay; no universal pathway, downstream, TF, or SCI inference is made.
M20A-EXT-2833	psap sort1	Psap Sort1	M20B-E004608	M20B-EVID-004608-P2-DIRECT	M20A-MEDHIGH012-EVID-0003	medium	true	medium	high	high	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high for the tested interaction. High remains limited to the cited topology, ligand form, domain, species, and assay; no universal pathway, downstream, TF, or SCI inference is made.
M20A-EXT-2866	pth2 pth1r	Pth2 Pth1r	M20B-E004641	M20B-EVID-004641-P2-DIRECT	M20A-MEDHIGH012-EVID-0004	medium	true	medium	high	high	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high for the tested interaction. High remains limited to the cited topology, ligand form, domain, species, and assay; no universal pathway, downstream, TF, or SCI inference is made.
M20A-EXT-3026	scube2 kdr	Scube2 Kdr	M20B-E004801	M20B-EVID-004801-P2-DIRECT	M20A-MEDHIGH012-EVID-0005	medium	true	medium	high	high	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high for the tested interaction. High remains limited to the cited topology, ligand form, domain, species, and assay; no universal pathway, downstream, TF, or SCI inference is made.
M20A-EXT-3074	sema3f nrp2_plxna3	Sema3f NRP2_PLXNA3	M20B-E004849	M20B-EVID-004849-P2-DIRECT	M20A-MEDHIGH012-EVID-0006	medium	true	medium	high	high	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high for the tested interaction. High remains limited to the cited topology, ligand form, domain, species, and assay; no universal pathway, downstream, TF, or SCI inference is made.
M20A-EXT-3079	sema3g nrp2_plxna2	Sema3g NRP2_PLXNA2	M20B-E004854	M20B-EVID-004854-P2-DIRECT	M20A-MEDHIGH012-EVID-0007	medium	true	medium	high	high	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high for the tested interaction. High remains limited to the cited topology, ligand form, domain, species, and assay; no universal pathway, downstream, TF, or SCI inference is made.
M20A-EXT-3135	shh boc	Shh Boc	M20B-E004910	M20B-EVID-004910-P2-DIRECT	M20A-MEDHIGH012-EVID-0008	medium	true	medium	high	high	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high for the tested interaction. High remains limited to the cited topology, ligand form, domain, species, and assay; no universal pathway, downstream, TF, or SCI inference is made.
M20A-EXT-3138	shh gpc1	Shh Gpc1	M20B-E004913	M20B-EVID-004913-P2-DIRECT	M20A-MEDHIGH012-EVID-0009	medium	true	medium	high	high	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high for the tested interaction. High remains limited to the cited topology, ligand form, domain, species, and assay; no universal pathway, downstream, TF, or SCI inference is made.
M20A-EXT-3140	shh hhip	Shh Hhip	M20B-E004915	M20B-EVID-004915-P2-DIRECT	M20A-MEDHIGH012-EVID-0010	medium	true	medium	high	high	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high for the tested interaction. High remains limited to the cited topology, ligand form, domain, species, and assay; no universal pathway, downstream, TF, or SCI inference is made.
M20A-EXT-3144	shh scube2	Shh Scube2	M20B-E004919	M20B-EVID-004919-P2-DIRECT	M20A-MEDHIGH012-EVID-0011	medium	true	medium	high	high	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high for the tested interaction. High remains limited to the cited topology, ligand form, domain, species, and assay; no universal pathway, downstream, TF, or SCI inference is made.
M20A-EXT-3179	sost lrp5	Sost Lrp5	M20B-E004954	M20B-EVID-004954-P2-DIRECT	M20A-MEDHIGH012-EVID-0012	medium	true	medium	high	high	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high for the tested interaction. High remains limited to the cited topology, ligand form, domain, species, and assay; no universal pathway, downstream, TF, or SCI inference is made.
