review_id	pair_key	pair_label_canonical	b_edge_id	b_primary_evidence_id	a_evidence_id	previous_edge_confidence	previous_edge_exportable	previous_frozen_evidence_confidence	new_edge_confidence	new_frozen_evidence_confidence	decision_basis
M20A-CELLCHAT-REMAINING-1576	pgd2-ptgds ptgdr	PGD2-PTGDS Ptgdr	M20B-E001576	M20B-EVID-005350-P2-RELAY	M20A-NONDIRECTHIGH001-EVID-0001	medium	true	medium	high	medium	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was validated at high adjudication tier in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish a new binary binding assay, terminal TF, cellular output beyond the cited record, or SCI relevance. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit.
M20A-CELLCHAT-REMAINING-1577	pgd2-ptgds ptgdr2	PGD2-PTGDS Ptgdr2	M20B-E001577	M20B-EVID-005352-P2-RELAY	M20A-NONDIRECTHIGH001-EVID-0002	medium	true	medium	high	medium	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was validated at high adjudication tier in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish a new binary binding assay, terminal TF, cellular output beyond the cited record, or SCI relevance. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit.
M20A-EXT-0022	amh amhr2_bmpr1a	Amh AMHR2_BMPR1A	M20B-E001797	M20B-EVID-005354-P2-RELAY	M20A-NONDIRECTHIGH001-EVID-0003	medium	true	medium	high	medium	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was validated at high adjudication tier in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish a new binary binding assay, terminal TF, cellular output beyond the cited record, or SCI relevance. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit.
M20A-EXT-0030	bmp15 bmpr1b_bmpr2	Bmp15 BMPR1B_BMPR2	M20B-E001805	M20B-EVID-005237-P2-RELAY	M20A-NONDIRECTHIGH001-EVID-0004	medium	true	medium	high	medium	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was validated at high adjudication tier in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish a new binary binding assay, terminal TF, cellular output beyond the cited record, or SCI relevance. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit.
M20A-EXT-0090	fgf15 fgfr4	Fgf15 Fgfr4	M20B-E001865	M20B-EVID-005265-P2-RELAY	M20A-NONDIRECTHIGH001-EVID-0005	medium	true	medium	high	medium	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was validated at high adjudication tier in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish a new binary binding assay, terminal TF, cellular output beyond the cited record, or SCI relevance. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit.
M20A-EXT-0119	fgf6 fgfr1	Fgf6 Fgfr1	M20B-E001894	M20B-EVID-005271-P2-RELAY	M20A-NONDIRECTHIGH001-EVID-0006	medium	true	medium	high	medium	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was validated at high adjudication tier in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish a new binary binding assay, terminal TF, cellular output beyond the cited record, or SCI relevance. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit.
M20A-EXT-0808	apln aplnr	Apln Aplnr	M20B-E002583	M20B-EVID-005291-P2-RELAY	M20A-NONDIRECTHIGH001-EVID-0007	medium	true	medium	high	medium	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was validated at high adjudication tier in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish a new binary binding assay, terminal TF, cellular output beyond the cited record, or SCI relevance. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit.
M20A-EXT-1375	crh crhr1	Crh Crhr1	M20B-E003150	M20B-EVID-005299-P2-RELAY	M20A-NONDIRECTHIGH001-EVID-0008	medium	true	medium	high	medium	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was validated at high adjudication tier in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish a new binary binding assay, terminal TF, cellular output beyond the cited record, or SCI relevance. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit.
M20A-EXT-1376	crh crhr2	Crh Crhr2	M20B-E003151	M20B-EVID-005301-P2-RELAY	M20A-NONDIRECTHIGH001-EVID-0009	medium	true	medium	high	medium	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was validated at high adjudication tier in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish a new binary binding assay, terminal TF, cellular output beyond the cited record, or SCI relevance. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit.
M20A-EXT-1496	edn1 ednra	Edn1 Ednra	M20B-E003271	M20B-EVID-005305-P2-RELAY	M20A-NONDIRECTHIGH001-EVID-0010	medium	true	medium	high	medium	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was validated at high adjudication tier in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish a new binary binding assay, terminal TF, cellular output beyond the cited record, or SCI relevance. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit.
M20A-EXT-1497	edn1 ednrb	Edn1 Ednrb	M20B-E003272	M20B-EVID-005307-P2-RELAY	M20A-NONDIRECTHIGH001-EVID-0011	medium	true	medium	high	medium	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was validated at high adjudication tier in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish a new binary binding assay, terminal TF, cellular output beyond the cited record, or SCI relevance. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit.
M20A-EXT-1953	grp grpr	Grp Grpr	M20B-E003728	M20B-EVID-003728-P2-FUNC	M20A-NONDIRECTHIGH001-EVID-0012	medium	true	medium	high	medium	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was validated at high adjudication tier in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish a new binary binding assay, terminal TF, cellular output beyond the cited record, or SCI relevance. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit.
