expansion_id	source_queue_id	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	output_node_id	output_label	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_evidence_record_id	primary_locator	citation_note	evidence_summary	route_linkage_status	causal_status	traversal_status	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	curation_status	limitations	route_evidence_id
M21B-LITEXP-0715	M21B-DOWNSTREAM:00622	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE09321	Prokineticin-2beta	M21B-E001434	NODE09323	PROKR1/PKR1	M21B-E003339	NODE04282	GNAQ/GNA11								Processed PK2beta-PROKR1-GNAQ/GNA11 calcium and cAMP output	PK2beta-PROKR1-Gq-second-messenger	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E001434;M21B-EVID-001377;M21B-DOWNSTREAM-EVID:001066;M21B-E003339;M21B-EVID-003282;PMID:15772293	M21B-DOWNSTREAM-EVID:001066	PMID:15772293	Primary processed-PK2beta calcium/cAMP and prokineticin-receptor study; existing PROKR1-GNAQ/GNA11 continuation evidence	Primary evidence supports processed Prokineticin-2beta activation of PROKR1/PKR1 with intracellular calcium and cAMP responses; the existing validated PROKR1-GNAQ/GNA11 edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	as stated in primary model/assay	Mammalian cells expressing PROKR1/PKR1; processed PK2beta stimulation with intracellular calcium and cAMP assays	Extracellular processed PK2beta engagement of PROKR1/PKR1 with bounded GNAQ/GNA11 continuation and calcium/cAMP output	No SCI transfer inferred; receptor-expression pharmacology context only	Primary evidence supports processed PK2beta-PROKR1 GPCR activation; the existing receptor-GNAQ/GNA11 edge supplies a bounded continuation without asserting a TF.	PK2beta receptor binding/pharmacology, intracellular calcium and cAMP assays	activating	composite_primary_evidence	curated_primary_route	Preserve processed PK2beta form and its lower potency at PKR2; do not equate it with full-length PK2 or infer SCI effects.	LITEXP:000715
M21B-LITEXP-0716	M21B-DOWNSTREAM:00625	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE09321	Prokineticin-2beta	M21B-E001437	NODE09325	PROKR2/PKR2	M21B-E003341	NODE04282	GNAQ/GNA11								Processed PK2beta-PROKR2-GNAQ/GNA11 calcium and cAMP output	PK2beta-PROKR2-Gq-second-messenger	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E001437;M21B-EVID-001380;M21B-DOWNSTREAM-EVID:001069;M21B-E003341;M21B-EVID-003284;PMID:15772293	M21B-DOWNSTREAM-EVID:001069	PMID:15772293	Primary processed-PK2beta PKR2 calcium/cAMP and receptor-selectivity study; existing PROKR2-GNAQ/GNA11 continuation evidence	Primary evidence supports processed Prokineticin-2beta activation of PROKR2/PKR2 with calcium and cAMP responses and lower potency at PKR2; the existing validated PROKR2-GNAQ/GNA11 edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	as stated in primary model/assay	Mammalian cells expressing PROKR2/PKR2; processed PK2beta stimulation with intracellular calcium and cAMP assays	Extracellular processed PK2beta engagement of PROKR2/PKR2 with bounded GNAQ/GNA11 continuation and calcium/cAMP output	No SCI transfer inferred; receptor-expression pharmacology context only	Primary evidence supports processed PK2beta-PROKR2 GPCR activation; the existing receptor-GNAQ/GNA11 edge supplies a bounded continuation without asserting a TF.	PK2beta receptor binding/pharmacology, intracellular calcium and cAMP assays	activating	composite_primary_evidence	curated_primary_route	Preserve processed PK2beta form, lower potency at PKR2 and receptor-selectivity context; do not equate it with full-length PK2 or infer SCI effects.	LITEXP:000716
M21B-LITEXP-0717	M21B-DOWNSTREAM:01675	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|gene_expression_or_transcription	transcription_factor|target_gene_expression	source_supported	NODE10608	SPX/spexin	M21B-E005608	NODE03969	GALR3/galanin receptor 3	M21B-E003346	NODE04271	GNAI/O/Z								SPX-GALR3-GNAI/O/Z GPCR signaling output	SPX-GALR3-Gi-signaling	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E005608;M21B-EVID-005551;M21B-DOWNSTREAM-EVID:002639;M21B-E003346;M21B-EVID-003289;PMID:24517231	M21B-DOWNSTREAM-EVID:002639	PMID:24517231	Primary spexin/GALR3-family receptor-expression pharmacology study; existing GALR3-GNAI/O/Z continuation evidence	Primary evidence supports mature spexin activation of human, Xenopus and zebrafish GALR3-family receptors in receptor-expression assays; the existing validated GALR3-GNAI/O/Z edge supplies a bounded intracellular continuation without asserting a TF or terminal target gene.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	gene_expression_or_transcription	human; Xenopus; zebrafish	Human, Xenopus and zebrafish GALR3-family receptor-expression systems with ligand-stimulated GPCR signaling/pharmacology and receptor-family selectivity comparisons	Extracellular mature spexin engagement of GALR3 with bounded GNAI/O/Z continuation and receptor-expression signaling output	No SCI transfer inferred; cross-species receptor-expression context only	Primary evidence supports mature SPX-to-GALR3-family receptor activation; the existing receptor-GNAI/O/Z edge supplies a bounded continuation without treating the assay readout as a resolved TF-target pathway.	Spexin ligand-stimulated GPCR signaling, receptor pharmacology and family-selectivity assays	activating	composite_primary_evidence	curated_primary_route	Preserve mature SPX isoform and GALR2/GALR3 selectivity; receptor-expression signaling does not establish a universal native pathway, SCI effect or terminal TF.	LITEXP:000717
M21B-LITEXP-0718	M21B-DOWNSTREAM:01688	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE03824	FSH/follicle-stimulating hormone	M21B-E005627	NODE03827	FSHR/follicle-stimulating hormone receptor	M21B-E001831	NODE04283	GNAS								FSH-FSHR-GNAS cAMP output	FSH-FSHR-Gs-cAMP	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E005627;M21B-EVID-005570;M21B-DOWNSTREAM-EVID:002668;M21B-E001831;M21B-EVID-001774;PMID:2126341	M21B-DOWNSTREAM-EVID:002668	PMID:2126341	Primary cloned rat FSHR cAMP study; existing FSHR-GNAS continuation evidence	Primary evidence supports FSH-dependent cAMP accumulation through cloned rat FSHR in mammalian cells; the existing validated FSHR-GNAS edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	rat	Cultured mammalian cells expressing cloned rat FSHR; FSH-dependent cAMP accumulation with hCG and TSH selectivity controls	Extracellular FSH engagement of FSHR with bounded GNAS continuation and cAMP output	No CNS or SCI transfer inferred; cloned-receptor/gonadal-cell context only	Primary evidence supports FSH-FSHR activation in the cloned-receptor cAMP layer; the existing receptor-GNAS edge supplies a bounded continuation without asserting a TF.	FSH stimulation, cAMP accumulation and hCG/TSH selectivity assays	activating	composite_primary_evidence	curated_primary_route	Preserve heterodimeric glycoprotein-hormone and gonadal-cell context; no CNS, SCI or terminal-TF inference is made.	LITEXP:000718
M21B-LITEXP-0719	M21B-DOWNSTREAM:01690	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE04287	GNRH1/GnRH-I	M21B-E005629	NODE04291	GNRHR/GnRH receptor	M21B-E001826	NODE04282	GNAQ/GNA11								GnRH-I-GNRHR-GNAQ/GNA11 cAMP and prolactin-release output	GnRH-GNRHR-Gq-secretory-output	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E005629;M21B-EVID-005572;M21B-DOWNSTREAM-EVID:002674;M21B-E001826;M21B-EVID-001769;PMID:8013367	M21B-DOWNSTREAM-EVID:002674	PMID:8013367	Primary rat GNRHR cDNA cAMP/prolactin-release study; existing GNRHR-GNAQ/GNA11 continuation evidence	Primary evidence supports GnRH-I activation of rat GNRHR in stably transfected GH3 pituitary cells with G-protein-dependent cAMP and prolactin-release readouts; the existing validated GNRHR-GNAQ/GNA11 edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	rat	Rat GNRHR cDNA stably transfected into GH3 pituitary cells; GnRH stimulation with cAMP and prolactin-release readouts	Extracellular GnRH-I engagement of GNRHR with bounded GNAQ/GNA11 continuation and cAMP/secretory output	No CNS or SCI transfer inferred; heterologous pituitary-cell context only	Primary evidence supports GnRH-I-GNRHR activation and cAMP/secretory output; the existing receptor-GNAQ/GNA11 edge supplies a bounded continuation without asserting a TF.	Stable GNRHR expression, GnRH stimulation, cAMP and prolactin-release assays	activating	composite_primary_evidence	curated_primary_route	Preserve GnRH-I/GNRH1 ligand and rat GNRHR heterologous pituitary-cell context; no CNS, SCI or terminal-TF inference is made.	LITEXP:000719
M21B-LITEXP-0720	M21B-DOWNSTREAM:01810	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE08852	PDYN-derived dynorphin peptides	M21B-E006217	NODE04363	GPR139	M21B-E004452	NODE04282	GNAQ/GNA11								PDYN-derived dynorphin-GPR139-GNAQ/GNA11 calcium and habenula-neuron output	PDYNDynorphin-GPR139-Gq-calcium	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E006217;M21B-EVID-006160;M21B-DOWNSTREAM-EVID:002872;M21B-E004452;M21B-EVID-004395;PMID:40701991;PMCID:PMC12287315;DOI:10.1038/s41467-025-62133-x	M21B-DOWNSTREAM-EVID:002872	PMID:40701991; PMCID:PMC12287315; DOI:10.1038/s41467-025-62133-x	Primary PDYN-derived dynorphin GPR139 calcium/binding and medial-habenula study; existing GPR139-GNAQ/GNA11 continuation evidence	Primary evidence supports a bounded PDYN-derived dynorphin-GPR139 axis through receptor-selective binding, orthogonal calcium assays and Gpr139-dependent medial-habenula responses; the existing validated GPR139-GNAQ/GNA11 edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	human; mouse	Human GPR139-expressing HEK systems with calcium/BRET and binding assays; mouse medial-habenula slices, Gpr139 knockout/antagonist controls and Pdyn-neuron release models	Extracellular PDYN-derived dynorphin engagement of GPR139 with bounded GNAQ/GNA11 continuation and calcium/neural output	No SCI transfer inferred; medial-habenula and recombinant-receptor context only	Primary evidence supports naloxone-insensitive PDYN-derived dynorphin-GPR139 signaling; the existing receptor-GNAQ/GNA11 edge supplies a bounded continuation without collapsing the route into OPRK1/KOR.	Calcium/BRET screening, radioligand competition, FITC-dynorphin binding, selective antagonism, knockout and optogenetic-release assays	activating	composite_primary_evidence	curated_primary_route	Preserve PDYN-derived dynorphin peptide series and GPR139 context; do not infer a universal dynorphin receptor, SCI effect or terminal-TF claim.	LITEXP:000720
M21B-LITEXP-0721	M21B-DOWNSTREAM:01815	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE00369	Agouti-related protein/AGRP	M21B-E006225	NODE06845	MC3R/MC3 melanocortin receptor	M21B-E004269	NODE04283	GNAS								AGRP-MC3R-GNAS alpha-MSH-stimulated cAMP inhibition output	AGRP-MC3R-Gs-cAMP-antagonism	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E006225;M21B-EVID-006168;M21B-DOWNSTREAM-EVID:002880;M21B-E004269;M21B-EVID-004212;PMID:9892020;DOI:10.1210/mend.13.1.0223	M21B-DOWNSTREAM-EVID:002880	PMID:9892020; DOI:10.1210/mend.13.1.0223	Primary AGRP-MC3R competitive-antagonist cAMP study; existing MC3R-GNAS continuation evidence	Primary evidence supports AGRP(87-132) binding to cloned MC3R and inhibition of alpha-MSH-generated cAMP; the existing validated MC3R-GNAS edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	human; mouse	Cloned melanocortin-receptor-expressing cells with synthetic human/mouse AGRP variants; radioligand binding, NDP-MSH competition and alpha-MSH-stimulated cAMP assays	Extracellular AGRP engagement of MC3R with bounded GNAS continuation and alpha-MSH-stimulated cAMP inhibition output	No SCI transfer inferred; cloned-receptor pharmacology context only	Primary evidence supports competitive AGRP antagonism at MC3R and cAMP inhibition; the existing receptor-GNAS edge supplies a bounded continuation without asserting a TF.	AGRP binding, NDP-MSH competition and alpha-MSH-stimulated cAMP inhibition assays	inhibitory	composite_primary_evidence	curated_primary_route	Preserve AGRP(87-132)/mature AGRP fragment and competitive-antagonist semantics; cloned-receptor pharmacology does not establish a universal physiological, SCI or terminal-TF route.	LITEXP:000721
M21B-LITEXP-0722	M21B-DOWNSTREAM:01816	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE00369	Agouti-related protein/AGRP	M21B-E006226	NODE06848	MC5R/MC5 melanocortin receptor	M21B-E003991	NODE04267	GNA15								AGRP-MC5R-GNA15 alpha-MSH-stimulated cAMP inhibition output	AGRP-MC5R-G15-cAMP-antagonism	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E006226;M21B-EVID-006169;M21B-DOWNSTREAM-EVID:002881;M21B-E003991;M21B-EVID-003934;PMID:9892020;DOI:10.1210/mend.13.1.0223	M21B-DOWNSTREAM-EVID:002881	PMID:9892020; DOI:10.1210/mend.13.1.0223	Primary AGRP-MC5R competitive-antagonist cAMP study; existing MC5R-GNA15 continuation evidence	Primary evidence supports AGRP(87-132) binding to cloned MC5R and inhibition of alpha-MSH-generated cAMP; the existing validated MC5R-GNA15 edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	human; mouse	Cloned melanocortin-receptor-expressing cells with synthetic human/mouse AGRP variants; radioligand binding, NDP-MSH competition and alpha-MSH-stimulated cAMP assays	Extracellular AGRP engagement of MC5R with bounded GNA15 continuation and alpha-MSH-stimulated cAMP inhibition output	No SCI transfer inferred; cloned-receptor pharmacology context only	Primary evidence supports competitive AGRP antagonism at MC5R and cAMP inhibition; the existing receptor-GNA15 edge supplies a bounded continuation without asserting a TF.	AGRP binding, NDP-MSH competition and alpha-MSH-stimulated cAMP inhibition assays	inhibitory	composite_primary_evidence	curated_primary_route	Preserve AGRP(87-132)/mature AGRP fragment and competitive-antagonist semantics; cloned-receptor pharmacology does not establish a universal physiological, SCI or terminal-TF route.	LITEXP:000722
M21B-LITEXP-0723	M21B-DOWNSTREAM:01826	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE00368	Agouti signaling protein/ASIP	M21B-E006246	NODE06847	MC4R/MC4 melanocortin receptor	M21B-E003370	NODE04283	GNAS								ASIP-MC4R-GNAS alpha-MSH-stimulated cAMP inhibition output	ASIP-MC4R-Gs-cAMP-antagonism	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E006246;M21B-EVID-006189;M21B-DOWNSTREAM-EVID:002894;M21B-E003370;M21B-EVID-003313;PMID:9058374;DOI:10.1210/mend.11.3.9898	M21B-DOWNSTREAM-EVID:002894	PMID:9058374; DOI:10.1210/mend.11.3.9898	Primary recombinant ASIP-MC4R competitive-antagonist cAMP study; existing MC4R-GNAS continuation evidence	Primary evidence supports recombinant ASIP inhibition of alpha-MSH-stimulated cAMP and radioligand binding at human MC4R; the existing validated MC4R-GNAS edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	human	Human MC4R-expressing L cells with purified recombinant ASIP; radioligand-binding competition and alpha-MSH-stimulated cAMP inhibition assays	Extracellular ASIP engagement of MC4R with bounded GNAS continuation and alpha-MSH-stimulated cAMP inhibition output	No SCI transfer inferred; cloned/reconstituted receptor pharmacology context only	Primary evidence supports subtype-dependent competitive ASIP antagonism at MC4R; the existing receptor-GNAS edge supplies a bounded continuation without asserting a TF.	ASIP binding, radioligand competition and alpha-MSH-stimulated cAMP inhibition assays	inhibitory	composite_primary_evidence	curated_primary_route	Preserve ASIP antagonist and human MC4R/alpha-MSH context; cloned-receptor pharmacology does not establish a universal physiological, SCI or terminal-TF route.	LITEXP:000723
M21B-LITEXP-0724	M21B-DOWNSTREAM:01921	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE08742	PAMP-20/proadrenomedullin N-terminal 1-20 peptide	M21B-E006447	NODE07509	MRGPRX2	M21B-E003893	NODE04282	GNAQ/GNA11								PAMP-20-MRGPRX2-GNAQ/GNA11 calcium and cAMP-inhibition output	PAMP20-MRGPRX2-Gq-Gi-second-messenger	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E006447;M21B-EVID-006390;M21B-DOWNSTREAM-EVID:003043;M21B-E003893;M21B-EVID-003836;PMID:15823563;DOI:10.1016/j.bbrc.2005.03.088	M21B-DOWNSTREAM-EVID:003043	PMID:15823563; DOI:10.1016/j.bbrc.2005.03.088	Primary PAMP-20 MRGPRX2 calcium, cAMP and GTP-gamma-S study; existing MRGPRX2-GNAQ/GNA11 continuation evidence	Primary evidence supports the lower-potency PAMP-20 activation profile at human MRGPRX2 with calcium mobilization, forskolin-elevated cAMP inhibition and GTP-gamma-S binding; the existing validated MRGPRX2-GNAQ/GNA11 edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	human	Human MRGPRX2/MrgX2 receptor-expressing cells with PAMP-20 dose-response calcium, forskolin-elevated cAMP and GTP-gamma-S assays; adrenal and dorsal-root-ganglion comparator	Extracellular PAMP-20 engagement of MRGPRX2 with bounded GNAQ/GNA11 continuation and calcium/cAMP output	No SCI transfer inferred; heterologous and adrenal comparator context only	Primary evidence supports lower-potency PAMP-20-MRGPRX2 second-messenger signaling; the existing receptor-GNAQ/GNA11 edge supplies a bounded continuation while preserving mixed Gq/Gi behavior.	PAMP-20 dose-response calcium, forskolin-stimulated cAMP inhibition and GTP-gamma-S binding assays	activating	composite_primary_evidence	curated_primary_route	Preserve PAMP-20 as the proadrenomedullin 1-20 fragment and its lower potency relative to PAMP-12; no universal coupling, SCI or terminal-TF inference is made.	LITEXP:000724
