expansion_id	source_queue_id	route_status	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	target_output_form_id	output_node_id	output_label	output_form_id	bridge_id	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_chain_id	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	context_scope	source_scope	primary_locator	citation_note	curation_status	evidence_summary	limitations	route_evidence_id
M21B-LITEXP-3888	M21B-DOWNSTREAM:01280	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped																	cellular_functional_readout downstream readout			STAB2-alphaVbeta5-efferocytosis-cross-talk	primary_literature_route_expansion	primary_downstream_output_annotation	M21B-EVID-002992	M21B-LITEXP-3888	M21B-DOWNSTREAM-EVID:002053	literature_expansion:bounded_downstream_output_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	Primary source-linked downstream readout; receptor and intracellular topology intentionally unresolved.	ambiguous_topology_primary_evidence	PMID:22184031; PMCID:PMC3416206	Primary evidence record M21B-DOWNSTREAM-EVID:002053; topology remains unresolved.	curated_primary_route	Primary-supported claim: The review cites the primary study showing that the stabilin-2 FAS1 domain directly interacts with alphaVbeta5 and cooperates with stabilin-2 during phosphatidylserine-exposed erythrocyte engulfment. Primary model/assay: Mouse stabilin-2-expressing L cells and CHO cells expressing beta5, purified stabilin-2 FAS1/Stab-U and alphaVbeta5 binding assays, phosphatidylserine-exposed aged erythrocyte engulfment, domain competition and focal-adhesion/Rac1-associated readouts	Review-guided candidate traced to the cited primary stabilin-2/alphaVbeta5 cross-talk study; materialize only the bounded receptor-complex binding/engulfment function.	LITEXP:003918
M21B-LITEXP-3889	M21B-DOWNSTREAM:01389	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped																	cleavage_or_processing_readout downstream readout			Nipah-virus-C3b-factor-I-like-complement-evasion	primary_literature_route_expansion	primary_downstream_output_annotation	M21B-EVID-004649	M21B-LITEXP-3889	M21B-DOWNSTREAM-EVID:002232	literature_expansion:bounded_downstream_output_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cleavage_or_processing_readout	Primary source-linked downstream readout; receptor and intracellular topology intentionally unresolved.	ambiguous_topology_primary_evidence	PMID:25355897; PMCID:PMC4300667; DOI:10.1128/JVI.02427-14	Primary evidence record M21B-DOWNSTREAM-EVID:002232; topology remains unresolved.	curated_primary_route	Primary-supported claim: The review identifies Nipah virions as having factor-I-like complement activity; the cited primary supports time- and dose-dependent cleavage/inactivation of C3b with reduced complement deposition on virions. Primary model/assay: Purified Nipah virus particles with normal human serum and reconstituted human C3b, factor H or soluble CR1 and factor-I-like viral activity; SDS-PAGE cleavage, C3 deposition and complement-neutralization assays.	Preserve virion-associated factor-I-like protease activity and cofactor dependence; the viral protease was not identified, and no host receptor, SCI or terminal-TF inference is made.	LITEXP:003919
M21B-LITEXP-3890	M21B-DOWNSTREAM:01401	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped																	cellular_functional_readout downstream readout			Candida-Pra1-C3-complement-evasion	primary_literature_route_expansion	primary_downstream_output_annotation	M21B-EVID-004684	M21B-LITEXP-3890	M21B-DOWNSTREAM-EVID:002248	literature_expansion:bounded_downstream_output_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	Primary source-linked downstream readout; receptor and intracellular topology intentionally unresolved.	ambiguous_topology_primary_evidence	PMID:28860090; DOI:10.1016/j.molimm.2017.07.010	Primary evidence record M21B-DOWNSTREAM-EVID:002248; topology remains unresolved.	curated_primary_route	Primary-supported claim: The reviews identify secreted Pra1 as a fungal complement inhibitor that targets C3; the cited primary demonstrates Pra1 cleavage of C3, blockade of C3a/C3b effector functions, Factor-I processing of Pra1-generated C3b-like material, and reduced opsonophagocytosis/killing. Primary model/assay: Recombinant and secreted C. albicans Pra1, purified human C3/C3a/C3b, complement convertase products, C3-cleavage and binding assays, C3a-receptor HEK-cell calcium/IL-8 readouts, human neutrophil opsonophagocytosis and fungal survival assays.	Encode Pra1 as a secreted fungal protease/inhibitor, not a receptor ligand; preserve C3/C3a/C3b fragment semantics and no SCI/terminal-TF inference.	LITEXP:003920
M21B-LITEXP-3891	M21B-DOWNSTREAM:01439	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped																	cellular_functional_readout downstream readout			Streptococcus-SpeB-C3b-complement-evasion	primary_literature_route_expansion	primary_downstream_output_annotation	M21B-EVID-004796	M21B-LITEXP-3891	M21B-DOWNSTREAM-EVID:002294	literature_expansion:bounded_downstream_output_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	Primary source-linked downstream readout; receptor and intracellular topology intentionally unresolved.	ambiguous_topology_primary_evidence	PMID:18160402; DOI:10.1074/jbc.M704821200	Primary evidence record M21B-DOWNSTREAM-EVID:002294; topology remains unresolved.	curated_primary_route	Primary-supported claim: The reviews identify SpeB-mediated C3/C3b degradation as a central GAS complement-evasion mechanism; the cited primary study shows recombinant and wild-type SpeB-dependent C3b degradation and reduced neutrophil recruitment/survival phenotypes. Primary model/assay: Recombinant SpeB and wild-type or ΔspeB S. pyogenes; purified human C3b, serum and Biacore/Western-blot degradation assays; human blood and mouse infection/pathology readouts.	Preserve active SpeB protease and C3b substrate context; infection and neutrophil phenotypes are pathogen-function readouts, not a host-cell relay, with no SCI or terminal-TF inference.	LITEXP:003921
M21B-LITEXP-3892	M21B-DOWNSTREAM:01440	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped																	cellular_functional_readout downstream readout			Streptococcus-SpeB-C1INH-complement-evasion	primary_literature_route_expansion	primary_downstream_output_annotation	M21B-EVID-004797	M21B-LITEXP-3892	M21B-DOWNSTREAM-EVID:002295	literature_expansion:bounded_downstream_output_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	Primary source-linked downstream readout; receptor and intracellular topology intentionally unresolved.	ambiguous_topology_primary_evidence	PMID:23589297; PMCID:PMC3668742; DOI:10.1074/jbc.M113.469106	Primary evidence record M21B-DOWNSTREAM-EVID:002295; topology remains unresolved.	curated_primary_route	Primary-supported claim: The reviews identify C1-INH as a SpeB complement substrate; the cited primary study shows recombinant and culture-supernatant SpeB cleavage of human C1-INH, mapped cleavage products, and altered serum survival/complement deposition. Primary model/assay: S. pyogenes SSI-9 and isogenic ΔspeB/ΔscpA controls; recombinant SpeB, human serum/C1-INH and complement-factor Western blots, cleavage-site sequencing, serum survival and C9-deposition assays.	Preserve active SpeB and human C1-INH cleavage context; broad protease/substrate effects are not converted into a host-cell signaling claim, and no SCI or terminal-TF inference is made.	LITEXP:003922
M21B-LITEXP-3893	M21B-DOWNSTREAM:01441	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped																	cleavage_or_processing_readout downstream readout			Escherichia-StcE-C1INH-complement-evasion	primary_literature_route_expansion	primary_downstream_output_annotation	M21B-EVID-004800	M21B-LITEXP-3893	M21B-DOWNSTREAM-EVID:002297	literature_expansion:bounded_downstream_output_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cleavage_or_processing_readout	Primary source-linked downstream readout; receptor and intracellular topology intentionally unresolved.	ambiguous_topology_primary_evidence	PMID:15096536; PMCID:PMC2211892	Primary evidence record M21B-DOWNSTREAM-EVID:002297; topology remains unresolved.	curated_primary_route	Primary-supported claim: The review identifies StcE as a secreted metalloprotease that cleaves C1-INH and potentiates its classical-complement inhibitory activity; the cited primary study tests recombinant and EHEC-secreted StcE against human C1-INH and complement-mediated hemolysis. Primary model/assay: EHEC O157:H7 culture supernatant and recombinant StcE with purified human C1-INH; C1-INH cleavage/complex formation, classical-pathway hemolysis and complement-deposition assays.	Preserve active StcE, human C1-INH and classical-pathway context; this is protease-mediated complement modulation, not a host-cell signaling relay or SCI inference.	LITEXP:003923
M21B-LITEXP-3894	M21B-DOWNSTREAM:01444	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped																	cleavage_or_processing_readout downstream readout			Escherichia-EspP-C3b-complement-evasion	primary_literature_route_expansion	primary_downstream_output_annotation	M21B-EVID-004803	M21B-LITEXP-3894	M21B-DOWNSTREAM-EVID:002301	literature_expansion:bounded_downstream_output_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cleavage_or_processing_readout	Primary source-linked downstream readout; receptor and intracellular topology intentionally unresolved.	ambiguous_topology_primary_evidence	PMID:20643852; PMCID:PMC2950363; DOI:10.1128/IAI.00488-10	Primary evidence record M21B-DOWNSTREAM-EVID:002301; topology remains unresolved.	curated_primary_route	Primary-supported claim: The reviews identify EspP as a serine protease that cleaves C3/C3b; the cited primary study demonstrates EspP-dependent cleavage of purified C3b, cleavage in normal human serum and EspP-positive strain supernatant. Primary model/assay: Recombinant EspP and inactive S263A control; purified human C3b, normal human serum and EspP-positive/negative EHEC supernatants; Western/Edman cleavage mapping and complement-activation assays.	Preserve active EspP serine-protease and human C3b/complement context; the cleavage is a pathogen-evasion substrate event, not a host-cell relay or SCI inference.	LITEXP:003924
M21B-LITEXP-3895	M21B-DOWNSTREAM:01445	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped																	cleavage_or_processing_readout downstream readout			Escherichia-EspP-C5-complement-evasion	primary_literature_route_expansion	primary_downstream_output_annotation	M21B-EVID-004804	M21B-LITEXP-3895	M21B-DOWNSTREAM-EVID:002303	literature_expansion:bounded_downstream_output_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cleavage_or_processing_readout	Primary source-linked downstream readout; receptor and intracellular topology intentionally unresolved.	ambiguous_topology_primary_evidence	PMID:20643852; PMCID:PMC2950363; DOI:10.1128/IAI.00488-10	Primary evidence record M21B-DOWNSTREAM-EVID:002303; topology remains unresolved.	curated_primary_route	Primary-supported claim: The reviews identify EspP as a serine protease that cleaves C5; the cited primary study demonstrates EspP-dependent cleavage of purified C5, cleavage in normal human serum and reduced reconstituted complement activity. Primary model/assay: Recombinant EspP and inactive S263A control; purified human C5, C5-depleted serum reconstitution and EspP-positive/negative EHEC supernatants; cleavage mapping and classical, lectin and alternative-pathway complement assays.	Preserve active EspP serine-protease and human C5/complement context; C5 cleavage is a pathogen-evasion substrate event, not a host-cell relay or SCI inference.	LITEXP:003925
M21B-LITEXP-3896	M21B-DOWNSTREAM:01446	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped																	cleavage_or_processing_readout downstream readout			Enterococcus-GelE-C3-complement-evasion	primary_literature_route_expansion	primary_downstream_output_annotation	M21B-EVID-004805	M21B-LITEXP-3896	M21B-DOWNSTREAM-EVID:002304	literature_expansion:bounded_downstream_output_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cleavage_or_processing_readout	Primary source-linked downstream readout; receptor and intracellular topology intentionally unresolved.	ambiguous_topology_primary_evidence	PMID:18941224; DOI:10.4049/jimmunol.181.9.6328	Primary evidence record M21B-DOWNSTREAM-EVID:002304; topology remains unresolved.	curated_primary_route	Primary-supported claim: The reviews identify enterococcal GelE as a complement-targeting gelatinase; the cited primary study shows purified GelE converts human C3 into a C3b-like inactive product, consumes C3, degrades deposited iC3b and reduces neutrophil phagocytosis. Primary model/assay: Purified GelE with human serum/C3 and deposited iC3b; biochemical cleavage, complement-activation and human polymorphonuclear-leukocyte phagocytosis assays.	Preserve active E. faecalis GelE and human C3/C3b/iC3b substrate context; this is complement-substrate cleavage and opsonophagocytosis evasion, not a host-cell signaling relay or SCI inference.	LITEXP:003926
M21B-LITEXP-3897	M21B-DOWNSTREAM:01447	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped																	cleavage_or_processing_readout downstream readout			Staphylococcus-Aureolysin-C3-complement-evasion	primary_literature_route_expansion	primary_downstream_output_annotation	M21B-EVID-004807	M21B-LITEXP-3897	M21B-DOWNSTREAM-EVID:002307	literature_expansion:bounded_downstream_output_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cleavage_or_processing_readout	Primary source-linked downstream readout; receptor and intracellular topology intentionally unresolved.	ambiguous_topology_primary_evidence	PMID:21502375; DOI:10.4049/jimmunol.1002948	Primary evidence record M21B-DOWNSTREAM-EVID:002307; topology remains unresolved.	curated_primary_route	Primary-supported claim: The reviews identify aureolysin as a secreted C3-cleaving complement inhibitor; the cited primary study demonstrates aureolysin-dependent C3 cleavage, reduced C3b/C5a deposition, synergy with host factor H/I and impaired neutrophil phagocytosis. Primary model/assay: Purified wild-type and mutant aureolysin, human serum and purified C3; C3 cleavage, C3b/C5a deposition, neutrophil phagocytosis and USA300 supernatant mutant/complementation assays.	Preserve active aureolysin plus human C3 and factor-H/factor-I cooperation; C3 cleavage is a bacterial complement-evasion substrate event, not a host-cell signaling relay or SCI inference.	LITEXP:003927
