entity_form_id	node_id	form_type	canonical_name	source_role	form_status	notes
PROTEIN:NODE00001	NODE00001	protein_ligand	(+)-TAN-67	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00002	NODE00002	protein_ligand	(3R)-3-hydroxylauric acid/3-OH-C12	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00003	NODE00003	protein_ligand	(R)-ZINC-3573	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00004	NODE00004	protein_ligand	12(S)-HETE/12-HETER	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00010	NODE00010	protein_ligand	2-APB	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00011	NODE00011	protein_ligand	2-Arachidonoylglycerol/2-AG	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00013	NODE00013	protein_ligand	2-methylbutamine	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00014	NODE00014	protein_ligand	2-prime,5-prime oligoadenylate/2-5A	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00015	NODE00015	protein_ligand	20-HETE/20-hydroxyeicosatetraenoic acid	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00016	NODE00016	protein_ligand	23S rRNA-derived 13-nt ssRNA sequence (ISR23)	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00019	NODE00019	protein_ligand	2prime3prime-cGAMP	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00020	NODE00020	protein_ligand	3-(methylthio)-propylamine	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00021	NODE00021	protein_ligand	3-hydroxyoctanoate/3-OH-octanoic acid	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00022	NODE00022	protein_ligand	3-iodothyronamine/T1AM	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00023	NODE00023	protein_ligand	3-phosphated deoxycholic acid/DCA-3P, structural mimic of 3-sulfated deoxycholic acid/DCA-3S	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00027	NODE00027	protein_ligand	4-1BB/TNFRSF9 on lipid-laden astrocytes	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00029	NODE00029	protein_ligand	4-1BBL/TNFSF9	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00037	NODE00037	protein_ligand	5-HIAA/5-hydroxyindoleacetic acid	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00050	NODE00050	protein_ligand	5-oxo-ETE	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00051	NODE00051	protein_ligand	5-prime-triphosphate blunt-ended dsRNA	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00052	NODE00052	protein_ligand	5α-DHT/5α-dihydrotestosterone	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00053	NODE00053	protein_ligand	7-Fluorotryptamine/7-FTA	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00054	NODE00054	protein_ligand	7alpha,25-dihydroxycholesterol	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00056	NODE00056	protein_ligand	9-HODE	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00057	NODE00057	protein_ligand	[D-Ala2,D-Leu5]-enkephalin (DADLE)	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00058	NODE00058	protein_ligand	[des-Arg10]kallidin	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00059	NODE00059	protein_ligand	A-SAA/SAA2 context	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00072	NODE00072	protein_ligand	A2m	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00073	NODE00073	protein_ligand	AamCRT/Amblyomma americanum calreticulin	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00074	NODE00074	protein_ligand	AamIGFBP-rP1/Amblyomma americanum salivary IGFBP-related protein	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00109	NODE00109	protein_ligand	ABCA1/ATP-binding cassette transporter A1	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00119	NODE00119	protein_ligand	ABHD6/alpha-beta hydrolase domain-containing 6	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00128	NODE00128	protein_ligand	ACAN/aggrecan C-type lectin domain	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00132	NODE00132	protein_ligand	ACE/ACE1	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00134	NODE00134	protein_ligand	Acetate/propionate/butyrate	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00135	NODE00135	protein_ligand	Acetylated LDL/AcLDL	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00136	NODE00136	protein_ligand	Acetylcholine	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00154	NODE00154	protein_ligand	ACTH	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00156	NODE00156	protein_ligand	activated A2M/RBD fragment	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00157	NODE00157	protein_ligand	Activated alpha2-macroglobulin/A2M*	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00158	NODE00158	protein_ligand	Activated alpha2-macroglobulin/proteinase complex	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00172	NODE00172	protein_ligand	Activin B/INHBB	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00173	NODE00173	protein_ligand	Activin E/INHBE	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00177	NODE00177	protein_ligand	ACTN1/alpha-actinin-1	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00179	NODE00179	protein_ligand	ACTN4/alpha-actinin-4	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00222	NODE00222	protein_ligand	Ada	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00223	NODE00223	protein_ligand	ADAM10	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00225	NODE00225	protein_ligand	ADAM10/Kuzbanian	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00227	NODE00227	protein_ligand	Adam12	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00228	NODE00228	protein_ligand	ADAM12 cysteine-rich domain	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00229	NODE00229	protein_ligand	ADAM12/ADAM-12 disintegrin domain	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00230	NODE00230	protein_ligand	ADAM12/meltrin-alpha	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00232	NODE00232	protein_ligand	ADAM15/metargidin	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00233	NODE00233	protein_ligand	Adam17	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00234	NODE00234	protein_ligand	ADAM17/TACE	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00238	NODE00238	protein_ligand	Adam2	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
