review_id	batch_id	batch_rank	regulator_key	regulator_symbol	species_scope	source_registry	source_record_id	raw_tf_symbol	target_symbol	target_graph_modules	candidate_membership_status	exact_pair_search_url	exact_pair_status	regulator_general_evidence_status	target_cell_presence_status	binding_or_association_status	downstream_expression_or_perturbation_status	downstream_activation_status	upstream_relay_status	disposition	primary_citation	corroborating_citation	near_match_exclusions	review_notes	exportable	canonical_write_performed
public_tf_evidence_batch001_pair_001	public_tf_evidence_batch_001	1	ebf2	Ebf2	mouse	TFLink	tflink:mouse:000920:b3f362af9f8d	Ebf2	A2m	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22Ebf2%22+AND+%22A2m%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pmc.ncbi.nlm.nih.gov/articles/PMC12705753/ (Osr1-Ackr3, not Ebf2); https://pmc.ncbi.nlm.nih.gov/articles/PMC2951399/ (miR-33-Abca1, not Ebf2)	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_002	public_tf_evidence_batch_001	1	ebf2	Ebf2	mouse	TFLink	tflink:mouse:000920:b3f362af9f8d	Ebf2	Abca1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22Ebf2%22+AND+%22Abca1%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pmc.ncbi.nlm.nih.gov/articles/PMC12705753/ (Osr1-Ackr3, not Ebf2); https://pmc.ncbi.nlm.nih.gov/articles/PMC2951399/ (miR-33-Abca1, not Ebf2)	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_003	public_tf_evidence_batch_001	1	ebf2	Ebf2	mouse	TFLink	tflink:mouse:000920:b3f362af9f8d	Ebf2	Ackr3	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22Ebf2%22+AND+%22Ackr3%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pmc.ncbi.nlm.nih.gov/articles/PMC12705753/ (Osr1-Ackr3, not Ebf2); https://pmc.ncbi.nlm.nih.gov/articles/PMC2951399/ (miR-33-Abca1, not Ebf2)	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_004	public_tf_evidence_batch_001	1	ebf2	Ebf2	mouse	TFLink	tflink:mouse:000920:b3f362af9f8d	Ebf2	Actr2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22Ebf2%22+AND+%22Actr2%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pmc.ncbi.nlm.nih.gov/articles/PMC12705753/ (Osr1-Ackr3, not Ebf2); https://pmc.ncbi.nlm.nih.gov/articles/PMC2951399/ (miR-33-Abca1, not Ebf2)	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_005	public_tf_evidence_batch_001	2	isx	ISX	mouse	TFLink	tflink:mouse:000875:4b8eed79bf36	Isx	A2m	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ISX%22+AND+%22A2m%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pubmed.ncbi.nlm.nih.gov/20061533/ (ISX-SR-BI, not queued targets); https://pmc.ncbi.nlm.nih.gov/articles/PMC2951399/ (miR-33-Abca1, not ISX)	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_006	public_tf_evidence_batch_001	2	isx	ISX	mouse	TFLink	tflink:mouse:000875:4b8eed79bf36	Isx	Abca1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ISX%22+AND+%22Abca1%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pubmed.ncbi.nlm.nih.gov/20061533/ (ISX-SR-BI, not queued targets); https://pmc.ncbi.nlm.nih.gov/articles/PMC2951399/ (miR-33-Abca1, not ISX)	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_007	public_tf_evidence_batch_001	2	isx	ISX	mouse	TFLink	tflink:mouse:000875:4b8eed79bf36	Isx	Ackr3	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ISX%22+AND+%22Ackr3%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pubmed.ncbi.nlm.nih.gov/20061533/ (ISX-SR-BI, not queued targets); https://pmc.ncbi.nlm.nih.gov/articles/PMC2951399/ (miR-33-Abca1, not ISX)	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_008	public_tf_evidence_batch_001	2	isx	ISX	mouse	TFLink	tflink:mouse:000875:4b8eed79bf36	Isx	Ackr4	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ISX%22+AND+%22Ackr4%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pubmed.ncbi.nlm.nih.gov/20061533/ (ISX-SR-BI, not queued targets); https://pmc.ncbi.nlm.nih.gov/articles/PMC2951399/ (miR-33-Abca1, not ISX)	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_009	public_tf_evidence_batch_001	3	zbtb48	ZBTB48	human	TFLink	tflink:human:000954:31ccce5e56e3	ZBTB48	ACKR2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZBTB48%22+AND+%22ACKR2%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pmc.ncbi.nlm.nih.gov/articles/PMC4015442/ (ZBTB7A/HEY1/EGR1-ACVR1, not ZBTB48); https://pmc.ncbi.nlm.nih.gov/articles/PMC7802253/ (miR-365-ACVR1, not ZBTB48)	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_010	public_tf_evidence_batch_001	3	zbtb48	ZBTB48	human	TFLink	tflink:human:000954:31ccce5e56e3	ZBTB48	ACKR3	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZBTB48%22+AND+%22ACKR3%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pmc.ncbi.nlm.nih.gov/articles/PMC4015442/ (ZBTB7A/HEY1/EGR1-ACVR1, not ZBTB48); https://pmc.ncbi.nlm.nih.gov/articles/PMC7802253/ (miR-365-ACVR1, not ZBTB48)	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_011	public_tf_evidence_batch_001	3	zbtb48	ZBTB48	human	TFLink	tflink:human:000954:31ccce5e56e3	ZBTB48	ACTR2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZBTB48%22+AND+%22ACTR2%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pmc.ncbi.nlm.nih.gov/articles/PMC4015442/ (ZBTB7A/HEY1/EGR1-ACVR1, not ZBTB48); https://pmc.ncbi.nlm.nih.gov/articles/PMC7802253/ (miR-365-ACVR1, not ZBTB48)	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_012	public_tf_evidence_batch_001	3	zbtb48	ZBTB48	human	TFLink	tflink:human:000954:31ccce5e56e3	ZBTB48	ACVR1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZBTB48%22+AND+%22ACVR1%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pmc.ncbi.nlm.nih.gov/articles/PMC4015442/ (ZBTB7A/HEY1/EGR1-ACVR1, not ZBTB48); https://pmc.ncbi.nlm.nih.gov/articles/PMC7802253/ (miR-365-ACVR1, not ZBTB48)	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_013	public_tf_evidence_batch_001	4	tcf7l1	TCF7L1	human	TFLink	tflink:human:000126:96b5023da1a1	TCF7L1	A2M	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22TCF7L1%22+AND+%22A2M%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pmc.ncbi.nlm.nih.gov/articles/PMC4917863/ (TCF7L1-EPHB3, not queued targets); https://pmc.ncbi.nlm.nih.gov/articles/PMC4920148/ (ACVR1 regulation by other factors, not TCF7L1)	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_014	public_tf_evidence_batch_001	4	tcf7l1	TCF7L1	human	TFLink	tflink:human:000126:96b5023da1a1	TCF7L1	ACKR2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22TCF7L1%22+AND+%22ACKR2%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pmc.ncbi.nlm.nih.gov/articles/PMC4917863/ (TCF7L1-EPHB3, not queued targets); https://pmc.ncbi.nlm.nih.gov/articles/PMC4920148/ (ACVR1 regulation by other factors, not TCF7L1)	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_015	public_tf_evidence_batch_001	4	tcf7l1	TCF7L1	human	TFLink	tflink:human:000126:96b5023da1a1	TCF7L1	ACTR2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22TCF7L1%22+AND+%22ACTR2%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pmc.ncbi.nlm.nih.gov/articles/PMC4917863/ (TCF7L1-EPHB3, not queued targets); https://pmc.ncbi.nlm.nih.gov/articles/PMC4920148/ (ACVR1 regulation by other factors, not TCF7L1)	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_016	public_tf_evidence_batch_001	4	tcf7l1	TCF7L1	human	TFLink	tflink:human:000126:96b5023da1a1	TCF7L1	ACVR1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22TCF7L1%22+AND+%22ACVR1%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pmc.ncbi.nlm.nih.gov/articles/PMC4917863/ (TCF7L1-EPHB3, not queued targets); https://pmc.ncbi.nlm.nih.gov/articles/PMC4920148/ (ACVR1 regulation by other factors, not TCF7L1)	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_017	public_tf_evidence_batch_001	5	grhl3	GRHL3	human	TFLink	tflink:human:001138:63097d7c88b0	GRHL3	ABCA1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22GRHL3%22+AND+%22ABCA1%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pmc.ncbi.nlm.nih.gov/articles/PMC4885135/ (GRHL3-E-cadherin, not queued targets); https://pmc.ncbi.nlm.nih.gov/articles/PMC4836819/ (GRHL3-GSK3B, not queued targets)	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_018	public_tf_evidence_batch_001	5	grhl3	GRHL3	human	TFLink	tflink:human:001138:63097d7c88b0	GRHL3	ACKR3	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22GRHL3%22+AND+%22ACKR3%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pmc.ncbi.nlm.nih.gov/articles/PMC4885135/ (GRHL3-E-cadherin, not queued targets); https://pmc.ncbi.nlm.nih.gov/articles/PMC4836819/ (GRHL3-GSK3B, not queued targets)	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_019	public_tf_evidence_batch_001	5	grhl3	GRHL3	human	TFLink	tflink:human:001138:63097d7c88b0	GRHL3	ACTR2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22GRHL3%22+AND+%22ACTR2%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pmc.ncbi.nlm.nih.gov/articles/PMC4885135/ (GRHL3-E-cadherin, not queued targets); https://pmc.ncbi.nlm.nih.gov/articles/PMC4836819/ (GRHL3-GSK3B, not queued targets)	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_020	public_tf_evidence_batch_001	5	grhl3	GRHL3	human	TFLink	tflink:human:001138:63097d7c88b0	GRHL3	ACVR1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22GRHL3%22+AND+%22ACVR1%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pmc.ncbi.nlm.nih.gov/articles/PMC4885135/ (GRHL3-E-cadherin, not queued targets); https://pmc.ncbi.nlm.nih.gov/articles/PMC4836819/ (GRHL3-GSK3B, not queued targets)	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_021	public_tf_evidence_batch_001	6	arnt2	ARNT2	mouse	TFLink	tflink:mouse:000856:ade019945ee8	Arnt2	A2m	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ARNT2%22+AND+%22A2m%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pubmed.ncbi.nlm.nih.gov/12947113/ (ARNT2 targets differ from queued targets); co-occurrence in hypoxia/SCI gene lists was not treated as binding evidence	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_022	public_tf_evidence_batch_001	6	arnt2	ARNT2	mouse	TFLink	tflink:mouse:000856:ade019945ee8	Arnt2	Abca1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ARNT2%22+AND+%22Abca1%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pubmed.ncbi.nlm.nih.gov/12947113/ (ARNT2 targets differ from queued targets); co-occurrence in hypoxia/SCI gene lists was not treated as binding evidence	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_023	public_tf_evidence_batch_001	6	arnt2	ARNT2	mouse	TFLink	tflink:mouse:000856:ade019945ee8	Arnt2	Ackr3	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ARNT2%22+AND+%22Ackr3%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pubmed.ncbi.nlm.nih.gov/12947113/ (ARNT2 targets differ from queued targets); co-occurrence in hypoxia/SCI gene lists was not treated as binding evidence	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_024	public_tf_evidence_batch_001	6	arnt2	ARNT2	mouse	TFLink	tflink:mouse:000856:ade019945ee8	Arnt2	Actr2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ARNT2%22+AND+%22Actr2%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pubmed.ncbi.nlm.nih.gov/12947113/ (ARNT2 targets differ from queued targets); co-occurrence in hypoxia/SCI gene lists was not treated as binding evidence	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_025	public_tf_evidence_batch_001	7	zbtb26	ZBTB26	human	TFLink	tflink:human:000958:b20fb4c2d572	ZBTB26	A2M	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZBTB26%22+AND+%22A2M%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pmc.ncbi.nlm.nih.gov/articles/PMC4920148/ (ACVR1 promoter study reports other TFs, not ZBTB26); Xenopus thyroid results were not transferred to human queued pairs	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_026	public_tf_evidence_batch_001	7	zbtb26	ZBTB26	human	TFLink	tflink:human:000958:b20fb4c2d572	ZBTB26	ACKR2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZBTB26%22+AND+%22ACKR2%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pmc.ncbi.nlm.nih.gov/articles/PMC4920148/ (ACVR1 promoter study reports other TFs, not ZBTB26); Xenopus thyroid results were not transferred to human queued pairs	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
public_tf_evidence_batch001_pair_027	public_tf_evidence_batch_001	7	zbtb26	ZBTB26	human	TFLink	tflink:human:000958:b20fb4c2d572	ZBTB26	ACVR1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZBTB26%22+AND+%22ACVR1%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_assessed	not_assessed_for_exact_pair	not_assessed_for_exact_pair	not_assessed	not_assessed	retain_database_candidate_as_search_lead_only			https://pmc.ncbi.nlm.nih.gov/articles/PMC4920148/ (ACVR1 promoter study reports other TFs, not ZBTB26); Xenopus thyroid results were not transferred to human queued pairs	General regulator evidence is stored in the regulator evidence register; it is not attached to this exact target pair. Near matches were excluded rather than used for promotion.	false	false
