evidence_id	regulator_key	regulator_symbol	species_scope	evidence_layer	support_kind	cell_or_model	assay_or_perturbation	observation	effect_direction	primary_citation	corroborating_citation	route_or_module_relevance	target_pair_scope	exportable	canonical_write_performed	limitations
public_tf_evidence_batch038_regulator_orc2	orc2	ORC2	human	regulator_identity_and_regulatory_capacity	authoritative_identity_and_role_annotation	DNA-repair/genome-maintenance protein, not assumed TF; source subcategory repair_replication_or_recombination; exact queued targets require review	Role category from public_tf_role_triage.tsv (dna_repair_or_genome_maintenance); no target-specific assay inferred	DNA-repair/genome-maintenance protein, not assumed TF; source subcategory repair_replication_or_recombination; exact queued targets require review; exact queued pair evidence was reviewed separately.	queued-pair direction not established except explicitly scoped target-specific findings	https://www.ncbi.nlm.nih.gov/gene/?term=ORC2%5BGene+Name%5D+AND+Homo+sapiens%5BOrganism%5D	https://www.uniprot.org/uniprotkb?query=gene%3AORC2	staged outside canonical TF materialization pending exact pair evidence (dna_repair_or_genome_maintenance)	Regulator-level identity/role does not establish any queued target pair, target-cell presence, effect direction, SCI activation or upstream relay.	false	false	TFLink membership is a search lead only. Noncanonical protein, membrane, ligand, chromatin, RNA, machinery and cofactor findings are routed outside strict canonical TF evidence.
public_tf_evidence_batch038_regulator_gpihbp1	gpihbp1	GPIHBP1/Gpihbp1	human	regulator_identity_and_regulatory_capacity	authoritative_identity_and_role_annotation	signaling/metabolic/membrane/cell-cycle protein, not assumed TF; source subcategory enzyme_receptor_transporter_or_cell_cycle; exact queued targets require review	Role category from public_tf_role_triage.tsv (signaling_metabolic_membrane_or_cell_cycle); no target-specific assay inferred	signaling/metabolic/membrane/cell-cycle protein, not assumed TF; source subcategory enzyme_receptor_transporter_or_cell_cycle; exact queued targets require review; exact queued pair evidence was reviewed separately.	queued-pair direction not established except explicitly scoped target-specific findings	https://www.ncbi.nlm.nih.gov/gene/?term=GPIHBP1%5BGene+Name%5D+AND+Homo+sapiens%5BOrganism%5D	https://www.uniprot.org/uniprotkb?query=gene%3AGPIHBP1	staged outside canonical TF materialization pending exact pair evidence (signaling_metabolic_membrane_or_cell_cycle)	Regulator-level identity/role does not establish any queued target pair, target-cell presence, effect direction, SCI activation or upstream relay.	false	false	TFLink membership is a search lead only. Noncanonical protein, membrane, ligand, chromatin, RNA, machinery and cofactor findings are routed outside strict canonical TF evidence.
public_tf_evidence_batch038_regulator_cdk2	cdk2	CDK2	human	regulator_identity_and_regulatory_capacity	authoritative_identity_and_role_annotation	signaling/metabolic/membrane/cell-cycle protein, not assumed TF; source subcategory enzyme_receptor_transporter_or_cell_cycle; exact queued targets require review	Role category from public_tf_role_triage.tsv (signaling_metabolic_membrane_or_cell_cycle); no target-specific assay inferred	signaling/metabolic/membrane/cell-cycle protein, not assumed TF; source subcategory enzyme_receptor_transporter_or_cell_cycle; exact queued targets require review; exact queued pair evidence was reviewed separately.	queued-pair direction not established except explicitly scoped target-specific findings	https://www.ncbi.nlm.nih.gov/gene/?term=CDK2%5BGene+Name%5D+AND+Homo+sapiens%5BOrganism%5D	https://www.uniprot.org/uniprotkb?query=gene%3ACDK2	staged outside canonical TF materialization pending exact pair evidence (signaling_metabolic_membrane_or_cell_cycle)	Regulator-level identity/role does not establish any queued target pair, target-cell presence, effect direction, SCI activation or upstream relay.	false	false	TFLink membership is a search lead only. Noncanonical protein, membrane, ligand, chromatin, RNA, machinery and cofactor findings are routed outside strict canonical TF evidence.
public_tf_evidence_batch038_regulator_slc30a9	slc30a9	SLC30A9	human	regulator_identity_and_regulatory_capacity	authoritative_identity_and_role_annotation	signaling/metabolic/membrane/cell-cycle protein, not assumed TF; source subcategory enzyme_receptor_transporter_or_cell_cycle; exact queued targets require review	Role category from public_tf_role_triage.tsv (signaling_metabolic_membrane_or_cell_cycle); no target-specific assay inferred	signaling/metabolic/membrane/cell-cycle protein, not assumed TF; source subcategory enzyme_receptor_transporter_or_cell_cycle; exact queued targets require review; exact queued pair evidence was reviewed separately.	queued-pair direction not established except explicitly scoped target-specific findings	https://www.ncbi.nlm.nih.gov/gene/?term=SLC30A9%5BGene+Name%5D+AND+Homo+sapiens%5BOrganism%5D	https://www.uniprot.org/uniprotkb?query=gene%3ASLC30A9	staged outside canonical TF materialization pending exact pair evidence (signaling_metabolic_membrane_or_cell_cycle)	Regulator-level identity/role does not establish any queued target pair, target-cell presence, effect direction, SCI activation or upstream relay.	false	false	TFLink membership is a search lead only. Noncanonical protein, membrane, ligand, chromatin, RNA, machinery and cofactor findings are routed outside strict canonical TF evidence.
public_tf_evidence_batch038_regulator_mtor	mtor	MTOR	human	regulator_identity_and_regulatory_capacity	authoritative_identity_and_role_annotation	signaling/metabolic/membrane/cell-cycle protein, not assumed TF; source subcategory enzyme_receptor_transporter_or_cell_cycle; exact queued targets require review	Role category from public_tf_role_triage.tsv (signaling_metabolic_membrane_or_cell_cycle); no target-specific assay inferred	signaling/metabolic/membrane/cell-cycle protein, not assumed TF; source subcategory enzyme_receptor_transporter_or_cell_cycle; exact queued targets require review; exact queued pair evidence was reviewed separately.	queued-pair direction not established except explicitly scoped target-specific findings	https://www.ncbi.nlm.nih.gov/gene/?term=MTOR%5BGene+Name%5D+AND+Homo+sapiens%5BOrganism%5D	https://www.uniprot.org/uniprotkb?query=gene%3AMTOR	staged outside canonical TF materialization pending exact pair evidence (signaling_metabolic_membrane_or_cell_cycle)	Regulator-level identity/role does not establish any queued target pair, target-cell presence, effect direction, SCI activation or upstream relay.	false	false	TFLink membership is a search lead only. Noncanonical protein, membrane, ligand, chromatin, RNA, machinery and cofactor findings are routed outside strict canonical TF evidence.
public_tf_evidence_batch038_regulator_ccny	ccny	Ccny	mouse	regulator_identity_and_regulatory_capacity	authoritative_identity_and_role_annotation	signaling/metabolic/membrane/cell-cycle protein, not assumed TF; source subcategory enzyme_receptor_transporter_or_cell_cycle; exact queued targets require review	Role category from public_tf_role_triage.tsv (signaling_metabolic_membrane_or_cell_cycle); no target-specific assay inferred	signaling/metabolic/membrane/cell-cycle protein, not assumed TF; source subcategory enzyme_receptor_transporter_or_cell_cycle; exact queued targets require review; exact queued pair evidence was reviewed separately.	queued-pair direction not established except explicitly scoped target-specific findings	https://www.ncbi.nlm.nih.gov/gene/?term=Ccny%5BGene+Name%5D+AND+Mus+musculus%5BOrganism%5D	https://www.uniprot.org/uniprotkb?query=gene%3ACcny	staged outside canonical TF materialization pending exact pair evidence (signaling_metabolic_membrane_or_cell_cycle)	Regulator-level identity/role does not establish any queued target pair, target-cell presence, effect direction, SCI activation or upstream relay.	false	false	TFLink membership is a search lead only. Noncanonical protein, membrane, ligand, chromatin, RNA, machinery and cofactor findings are routed outside strict canonical TF evidence.
public_tf_evidence_batch038_regulator_rbm25	rbm25	RBM25	human	regulator_identity_and_regulatory_capacity	authoritative_identity_and_role_annotation	RNA-binding/post-transcriptional regulator, not a DNA TF; source subcategory rna_processing_or_binding; exact queued targets require review	Role category from public_tf_role_triage.tsv (rna_binding_or_post_transcriptional); no target-specific assay inferred	RNA-binding/post-transcriptional regulator, not a DNA TF; source subcategory rna_processing_or_binding; exact queued targets require review; exact queued pair evidence was reviewed separately.	queued-pair direction not established except explicitly scoped target-specific findings	https://www.ncbi.nlm.nih.gov/gene/?term=RBM25%5BGene+Name%5D+AND+Homo+sapiens%5BOrganism%5D	https://www.uniprot.org/uniprotkb?query=gene%3ARBM25	staged outside canonical TF materialization pending exact pair evidence (rna_binding_or_post_transcriptional)	Regulator-level identity/role does not establish any queued target pair, target-cell presence, effect direction, SCI activation or upstream relay.	false	false	TFLink membership is a search lead only. Noncanonical protein, membrane, ligand, chromatin, RNA, machinery and cofactor findings are routed outside strict canonical TF evidence.
public_tf_evidence_batch038_regulator_srsf2	srsf2	Srsf2	mouse	regulator_identity_and_regulatory_capacity	authoritative_identity_and_role_annotation	RNA-binding/post-transcriptional regulator, not a DNA TF; source subcategory rna_processing_or_binding; exact queued targets require review	Role category from public_tf_role_triage.tsv (rna_binding_or_post_transcriptional); no target-specific assay inferred	RNA-binding/post-transcriptional regulator, not a DNA TF; source subcategory rna_processing_or_binding; exact queued targets require review; exact queued pair evidence was reviewed separately.	queued-pair direction not established except explicitly scoped target-specific findings	https://www.ncbi.nlm.nih.gov/gene/?term=Srsf2%5BGene+Name%5D+AND+Mus+musculus%5BOrganism%5D	https://www.uniprot.org/uniprotkb?query=gene%3ASrsf2	staged outside canonical TF materialization pending exact pair evidence (rna_binding_or_post_transcriptional)	Regulator-level identity/role does not establish any queued target pair, target-cell presence, effect direction, SCI activation or upstream relay.	false	false	TFLink membership is a search lead only. Noncanonical protein, membrane, ligand, chromatin, RNA, machinery and cofactor findings are routed outside strict canonical TF evidence.
public_tf_evidence_batch038_regulator_arrb1	arrb1	ARRB1	human	regulator_identity_and_regulatory_capacity	authoritative_identity_and_role_annotation	signaling/metabolic/membrane/cell-cycle protein, not assumed TF; source subcategory enzyme_receptor_transporter_or_cell_cycle; exact queued targets require review	Role category from public_tf_role_triage.tsv (signaling_metabolic_membrane_or_cell_cycle); no target-specific assay inferred	signaling/metabolic/membrane/cell-cycle protein, not assumed TF; source subcategory enzyme_receptor_transporter_or_cell_cycle; exact queued targets require review; exact queued pair evidence was reviewed separately.	queued-pair direction not established except explicitly scoped target-specific findings	https://www.ncbi.nlm.nih.gov/gene/?term=ARRB1%5BGene+Name%5D+AND+Homo+sapiens%5BOrganism%5D	https://www.uniprot.org/uniprotkb?query=gene%3AARRB1	staged outside canonical TF materialization pending exact pair evidence (signaling_metabolic_membrane_or_cell_cycle)	Regulator-level identity/role does not establish any queued target pair, target-cell presence, effect direction, SCI activation or upstream relay.	false	false	TFLink membership is a search lead only. Noncanonical protein, membrane, ligand, chromatin, RNA, machinery and cofactor findings are routed outside strict canonical TF evidence.
public_tf_evidence_batch038_regulator_src	src	SRC	human	regulator_identity_and_regulatory_capacity	authoritative_identity_and_role_annotation	signaling/metabolic/membrane/cell-cycle protein, not assumed TF; source subcategory enzyme_receptor_transporter_or_cell_cycle; exact queued targets require review	Role category from public_tf_role_triage.tsv (signaling_metabolic_membrane_or_cell_cycle); no target-specific assay inferred	signaling/metabolic/membrane/cell-cycle protein, not assumed TF; source subcategory enzyme_receptor_transporter_or_cell_cycle; exact queued targets require review; exact queued pair evidence was reviewed separately.	queued-pair direction not established except explicitly scoped target-specific findings	https://www.ncbi.nlm.nih.gov/gene/?term=SRC%5BGene+Name%5D+AND+Homo+sapiens%5BOrganism%5D	https://www.uniprot.org/uniprotkb?query=gene%3ASRC	staged outside canonical TF materialization pending exact pair evidence (signaling_metabolic_membrane_or_cell_cycle)	Regulator-level identity/role does not establish any queued target pair, target-cell presence, effect direction, SCI activation or upstream relay.	false	false	TFLink membership is a search lead only. Noncanonical protein, membrane, ligand, chromatin, RNA, machinery and cofactor findings are routed outside strict canonical TF evidence.
