expansion_id	source_queue_id	route_status	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	target_output_form_id	output_node_id	output_label	output_form_id	bridge_id	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	source_chain_id	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	primary_locator	citation_note	evidence_summary	limitations	curation_status	route_evidence_id
M21B-LITEXP-3741	M21B-DOWNSTREAM:02473	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|cellular_functional_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE11096	TLR2 TIR domain	M21B-E001381	NODE07589	MYD88									TLR2-MyD88 TIR-proximal NF-kappaB/MAPK signaling output			TLR2-MYD88-TIR	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E001381;M21B-EVID-001324;PMID:12447441	M21B-DOWNSTREAM-EVID:003842	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3741	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	mouse; receptor-adaptor systems as stated in primary model	TLR2-expressing macrophage and receptor-adaptor systems with TIR-domain interaction, MyD88 rescue, and NF-kappaB signaling assays	TLR2 TIR-domain-associated MyD88 adaptor complex	No SCI receiver inference	Primary TLR2 TIR-domain, adaptor-rescue, and signaling evidence supports a MyD88 receptor-proximal route while ligand input, terminal TF, and target-gene layers remain unresolved.	TIR-domain interaction, adaptor-deficient/rescue, lipopeptide stimulation, and NF-kappaB/MAPK signaling assays	unknown	direct_edge	PMID:12447441	Primary TLR2/TLR4 TIRAP-MyD88 signaling study	TLR2 TIR-domain interaction with MyD88 is supported by adaptor-deficient/rescue and biochemical interaction assays in stimulated receptor-adaptor systems.	Preserve TLR1/2 or TLR2/6 heterodimer and lipopeptide context; this is an adaptor association, not ligand occupancy or SCI-specific signaling.	curated_primary_route	LITEXP:003791
M21B-LITEXP-3742	M21B-DOWNSTREAM:02474	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|cellular_functional_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE11096	TLR2 TIR domain	M21B-E001382	NODE11077	TIRAP/MAL									TLR2-TIRAP/MAL sorting-adaptor and NF-kappaB/MAPK signaling output			TLR2-TIRAP-TIR	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E001382;M21B-EVID-001325;PMID:12447441	M21B-DOWNSTREAM-EVID:003843	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3742	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	mouse; receptor-adaptor systems as stated in primary model	TLR2-expressing macrophage and receptor-adaptor systems with TIRAP/MAL interaction and MyD88-dependent NF-kappaB rescue assays	TLR2 TIR-domain-associated TIRAP/MAL sorting-adaptor complex	No SCI receiver inference	Primary TLR2 TIR-domain, adaptor-rescue, and signaling evidence supports a TIRAP/MAL receptor-proximal route while ligand input, terminal TF, and target-gene layers remain unresolved.	TIR-domain interaction, adaptor-deficient/rescue, lipopeptide stimulation, and NF-kappaB/MAPK signaling assays	unknown	direct_edge	PMID:12447441	Primary TLR2/TLR4 TIRAP-MyD88 signaling study	TLR2 TIR-domain interaction with TIRAP/MAL is supported by adaptor-deficient/rescue and receptor-proximal signaling assays.	Preserve TIRAP/MAL as a sorting adaptor and distinguish it from downstream TRAF6; later overexpression/BRET caveats apply, with no SCI inference.	curated_primary_route	LITEXP:003792
M21B-LITEXP-3743	M21B-DOWNSTREAM:02475	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|cellular_functional_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE11124	TLR4 TIR domain	M21B-E001383	NODE07589	MYD88									TLR4-MyD88 TIR-proximal NF-kappaB/MAPK signaling output			TLR4-MYD88-TIR	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E001383;M21B-EVID-001326;PMID:12447441	M21B-DOWNSTREAM-EVID:003844	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3743	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	mouse; receptor-adaptor systems as stated in primary model	TLR4-expressing macrophage and receptor-adaptor systems with TIR-domain interaction, MyD88 rescue, and NF-kappaB signaling assays	TLR4 TIR-domain-associated MyD88 adaptor complex	No SCI receiver inference	Primary TLR4 TIR-domain, adaptor-rescue, and LPS-stimulated signaling evidence supports a MyD88 receptor-proximal route while ligand input, terminal TF, and target-gene layers remain unresolved.	TIR-domain interaction, LPS stimulation, adaptor-deficient/rescue, and NF-kappaB/MAPK signaling assays	unknown	direct_edge	PMID:12447441	Primary TLR2/TLR4 TIRAP-MyD88 signaling study	TLR4 TIR-domain interaction with MyD88 is supported by LPS-stimulated receptor-adaptor systems and adaptor-deficient/rescue signaling assays.	Preserve TLR4/MD-2/CD14 and LPS context; this is an adaptor association, not a new ligand-binding claim or SCI-specific branch.	curated_primary_route	LITEXP:003793
M21B-LITEXP-3744	M21B-DOWNSTREAM:02476	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|cellular_functional_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE11124	TLR4 TIR domain	M21B-E001384	NODE11077	TIRAP/MAL									TLR4-TIRAP/MAL sorting-adaptor and NF-kappaB/MAPK signaling output			TLR4-TIRAP-TIR	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E001384;M21B-EVID-001327;PMID:12447441	M21B-DOWNSTREAM-EVID:003845	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3744	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	mouse; receptor-adaptor systems as stated in primary model	TLR4-expressing macrophage and receptor-adaptor systems with TIRAP/MAL interaction, MyD88 rescue, and NF-kappaB signaling assays	TLR4 TIR-domain-associated TIRAP/MAL sorting-adaptor complex	No SCI receiver inference	Primary TLR4 TIR-domain, adaptor-rescue, and LPS-stimulated signaling evidence supports a TIRAP/MAL receptor-proximal route while ligand input, terminal TF, and target-gene layers remain unresolved.	TIR-domain interaction, LPS stimulation, adaptor-deficient/rescue, and NF-kappaB/MAPK signaling assays	unknown	direct_edge	PMID:12447441	Primary TLR2/TLR4 TIRAP-MyD88 signaling study	TLR4 TIR-domain interaction with TIRAP/MAL is supported by LPS-stimulated receptor-adaptor systems and adaptor-deficient/rescue signaling assays.	Preserve TIRAP/MAL as a sorting adaptor and distinguish it from the existing TRAM/TICAM2 branch; no SCI-specific inference.	curated_primary_route	LITEXP:003794
M21B-LITEXP-3745	M21B-DOWNSTREAM:02419	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|second_messenger_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE03111	EGFR pY992	M21B-E001090	NODE09065	PLCG1									EGFR-pY992-PLCgamma1 phosphoinositide and calcium-signaling output			EGFR-pY992-PLCG1	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E001090;M21B-EVID-001033;PMID:1537335;PMID:1729595;PMCID:PMC556487	M21B-DOWNSTREAM-EVID:003788	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3745	mechanism_evidence_v1	supports	not_evaluated	source_claim	second_messenger_readout	mammalian EGFR systems as stated in primary studies	EGFR phosphotyrosine peptide/SH2-binding systems and EGF-stimulated cellular EGFR Y992F association and inositol-phosphate assays	EGFR pY992-associated PLCgamma1 phosphotyrosine-docking complex	No SCI receiver inference	Primary phosphotyrosine-binding and EGFR Y992F evidence supports a PLCgamma1 receptor-proximal phosphoinositide/calcium output while ligand input, terminal TF, and target-gene layers remain unresolved.	Phosphotyrosine peptide/SH2 binding, EGFR Y992F mutation, EGF stimulation, and inositol-phosphate assays	unknown	direct_edge	PMID:1537335; PMID:1729595; PMCID:PMC556487	Primary EGFR pY992-PLCgamma1 docking and phosphoinositide-signaling studies	Primary phosphotyrosine-binding and Y992F studies support PLCgamma1 docking at EGFR pY992 and loss of EGF-induced inositol-phosphate signaling.	Promote site-specific pY992-PLCgamma1 docking with bounded lipid/Ca2+ relay; preserve site redundancy and no SCI or terminal-TF inference.	curated_primary_route	LITEXP:003795
M21B-LITEXP-3746	M21B-DOWNSTREAM:02422	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|cellular_functional_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE02505	CSF1R pY697	M21B-E001098	NODE04426	GRB2									CSF1R-pY697-GRB2 Ras/ERK-associated morphology and growth output			CSF1R-pY697-GRB2	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E001098;M21B-EVID-001041;PMID:8262059;PMCID:PMC413778	M21B-DOWNSTREAM-EVID:003791	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3746	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	mouse; rat cell systems	Murine CSF1R mutants in Rat-2 fibroblasts with CSF1 stimulation, phosphopeptide binding, Grb2 association, morphology, and growth assays	CSF1R pY697-associated GRB2 docking complex	No SCI receiver inference	Primary CSF1R phosphosite-mutant and phosphopeptide evidence supports a pY697-GRB2 receptor-proximal route with bounded morphology/growth outputs while ligand input, terminal TF, and target-gene layers remain unresolved.	CSF1 stimulation, CSF1R Y697F/Y721F mutants, phosphopeptide binding, Grb2 association, morphology, and growth assays	unknown	direct_edge	PMID:8262059; PMCID:PMC413778	Primary CSF1R phosphosite-Grb2 docking study	Murine CSF1R Y697F/Y721F mutants and phosphopeptide assays support ligand-dependent Grb2 association with the Y697 site and bounded morphology/growth outputs.	Promote murine pY697-Grb2 docking with bounded Ras/ERK context; preserve species numbering and distinguish pY721-PI3K.	curated_primary_route	LITEXP:003796
M21B-LITEXP-3747	M21B-DOWNSTREAM:02423	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|phosphorylation_or_activation_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE08837	PDGFRB pY771	M21B-E001101	NODE09603	RasGAP									PDGFRbeta-pY771-RasGAP docking and negative-Ras-regulation output			PDGFRB-pY771-RasGAP	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E001101;M21B-EVID-001044;PMID:1375321;PMCID:PMC364446;PMID:10229199	M21B-DOWNSTREAM-EVID:003792	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3747	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	mammalian PDGFR systems as stated in primary studies	PDGFRbeta mutant epithelial systems with purified GAP/PI3K binding and intact-cell assays, including PDGFRalpha/beta dimer context	PDGFRbeta pY771-associated RasGAP docking complex	No SCI receiver inference	Primary PDGFRbeta pY771 mutation and phosphopeptide evidence supports a GAP-family docking and negative-Ras-regulation route while ligand input, terminal TF, and target-gene layers remain unresolved.	PDGFRbeta pY771 mutation, phosphopeptide binding, purified GAP/PI3K binding, and intact-cell signaling assays	unknown	direct_edge	PMID:1375321; PMCID:PMC364446; PMID:10229199	Primary PDGFRbeta pY771 GAP-family docking studies	PDGFRbeta pY771 mutation and phosphopeptide assays support GAP-family docking and negative Ras regulation in receptor-mutant systems.	Promote only the gene-unresolved RasGAP-class docking edge; do not rename the target RASA1 or infer a terminal transcriptional effect.	curated_primary_route	LITEXP:003797
M21B-LITEXP-3748	M21B-DOWNSTREAM:02412	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|translocation_or_localization_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE03324	EPOR pY429/Y431 site-set	M21B-E001048	NODE09007	PIK3R1/PIK3R2 p85									EPOR-pY429/Y431-p85 clathrin-mediated internalization output			EPOR-pY429-Y431-p85-trafficking	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E001048;M21B-EVID-000991;PMID:19336760;PMCID:PMC2686193	M21B-DOWNSTREAM-EVID:003781	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3748	mechanism_evidence_v1	supports	not_evaluated	source_claim	translocation_or_localization_readout	mammalian erythroid systems as stated in primary study	EPO-stimulated gamma2A/JAK2 cells with EPOR site mutants, p85alpha/beta knockdown, clathrin-internalization assays, and fetal-liver/BaF3 erythroid context	EPOR pY429/Y431-associated p85 adaptor and clathrin-internalization complex	No SCI receiver inference	Primary EPOR site-mutant and p85 association evidence supports a pY429/Y431-p85 trafficking branch while ligand input, terminal TF, and target-gene layers remain unresolved.	EPO stimulation, EPOR single-site/add-back mutants, p85alpha/beta knockdown, and clathrin-internalization assays	unknown	direct_edge	PMID:19336760; PMCID:PMC2686193	Primary EPOR pY429/Y431 p85 and receptor-internalization study	The EPOR Y429/Y431 site-set contributes to p85alpha/beta association and clathrin-mediated internalization, with site-mutant and knockdown support.	Promote the site-set edge rather than separate exclusive PIK3R1 or PIK3R2 atoms; preserve mutual redundancy with Y479, trafficking/negative-regulatory semantics, murine erythroid context, and no CNS/SCI inference.	curated_primary_route	LITEXP:003798
M21B-LITEXP-3749	M21B-DOWNSTREAM:03325	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|phosphorylation_or_activation_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE03322	EPOR pY343/pY401 site-set	M21B-E011543	NODE10245	SH2B1/SH2-Bbeta									EPOR-pY343/pY401-SH2B1 adaptor and JAK2/ERK output			EPOR-pY343-pY401-SH2B1-negative-relay	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E011543;M21B-EVID-010846;PMID:22669948	M21B-DOWNSTREAM-EVID:004722	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3749	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	mammalian erythroid systems	Ba/F3 cells expressing EPOR truncation and site-mutant constructs with EPO stimulation, site-recruitment assays, SH2B1 knockdown, and EPO-R/JAK2/ERK1/2 phosphorylation readouts	EPOR pY343/pY401-associated SH2B1 adaptor complex	No SCI receiver inference	Primary EPOR site-set and SH2B1 recruitment evidence supports a bounded adaptor/phosphorylation branch while ligand input, terminal TF, and target-gene layers remain unresolved.	EPO stimulation, EPOR truncation/site mutants, phosphotyrosine-site recruitment, SH2B1 knockdown, and JAK2/ERK1/2 phosphorylation assays	unknown	direct_edge	PMID:22669948	Primary SH2B1 association with the erythropoietin receptor	The primary supports an EPOR pY343/pY401 site-set and bounded negative-regulatory signaling readout through SH2B1, without establishing independent single-site exclusivity or a terminal transcriptional output.	Preserve the EPOR pY343/pY401 site-set, SH2B1 adaptor, EPO stimulation, and erythroid-cell context; no terminal-TF inference.	curated_primary_route	LITEXP:003799
M21B-LITEXP-3750	M21B-DOWNSTREAM:03324	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|phosphorylation_or_activation_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE11709	VEGFR2/KDR pY1175	M21B-E011540	NODE06756	MAPK1/MAPK3									VEGFR2-pY1175-ERK1/2 endothelial activation output			VEGFR2-pY1175-PLCgamma-MAPK	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E011540;M21B-EVID-010843;PMID:11387210	M21B-DOWNSTREAM-EVID:004719	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3750	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	human; endothelial systems	Human KDR Y1175F mutant adenoviral and endothelial-cell systems with VEGF-A stimulation, ERK1/2 phosphorylation, and DNA-synthesis readouts	VEGFR2/KDR pY1175-associated PLCgamma/ERK signaling branch	No SCI receiver inference	Primary KDR Y1175F perturbation evidence supports a site-specific receptor-to-ERK1/2 pathway output while ligand input, terminal TF, and target-gene layers remain unresolved.	VEGF-A stimulation, KDR Y1175F mutation, ERK1/2 phosphorylation, and endothelial DNA-synthesis assays	unknown	direct_edge	PMID:11387210	Primary KDR pY1175 PLCgamma/ERK endothelial signaling study	The primary supports a site-specific KDR pY1175 perturbation-to-ERK1/2 pathway edge but does not establish direct pY1175-MAPK binding, a universal VEGFR2 mechanism, terminal transcription, or SCI relevance.	Preserve KDR Y1175, VEGF-A, and endothelial context; record ERK1/2 as measured pathway output and no terminal-TF inference.	curated_primary_route	LITEXP:003800
