path_expression	route_tier	missing_layers	intracellular_status	transcription_factor_node_id	transcription_factor_label	target_gene_node_id	target_gene_label	output_node_id	input_evidence_type	output_evidence_type	route_linkage_status	causal_status	traversal_status	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	source_scope	curation_status	expansion_id	source_queue_id	known_layers	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	output_label	pathway_name	evidence_ids	source_evidence_record_id	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	primary_locator	citation_note	evidence_summary	limitations	source_chain_id	route_evidence_id
ligand>receptor>????>????>output	ligand_receptor_downstream_claim_unresolved	ligand_receptor_pair_validation|intracellular_continuation|transcription_factor	not_mapped						primary_literature_route_expansion	primary_receptor_output_annotation	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	ambiguous_topology_primary_evidence	curated_primary_route	M21B-LITEXP-1830	M21B-DOWNSTREAM:00472	ligand|receptor|phosphorylation_or_activation_readout	NODE01396	BTLA pY257/pY282 ITIM-ITSM site-set	M21B-E001136	NODE09466	PTPN6/SHP1				phosphorylation_or_activation_readout downstream readout	BTLA-pY257-pY282-SHP1-inhibitory-site-set	M21B-E001136;M21B-EVID-001079;PMID:14652006	M21B-DOWNSTREAM-EVID:000828	phosphorylation_or_activation_readout	human; mouse	Murine and human BTLA cytoplasmic-domain constructs, phosphotyrosine-tail/phosphopeptide association assays and DO11.10 hybridoma or pervanadate phosphorylation systems; SHP1/SHP2 co-association and site-mutant comparisons	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	PMID:14652006	Review lead: PMCID:PMC7265324, PD-1 and BTLA regulate T cell signaling differentially and only partially through SHP1 and SHP2; PMCID:PMC10795259, BTLA biology in cancer; review-cited primary: PMID:14652006; primary locator: PMID:14652006	Primary-supported claim: BTLA phosphorylation at the Y257 ITIM and Y282 ITSM site-set supports SHP1 association and inhibitory signaling; mutation of either site disrupts phosphatase association Primary model/assay: Murine and human BTLA cytoplasmic-domain constructs, phosphotyrosine-tail/phosphopeptide association assays and DO11.10 hybridoma or pervanadate phosphorylation systems; SHP1/SHP2 co-association and site-mutant comparisons This route preserves the source-supported downstream readout and the register relation, but ligand-receptor endpoint identity remains unresolved; no canonical pair, intracellular relay, TF, or causal traversal is asserted. No shared upstream stimulus, target-gene identity, SCI transfer, causal traversal, or confidence score is asserted.	Promote only the BTLA Y257/Y282 phosphatase-recruitment site-set; preserve dual-site dependence, SHP1 inhibitory context and no single-site exclusivity, SCI or terminal-TF inference. This route preserves the source-supported downstream readout and the register relation, but ligand-receptor endpoint identity remains unresolved; no canonical pair, intracellular relay, TF, or causal traversal is asserted. No shared upstream stimulus, target-gene identity, SCI transfer, causal traversal, or confidence score is asserted.	M21B-LITEXP-1830	LITEXP:001830
ligand>receptor>????>????>output	ligand_receptor_downstream_claim_unresolved	ligand_receptor_pair_validation|intracellular_continuation|transcription_factor	not_mapped						primary_literature_route_expansion	primary_receptor_output_annotation	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	ambiguous_topology_primary_evidence	curated_primary_route	M21B-LITEXP-1831	M21B-DOWNSTREAM:00473	ligand|receptor|phosphorylation_or_activation_readout	NODE01396	BTLA pY257/pY282 ITIM-ITSM site-set	M21B-E001137	NODE09450	PTPN11/SHP2				phosphorylation_or_activation_readout downstream readout	BTLA-pY257-pY282-SHP2-inhibitory-site-set	M21B-E001137;M21B-EVID-001080;PMID:14652006	M21B-DOWNSTREAM-EVID:000829	phosphorylation_or_activation_readout	human; mouse	Murine and human BTLA cytoplasmic-domain constructs, phosphotyrosine-tail/phosphopeptide association assays and DO11.10 hybridoma or pervanadate phosphorylation systems; SHP1/SHP2 co-association and site-mutant comparisons	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	PMID:14652006	Review lead: PMCID:PMC7265324, PD-1 and BTLA regulate T cell signaling differentially and only partially through SHP1 and SHP2; PMCID:PMC10795259, BTLA biology in cancer; review-cited primary: PMID:14652006; primary locator: PMID:14652006	Primary-supported claim: BTLA phosphorylation at the Y257 ITIM and Y282 ITSM site-set supports SHP2 association; mutation of either site disrupts phosphatase association Primary model/assay: Murine and human BTLA cytoplasmic-domain constructs, phosphotyrosine-tail/phosphopeptide association assays and DO11.10 hybridoma or pervanadate phosphorylation systems; SHP1/SHP2 co-association and site-mutant comparisons This route preserves the source-supported downstream readout and the register relation, but ligand-receptor endpoint identity remains unresolved; no canonical pair, intracellular relay, TF, or causal traversal is asserted. No shared upstream stimulus, target-gene identity, SCI transfer, causal traversal, or confidence score is asserted.	Promote only the BTLA Y257/Y282 phosphatase-recruitment site-set; preserve dual-site dependence, SHP2 context and no single-site exclusivity, SCI or terminal-TF inference. This route preserves the source-supported downstream readout and the register relation, but ligand-receptor endpoint identity remains unresolved; no canonical pair, intracellular relay, TF, or causal traversal is asserted. No shared upstream stimulus, target-gene identity, SCI transfer, causal traversal, or confidence score is asserted.	M21B-LITEXP-1831	LITEXP:001831
ligand>receptor>????>????>output	ligand_receptor_downstream_claim_unresolved	ligand_receptor_pair_validation|intracellular_continuation|transcription_factor	not_mapped						primary_literature_route_expansion	primary_receptor_output_annotation	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	ambiguous_topology_primary_evidence	curated_primary_route	M21B-LITEXP-1832	M21B-DOWNSTREAM:00486	ligand|receptor|phosphorylation_or_activation_readout	NODE10333	SLAMF7/CRACC pY304 ITSM	M21B-E001154	NODE10249	SH2D1B/EAT2				phosphorylation_or_activation_readout downstream readout	SLAMF7-pY304-EAT2-activating-relay	M21B-E001154;M21B-EVID-001097;PMID:16339536	M21B-DOWNSTREAM-EVID:000847	phosphorylation_or_activation_readout	human	Human NK cells and receptor-activation systems; SLAMF7/CRACC stimulation, receptor phosphorylation, EAT2 association, Src-inhibitor comparison and PLCG1/PLCG2/PI3K/cytotoxicity readouts	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	PMID:16339536	Review lead: PMCID:PMC6230619, Mechanisms of NK Cell Activation and Clinical Activity of the Therapeutic SLAMF7 Antibody, Elotuzumab in Multiple Myeloma; PMCID:PMC6508580, The SLAM family receptors: Potential therapeutic targets for inflammatory and autoimmune diseases; review-cited primary: PMID:16339536; primary locator: PMID:16339536	Primary-supported claim: Activated SLAMF7/CRACC associates with EAT2, with pY304 identified as the dominant ITSM recruitment site and downstream NK-cell PLCgamma/PI3K signaling Primary model/assay: Human NK cells and receptor-activation systems; SLAMF7/CRACC stimulation, receptor phosphorylation, EAT2 association, Src-inhibitor comparison and PLCG1/PLCG2/PI3K/cytotoxicity readouts This route preserves the source-supported downstream readout and the register relation, but ligand-receptor endpoint identity remains unresolved; no canonical pair, intracellular relay, TF, or causal traversal is asserted. No shared upstream stimulus, target-gene identity, SCI transfer, causal traversal, or confidence score is asserted.	Promote pY304-to-EAT2 recruitment at the activating SLAMF7 branch; preserve long-cytoplasmic isoform and human NK context, and do not infer the separate pY284/SHP1-or-SHIP1 inhibitory branch or SCI/terminal-TF output. This route preserves the source-supported downstream readout and the register relation, but ligand-receptor endpoint identity remains unresolved; no canonical pair, intracellular relay, TF, or causal traversal is asserted. No shared upstream stimulus, target-gene identity, SCI transfer, causal traversal, or confidence score is asserted.	M21B-LITEXP-1832	LITEXP:001832
ligand>receptor>????>????>output	ligand_receptor_downstream_claim_unresolved	ligand_receptor_pair_validation|intracellular_continuation|transcription_factor	not_mapped						primary_literature_route_expansion	primary_receptor_output_annotation	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	ambiguous_topology_primary_evidence	curated_primary_route	M21B-LITEXP-1833	M21B-DOWNSTREAM:00487	ligand|receptor|cellular_functional_readout	NODE10332	SLAMF6/NTB-A/Ly108	M21B-E001155	NODE10249	SH2D1B/EAT2				cellular_functional_readout downstream readout	SLAMF6-EAT2-B-cell-relay	M21B-E001155;M21B-EVID-001098;PMCID:PMC5805483	M21B-DOWNSTREAM-EVID:000848	cellular_functional_readout	mouse	Mouse splenic B cells and CD4/CD8 T-cell co-cultures; SLAMF6 immunoprecipitation, EAT2 phosphorylation/recruitment, EAT2 knockdown and B-cell survival/CD74 readouts	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	PMCID:PMC5805483	Review lead: PMCID:PMC6508580, The SLAM family receptors: Potential therapeutic targets for inflammatory and autoimmune diseases; PMCID:PMC5805483, T cells regulate peripheral naive mature B cell survival by cell/cell contact mediated through SLAMF6 and SAP; review-cited primary: PMCID:PMC5805483; primary locator: PMCID:PMC5805483	Primary-supported claim: SLAMF6 immunoprecipitation from B cells recovers EAT2, and EAT2 knockdown reduces the SLAMF6-associated B-cell survival response Primary model/assay: Mouse splenic B cells and CD4/CD8 T-cell co-cultures; SLAMF6 immunoprecipitation, EAT2 phosphorylation/recruitment, EAT2 knockdown and B-cell survival/CD74 readouts This route preserves the source-supported downstream readout and the register relation, but ligand-receptor endpoint identity remains unresolved; no canonical pair, intracellular relay, TF, or causal traversal is asserted. No shared upstream stimulus, target-gene identity, SCI transfer, causal traversal, or confidence score is asserted.	Promote SLAMF6-to-EAT2 receptor-proximal recruitment in the B-cell system; preserve B-cell/T-cell contact, mouse context and no general SLAMF6 adaptor or SCI/terminal-TF inference. This route preserves the source-supported downstream readout and the register relation, but ligand-receptor endpoint identity remains unresolved; no canonical pair, intracellular relay, TF, or causal traversal is asserted. No shared upstream stimulus, target-gene identity, SCI transfer, causal traversal, or confidence score is asserted.	M21B-LITEXP-1833	LITEXP:001833
ligand>receptor>????>????>output	ligand_receptor_downstream_claim_unresolved	ligand_receptor_pair_validation|intracellular_continuation|transcription_factor	not_mapped						primary_literature_route_expansion	primary_receptor_output_annotation	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	ambiguous_topology_primary_evidence	curated_primary_route	M21B-LITEXP-1834	M21B-DOWNSTREAM:00488	ligand|receptor|cellular_functional_readout	NODE01964	CD84/SLAMF5	M21B-E001157	NODE10249	SH2D1B/EAT2				cellular_functional_readout downstream readout	CD84-EAT2-memory-B-cell-relay	M21B-E001157;M21B-EVID-001100;PMID:12115647;PMID:23435417	M21B-DOWNSTREAM-EVID:000850	cellular_functional_readout	human	Primary human B cells and CLL cells with CD84 ligation/cross-linking; receptor phosphorylation, EAT2 recruitment/phosphorylation, Akt and Bcl-2 survival readouts	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	PMID:12115647; PMID:23435417	Review lead: PMCID:PMC2868096, SLAM family receptors and the SLAM-associated protein (SAP) modulate T cell functions; PMCID:PMC6508580, The SLAM family receptors: Potential therapeutic targets for inflammatory and autoimmune diseases; review-cited primary: PMID:12115647; PMID:23435417; primary locator: PMID:12115647; PMID:23435417	Primary-supported claim: Ligation of human CD84 induces receptor tyrosine phosphorylation and recruits EAT2; CD84 activation also yields EAT2 phosphorylation and survival signaling in CLL cells Primary model/assay: Primary human B cells and CLL cells with CD84 ligation/cross-linking; receptor phosphorylation, EAT2 recruitment/phosphorylation, Akt and Bcl-2 survival readouts This route preserves the source-supported downstream readout and the register relation, but ligand-receptor endpoint identity remains unresolved; no canonical pair, intracellular relay, TF, or causal traversal is asserted. No shared upstream stimulus, target-gene identity, SCI transfer, causal traversal, or confidence score is asserted.	Promote CD84-to-EAT2 recruitment with bounded survival readout; preserve primary human B-cell/CLL context, do not equate CLL survival with general CD84 signaling, and do not infer SCI/terminal-TF output. This route preserves the source-supported downstream readout and the register relation, but ligand-receptor endpoint identity remains unresolved; no canonical pair, intracellular relay, TF, or causal traversal is asserted. No shared upstream stimulus, target-gene identity, SCI transfer, causal traversal, or confidence score is asserted.	M21B-LITEXP-1834	LITEXP:001834
ligand>receptor>????>????>output	ligand_receptor_downstream_claim_unresolved	ligand_receptor_pair_validation|intracellular_continuation|transcription_factor	not_mapped						primary_literature_route_expansion	primary_receptor_output_annotation	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	ambiguous_topology_primary_evidence	curated_primary_route	M21B-LITEXP-1835	M21B-DOWNSTREAM:00491	ligand|receptor|cellular_functional_readout	NODE08386	NTN4/NEO1	M21B-E001160	NODE11553	UNC5B				cellular_functional_readout downstream readout	NTN4-NEO1-UNC5B-composite-receptor	M21B-E001160;M21B-EVID-001103;PMID:18719102	M21B-DOWNSTREAM-EVID:000855	cellular_functional_readout	human	VEGF/FGF-stimulated human arterial endothelial cells; Netrin-4-enhanced NEO1-UNC5B co-immunoprecipitation and receptor-silencing migration/tube-formation assays	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	PMID:18719102	Review lead: PMCID:PMC11412186, Netrin-4 review; review-cited primary: PMID:18719102; primary locator: PMID:18719102	Primary-supported claim: Netrin-4 enhances NEO1-UNC5B receptor-complex association, and silencing either receptor disrupts the endothelial response Primary model/assay: VEGF/FGF-stimulated human arterial endothelial cells; Netrin-4-enhanced NEO1-UNC5B co-immunoprecipitation and receptor-silencing migration/tube-formation assays This route preserves the source-supported downstream readout and the register relation, but ligand-receptor endpoint identity remains unresolved; no canonical pair, intracellular relay, TF, or causal traversal is asserted. No shared upstream stimulus, target-gene identity, SCI transfer, causal traversal, or confidence score is asserted.	Promote only the composite NTN4-NEO1-to-UNC5B receptor-complex association/function; do not relabel it as direct NTN4-UNC5B binding or an autonomous UNC5B edge. This route preserves the source-supported downstream readout and the register relation, but ligand-receptor endpoint identity remains unresolved; no canonical pair, intracellular relay, TF, or causal traversal is asserted. No shared upstream stimulus, target-gene identity, SCI transfer, causal traversal, or confidence score is asserted.	M21B-LITEXP-1835	LITEXP:001835
ligand>receptor>????>????>output	ligand_receptor_downstream_claim_unresolved	ligand_receptor_pair_validation|intracellular_continuation|transcription_factor	not_mapped						primary_literature_route_expansion	primary_receptor_output_annotation	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	ambiguous_topology_primary_evidence	curated_primary_route	M21B-LITEXP-1836	M21B-DOWNSTREAM:00508	ligand|receptor|cellular_functional_readout	NODE05490	IL4Ralpha pY497	M21B-E001185	NODE05682	IRS1				cellular_functional_readout downstream readout	IL4R-pY497-IRS1	M21B-E001185;M21B-EVID-001128;PMID:8124718	M21B-DOWNSTREAM-EVID:000891	cellular_functional_readout	human	Human IL4Ralpha Y497F in 32D-IRS1 cells; IRS1 phosphorylation and proliferation assays	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	PMID:8124718	Review lead: PMCID:PMC3441310, IL-4 receptor review; review-cited primary: PMID:8124718; primary locator: PMID:8124718	Primary-supported claim: IL4Ralpha pY497 recruits IRS1 and supports IRS1 phosphorylation and receptor-dependent proliferation Primary model/assay: Human IL4Ralpha Y497F in 32D-IRS1 cells; IRS1 phosphorylation and proliferation assays This route preserves the source-supported downstream readout and the register relation, but ligand-receptor endpoint identity remains unresolved; no canonical pair, intracellular relay, TF, or causal traversal is asserted. No shared upstream stimulus, target-gene identity, SCI transfer, causal traversal, or confidence score is asserted.	Promote direct PTB/adaptor docking at IL4Ralpha pY497; preserve engineered hematopoietic-cell context and do not infer a generic IL-4 or SCI pathway. This route preserves the source-supported downstream readout and the register relation, but ligand-receptor endpoint identity remains unresolved; no canonical pair, intracellular relay, TF, or causal traversal is asserted. No shared upstream stimulus, target-gene identity, SCI transfer, causal traversal, or confidence score is asserted.	M21B-LITEXP-1836	LITEXP:001836
ligand>receptor>????>????>output	ligand_receptor_downstream_claim_unresolved	ligand_receptor_pair_validation|intracellular_continuation|transcription_factor	not_mapped						primary_literature_route_expansion	primary_receptor_output_annotation	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	ambiguous_topology_primary_evidence	curated_primary_route	M21B-LITEXP-1837	M21B-DOWNSTREAM:00510	ligand|receptor|phosphorylation_or_activation_readout	NODE05437	IL2RB pY392/pY510 site-set	M21B-E001191	NODE10719	STAT5				phosphorylation_or_activation_readout downstream readout	IL2RB-STAT5-redundant-site-set	M21B-E001191;M21B-EVID-001134;PMID:7543676	M21B-DOWNSTREAM-EVID:000895	phosphorylation_or_activation_readout	as stated in primary model/assay	IL-2Rbeta phosphopeptide inhibition of STAT5 DNA binding and mutant receptor studies	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	PMID:7543676	Review lead: PMCID:PMC2946796, IL-2 receptor signaling review; review-cited primary: PMID:7543676; primary locator: PMID:7543676	Primary-supported claim: IL-2Rbeta pY392/pY510 site-set supports STAT5 activation in phosphopeptide and receptor-mutant studies Primary model/assay: IL-2Rbeta phosphopeptide inhibition of STAT5 DNA binding and mutant receptor studies This route preserves the source-supported downstream readout and the register relation, but ligand-receptor endpoint identity remains unresolved; no canonical pair, intracellular relay, TF, or causal traversal is asserted. No shared upstream stimulus, target-gene identity, SCI transfer, causal traversal, or confidence score is asserted.	Promote the redundant pY392/pY510-to-STAT5 site-set as one identity; preserve site redundancy and record STAT5 only as recruited/activated, not terminal gene inference. This route preserves the source-supported downstream readout and the register relation, but ligand-receptor endpoint identity remains unresolved; no canonical pair, intracellular relay, TF, or causal traversal is asserted. No shared upstream stimulus, target-gene identity, SCI transfer, causal traversal, or confidence score is asserted.	M21B-LITEXP-1837	LITEXP:001837
ligand>receptor>????>????>output	ligand_receptor_downstream_claim_unresolved	ligand_receptor_pair_validation|intracellular_continuation|transcription_factor	not_mapped						primary_literature_route_expansion	primary_receptor_output_annotation	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	ambiguous_topology_primary_evidence	curated_primary_route	M21B-LITEXP-1838	M21B-DOWNSTREAM:00513	ligand|receptor|phosphorylation_or_activation_readout	NODE06606	Ly49A ITIM phosphotyrosine site-set	M21B-E001199	NODE09466	PTPN6/SHP1				phosphorylation_or_activation_readout downstream readout	Ly49A-ITIM-SHP1-inhibitory-relay	M21B-E001199;M21B-EVID-001142;PMID:10457220;PMCID:PMC2326881	M21B-DOWNSTREAM-EVID:000902	phosphorylation_or_activation_readout	mouse	Mouse Ly49A-transfected RNK16 and T-cell lymphoma systems, primary NK cells, phosphorylated Ly49A tail affinity chromatography/BIACORE and H-2Dd ligation with cytotoxicity and early-signaling readouts	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	PMID:10457220; PMCID:PMC2326881	Review lead: PMCID:PMC2587243, Negative signaling by inhibitory receptors: the NK cell paradigm; PMCID:PMC2326881, H-2Dd engagement of Ly49A leads directly to Ly49A phosphorylation and recruitment of SHP1; review-cited primary: PMID:10457220; PMCID:PMC2326881; primary locator: PMID:10457220; PMCID:PMC2326881	Primary-supported claim: H-2Dd engagement phosphorylates Ly49A and recruits SHP1; phosphorylated Ly49A tail binds SHP1 with nanomolar affinity and Ly49A inhibition requires SHP1 Primary model/assay: Mouse Ly49A-transfected RNK16 and T-cell lymphoma systems, primary NK cells, phosphorylated Ly49A tail affinity chromatography/BIACORE and H-2Dd ligation with cytotoxicity and early-signaling readouts This route preserves the source-supported downstream readout and the register relation, but ligand-receptor endpoint identity remains unresolved; no canonical pair, intracellular relay, TF, or causal traversal is asserted. No shared upstream stimulus, target-gene identity, SCI transfer, causal traversal, or confidence score is asserted.	Promote the Ly49A phosphorylated ITIM inhibitory recruitment layer; preserve H-2Dd/MHC-I ligand engagement, the receptor-tail site-set and murine NK-cell context; SHIP is not promoted and no SCI or terminal-TF inference. This route preserves the source-supported downstream readout and the register relation, but ligand-receptor endpoint identity remains unresolved; no canonical pair, intracellular relay, TF, or causal traversal is asserted. No shared upstream stimulus, target-gene identity, SCI transfer, causal traversal, or confidence score is asserted.	M21B-LITEXP-1838	LITEXP:001838
ligand>receptor>????>????>output	ligand_receptor_downstream_claim_unresolved	ligand_receptor_pair_validation|intracellular_continuation|transcription_factor	not_mapped						primary_literature_route_expansion	primary_receptor_output_annotation	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	ambiguous_topology_primary_evidence	curated_primary_route	M21B-LITEXP-1839	M21B-DOWNSTREAM:00514	ligand|receptor|gene_expression_or_transcription	NODE03892	G6B-B ITIM/ITSM site-set	M21B-E001201	NODE09466	PTPN6/SHP1				gene_expression_or_transcription downstream readout	G6B-B-ITIM-ITSM-SHP1-platelet-inhibition	M21B-E001201;M21B-EVID-001144;PMID:11544253;PMCID:PMC3501490	M21B-DOWNSTREAM-EVID:000903	gene_expression_or_transcription	human	Human platelet and COS-7/K562 receptor-expression systems; pervanadate, CRP, thrombin and phosphopeptide assays; G6B-B ITIM/ITSM mutagenesis, SHP1 SH2 binding and platelet activation readouts	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	PMID:11544253; PMCID:PMC3501490	Review lead: PMCID:PMC5562394, ITIM receptors: more than just inhibitors of platelet activation; PMCID:PMC3501490, An Investigation of Hierarchical Protein Recruitment to the Inhibitory Platelet Receptor, G6B-b; review-cited primary: PMID:11544253; PMCID:PMC3501490; primary locator: PMID:11544253; PMCID:PMC3501490	Primary-supported claim: Tyrosine-phosphorylated G6B-B ITIM/ITSM motifs directly associate with SHP1 in human platelets and phosphomotif assays Primary model/assay: Human platelet and COS-7/K562 receptor-expression systems; pervanadate, CRP, thrombin and phosphopeptide assays; G6B-B ITIM/ITSM mutagenesis, SHP1 SH2 binding and platelet activation readouts This route preserves the source-supported downstream readout and the register relation, but ligand-receptor endpoint identity remains unresolved; no canonical pair, intracellular relay, TF, or causal traversal is asserted. No shared upstream stimulus, target-gene identity, SCI transfer, causal traversal, or confidence score is asserted.	Promote the dual G6B-B ITIM/ITSM-to-SHP1 platelet inhibitory branch; preserve human/mouse isoform and motif numbering, dual-phosphotyrosine requirement for SHP1 in the later biochemical work, and no SCI or terminal-TF inference. This route preserves the source-supported downstream readout and the register relation, but ligand-receptor endpoint identity remains unresolved; no canonical pair, intracellular relay, TF, or causal traversal is asserted. No shared upstream stimulus, target-gene identity, SCI transfer, causal traversal, or confidence score is asserted.	M21B-LITEXP-1839	LITEXP:001839
