review_id	batch_id	batch_rank	regulator_key	regulator_symbol	species_scope	source_registry	source_record_id	raw_tf_symbol	target_symbol	target_graph_modules	candidate_membership_status	exact_pair_search_url	exact_pair_status	regulator_general_evidence_status	regulator_level_citations	cell_or_model_context	target_cell_presence_status	binding_or_association_status	downstream_expression_or_perturbation_status	downstream_activation_status	upstream_relay_status	disposition	primary_citation	corroborating_citation	near_match_exclusions	review_notes	exportable	canonical_write_performed
public_tf_evidence_batch002_pair_001	public_tf_evidence_batch_002	11	znf574	ZNF574	human	TFLink	tflink:human:000881:273afb5f3d3e	ZNF574	ACVR1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF574%22+AND+%22ACVR1%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence_not_exact_target	https://pmc.ncbi.nlm.nih.gov/articles/PMC12603413/ (ZNF574 promoter binding/repression of TRPM4; not a queued target); https://pmc.ncbi.nlm.nih.gov/articles/PMC12101526/ (ribosome-surveillance function; transcriptional role remains open)	Human cancer-cell and ribosome-surveillance studies; no queued target pair tested.	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			ACVR1 developmental/receptor papers and ZNF574 non-queued TRPM4 papers; no ZNF574-ACVR1 assay.	No exact regulator-target-species evidence was located in the bounded PubMed/PMC review. Regulator-level citations are retained separately and are not evidence for this pair. Database membership, co-expression, motif-only, pathway-only, and cross-species observations were not used for promotion.	false	false
public_tf_evidence_batch002_pair_002	public_tf_evidence_batch_002	11	znf574	ZNF574	human	TFLink	tflink:human:000881:273afb5f3d3e	ZNF574	ACVR1C	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF574%22+AND+%22ACVR1C%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence_not_exact_target	https://pmc.ncbi.nlm.nih.gov/articles/PMC12603413/ (ZNF574 promoter binding/repression of TRPM4; not a queued target); https://pmc.ncbi.nlm.nih.gov/articles/PMC12101526/ (ribosome-surveillance function; transcriptional role remains open)	Human cancer-cell and ribosome-surveillance studies; no queued target pair tested.	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			ACVR1C receptor/metabolic papers and ZNF574 non-queued TRPM4 papers; no ZNF574-ACVR1C assay.	No exact regulator-target-species evidence was located in the bounded PubMed/PMC review. Regulator-level citations are retained separately and are not evidence for this pair. Database membership, co-expression, motif-only, pathway-only, and cross-species observations were not used for promotion.	false	false
public_tf_evidence_batch002_pair_003	public_tf_evidence_batch_002	11	znf574	ZNF574	human	TFLink	tflink:human:000881:273afb5f3d3e	ZNF574	ADAM22	20B;23B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF574%22+AND+%22ADAM22%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence_not_exact_target	https://pmc.ncbi.nlm.nih.gov/articles/PMC12603413/ (ZNF574 promoter binding/repression of TRPM4; not a queued target); https://pmc.ncbi.nlm.nih.gov/articles/PMC12101526/ (ribosome-surveillance function; transcriptional role remains open)	Human cancer-cell and ribosome-surveillance studies; no queued target pair tested.	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			ADAM22/LGI1 neuronal receptor studies and ZNF574 non-queued studies; no ZNF574-ADAM22 assay.	No exact regulator-target-species evidence was located in the bounded PubMed/PMC review. Regulator-level citations are retained separately and are not evidence for this pair. Database membership, co-expression, motif-only, pathway-only, and cross-species observations were not used for promotion.	false	false
public_tf_evidence_batch002_pair_004	public_tf_evidence_batch_002	11	znf574	ZNF574	human	TFLink	tflink:human:000881:273afb5f3d3e	ZNF574	ADGRE5	23B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF574%22+AND+%22ADGRE5%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence_not_exact_target	https://pmc.ncbi.nlm.nih.gov/articles/PMC12603413/ (ZNF574 promoter binding/repression of TRPM4; not a queued target); https://pmc.ncbi.nlm.nih.gov/articles/PMC12101526/ (ribosome-surveillance function; transcriptional role remains open)	Human cancer-cell and ribosome-surveillance studies; no queued target pair tested.	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			ADGRE5/CD97 receptor-signaling studies and ZNF574 non-queued studies; no ZNF574-ADGRE5 assay.	No exact regulator-target-species evidence was located in the bounded PubMed/PMC review. Regulator-level citations are retained separately and are not evidence for this pair. Database membership, co-expression, motif-only, pathway-only, and cross-species observations were not used for promotion.	false	false
public_tf_evidence_batch002_pair_005	public_tf_evidence_batch_002	12	mynn	MYNN;Mynn	human	TFLink	tflink:human:000924:71549f85f858	MYNN	ACKR1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22MYNN%22+AND+%22ACKR1%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence_not_exact_target	https://pubmed.ncbi.nlm.nih.gov/10873615/ (human/mouse myoneurin expression and BTB/POZ-zinc-finger identity); https://pmc.ncbi.nlm.nih.gov/articles/PMC9194458/ (MYNN interaction with SMAD/Ppm1a and BMP signaling; not ACVR1 regulation)	Human/mouse expression plus zebrafish and mammalian BMP/SMAD studies; no queued target pair tested.	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			ACKR1/DARC expression and knockout studies; no MYNN binding or perturbation of ACKR1.	No exact regulator-target-species evidence was located in the bounded PubMed/PMC review. Regulator-level citations are retained separately and are not evidence for this pair. Database membership, co-expression, motif-only, pathway-only, and cross-species observations were not used for promotion.	false	false
public_tf_evidence_batch002_pair_006	public_tf_evidence_batch_002	12	mynn	MYNN;Mynn	human	TFLink	tflink:human:000924:71549f85f858	MYNN	ACTR2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22MYNN%22+AND+%22ACTR2%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence_not_exact_target	https://pubmed.ncbi.nlm.nih.gov/10873615/ (human/mouse myoneurin expression and BTB/POZ-zinc-finger identity); https://pmc.ncbi.nlm.nih.gov/articles/PMC9194458/ (MYNN interaction with SMAD/Ppm1a and BMP signaling; not ACVR1 regulation)	Human/mouse expression plus zebrafish and mammalian BMP/SMAD studies; no queued target pair tested.	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			ACTR2/ARP2 cytoskeletal and platelet studies; no MYNN binding or perturbation of ACTR2.	No exact regulator-target-species evidence was located in the bounded PubMed/PMC review. Regulator-level citations are retained separately and are not evidence for this pair. Database membership, co-expression, motif-only, pathway-only, and cross-species observations were not used for promotion.	false	false
public_tf_evidence_batch002_pair_007	public_tf_evidence_batch_002	12	mynn	MYNN;Mynn	human	TFLink	tflink:human:000924:71549f85f858	MYNN	ACVR1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22MYNN%22+AND+%22ACVR1%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence_not_exact_target	https://pubmed.ncbi.nlm.nih.gov/10873615/ (human/mouse myoneurin expression and BTB/POZ-zinc-finger identity); https://pmc.ncbi.nlm.nih.gov/articles/PMC9194458/ (MYNN interaction with SMAD/Ppm1a and BMP signaling; not ACVR1 regulation)	Human/mouse expression plus zebrafish and mammalian BMP/SMAD studies; no queued target pair tested.	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			MYNN-BMP/SMAD signaling is pathway-level and does not show ACVR1 transcriptional regulation; ACVR1 studies naming other regulators excluded.	No exact regulator-target-species evidence was located in the bounded PubMed/PMC review. Regulator-level citations are retained separately and are not evidence for this pair. Database membership, co-expression, motif-only, pathway-only, and cross-species observations were not used for promotion.	false	false
public_tf_evidence_batch002_pair_008	public_tf_evidence_batch_002	12	mynn	MYNN;Mynn	human	TFLink	tflink:human:000924:71549f85f858	MYNN	ACVRL1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22MYNN%22+AND+%22ACVRL1%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence_not_exact_target	https://pubmed.ncbi.nlm.nih.gov/10873615/ (human/mouse myoneurin expression and BTB/POZ-zinc-finger identity); https://pmc.ncbi.nlm.nih.gov/articles/PMC9194458/ (MYNN interaction with SMAD/Ppm1a and BMP signaling; not ACVR1 regulation)	Human/mouse expression plus zebrafish and mammalian BMP/SMAD studies; no queued target pair tested.	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			ACVRL1/ALK1 promoter and vascular studies; no MYNN binding or perturbation of ACVRL1.	No exact regulator-target-species evidence was located in the bounded PubMed/PMC review. Regulator-level citations are retained separately and are not evidence for this pair. Database membership, co-expression, motif-only, pathway-only, and cross-species observations were not used for promotion.	false	false
public_tf_evidence_batch002_pair_009	public_tf_evidence_batch_002	13	zbtb42	ZBTB42;Zbtb42	human	TFLink	tflink:human:001170:e76ec7139924	ZBTB42	ACVR1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZBTB42%22+AND+%22ACVR1%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_identity_and_regulator_context_not_exact_target	https://pmc.ncbi.nlm.nih.gov/articles/PMC3057000/ (human/mouse transcript, protein, nuclear localization, and zinc-finger domains); https://pmc.ncbi.nlm.nih.gov/articles/PMC4240208/ (zebrafish loss-of-function/rescue muscle phenotype; no queued target)	Human skeletal muscle, mouse myotubes/tissues, and zebrafish muscle development; no queued target pair tested.	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			ACVR1 developmental studies and ZBTB42 muscle studies are separate; no ZBTB42-ACVR1 assay.	No exact regulator-target-species evidence was located in the bounded PubMed/PMC review. Regulator-level citations are retained separately and are not evidence for this pair. Database membership, co-expression, motif-only, pathway-only, and cross-species observations were not used for promotion.	false	false
public_tf_evidence_batch002_pair_010	public_tf_evidence_batch_002	13	zbtb42	ZBTB42;Zbtb42	human	TFLink	tflink:human:001170:e76ec7139924	ZBTB42	ADAM23	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZBTB42%22+AND+%22ADAM23%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_identity_and_regulator_context_not_exact_target	https://pmc.ncbi.nlm.nih.gov/articles/PMC3057000/ (human/mouse transcript, protein, nuclear localization, and zinc-finger domains); https://pmc.ncbi.nlm.nih.gov/articles/PMC4240208/ (zebrafish loss-of-function/rescue muscle phenotype; no queued target)	Human skeletal muscle, mouse myotubes/tissues, and zebrafish muscle development; no queued target pair tested.	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			ADAM23/LGI neuronal receptor studies; no ZBTB42 binding or perturbation of ADAM23.	No exact regulator-target-species evidence was located in the bounded PubMed/PMC review. Regulator-level citations are retained separately and are not evidence for this pair. Database membership, co-expression, motif-only, pathway-only, and cross-species observations were not used for promotion.	false	false
