evidence_id	regulator_key	regulator_symbol	species_scope	evidence_layer	support_kind	cell_or_model	assay_or_perturbation	observation	effect_direction	primary_citation	corroborating_citation	route_or_module_relevance	target_pair_scope	exportable	canonical_write_performed	limitations
public_tf_evidence_batch002_regulator_znf48	znf48	ZNF48	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human promoter-element assay; no queued target relationship	promoter-element assay	Regulator-level DNA/promoter evidence only; no queued A2M/ACVR1/ACVR1C/ADA edge was found.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC13017510/		regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch002_regulator_znf83	znf83	ZNF83	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human manipulation/expression study	ZNF83 manipulation and expression analysis	ZNF83 has experimental expression/manipulation evidence, but no queued ACTR2/ACVR1/ACVR1C/ADA target relationship was found.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC2978345/		regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch002_regulator_ikzf5	ikzf5	IKZF5	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human hematopoietic/megakaryocytic models	DNA binding, reporter repression, chromatin/perturbation studies	IKZF5 has sequence-specific DNA-binding and chromatin/regulatory evidence, but no queued A2M/ACKR2/ACTR2/ACVR1 edge was found.	queued-pair direction not established	https://pubmed.ncbi.nlm.nih.gov/10978333/	https://pubmed.ncbi.nlm.nih.gov/31217188/	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch002_regulator_homez	homez	HOMEZ	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human developmental and knockout models	DNA-binding, expression, and knockout studies	HOMEZ has DNA-binding and developmental regulatory evidence, but no queued A2M/ACKR2/ACVR1/ADAM10 edge was found.	queued-pair direction not established	https://pubmed.ncbi.nlm.nih.gov/12925734/	https://pubmed.ncbi.nlm.nih.gov/22001922/	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch002_regulator_patz1	patz1	PATZ1	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human tumor and promoter-regulatory models	transcriptional perturbation, ChIP/promoter, and target-gene studies	PATZ1 has direct regulatory evidence at other genes, but no queued ACVR1/ADAM10/ADAM17/ADAM22 edge was found.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC4405645/	https://pmc.ncbi.nlm.nih.gov/articles/PMC3877567/	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch002_regulator_mxd3	mxd3	MXD3	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human neuroblastoma and regulatory models	MXD3 knockdown and promoter-occupancy studies	MXD3 has regulator-level evidence at other genes, but no queued ABCA1/ACKR2/ACVR1/ACVR1C edge was found.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC5766270/	https://pubmed.ncbi.nlm.nih.gov/42146011/	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch002_regulator_fezf1	fezf1	FEZF1	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human Ewing-sarcoma and mouse forebrain models	FEZF1 knockdown/RNA-seq and developmental repression studies	FEZF1 has regulator-level neural/developmental evidence, but no queued ACKR2/ACTR2/ACVR1/ACVR1C edge was found.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC8616448/	https://pubmed.ncbi.nlm.nih.gov/20431123/	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch002_regulator_scrt1	scrt1	SCRT1	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human and rodent beta-cell/islet models	ChIP/knockdown and chromatin-accessibility studies	SCRT1 has regulator-level beta-cell chromatin evidence, but no queued ABCA1/ACVR1/ADAM9/ADGRB3 edge was found.	queued-pair direction not established	https://pubmed.ncbi.nlm.nih.gov/33309639/	https://pmc.ncbi.nlm.nih.gov/articles/PMC8062533/	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch002_regulator_myt1l	myt1l	MYT1L	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse brain and human-neuron models	ChIP-seq, repression, deficiency, and neuronal differentiation studies	MYT1L has neuronal regulator-level evidence, but no queued Abca1/Ackr3/Actr2/Adam10 edge was found.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC11348803/	https://pmc.ncbi.nlm.nih.gov/articles/PMC10575775/	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch002_regulator_znf554	znf554	ZNF554	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human trophoblast and glioma models	knockdown/overexpression transcriptomics	ZNF554 has regulator-level expression/perturbation evidence, but no queued ACVR1/ADAM10/ADAM22/ADAM9 edge was found.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC6092567/	https://pmc.ncbi.nlm.nih.gov/articles/PMC7461028/	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
