expansion_id	source_queue_id	route_status	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	transcription_factor_node_id	transcription_factor_label	target_gene_node_id	target_gene_label	output_label	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_chain_id	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	primary_locator	citation_note	evidence_summary	limitations	curation_status	species_context	cell_type_context	assay_or_perturbation	effect_polarity	source_scope	route_evidence_id
M21B-LITEXP-4274	M21B-DOWNSTREAM:00002	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE05477	IL34	M21B-E000121	NODE02509	CSF1R extracellular receptor complex					IL34-CSF1R extracellular receptor complex documented cellular_functional_readout	IL34-CSF1R-complex	primary_literature_route_expansion	primary_ligand_receptor_and_documented_output	M21B-E000121;M21B-EVID-000064;M21B-DOWNSTREAM-EVID:000004;PMID:22579672; PMCID:PMC3372767	M21B-LITEXP-4274	M21B-DOWNSTREAM-EVID:000004	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	PMID:22579672; PMCID:PMC3372767	Review lead: PMID:34867307; CSF1R CNS review, abstract/Fig. 1; PMCID:PMC6736990, receptor/signaling discussion; review-cited primary: PMID:22579672; PMCID:PMC3372767; primary locator: PMID:22579672; PMCID:PMC3372767	Primary-supported claim: Review maps IL-34 activation of CSF1R and cites the mouse IL-34:CSF1R structural/biophysical study. Primary model/assay: Mouse IL-34:CSF1R D1-D3 crystal/ITC, interface mutagenesis, and M-NFS-60 proliferation assay	Preserve the 2:2 IL-34:CSF1R structural context and do not transfer PTPRZ1 or Syndecan-1 alternative-receptor claims. Intracellular continuation and TF remain unresolved.	curated_primary_route	mouse; rat	Mouse IL-34:CSF1R D1-D3 crystal/ITC, interface mutagenesis, and M-NFS-60 proliferation assay	not_reported	unknown	direct_edge	LITEXP:000155
M21B-LITEXP-4275	M21B-DOWNSTREAM:00007	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE04761	HMGB1 (disulfide isoform)	M21B-E000144	NODE06883	MD-2/TLR4 receptor complex					HMGB1 (disulfide isoform)-MD-2/TLR4 receptor complex documented secreted_protein_or_release	HMGB1-MD2-TLR4-NFKB	primary_literature_route_expansion	primary_ligand_receptor_and_documented_output	M21B-E000144;M21B-EVID-000087;M21B-DOWNSTREAM-EVID:000016;PMID:20547845	M21B-LITEXP-4275	M21B-DOWNSTREAM-EVID:000016	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	secreted_protein_or_release	PMID:20547845	Review lead: PMCID:PMC4533842, HMGB1/TLR4 section; PMCID:PMC4536551, HMGB1/TLR4 review; review-cited primary: PMID:20547845; PMCID:PMC4291531; primary locator: PMID:20547845	Primary-supported claim: Reviews identify redox-dependent HMGB1 engagement of TLR4 and cite the primary study demonstrating cysteine-dependent HMGB1 binding to the TLR4/MD-2 system and macrophage cytokine release. Primary model/assay: Primary human macrophages, murine RAW264.7 macrophage-like cells, synovial fibroblasts, and TLR4/MD-2 receptor assays; recombinant redox/point-mutant HMGB1; binding, NF-κB p65, and TNF release	Redox- and MD-2-dependent DAMP branch; do not treat all HMGB1 preparations as equivalent or infer a direct HMGB1-to-TLR4 binary interaction independent of MD-2. Intracellular continuation and TF remain unresolved.	curated_primary_route	human	Primary human macrophages, murine RAW264.7 macrophage-like cells, synovial fibroblasts, and TLR4/MD-2 receptor assays; recombinant redox/point-mutant HMGB1; binding, NF-κB p65, and TNF release	not_reported	activating	direct_edge	LITEXP:000156
M21B-LITEXP-4276	M21B-DOWNSTREAM:00008	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE04656	Hemopexin-heme complex	M21B-E000147	NODE06536	LRP1/CD91					Hemopexin-heme complex-LRP1/CD91 documented gene_expression_or_transcription	Hpx-heme-LRP1-scavenging	primary_literature_route_expansion	primary_ligand_receptor_and_documented_output	M21B-E000147;M21B-EVID-000090;M21B-DOWNSTREAM-EVID:000017;PMID:15947085	M21B-LITEXP-4276	M21B-DOWNSTREAM-EVID:000017	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	gene_expression_or_transcription	PMID:15947085	Review lead: PMCID:PMC7358443, hemopexin/CD91 review section; PMID:30558109, macrophage iron-homeostasis review; review-cited primary: PMID:15947085; primary locator: PMID:15947085	Primary-supported claim: Reviews identify LRP1/CD91 as the hemopexin-heme clearance receptor and cite the ligand-affinity, uptake, and HO-1 primary study. Primary model/assay: Human LRP/CD91 affinity-purification and Biacore systems; LRP/CD91-expressing COS cells; cultured monocytes; radiolabeled/fluorescent hemopexin-heme uptake and HO-1 transcription	Heme-containing ligand and endocytic transport edge; preserve LRP1/CD91 scavenger topology and do not infer LRP1 kinase signaling or SCI-specific weighting. Intracellular continuation and TF remain unresolved.	curated_primary_route	human	Human LRP/CD91 affinity-purification and Biacore systems; LRP/CD91-expressing COS cells; cultured monocytes; radiolabeled/fluorescent hemopexin-heme uptake and HO-1 transcription	not_reported	unknown	direct_edge	LITEXP:000157
M21B-LITEXP-4277	M21B-DOWNSTREAM:00013	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE02888	DLL1	M21B-E000152	NODE08203	NOTCH2 receptor					DLL1-NOTCH2 receptor documented reporter_readout	DLL1-NOTCH2-canonical-Notch	primary_literature_route_expansion	primary_ligand_receptor_and_documented_output	M21B-E000152;M21B-EVID-000095;M21B-DOWNSTREAM-EVID:000029;PMID:10958687	M21B-LITEXP-4277	M21B-DOWNSTREAM-EVID:000029	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	reporter_readout	PMID:10958687	Review lead: PMCID:PMC8105286, ligand-receptor binding/structural basis section; review-cited primary: PMID:10958687; PMCID:PMC88767; primary locator: PMID:10958687	Primary-supported claim: Review cites membrane-bound DLL1 activation of Notch2 and the primary receptor-cleavage/reporter study. Primary model/assay: Mouse full-length membrane DLL1 in CHO-to-BaF3 co-culture; Notch2 cleavage, nuclear translocation/hyperphosphorylation, and RBP-Jkappa reporter readouts	Membrane-presented juxtacrine ligand context; no reverse DLL1 signaling, SCI receiver attribution, or terminal-TF promotion. Intracellular continuation and TF remain unresolved.	curated_primary_route	mouse	Mouse full-length membrane DLL1 in CHO-to-BaF3 co-culture; Notch2 cleavage, nuclear translocation/hyperphosphorylation, and RBP-Jkappa reporter readouts	not_reported	activating	direct_edge	LITEXP:000158
M21B-LITEXP-4278	M21B-DOWNSTREAM:00016	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE02639	CXCL12	M21B-E000158	NODE02712	CXCR4					CXCL12-CXCR4 documented cellular_functional_readout	CXCL12-CXCR4-GPCR	primary_literature_route_expansion	primary_ligand_receptor_and_documented_output	M21B-E000158;M21B-EVID-000101;M21B-DOWNSTREAM-EVID:000036;PMID:28325822	M21B-LITEXP-4278	M21B-DOWNSTREAM-EVID:000036	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	PMID:28325822	Review lead: PMCID:PMC6954698, chemokine-receptor structural section; PMCID:PMC6120486, CXCL12 receptor section; review-cited primary: PMID:28325822; PMCID:PMC5648539; primary locator: PMID:28325822	Primary-supported claim: Reviews cite CXCL12-CXCR4 structural and functional work distinguishing monomer/dimer ligand states and receptor signaling. Primary model/assay: Human CXCL12 monomer/dimer and CXCR4 structural/NMR systems; receptor reconstitution and G-protein/beta-arrestin or migration readouts	Monomer/dimer and biased-signaling boundaries are retained; no universal G-protein route or SCI glial claim. Intracellular continuation and TF remain unresolved.	curated_primary_route	human; rat	Human CXCL12 monomer/dimer and CXCR4 structural/NMR systems; receptor reconstitution and G-protein/beta-arrestin or migration readouts	not_reported	activating	direct_edge	LITEXP:000159
M21B-LITEXP-4279	M21B-DOWNSTREAM:00017	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE02650	CXCL13	M21B-E000159	NODE02721	CXCR5					CXCL13-CXCR5 documented generic_functional_readout	CXCL13-CXCR5-GPCR	primary_literature_route_expansion	primary_ligand_receptor_and_documented_output	M21B-E000159;M21B-EVID-000102;M21B-DOWNSTREAM-EVID:000037;PMID:11688722	M21B-LITEXP-4279	M21B-DOWNSTREAM-EVID:000037	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	PMID:11688722	Review lead: PMCID:PMC8931035, CXCL13/CXCR5 signaling section; PMCID:PMC8708574, signaling discussion; review-cited primary: PMID:11688722; primary locator: PMID:11688722	Primary-supported claim: Reviews cite CXCR5 chimeric-receptor mapping and CXCL13-dependent calcium/chemotaxis/ERK signaling. Primary model/assay: Human CXCR5/CXCR1 chimeric receptors and CXCR5-expressing signaling systems; CXCL13 stimulation; calcium signaling, pertussis-toxin-sensitive ERK1/2, chemotaxis, and receptor-domain mapping	Chimeric-receptor signaling rather than a direct purified occupancy assay; do not assert one universal G-protein route or SCI glial context. Intracellular continuation and TF remain unresolved.	curated_primary_route	human	Human CXCR5/CXCR1 chimeric receptors and CXCR5-expressing signaling systems; CXCL13 stimulation; calcium signaling, pertussis-toxin-sensitive ERK1/2, chemotaxis, and receptor-domain mapping	not_reported	activating	direct_edge	LITEXP:000160
M21B-LITEXP-4280	M21B-DOWNSTREAM:00020	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE04679	HGF (cleaved two-chain form)	M21B-E000167	NODE06947	MET receptor					HGF (cleaved two-chain form)-MET receptor documented cellular_functional_readout	HGF-MET-RTK	primary_literature_route_expansion	primary_ligand_receptor_and_documented_output	M21B-E000167;M21B-EVID-000110;M21B-DOWNSTREAM-EVID:000043;PMID:15218027	M21B-LITEXP-4280	M21B-DOWNSTREAM-EVID:000043	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	PMID:15218027	Review lead: PMCID:PMC8711257, MET activation structural review; PMCID:PMC5344233, HGF-MET pathway review; review-cited primary: PMID:15218027; primary locator: PMID:15218027	Primary-supported claim: Reviews identify proteolytically activated HGF beta-chain interactions with MET and cite the mutational binding/phosphorylation study. Primary model/assay: Purified two-chain HGF beta-chain mutants, MET-binding assays, and cell migration/Met-phosphorylation readouts; mature versus single-chain HGF processing comparison	Proteolytic maturation is essential to the productive ligand context; preserve alpha/beta-chain and heparan-sulfate boundaries and do not infer all pro-HGF forms are agonists. Intracellular continuation and TF remain unresolved.	curated_primary_route	rat	Purified two-chain HGF beta-chain mutants, MET-binding assays, and cell migration/Met-phosphorylation readouts; mature versus single-chain HGF processing comparison	not_reported	activating	direct_edge	LITEXP:000161
M21B-LITEXP-4281	M21B-DOWNSTREAM:00024	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE08614	Osteopontin/SPP1	M21B-E000174	NODE05891	ITGAV:ITGB3 alphaV-beta3 integrin					Osteopontin/SPP1-ITGAV:ITGB3 alphaV-beta3 integrin documented gene_expression_or_transcription	SPP1-alphaVbeta3-adhesion	primary_literature_route_expansion	primary_ligand_receptor_and_documented_output	M21B-E000174;M21B-EVID-000117;M21B-DOWNSTREAM-EVID:000051;PMID:15325806	M21B-LITEXP-4281	M21B-DOWNSTREAM-EVID:000051	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	gene_expression_or_transcription	PMID:15325806	Review lead: PMID:11264474, osteopontin receptor review; review-cited primary: PMID:15325806; primary locator: PMID:15325806	Primary-supported claim: Review identifies osteopontin signaling through integrins and CD44 and cites the alphaVbeta3-dependent adhesion study. Primary model/assay: RAW264.7 murine leukemia/macrophage-like cells; osteopontin stimulation, alphaVbeta3-integrin blocking context, CD44 expression, and cell-adhesion assays	Integrin-complex adhesion context; preserve RGD/alphaVbeta3 and CD44 co-receptor boundaries and do not infer an autonomous ITGAV relay. Intracellular continuation and TF remain unresolved.	curated_primary_route	as stated in primary model/assay	RAW264.7 murine leukemia/macrophage-like cells; osteopontin stimulation, alphaVbeta3-integrin blocking context, CD44 expression, and cell-adhesion assays	not_reported	activating	direct_edge	LITEXP:000162
M21B-LITEXP-4282	M21B-DOWNSTREAM:00025	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE04269	GM-CSF/CSF2	M21B-E000177	NODE02525	CSF2RA:CSF2RB receptor complex					GM-CSF/CSF2-CSF2RA:CSF2RB receptor complex documented cellular_functional_readout	CSF2-CSF2RA-CSF2RB	primary_literature_route_expansion	primary_ligand_receptor_and_documented_output	M21B-E000177;M21B-EVID-000120;M21B-DOWNSTREAM-EVID:000052;PMID:1460041; PMID:11721371	M21B-LITEXP-4282	M21B-DOWNSTREAM-EVID:000052	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	PMID:1460041; PMID:11721371	Review lead: PMCID:PMC2727416, GM-CSF receptor structure/signaling review; review-cited primary: PMID:1460041; PMID:11721371; primary locator: PMID:1460041; PMID:11721371	Primary-supported claim: Review-guided primary studies establish the high-affinity alpha-beta receptor complex as the biologically active GM-CSF receptor and show ligand-dependent signaling after reconstitution. Primary model/assay: Mouse and human cytokine-receptor reconstitution systems; GM-CSF binding/cross-linking and alpha-plus-beta receptor reconstitution with beta-c, JAK2, SHC/SHIP phosphorylation, proliferation, and colony formation	Preserve ligand-specific CSF2RA plus common-beta CSF2RB topology and species/reconstitution limits; do not merge IL3RA or IL5RA branches or infer CNS/SCI receptor weighting. Intracellular continuation and TF remain unresolved.	curated_primary_route	human; mouse; rat	Mouse and human cytokine-receptor reconstitution systems; GM-CSF binding/cross-linking and alpha-plus-beta receptor reconstitution with beta-c, JAK2, SHC/SHIP phosphorylation, proliferation, and colony formation	not_reported	activating	direct_edge	LITEXP:000163
M21B-LITEXP-4283	M21B-DOWNSTREAM:00026	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE03699	Fibrinogen	M21B-E000178	NODE05875	ITGAM:ITGB2 Mac-1					Fibrinogen-ITGAM:ITGB2 Mac-1 documented cellular_functional_readout	Fibrinogen-Mac1-cryptic-epitope	primary_literature_route_expansion	primary_ligand_receptor_and_documented_output	M21B-E000178;M21B-EVID-000121;M21B-DOWNSTREAM-EVID:000054;PMID:12390020	M21B-LITEXP-4283	M21B-DOWNSTREAM-EVID:000054	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	PMID:12390020	Review lead: PMCID:PMC6367649, fibrinogen tissue-injury/inflammation review; PMCID:PMC2990789, leukocyte-integrin interaction review; review-cited primary: PMID:12390020; primary locator: PMID:12390020	Primary-supported claim: Reviews identify fibrinogen gamma-chain P2/P2-C as a cryptic Mac-1-binding site and cite the regulated-unmasking primary study. Primary model/assay: Human/mammalian fibrinogen gamma-C-domain and alphaM-beta2 I-domain binding systems; immobilized/modified fibrinogen, peptide competition, and leukocyte adhesion/migration assays	Binding requires the cryptic gamma-chain epitope exposed by immobilization/polymerization; preserve fibrinogen-versus-fibrin form and Mac-1 heterodimer boundary, with no autonomous ITGAM relay. Intracellular continuation and TF remain unresolved.	curated_primary_route	human; rat	Human/mammalian fibrinogen gamma-C-domain and alphaM-beta2 I-domain binding systems; immobilized/modified fibrinogen, peptide competition, and leukocyte adhesion/migration assays	not_reported	unknown	direct_edge	LITEXP:000164
