expansion_id	source_queue_id	route_status	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	target_output_form_id	output_node_id	output_label	output_form_id	bridge_id	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_chain_id	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	context_scope	source_scope	primary_locator	citation_note	curation_status	evidence_summary	limitations	route_evidence_id
M21B-LITEXP-3971	M21B-DOWNSTREAM:02266	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			IL1R2-soluble-decoy	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-000077	M21B-LITEXP-3971	M21B-DOWNSTREAM-EVID:003632	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:12530978	Primary evidence record M21B-DOWNSTREAM-EVID:003632; functional output remains unasserted.	curated_primary_route	Primary-supported claim: Review states that IL-1R2 binds IL-1alpha/beta and forms an IL-1/IL-1RAP decoy complex, citing soluble receptor/accessory-protein binding measurements. Primary model/assay: Recombinant human IL-1alpha, soluble type-II IL-1 receptor, and soluble accessory protein; binding-affinity measurements	Soluble decoy-complex layer only; no IL1R2 intracellular signaling or astrocyte/SCI specificity.	LITEXP:004001
M21B-LITEXP-3972	M21B-DOWNSTREAM:02267	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			IL1R2-soluble-decoy	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-000078	M21B-LITEXP-3972	M21B-DOWNSTREAM-EVID:003633	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:12530978	Primary evidence record M21B-DOWNSTREAM-EVID:003633; functional output remains unasserted.	curated_primary_route	Primary-supported claim: Review cites the soluble IL-1R2/accessory-protein study showing enhanced IL-1beta binding to the decoy system. Primary model/assay: Recombinant human IL-1beta, soluble type-II IL-1 receptor, and soluble accessory protein; accessory protein increased IL-1beta binding to sIL1R2	Preserve IL-1beta versus IL-1RA selectivity and soluble accessory-protein dependence; no intracellular IL1R2 relay.	LITEXP:004002
M21B-LITEXP-3973	M21B-DOWNSTREAM:02407	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			PDGFRB-pY1021-CBLB-trafficking	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-000963	M21B-LITEXP-3973	M21B-DOWNSTREAM-EVID:003776	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:27048651; PMCID:PMC4882431	Primary evidence record M21B-DOWNSTREAM-EVID:003776; functional output remains unasserted.	curated_primary_route	Primary-supported claim: PDGF-BB stimulation, Cbl/Cbl-b depletion and receptor-ubiquitination/internalization assays support a Cbl-b-associated PDGFRbeta trafficking branch Primary model/assay: PDGF-BB-stimulated AG01523 and BJ-hTERT fibroblasts; Cbl/Cbl-b depletion, receptor ubiquitination, internalization and chemotaxis assays	Promote the bounded receptor-trafficking association; direct c-CBL binding was not established and no SCI inference is made.	LITEXP:004003
M21B-LITEXP-3974	M21B-DOWNSTREAM:02409	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			MET-pY1356-GRB2	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-000973	M21B-LITEXP-3974	M21B-DOWNSTREAM-EVID:003778	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:8662889	Primary evidence record M21B-DOWNSTREAM-EVID:003778; functional output remains unasserted.	curated_primary_route	Primary-supported claim: The review-mapped primary uses Met site-directed mutants and phosphopeptide experiments to identify Tyr1356 as the direct Grb2 docking site and separates Grb2-dependent transformation from motility Primary model/assay: Rat/mammalian Met receptor and 3T3-cell transformation/motility systems; site-directed Met mutants, synthetic phosphopeptides and Grb2 association/function assays	Promote direct pY1356-Grb2 adaptor docking only; preserve the Y1349/Y1356 multifunctional-site context and do not infer a universal MET downstream or SCI branch.	LITEXP:004004
M21B-LITEXP-3975	M21B-DOWNSTREAM:02410	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			IFNAR1-YVFF-AP2M1-trafficking	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-000989	M21B-LITEXP-3975	M21B-DOWNSTREAM-EVID:003779	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:18474601; PMCID:PMC2099190	Primary evidence record M21B-DOWNSTREAM-EVID:003779; functional output remains unasserted.	curated_primary_route	Primary-supported claim: The review-mapped primary identifies the IFNAR1 YVFF motif as an AP50/AP2 interaction determinant and shows motif masking or mutation alters receptor internalization Primary model/assay: 293T cells expressing IFNAR1/TYK2/AP50 with motif-mutant and masking/internalization assays; IFNAR1 trafficking readouts	Promote the unphosphorylated/available YVFF trafficking motif, not pY466; preserve AP50/AP2M1 nomenclature and the phosphorylation-masking boundary, with no productive-signaling or SCI inference.	LITEXP:004005
M21B-LITEXP-3976	M21B-DOWNSTREAM:02411	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			IFNAR1-pY466-PTPN1-trafficking	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-000990	M21B-LITEXP-3976	M21B-DOWNSTREAM-EVID:003780	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:23129613; PMCID:PMC3511142	Primary evidence record M21B-DOWNSTREAM-EVID:003780; functional output remains unasserted.	curated_primary_route	Primary-supported claim: The review-mapped primary supports PTP1B association with IFNAR1 and pY466-dependent dephosphorylation/attenuation and receptor internalization in human and chimeric receptor systems Primary model/assay: 293T, 2fTGH and Huh7.5 cells with human/mouse-human chimeric IFNAR1 systems; PTP1B RNAi/inhibitor, co-IP/pulldown, dephosphorylation, Y466-dependent internalization and viral readouts	Promote as a bounded receptor-phosphatase attenuation/trafficking association; preserve human Y466 dependence and weak/absent mouse equivalence, and do not infer a universal antiviral or SCI outcome.	LITEXP:004006
M21B-LITEXP-3977	M21B-DOWNSTREAM:02413	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			RET51-pY1096-GRB2	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-000994	M21B-LITEXP-3977	M21B-DOWNSTREAM-EVID:003782	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:9764818	Primary evidence record M21B-DOWNSTREAM-EVID:003782; functional output remains unasserted.	curated_primary_route	Primary-supported claim: The review-mapped primary identifies RET51-specific Tyr1096 as the GRB2 docking site using phosphopeptide inhibition, site-directed mutagenesis and loss of Grb2 association/transformation Primary model/assay: RET/PTC2 short and long isoform systems, synthetic phosphopeptide inhibition, RET Y620F (= proto-RET Y1096) mutagenesis, Grb2 coimmunoprecipitation and transformation assays	Promote only the RET51/long-isoform pY1096-Grb2 branch; preserve Y620/Y1096 numbering and intact-cell alternative mechanisms, with no general RET9 or SCI/terminal-TF inference.	LITEXP:004007
M21B-LITEXP-3978	M21B-DOWNSTREAM:02414	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			FLT3-pY955-GADS	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-001003	M21B-LITEXP-3978	M21B-DOWNSTREAM-EVID:003783	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:26895103; PMCID:PMC4924701	Primary evidence record M21B-DOWNSTREAM-EVID:003783; functional output remains unasserted.	curated_primary_route	Primary-supported claim: The review-mapped primary maps GADS association to FLT3 pY955 using phosphopeptide and receptor-mutant assays and reports enhanced FLT3 signaling when GADS is expressed Primary model/assay: Ligand-stimulated wild-type FLT3 and FLT3-ITD hematopoietic/AML systems, FLT3 phosphosite mapping, GADS SH2-domain/phosphopeptide binding and receptor-mutant signaling assays	Promote the bounded pY955-GADS docking branch; preserve the hematopoietic/FLT3-ITD context, overlap with GRB2 sites, and no terminal-TF or SCI inference.	LITEXP:004008
M21B-LITEXP-3979	M21B-DOWNSTREAM:02415	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			FLT3-pY969-GADS	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-001004	M21B-LITEXP-3979	M21B-DOWNSTREAM-EVID:003784	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:26895103; PMCID:PMC4924701	Primary evidence record M21B-DOWNSTREAM-EVID:003784; functional output remains unasserted.	curated_primary_route	Primary-supported claim: The review-mapped primary maps a secondary GADS association site to FLT3 pY969 using phosphopeptide and receptor-mutant assays, with downstream signaling enhancement in FLT3 systems Primary model/assay: Ligand-stimulated wild-type FLT3 and FLT3-ITD hematopoietic/AML systems, FLT3 phosphosite mapping, GADS SH2-domain/phosphopeptide binding and receptor-mutant signaling assays	Promote the lower-efficiency/secondary pY969-GADS docking branch separately from pY955; preserve overlap with GRB2 sites, FLT3-ITD context, and no terminal-TF or SCI inference.	LITEXP:004009
M21B-LITEXP-3980	M21B-DOWNSTREAM:02416	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			FLT3-pY969-GRB2	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-001005	M21B-LITEXP-3980	M21B-DOWNSTREAM-EVID:003785	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:31217189; PMCID:PMC6688430	Primary evidence record M21B-DOWNSTREAM-EVID:003785; functional output remains unasserted.	curated_primary_route	Primary-supported claim: The review-mapped primary provides phosphotyrosine-dependent FLT3 pY969 interaction with the GRB2 SH2 domain and links the site to FLT3-ITD signaling, with methylation-dependent affinity modulation Primary model/assay: FLT3-ITD AML cells, FLT3 pY969 phosphopeptide and GST-GRB2 SH2 binding assays, Y969F receptor mutant and PRMT1/methylation perturbation systems	Promote the bounded pY969-GRB2 docking branch with the FLT3-ITD and R972/973 methylation caveat; do not generalize to wild-type FLT3 or infer terminal-TF/SCI function.	LITEXP:004010
