evidence_id	regulator_key	regulator_symbol	species_scope	evidence_layer	support_kind	cell_or_model	assay_or_perturbation	observation	effect_direction	primary_citation	corroborating_citation	route_or_module_relevance	target_pair_scope	exportable	canonical_write_performed	limitations
public_tf_evidence_batch006_regulator_hand1	hand1	HAND1	mouse	regulator_identity_and_regulatory_capacity	authoritative_binding_dataset_only	mouse cardiac and developmental models	DNA binding, promoter assays, and developmental perturbation studies	HAND1 has regulator-level evidence and a mouse GTRD-derived occupancy set containing the queued Actr2, Adcyap1r1, Adm, and Agrn genes, but no queued perturbation/target-expression validation was found.	queued-pair direction not established	https://www.sciencedirect.com/science/article/pii/S002192582079201X	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/HAND1_TARGET_GENES	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch006_regulator_zbtb21	zbtb21	ZBTB21	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human cell-line and cancer models	ChIP-seq/occupancy, chromatin-interaction analysis, and perturbational cancer studies	ZBTB21 has experimental chromatin occupancy and transcriptional-regulatory evidence at nonqueued loci, but no queued ADO/AXL/BDKRB2/CCL4 relationship was validated.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC10359638/	https://pmc.ncbi.nlm.nih.gov/articles/PMC13088348/	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch006_regulator_zbed5	zbed5	ZBED5	human	regulator_identity_and_regulatory_capacity	authoritative_binding_dataset_only	human GTRD-derived target-set resource	ChIP-seq harmonization target-set membership	The human ZBED5 GTRD-derived target set contains queued ADGRB3, ALCAM, and APLP2, but no matched perturbation or orthogonal target-expression validation was found.	queued-pair direction not established	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZBED5_TARGET_GENES.html		regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch006_regulator_lhx6	lhx6	LHX6	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse embryonic maxillary-arch developmental models	transcriptional profiling and LHX6/LHX8 ChIP-seq	LHX6 has regulator-level developmental target evidence from transcriptional profiling and ChIP-seq, but no queued Adam23/Adam9/Ambn/Angpt4 relationship was validated.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC8930537/		regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch006_regulator_znf134	znf134	ZNF134	human	regulator_identity_and_regulatory_capacity	authoritative_binding_dataset_only	human GTRD/ReMap occupancy resources	GTRD-derived promoter target set and ReMap ChIP-seq occupancy	The ZNF134 target set contains queued ACVR1C, AMFR, and APLP1, but these are occupancy-only database leads without matched perturbation or orthogonal validation.	queued-pair direction not established	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF134_TARGET_GENES	https://remap.univ-amu.fr/target_page/ZNF134%3A9606	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch006_regulator_znf184	znf184	ZNF184	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human SH-SY5Y/HEK293 and K562 models	overexpression/siRNA, ChIP, promoter mutagenesis, and ENCODE ChIP-seq	ZNF184 directly represses nonqueued ILF3 through promoter occupancy and perturbation, and its GTRD-derived target set contains queued ADA, ADGRE5, ADO, and AGRN; no queued functional validation was found.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC12057860/	https://www.encodeproject.org/experiments/ENCSR621ATC/	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch006_regulator_ahrr	ahrr	AHRR	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human tumor and occupancy models	siRNA perturbation, tumor phenotype assays, and GTRD-derived promoter occupancy	AHRR has human regulator-level loss-of-function phenotype evidence and an occupancy lead for queued ACTR2, but no queued ADGRB3/ADIPOQ/ALCAM functional relationship was found.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC2157559/	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/AHRR_TARGET_GENES.html	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch006_regulator_zfp91	zfp91	ZFP91	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human T-cell-lymphoma models	ChIP-seq, knockout, RNA-seq/PRO-seq, and luciferase validation	ZFP91 directly activates nonqueued MAP3K12, FZD2, HDAC5, GHDC, and IKBKE in resistant T-cell lymphoma, while the GTRD-derived set provides an occupancy lead for queued ACVR1; other queued edges were not validated.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC8972091/	https://www.gsea-msigdb.org/gsea/msigdb/cards/ZFP91_TARGET_GENES	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch006_regulator_znf652	znf652	Zfp652	mouse	regulator_identity_and_regulatory_capacity	authoritative_binding_dataset_only	mouse GTRD-derived target-set resource	ChIP-seq harmonization target-set membership	The mouse Zfp652 target set contains queued Acvr1, Acvr1c, and Adgrl3, but no matched perturbation or orthogonal target-expression validation was found.	queued-pair direction not established	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/ZFP652_TARGET_GENES.html		regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch006_regulator_znf597	znf597	ZNF597	human	regulator_identity_and_regulatory_capacity	authoritative_binding_dataset_only	human GTRD-derived target-set resource	ChIP-seq harmonization target-set membership	The ZNF597 target set contains queued CCL22, but no matched perturbation or orthogonal target-expression validation was found for queued BCL2/CCL22/CCL5/CCR1.	queued-pair direction not established	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF597_TARGET_GENES.html		regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch006_regulator_znf30	znf30	ZNF30	human	regulator_identity_and_regulatory_capacity	authoritative_binding_dataset_only	human GTRD-derived target-set resource	ChIP-seq harmonization target-set membership	The ZNF30 target set contains queued ACVRL1, ANG, and APLP1, but no matched perturbation or orthogonal validation was found; ADGRL1 lacked a qualifying exact lead.	queued-pair direction not established	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF30_TARGET_GENES.html		regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch006_regulator_zim3	zim3	ZIM3	human	regulator_identity_and_regulatory_capacity	authoritative_binding_dataset_only	human HEK293/HEK293T occupancy models	ChIP-exo/ChIP-seq and GTRD/ReMap occupancy resources	ZIM3 occupancy resources contain queued ADGRL2 and ANXA2, but no queued perturbation or target-expression validation was located for ADGRL2/ANG/ANXA2/BMP6.	queued-pair direction not established	https://www.gsea-msigdb.org/gsea/msigdb/cards/ZIM3_TARGET_GENES	https://remap2020.univ-amu.fr/target_page/ZIM3%3A9606	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch006_regulator_zbtb18	zbtb18	ZBTB18	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human induced-neuron and cancer models	CRISPR knockout, RNA-seq, ATAC-seq/ChIP association, promoter ChIP-qPCR, and expression assays	ZBTB18 has direct regulator-level evidence at nonqueued neuronal/cancer targets, while its GTRD-derived set contains queued AXL; no queued functional target validation was found.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC10724217/	https://pmc.ncbi.nlm.nih.gov/articles/PMC9821869/	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
