expansion_id	source_queue_id	route_status	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	target_output_form_id	output_node_id	output_label	output_form_id	bridge_id	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	source_chain_id	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	primary_locator	citation_note	evidence_summary	limitations	curation_status	route_evidence_id
M21B-LITEXP-3611	M21B-DOWNSTREAM:02300	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE03645	FGF8b	M21B-E000367	NODE03661	FGFR2c												FGF8b-FGFR2c-associated mid-hindbrain patterning			FGF8b-FGFR2c-developmental-patterning	validated_ligand_receptor_edge	primary_functional_output	M21B-E000367; M21B-EVID-000310; PMID:16384934	M21B-DOWNSTREAM-EVID:003666	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3611	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	chick; mouse developmental models	Chick embryos and murine midbrain explants with FGF8b splice-isoform and FGFR-binding comparisons	Extracellular FGF8b to plasma-membrane c-spliced FGFR2c	No SCI receiver inference	Primary evidence supports an FGF8b-FGFR2c structural and developmental activity branch while leaving the intracellular relay unresolved.	FGF8b-FGFR2c crystal structure, SPR receptor panel, interface mutagenesis, chick embryo electroporation, and murine/chick developmental assays	activating	direct_edge	PMID:16384934; PMCID:PMC1356110; DOI:10.1101/gad.1365406	Primary FGF8b-FGFR2c receptor-specificity and developmental-patterning study	Primary-supported claim: FGF8b forms a specific FGFR2c complex, and splice-isoform-dependent receptor binding is associated with mid-hindbrain patterning activity.	Preserve FGF8b versus FGF8a and developmental assay boundaries; do not infer a generalized FGFR2c intracellular route or SCI output.	curated_primary_route	LITEXP:003661
M21B-LITEXP-3612	M21B-DOWNSTREAM:02301	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE03590	FGF10	M21B-E000368	NODE03659	FGFR2b												FGF10-FGFR2b-dependent biological activity			FGF10-FGFR2b-biological-activity	validated_ligand_receptor_edge	primary_functional_output	M21B-E000368; M21B-EVID-000311; PMID:12591959	M21B-DOWNSTREAM-EVID:003667	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3612	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	recombinant human receptor-binding systems	FGF10-FGFR2b ligand-binding and mutational biological-activity systems	Extracellular FGF10 to the b-spliced FGFR2b receptor	No SCI receiver inference	Primary evidence supports the splice-specific FGF10-FGFR2b pair and receptor-binding contacts required for biological activity while leaving the intracellular relay unresolved.	FGF10-FGFR2b crystal structure, receptor-domain interface analysis, structure-based mutagenesis, and biological-activity assays	activating	direct_edge	PMID:12591959; PMCID:PMC151329; DOI:10.1073/pnas.0300897100	Primary FGF10-FGFR2b splice-specificity and biological-activity study	Primary-supported claim: FGF10 binding to FGFR2b and the mapped receptor contacts are required for the measured FGF10 biological activity.	Preserve the FGFR2b splice isoform and structure-based mutagenesis context; do not infer a universal FGFR2 intracellular route or SCI weighting.	curated_primary_route	LITEXP:003662
M21B-LITEXP-3613	M21B-DOWNSTREAM:02303	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE03632	FGF3	M21B-E000374	NODE03659	FGFR2b												FGF3-FGFR2b-dependent mitogenic response			FGF3-FGFR2b-mitogenesis	validated_ligand_receptor_edge	primary_functional_output	M21B-E000374; M21B-EVID-000317; PMID:7592624	M21B-DOWNSTREAM-EVID:003669	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3613	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	mouse; engineered receptor systems	BaF3 cells expressing FGFR2b and mammary epithelial-cell systems	Extracellular FGF3 to the b-spliced FGFR2b receptor with heparin context	No SCI receiver inference	Primary receptor-competition and BaF3 data support FGF3-FGFR2b activation-compatible mitogenic output while leaving the intracellular relay unresolved.	Receptor-binding competition, FGFR2b-expressing BaF3 mitogenicity, and mammary epithelial-cell mitogenicity assays	activating	direct_edge	PMID:7592624; DOI:10.1074/jbc.270.41.24197	Primary FGF3-FGFR2b receptor-binding and mitogenicity study	Primary-supported claim: FGF3 binds and activates the FGFR2 IIIb/FGFR2b isoform in receptor-specific BaF3 assays with mitogenic output.	Preserve the FGFR2b splice isoform, heparin dependence, and engineered-cell context; do not infer a universal FGFR2 relay or SCI function.	curated_primary_route	LITEXP:003663
M21B-LITEXP-3614	M21B-DOWNSTREAM:02310	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE01703	CCL26/eotaxin-3	M21B-E000400	NODE01762	CCR2												CCL26-mediated inhibition of CCR2 chemotaxis/signaling			CCL26-CCR2-antagonist-output	validated_ligand_receptor_edge	primary_functional_output	M21B-E000400; M21B-EVID-000343; PMID:15039444; PMID:11559700	M21B-DOWNSTREAM-EVID:003676	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3614	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	human chemokine-receptor comparator systems	CCR2-expressing monocyte and chemokine-receptor comparator systems	Extracellular CCL26 to the CCR2 chemokine-receptor context	No SCI receiver inference	Primary pharmacology supports CCL26-associated inhibition of CCR2-mediated chemotaxis/signaling while leaving the intracellular relay unresolved.	CCR2 agonist-response inhibition, monocyte chemotaxis, receptor cross-pharmacology, and chemokine-receptor comparator assays	inhibitory	direct_edge	PMID:15039444; DOI:10.1074/jbc.M309283200; PMID:11559700; DOI:10.1074/jbc.M103933200	Primary CCL26/eotaxin-3 CCR2 pharmacology and chemotaxis evidence	Primary-supported claim: CCL26 acts in the CCR2 chemokine-receptor pharmacology space and inhibits CCR2-mediated chemotaxis or agonist responses in the tested systems.	Preserve the antagonist/cross-receptor pharmacology and eosinophil/monocyte assay boundaries; do not infer a conventional activating CCL26-CCR2 relay or SCI function.	curated_primary_route	LITEXP:003664
M21B-LITEXP-3615	M21B-DOWNSTREAM:02320	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE01739	CCL8/MCP-2	M21B-E000443	NODE01769	CCR3												CCL8-CCR3 receptor internalization and chemotaxis			CCL8-CCR3-chemotaxis	validated_ligand_receptor_edge	primary_functional_output	M21B-E000443; M21B-EVID-000386; PMID:29281969	M21B-DOWNSTREAM-EVID:003686	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3615	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	human recombinant chemokine and CCR3-expressing cells	CCR3-expressing HEK293 cells and purified recombinant CCL8 systems	Extracellular CCL8 to plasma-membrane CCR3	No SCI receiver inference	Primary evidence supports CCL8 binding to CCR3, receptor internalization, and a weaker CCR3-cell chemotaxis output while leaving the intracellular relay unresolved.	QCM receptor binding, CCR3 internalization, and chemotaxis comparison with CCL11 and CCL24	activating	direct_edge	PMID:29281969; PMCID:PMC5745793; DOI:10.1186/s12865-017-0237-5	Primary CCL8-CCR3 binding, internalization, and chemotaxis study	Primary-supported claim: CCL8 binds CCR3, induces receptor internalization, and produces a measurable but weaker CCR3-cell chemotaxis response.	Preserve the recombinant-protein and CCR3-cell context and the weaker response relative to other eotaxins; do not infer a universal chemokine relay or SCI function.	curated_primary_route	LITEXP:003665
M21B-LITEXP-3616	M21B-DOWNSTREAM:02337	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE11209	TNC/tenascin-C	M21B-E000540	NODE05869	ITGAV:ITGB1 integrin												TNC-alphaVbeta1-associated EMT-like cellular response			TNC-alphaVbeta1-EMT-like-response	validated_ligand_receptor_edge	primary_functional_output	M21B-E000540; M21B-EVID-000483; PMID:23958855	M21B-DOWNSTREAM-EVID:003703	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3616	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	human breast-cancer cell model	MCF-7 breast-cancer cells and TNC-conjugated receptor-binding systems	Immobilized extracellular TNC to plasma-membrane alphaVbeta1 integrin	Cancer-cell comparator; no SCI transfer inferred	Primary evidence supports alphaVbeta1 binding to TNC and an EMT-like breast-cancer-cell response while leaving the intracellular relay unresolved.	TNC-conjugated bead binding, integrin neutralization, focal-adhesion localization, FAK phosphorylation, and EMT-like phenotype assays	activating	direct_edge	PMID:23958855; PMCID:PMC3759126; DOI:10.1038/oncsis.2013.27	Primary tenascin-C alphaVbeta1 receptor and EMT-like response study	Primary-supported claim: TNC binding to alphaVbeta1-associated integrin complexes contributes to focal-adhesion/FAK and EMT-like cellular responses in the tested breast-cancer model.	Preserve the RGD/metal-ion, immobilized-TNC, and human breast-cancer context; do not infer a universal alphaVbeta1 pathway or SCI output.	curated_primary_route	LITEXP:003666
M21B-LITEXP-3617	M21B-DOWNSTREAM:02350	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|secreted_protein_or_release	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE10201	SEMA7A	M21B-E000647	NODE05869	ITGAV:ITGB1 integrin												SEMA7A-alphaVbeta1-dependent IL-10 production			SEMA7A-alphaVbeta1-IL10-output	validated_ligand_receptor_edge	primary_functional_output	M21B-E000647; M21B-EVID-000590; PMID:22198947	M21B-DOWNSTREAM-EVID:003716	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3617	mechanism_evidence_v1	supports	not_evaluated	source_claim	secreted_protein_or_release	mouse intestinal inflammation model	Intestinal epithelial cells and CX3CR1-positive macrophages	GPI-anchored epithelial SEMA7A at the epithelial-macrophage interface engaging alphaVbeta1	DSS-colitis comparator; no SCI receiver inference	Primary evidence supports alphaVbeta1-dependent macrophage IL-10 production in response to epithelial SEMA7A while leaving the intracellular relay unresolved.	Recombinant SEMA7A, epithelial-macrophage co-culture, alphaVbeta1 dependence, IL-10 blockade, Sema7a-deficient mice, and DSS-colitis assays	activating	direct_edge	PMID:22198947; DOI:10.4049/jimmunol.1102084	Primary SEMA7A-alphaVbeta1 macrophage IL-10 induction study	Primary-supported claim: epithelial SEMA7A engages alphaVbeta1 integrin and induces macrophage IL-10 production with protection from intestinal inflammation.	Preserve the basolateral epithelial presentation, macrophage context, and DSS-colitis model; do not infer a universal alphaVbeta1 relay or SCI transfer.	curated_primary_route	LITEXP:003667
M21B-LITEXP-3618	M21B-DOWNSTREAM:02351	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|phosphorylation_or_activation_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE00569	ANGPTL4/Angiopoietin-like 4	M21B-E000650	NODE05879	ITGAV:ITGB3 integrin												ANGPTL4-alphaVbeta3-dependent Src and endothelial-junction stabilization			ANGPTL4-alphaVbeta3-vascular-integrity	validated_ligand_receptor_edge	primary_functional_output	M21B-E000650; M21B-EVID-000593; PMID:27577973	M21B-DOWNSTREAM-EVID:003717	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3618	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	human endothelial systems; mouse vascular models	Human endothelial cells and mouse choroidal-neovascularization models	Extracellular ANGPTL4 to endothelial alphaVbeta3 integrin with VEGFR2-Src crosstalk	Hypoxia/retinal vascular comparator; no SCI receiver inference	Primary evidence supports ANGPTL4-alphaVbeta3 binding, Src modulation, and endothelial-junction stabilization while leaving the complete intracellular relay unresolved.	SPR, proximity ligation, integrin blockade, recombinant ANGPTL4, Src/VEGFR2-junction assays, Angptl4-deficient mice, and vascular-permeability models	inhibitory	direct_edge	PMID:27577973; DOI:10.1002/path.4805	Primary ANGPTL4-alphaVbeta3 vascular-integrity and Src-signaling study	Primary-supported claim: ANGPTL4 binds alphaVbeta3, modulates VEGFR2-Src signaling, and stabilizes endothelial junctions to limit vascular permeability.	Preserve the VEGFR2-Src crosstalk and vascular-permeability context; do not reduce this to an autonomous integrin-only relay or infer SCI weighting.	curated_primary_route	LITEXP:003668
M21B-LITEXP-3619	M21B-DOWNSTREAM:02352	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE06018	JAM2/JAM-B	M21B-E000656	NODE05766	ITGA4:ITGB1 integrin												JAM2-alpha4beta1-dependent T-cell rolling and sticking			JAM2-alpha4beta1-adhesion	validated_ligand_receptor_edge	primary_functional_output	M21B-E000656; M21B-EVID-000599; PMID:12070135	M21B-DOWNSTREAM-EVID:003718	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3619	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	human T-cell systems	Human HSB cells and T lymphocytes	Cell-surface JAM2/JAM3 presentation engaging alpha4beta1 integrin	No SCI receiver inference	Primary evidence supports JAM2-alpha4beta1 interaction and alpha4beta1-dependent T-cell rolling/sticking after JAM3 facilitation while leaving the intracellular relay unresolved.	JAM ectodomain binding, Mn2+-enhanced adhesion, alpha4/beta1 blockade, JAM3 facilitation, flow-chamber rolling and sticking assays	activating	direct_edge	PMID:12070135; PMCID:PMC2767309; DOI:10.1074/jbc.C200331200	Primary JAM2-alpha4beta1 adhesion and T-cell rolling study	Primary-supported claim: JAM2 engages alpha4beta1 after JAM3 facilitation and contributes to alpha4beta1-dependent T-cell rolling and sticking.	Preserve the JAM3 prerequisite, Mn2+-enhanced adhesion, and flow-chamber context; do not infer an autonomous alpha4beta1 intracellular route or SCI transfer.	curated_primary_route	LITEXP:003669
M21B-LITEXP-3620	M21B-DOWNSTREAM:02371	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|second_messenger_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE01633	CCL11/eotaxin-1	M21B-E000741	NODE01769	CCR3												CCL11-CCR3 calcium flux and eosinophil chemotaxis			CCL11-CCR3-eosinophil-chemotaxis	validated_ligand_receptor_edge	primary_functional_output	M21B-E000741; M21B-EVID-000684; PMID:8642344; PMID:12884299	M21B-DOWNSTREAM-EVID:003740	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3620	mechanism_evidence_v1	supports	not_evaluated	source_claim	second_messenger_readout	human CCR3-expressing cells and primary eosinophils	AML14.3D10 cells stably expressing CCR3 and primary human eosinophils	Extracellular CCL11 to plasma-membrane CCR3	Allergic-inflammation comparator; no SCI receiver inference	Primary evidence supports CCR3 binding/activation by CCL11 with calcium-flux and eosinophil chemotaxis outputs while leaving the intracellular relay unresolved.	Radioligand binding, CCR3-expressing-cell calcium flux, competition binding, receptor-domain mapping, and eosinophil chemotaxis assays	activating	direct_edge	PMID:8642344; PMCID:PMC2192548; DOI:10.1084/jem.183.5.2349; PMID:12884299	Primary CCL11/eotaxin-1 CCR3 calcium-flux and eosinophil-response studies	Primary-supported claim: CCL11 binds and activates CCR3, producing calcium flux and eosinophil chemotaxis in CCR3-expressing systems.	Preserve the CCR3/eosinophil and allergic-inflammation context and the ligand-promiscuity boundaries; do not infer a universal chemokine relay or SCI weighting.	curated_primary_route	LITEXP:003670
