expansion_id	source_queue_id	route_status	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	target_output_form_id	output_node_id	output_label	output_form_id	bridge_id	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_chain_id	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	context_scope	source_scope	primary_locator	citation_note	curation_status	evidence_summary	limitations	route_evidence_id
M21B-LITEXP-4100	M21B-DOWNSTREAM:03261	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			SIRT1-FOXO3-oxidative-stress-deacetylation	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-003669	M21B-LITEXP-4100	M21B-DOWNSTREAM-EVID:004634	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:14976264	Primary evidence record M21B-DOWNSTREAM-EVID:004634; functional output remains unasserted.	curated_primary_route	Primary recombinant, cell-based and SIRT1-loss assays support SIRT1-dependent FOXO3/FOXO3a deacetylation.	Preserve oxidative-stress/NAD-dependent SIRT1 deacetylation and context-dependent FOXO3 outputs; no SCI or unsupported terminal-TF inference.	LITEXP:004150
M21B-LITEXP-4101	M21B-DOWNSTREAM:03262	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			SIRT1-FOXO4-peroxide-stress-deacetylation	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-003670	M21B-LITEXP-4101	M21B-DOWNSTREAM-EVID:004635	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:15126506	Primary evidence record M21B-DOWNSTREAM-EVID:004635; functional output remains unasserted.	curated_primary_route	Primary binding, deacetylation and functional assays support SIRT1-dependent FOXO4 deacetylation.	Preserve peroxide-stress/NAD-dependent SIRT1 deacetylation, no specific lysine-site claim and no SCI or unsupported terminal-TF inference.	LITEXP:004151
M21B-LITEXP-4102	M21B-DOWNSTREAM:03263	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			SKP2-FOXO1-phosphodependent-ubiquitination	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-003675	M21B-LITEXP-4102	M21B-DOWNSTREAM-EVID:004636	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:15668399	Primary evidence record M21B-DOWNSTREAM-EVID:004636; functional output remains unasserted.	curated_primary_route	Primary binding, mutant, ubiquitination and proteasome assays support SCF-SKP2 ubiquitination of pS256-dependent FOXO1/FOXO1a.	Preserve AKT-pS256 requirement, SCF-SKP2 complex and proteasomal degradation boundary; no SCI or unsupported terminal-TF inference.	LITEXP:004152
M21B-LITEXP-4103	M21B-DOWNSTREAM:03264	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			USP7-FOXO4-oxidative-stress-deubiquitination	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-003676	M21B-LITEXP-4103	M21B-DOWNSTREAM-EVID:004637	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:16964248	Primary evidence record M21B-DOWNSTREAM-EVID:004637; functional output remains unasserted.	curated_primary_route	Primary interaction, oxidative-stress deubiquitination and localization/transcription assays support USP7/HAUSP-dependent FOXO4 deubiquitination.	Preserve oxidative-stress-induced mono-ubiquitin, USP7-dependent deubiquitination and no protein-half-life claim; no SCI or unsupported terminal-TF inference.	LITEXP:004153
M21B-LITEXP-4104	M21B-DOWNSTREAM:03265	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			MDM2-FOXO4-mono-ubiquitination-activation	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-003677	M21B-LITEXP-4104	M21B-DOWNSTREAM-EVID:004639	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:18665269	Primary evidence record M21B-DOWNSTREAM-EVID:004639; functional output remains unasserted.	curated_primary_route	Primary reconstituted E3, RING-mutant, RNAi and cellular assays support MDM2-dependent FOXO4 mono-ubiquitination.	Preserve oxidative-stress, RING-dependent multi-mono-ubiquitination and no proteasomal half-life inference; no SCI or unsupported terminal-TF inference.	LITEXP:004154
M21B-LITEXP-4105	M21B-DOWNSTREAM:03266	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			HSF1-S303-S307-14-3-3-cytoplasmic-sequestration	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-003705	M21B-LITEXP-4105	M21B-DOWNSTREAM-EVID:004640	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:12917326	Primary evidence record M21B-DOWNSTREAM-EVID:004640; functional output remains unasserted.	curated_primary_route	Phosphopeptide binding, dual-site mutant, co-immunoprecipitation and CRM1-dependent cytoplasmic sequestration support the phosphosite-set edge.	Preserve the dual Ser303/Ser307 site-set, 14-3-3ε isoform and CRM1 export context; no single-site sufficiency or terminal-TF inference.	LITEXP:004155
M21B-LITEXP-4106	M21B-DOWNSTREAM:03267	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			HSF1-S216-CDC20-mitotic-checkpoint	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-003707	M21B-LITEXP-4106	M21B-DOWNSTREAM-EVID:004641	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:18794143	Primary evidence record M21B-DOWNSTREAM-EVID:004641; functional output remains unasserted.	curated_primary_route	HSF1 S216 mutation, co-immunoprecipitation and mitotic interaction/degradation assays support phospho-Ser216-dependent CDC20 association.	Preserve phospho-Ser216-dependent CDC20 association and mitotic spindle-pole context; no general HSF1 stress or terminal-TF inference.	LITEXP:004156
M21B-LITEXP-4107	M21B-DOWNSTREAM:03302	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			Hippo-WNT-YAP-DVL2-cytoplasmic-sequestration	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-008076	M21B-LITEXP-4107	M21B-DOWNSTREAM-EVID:004686	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:23178811; PMCID:PMC3536889; DOI:10.1038/nature11693	Primary evidence record M21B-DOWNSTREAM-EVID:004686; functional output remains unasserted.	curated_primary_route	YAP associates with DVL2 in intestinal cells and restricts DVL nuclear translocation, with YAP perturbation changing Wnt target activity during intestinal regeneration.	Preserve cytoplasmic YAP, DVL2 localization and intestinal-regeneration context; no SCI or terminal-TF inference.	LITEXP:004157
M21B-LITEXP-4108	M21B-DOWNSTREAM:03303	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			Hippo-WNT-TAZ-DVL2-cytoplasmic-sequestration	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-008077	M21B-LITEXP-4108	M21B-DOWNSTREAM-EVID:004687	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:20412773; DOI:10.1016/j.devcel.2010.03.007	Primary evidence record M21B-DOWNSTREAM-EVID:004687; functional output remains unasserted.	curated_primary_route	Hippo signaling promotes a cytoplasmic TAZ-DVL interaction that inhibits CK1delta/epsilon-mediated DVL phosphorylation and dampens Wnt/beta-catenin signaling.	Preserve cytoplasmic TAZ, Wnt3A and CK1delta/epsilon context; distinguish TAZ from YAP and do not infer terminal-TF output.	LITEXP:004158
M21B-LITEXP-4109	M21B-DOWNSTREAM:03304	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			Hippo-TGFbeta-YAP-SMAD7-negative-feedback	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-008078	M21B-LITEXP-4109	M21B-DOWNSTREAM-EVID:004688	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:12118366; DOI:10.1038/sj.onc.1205623	Primary evidence record M21B-DOWNSTREAM-EVID:004688; functional output remains unasserted.	curated_primary_route	YAP65 associates with SMAD7 and facilitates SMAD7 recruitment to activated TGF-beta receptor I, potentiating inhibitory regulation of TGF-beta-SMAD signaling.	Preserve YAP65/SMAD7, activated TbetaRI and inhibitory-feedback context; do not infer terminal transcription or SCI function.	LITEXP:004159
