candidate_id	review_record_path	review_source_namespace	review_evidence_id	source_edge_ids	review_handoff_ids	review_status	tf_entity	target_or_program_label	target_class	relation_type	evidence_layer	stable_citations	species	cell_type_model	assay_or_perturbation	output_evidence_class	output_language	output_product_labels	gene_form_id	product_form_id	product_form_ids	transition_id	transition_ids	traversal_status	causal_status	candidate_status	context_limitations
OUT:00001	work/module21_relay/module21a_batch198_review.tsv	module21a	M20A-EXT-0737	M20B-E002512		reviewed_relay_candidate	null	Ado Adora2b	source_edge_output	Adenosine activates ADORA2B/Gs and, in some cells, Gq/PLC signaling to cAMP-PKA and MAPK outputs	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	PMID:1325798; PMID:14504137; PMID:20308611; PMCID:PMC2885947; DOI:10.1161/HYPERTENSIONAHA.109.143404; PMID:24383849	human; mouse; rat	recombinant human A2B receptor cells; murine pituitary folliculostellate cells; mouse collecting-duct epithelial cells; human trophoblast cells	Adenosine/NECA or A2B-selective agonist stimulation; cAMP, PLC/PKC, p38/ERK phosphorylation; receptor antagonism; CFTR chloride secretion and IL-6/VEGF or trophoblast-function assays	target_proximal_secretion_language	target_proximal_secretion_language:secretion	Il6;Vegfa		PROTEIN:NODE10127	PROTEIN:NODE10127			requires_output_evidence	not_asserted	review_required	A2B has lower agonist affinity and strong context-dependent G-protein coupling; several studies use NECA or selective agonists rather than endogenous adenosine at native receptor levels, and no terminal TF was assigned.
OUT:00002	work/module21_relay/module21a_batch205_review.tsv	module21a	M20A-EXT-1375	M20B-E003150;M21B-E001410		reviewed_relay_candidate	CREB	Crh Crhr1	source_edge_output	CRH activates CRHR1, coupling to Gs/cAMP/PKA and context-dependent beta-arrestin/MAPK signaling; CRHR1-dependent ERK/p38 and CREB-dependent transcription produce cellular outputs	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	PMID:23371389; PMID:12485415; PMID:29305536; DOI:10.1016/j.neuropharm.2013.01.006	mouse; rat; recombinant proteins	HT22 mouse hippocampal neuronal cells; rat primary microglia; mouse adult-born olfactory-bulb neurons	CRH stimulation; CRHR1 antagonist or genetic/functional perturbation; cAMP, PKA, B-Raf/MEK/ERK, beta-arrestin2 internalization, p38, proliferation, TNF release, CREB-dependent transcription, and POU6f1 readouts	target_proximal_release_language	target_proximal_release_language:release	Tnf		PROTEIN:NODE09702	PROTEIN:NODE09702			requires_output_evidence	not_asserted	review_required	The relay is context-dependent across neuronal and microglial models, and ERK/p38 versus CREB outputs are not a single universal branch. CREB is retained as a provisional explicit endpoint for Module22A validation, not as proof of a terminal SCI program.
OUT:00003	work/module21_relay/module21a_batch114_review.tsv	module21a	M20A-EXT-1421			reviewed_relay_candidate	null	Cxcl10 Tlr4	source_edge_output	direct_chemokine_TLR4_binding_and_signal	receptor_proximal_relay	PMID:19187771; DOI:10.1016/j.cmet.2009.01.003	human; mouse	primary human islets, mouse islets, and TLR4/MD2/CD14-reconstituted HEK293 cells	125I-CXCL10 binding to TLR4/MD2/CD14, CXCL10 stimulation, TLR4 siRNA or neutralization, Akt/JNK/PAK2 assays, apoptosis, insulin secretion, and viability	target_proximal_secretion_language	target_proximal_secretion_language:secretion	Insulin		PROTEIN:NODE04909	PROTEIN:NODE04909			requires_output_evidence	not_asserted	review_required	The study supports a noncanonical CXCL10-TLR4 branch distinct from CXCL10-CXCR3; downstream TF activation was not directly measured.
OUT:00004	work/module21_relay/module21a_batch173_review.tsv	module21a	M20A-LIANA-REMAINING-0067	M21B-E000869;M24B-E000125		reviewed_relay_candidate	null	Dcn Tlr2	source_edge_output	DCN direct TLR2 binding with receptor-dependent inflammatory relay and macrophage function	binding_activation;receptor_proximal_relay;downstream_pathway_function	PMCID:PMC5029092 https://pmc.ncbi.nlm.nih.gov/articles/PMC5029092/	human decorin/TLR2 binding; mouse macrophage comparator systems	purified human decorin and recombinant human TLR2; HEK-TLR2 reporter cells; mouse thioglycollate-elicited macrophages	decorin pull-down and microscale thermophoresis; TLR2 reporter; TLR2-dependent MAPK activation and TNF/IL-12 release	target_proximal_release_language	target_proximal_release_language:release	Il12;Tnf		PROTEIN:NODE09702	PROTEIN:NODE09702			requires_output_evidence	not_asserted	review_required	Decorin also binds/signals through TLR4, and the strongest assays use soluble intact decorin plus macrophage/reporter systems. NF-kB reporter activity does not justify assigning a specific terminal TF, and no SCI receiver model was used.
OUT:00005	work/module21_relay/module21a_batch209_review.tsv	module21a	M20A-EXT-1565			reviewed_function_only	null	Egf Tnfrsf11b	source_edge_output	EGF/EGFR signaling can regulate osteoprotegerin output in a cancer-cell context, but TNFRSF11B is a downstream product rather than an EGF receptor	downstream_pathway_function	PMCID:PMC4266180; PubMed search:https://pubmed.ncbi.nlm.nih.gov/?term=EGF+TNFRSF11B	mouse; human; recombinant EGF	HEY, MCF7, and related epithelial cancer-cell models	EGF stimulation; EGFR-pathway inhibition; AKT/MAPK phosphorylation and osteoprotegerin/TNFRSF11B secretion or expression measurements	target_proximal_secretion_language	target_proximal_secretion_language:secretion	Opg		OUTPUT_PROTEIN:NODE07330				requires_output_evidence	not_asserted	review_required	The cited study supports regulation of an osteoprotegerin output in an EGFR/Rab25 context, not direct EGF-TNFRSF11B binding or receptor-proximal relay. The exact ligand-to-output relationship is cell-state dependent.
OUT:00006	work/module21_relay/module21a_batch118_review.tsv	module21a	M20A-EXT-1628	M23B-E000514;M23B-E000515;M23B-E000516		reviewed_relay_candidate	null	Fcer2a ITGAV_ITGB3	source_edge_output	Soluble CD23 binds and functionally signals through the alphaVbeta3/CD47 receptor complex to induce proinflammatory cytokine production	receptor_proximal_relay	PMID:10037797;PMCID:PMC2132927;DOI:10.1083/jcb.144.4.767;PMID:22348662	human	primary human monocytes, U937 cells, and alphaVbeta3/CD47 transfectant systems	soluble CD23 binding to purified alphaV and alphaVbeta3-positive cells; anti-alphaV, anti-beta3, anti-CD47 blockade; TNF-alpha, IL-12, and IFN-gamma release assays	target_proximal_release_language	target_proximal_release_language:release	Ifng;Il12;Tnf		PROTEIN:NODE04386	PROTEIN:NODE04386;PROTEIN:NODE09702			requires_output_evidence	not_asserted	review_required	The functional receptor includes CD47 and the direct binding evidence emphasizes alphaV and the assembled alphaVbeta3 complex; cytokine outputs do not establish a terminal TF.
OUT:00007	work/module21_relay/module21a_batch118_review.tsv	module21a	M20A-EXT-1629	M23B-E000960;M23B-E000961		reviewed_relay_candidate	null	Fcer2a ITGAX_ITGB2	source_edge_output	CD23 binds the alphaXbeta2 integrin complex and receptor ligation produces MAPK-dependent inflammatory cytokine output	receptor_proximal_relay	PMID:7621072;PMID:22348662;https://pubmed.ncbi.nlm.nih.gov/?term=CD23+CD11c+CD18	human;mouse	primary human monocytes, THP-1/U937 cells, and CD11c-positive myeloid cells	CD23-cell binding and immunoprecipitation; soluble CD23 or anti-alphaXbeta2 ligation; IL-8 and MIP-1beta release; MAPK inhibition	target_proximal_release_language	target_proximal_release_language:release	Il8						requires_output_evidence	not_asserted	review_required	The strongest evidence is human and receptor-complex based; anti-integrin stimulation does not reproduce every soluble-CD23 cytokine feature and no terminal TF was directly measured.
OUT:00008	work/module21_relay/module21a_batch215_review.tsv	module21a	M20A-EXT-1757	M20B-E003532		reviewed_relay_candidate	null	Gdf1 Acvr1b_Acvr2a	source_edge_output	GDF1 participates in a Cripto/CFC1-dependent Activin/Nodal receptor complex containing ACVR1B and ACVR2A	binding_activation;receptor_proximal_relay;downstream_pathway_function	PMID:12514096; PMCID:PMC195969; PMID:24798330; PMCID:PMC4067217	zebrafish; Xenopus; mouse/human recombinant systems	Xenopus and zebrafish developmental models; mammalian Nodal/GDF1 reporter cells; recombinant ACVR1B/ACVR2A/Cripto systems	GDF1/Nodal heterodimer production, receptor binding/crosslinking, ACVR1B and ACVR2A perturbation, Cripto-dependent reporter assays, and endoderm readouts	target_proximal_production_language	target_proximal_production_language:production	Gdf1;Nodal		PROTEIN:NODE03496	PROTEIN:NODE03496;PROTEIN:NODE06974			requires_output_evidence	not_asserted	review_required	The exact positive evidence is strongest for a CFC1/Cripto-dependent complex and often uses GDF1 as a Nodal co-ligand or heterodimer. The pair label omits CFC1, and pathway/function readouts do not by themselves prove every binary subinteraction; no terminal TF was directly assigned.
OUT:00009	work/module21_relay/module21a_batch215_review.tsv	module21a	M20A-EXT-1758	M20B-E003533		reviewed_relay_candidate	null	Gdf1 Acvr1b_Acvr2b	source_edge_output	GDF1 participates in a Cripto/CFC1-dependent Activin/Nodal receptor complex containing ACVR1B and ACVR2B	binding_activation;receptor_proximal_relay;downstream_pathway_function	PMID:12514096; PMCID:PMC195969; PMID:24798330; PMCID:PMC4067217	zebrafish; Xenopus; mouse/human recombinant systems	Xenopus and zebrafish developmental models; mammalian Nodal/GDF1 reporter cells; recombinant ACVR1B/ACVR2B/Cripto systems	GDF1/Nodal heterodimer production, receptor binding/crosslinking, ACVR1B and ACVR2B perturbation, Cripto-dependent reporter assays, and endoderm readouts	target_proximal_production_language	target_proximal_production_language:production	Gdf1;Nodal		PROTEIN:NODE03496	PROTEIN:NODE03496;PROTEIN:NODE06974			requires_output_evidence	not_asserted	review_required	The exact positive evidence is strongest for a CFC1/Cripto-dependent complex and often uses GDF1 as a Nodal co-ligand or heterodimer. ACVR2A/B usage and native stoichiometry vary by context; no terminal TF was directly measured.
OUT:00010	work/module21_relay/module21a_batch074_review.tsv	module21a	M20A-CELLCHAT-REMAINING-1281	M21B-E005547		reviewed_relay_candidate	none	Igfbp3 Tmem219	source_edge_output	IGFBP3 binds/engages TMEM219 and drives a caspase-8-associated beta-cell death/dysfunction program	ligand_receptor_binding_or_activation; receptor_proximal_relay; downstream_pathway_function	PMID:35115561; PMCID:PMC8813914; PMID:9115291	Human/mouse	Human pancreatic islets and beta-cell line; murine islets and beta-cell-specific Tmem219 loss-of-function models	IGFBP3 exposure with ecto-TMEM219 blockade, TMEM219 siRNA/genetic ablation, colocalization/immunoprecipitation, cleaved CASP8, apoptosis and insulin-secretion assays	target_proximal_secretion_language	target_proximal_secretion_language:secretion	Insulin		PROTEIN:NODE04909	PROTEIN:NODE04909			requires_output_evidence	not_asserted	review_required	The direct interaction is supported by colocalization and TMEM219 immunoprecipitation in beta-cell models, while the intracellular death-receptor relay is incompletely resolved; IGFBP3 also has IGF-independent effects and no terminal TF was assigned.
