path_expression	route_tier	missing_layers	intracellular_status	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	output_node_id	input_evidence_type	route_linkage_status	causal_status	traversal_status	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	source_scope	curation_status	expansion_id	source_queue_id	known_layers	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	output_label	pathway_name	output_evidence_type	evidence_ids	source_evidence_record_id	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	primary_locator	citation_note	evidence_summary	limitations	route_evidence_id
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0585	M21B-DOWNSTREAM:00789	ligand|receptor|intracellular_continuation|second_messenger_readout	NODE11573	Urocortin-3	M21B-E001697	NODE02475	CRHR2/CRH receptor 2	M21B-E003359	NODE04283	GNAS	Urocortin-3-CRHR2-GNAS cAMP output	Urocortin3-CRHR2-GPCR	composite_primary_receptor_gprotein_route_output	M21B-E001697;M21B-EVID-001640;M21B-DOWNSTREAM-EVID:001294;M21B-E003359;M21B-EVID-003302;PMID:11416224;PMID:32004470;DOI:10.1016/j.molcel.2020.01.013	M21B-DOWNSTREAM-EVID:001294	second_messenger_readout	human; mouse	Human and mouse Urocortin-3 characterization; stably transfected CRF-R1/CRF-R2 receptor-binding and cAMP assays with brain/peripheral expression mapping, plus UCN1-bound human CRHR2-Gs structural system	Extracellular Urocortin-3 engagement of CRHR2 with the bounded GNAS continuation and cAMP output	No SCI transfer inferred; primary model context only	Primary evidence supports Urocortin-3 as a CRHR2-selective ligand with receptor-selective cAMP signaling; the existing edge supplies the bounded GNAS continuation without asserting a TF or target gene.	Urocortin-3 receptor binding and receptor-selective cAMP assays, brain/peripheral expression mapping and CRHR2-Gs structural coupling	activating	PMID:11416224; PMID:32004470; DOI:10.1016/j.molcel.2020.01.013	Primary Urocortin-3/CRHR2 cAMP and CRHR2-Gs coupling studies	Primary evidence supports Urocortin-3 activation of CRHR2 with receptor-selective cAMP signaling; the existing edge supplies the bounded GNAS continuation.	Preserve CRHR2 selectivity, species and peptide-processing limits, and the structural UCN1-Gs comparator; do not infer ligand equivalence, SCI relevance or terminal-TF effects.	LITEXP:000585
ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	intracellular_continuation|transcription_factor	not_assayed								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	direct_edge	curated_primary_route	M21B-LITEXP-0586	M21B-DOWNSTREAM:00790	ligand|receptor|second_messenger_readout	NODE00580	ANP/NPPA	M21B-E001698	NODE08222	NPR1/GC-A/NPRA				ANP-NPR1/GC-A guanylyl-cyclase activation and cGMP output	ANP-NPR1-GC-A	primary_receptor_activation_second_messenger_output	M21B-E001698;M21B-EVID-001641;M21B-DOWNSTREAM-EVID:001295;PMID:1309330;PMID:2570358	M21B-DOWNSTREAM-EVID:001295	second_messenger_readout	human; bovine; rat	Human, bovine and rat tissue/cell receptor preparations and cloned receptor expression systems	Extracellular ANP engagement of NPR1/GC-A with receptor guanylyl-cyclase activation and cGMP output	No SCI transfer inferred; primary model context only	Primary evidence supports ANP binding to NPR1/GC-A and ANP-dependent cGMP production; no intracellular relay, TF or target gene is asserted.	ANP binding, receptor selectivity and receptor guanylyl-cyclase/cGMP production assays in tissue and cloned-receptor preparations	activating	PMID:1309330; PMID:2570358	Primary ANP/BNP/CNP receptor-selectivity and receptor-guanylyl-cyclase studies	Primary evidence supports ANP-NPR1/GC-A binding and guanylyl-cyclase activation with cGMP output, while the intracellular continuation and transcriptional layers remain unassayed in this route.	Preserve mature cyclic peptide form, receptor dimer/activation context and species/tissue assay limits; do not infer SCI relevance or terminal-TF effects.	LITEXP:000586
ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	intracellular_continuation|transcription_factor	not_assayed								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	direct_edge	curated_primary_route	M21B-LITEXP-0587	M21B-DOWNSTREAM:00791	ligand|receptor|second_messenger_readout	NODE01343	BNP/NPPB	M21B-E001699	NODE08222	NPR1/GC-A/NPRA				BNP-NPR1/GC-A guanylyl-cyclase activation and cGMP output	BNP-NPR1-GC-A	primary_receptor_activation_second_messenger_output	M21B-E001699;M21B-EVID-001642;M21B-DOWNSTREAM-EVID:001296;PMID:1309330;PMID:2570358	M21B-DOWNSTREAM-EVID:001296	second_messenger_readout	human; bovine; rat	Human, bovine and rat tissue/cell receptor preparations and cloned receptor expression systems	Extracellular BNP engagement of NPR1/GC-A with receptor guanylyl-cyclase activation and cGMP output	No SCI transfer inferred; primary model context only	Primary evidence supports BNP binding/selectivity at NPR1/GC-A and BNP-dependent cGMP production; no intracellular relay, TF or target gene is asserted.	BNP binding, receptor selectivity and receptor guanylyl-cyclase/cGMP production assays in tissue and cloned-receptor preparations	activating	PMID:1309330; PMID:2570358	Primary ANP/BNP/CNP receptor-selectivity and receptor-guanylyl-cyclase studies	Primary evidence supports BNP-NPR1/GC-A binding and guanylyl-cyclase activation with cGMP output, while the intracellular continuation and transcriptional layers remain unassayed in this route.	Preserve species-dependent BNP receptor selectivity and tissue/cloned-receptor assay limits; do not infer SCI relevance or terminal-TF effects.	LITEXP:000587
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0588	M21B-DOWNSTREAM:00792	ligand|receptor|intracellular_continuation|second_messenger_readout	NODE02265	CNP/NPPC	M21B-E001700	NODE08224	NPR2/GC-B/NPRB	M21B-E003322	NODE04266	PRKG1/cGKI	CNP-NPR2/GC-B-cGKI cGMP signaling output	CNP-NPR2-GC-B-PRKG1	composite_primary_receptor_second_messenger_route_output	M21B-E001700;M21B-EVID-001643;M21B-DOWNSTREAM-EVID:001297;M21B-E003322;M21B-EVID-003265;PMID:1309330;PMID:2570358	M21B-DOWNSTREAM-EVID:001297	second_messenger_readout	human; mouse; rat	Human, bovine and rat tissue/cell receptor preparations and cloned receptor expression systems, with mouse CNP/Nppc- and Npr2-mutant sensory-axon systems supporting cGMP-to-cGKI function	Extracellular CNP engagement of NPR2/GC-B with cGMP and the bounded PRKG1/cGKI continuation	No traumatic-SCI transfer inferred; primary sensory-axon models only	Primary evidence supports CNP selectivity and CNP-dependent cGMP production through NPR2/GC-B; the existing edge supplies the bounded cGMP-to-PRKG1/cGKI continuation without asserting a TF or target gene.	CNP binding/selectivity and cGMP production assays, mouse CNP/Nppc and Npr2 mutant sensory-axon systems, cGKI-deficient comparison and axon-bifurcation tracing	activating	PMID:1309330; PMID:2570358; PMID:19805384; PMCID:PMC2757798	Primary CNP/NPR2 receptor-guanylyl-cyclase and sensory-axon cGMP-cGKI studies	Primary evidence supports CNP activation of NPR2/GC-B with cGMP output; existing graph evidence adds a bounded PRKG1/cGKI continuation linked to sensory-axon function.	Preserve CNP-selective receptor context and sensory-axon model boundaries; the NPR2-to-PRKG1/cGKI relation is pathway evidence rather than a direct physical-binding claim, and no SCI or terminal-TF inference is made.	LITEXP:000588
ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	intracellular_continuation|transcription_factor	not_assayed								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	direct_edge	curated_primary_route	M21B-LITEXP-0589	M21B-DOWNSTREAM:00793	ligand|receptor|second_messenger_readout	NODE04532	Guanylin/GUCA2A	M21B-E001704	NODE04536	GUCY2C/GC-C				Guanylin-GUCY2C/GC-C activation and cGMP output	Guanylin-GUCY2C-GC-C	primary_receptor_activation_second_messenger_output	M21B-E001704;M21B-EVID-001647;M21B-DOWNSTREAM-EVID:001298;PMID:9309586	M21B-DOWNSTREAM-EVID:001298	second_messenger_readout	human	Human T84 colon carcinoma cells expressing GC-C, with synthetic mature guanylin peptide assays	Extracellular mature guanylin engagement of GUCY2C/GC-C with receptor activation and cGMP output	No SCI transfer inferred; intestinal epithelial comparator context only	Primary evidence supports mature disulfide-bonded guanylin activation of GUCY2C/GC-C with cGMP output; no intracellular relay, TF or target gene is asserted.	Synthetic mature guanylin peptide, disulfide/isomer controls and GC-C activation/cGMP bioassays in T84 cells	activating	PMID:9309586	Primary guanylin/GC-C activation and cGMP bioassay study	Primary evidence supports mature guanylin activation of GUCY2C/GC-C with cGMP output, while the intracellular continuation and transcriptional layers remain unassayed in this route.	Preserve mature peptide conformation, disulfide/isomer requirements and intestinal epithelial comparator limits; do not infer SCI relevance or terminal-TF effects.	LITEXP:000589
ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	intracellular_continuation|transcription_factor	not_assayed								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	direct_edge	curated_primary_route	M21B-LITEXP-0590	M21B-DOWNSTREAM:00794	ligand|receptor|second_messenger_readout	NODE11575	Uroguanylin/GUCA2B	M21B-E001705	NODE04536	GUCY2C/GC-C				Uroguanylin-GUCY2C/GC-C activation and cGMP output	Uroguanylin-GUCY2C-GC-C	primary_receptor_activation_second_messenger_output	M21B-E001705;M21B-EVID-001648;M21B-DOWNSTREAM-EVID:001299;PMID:9309586	M21B-DOWNSTREAM-EVID:001299	second_messenger_readout	human	Human T84 colon carcinoma cells expressing GC-C, with synthetic mature uroguanylin peptide assays	Extracellular mature uroguanylin engagement of GUCY2C/GC-C with receptor activation and cGMP output	No SCI transfer inferred; intestinal epithelial comparator context only	Primary evidence supports mature disulfide-bonded uroguanylin activation of GUCY2C/GC-C with cGMP output; no intracellular relay, TF or target gene is asserted.	Synthetic mature uroguanylin peptide, disulfide/isomer controls and GC-C activation/cGMP bioassays in T84 cells	activating	PMID:9309586	Primary uroguanylin/GC-C activation and cGMP bioassay study	Primary evidence supports mature uroguanylin activation of GUCY2C/GC-C with cGMP output, while the intracellular continuation and transcriptional layers remain unassayed in this route.	Preserve mature peptide conformation, disulfide/isomer requirements and intestinal epithelial comparator limits; do not infer SCI relevance or terminal-TF effects.	LITEXP:000590
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0591	M21B-DOWNSTREAM:00800	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	NODE09418	PTH(1-34)	M21B-E001714	NODE09421	PTH1R	M21B-E001820	NODE04283	GNAS	PTH(1-34)-PTH1R-GNAS cAMP/PLC, phosphorylation and internalization output	PTH1-34-PTH1R-GPCR	composite_primary_receptor_gprotein_route_output	M21B-E001714;M21B-EVID-001657;M21B-DOWNSTREAM-EVID:001315;M21B-E001820;M21B-EVID-001763;PMID:15016722	M21B-DOWNSTREAM-EVID:001315	phosphorylation_or_activation_readout	human	Human PTH1R-EGFP expressed in kidney distal convoluted tubule cells with PTH(1-34) stimulation and receptor-trafficking assays	Extracellular mature PTH(1-34) engagement of PTH1R with the bounded GNAS continuation and cAMP/PLC, receptor-phosphorylation and internalization outputs	No SCI transfer inferred; primary model context only	Primary evidence supports PTH(1-34)-stimulated adenylyl cyclase, PLC, PTH1R phosphorylation and clathrin/dynamin-dependent endocytosis; existing graph evidence supplies the bounded GNAS continuation without asserting a TF or target gene.	PTH(1-34) stimulation, adenylyl cyclase/PLC assays, receptor phosphorylation, quantitative fluorescence microscopy and clathrin/dynamin endocytosis perturbation	activating	PMID:15016722	Primary PTH(1-34)/PTH1R proximal signaling and endocytosis study	Primary evidence supports PTH(1-34) activation of PTH1R with cAMP/PLC, receptor phosphorylation and internalization outputs; existing graph evidence supplies the bounded GNAS continuation.	Preserve mature PTH form, human kidney-cell model and GPCR-trafficking boundaries; do not infer SCI relevance or terminal-TF effects.	LITEXP:000591
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0592	M21B-DOWNSTREAM:00801	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	NODE09428	PTHLH/PTHrP(1-34/1-36)	M21B-E001715	NODE09421	PTH1R	M21B-E001820	NODE04283	GNAS	PTHrP(1-34/1-36)-PTH1R-GNAS Gs/Gq, beta-arrestin, ERK and internalization output	PTHrP-PTH1R-GPCR	composite_primary_receptor_gprotein_route_output	M21B-E001715;M21B-EVID-001658;M21B-DOWNSTREAM-EVID:001316;M21B-E001820;M21B-EVID-001763;PMID:23516330	M21B-DOWNSTREAM-EVID:001316	phosphorylation_or_activation_readout	human	Human PTH1R functional assays in engineered cells with PTHrP(1-34) and related peptide stimulation	Extracellular N-terminal PTHrP engagement of PTH1R with the bounded GNAS continuation and Gs/Gq, beta-arrestin, ERK and internalization outputs	No SCI transfer inferred; primary model context only	Primary evidence supports PTHrP(1-34) signaling through PTH1R with Gs/Gq signaling, beta-arrestin recruitment, ERK1/2 phosphorylation and receptor internalization; existing graph evidence supplies the bounded GNAS continuation without asserting a TF or target gene.	PTHrP(1-34) and related peptide stimulation, Gs/Gq signaling, beta-arrestin recruitment, ERK1/2 phosphorylation and receptor-internalization assays	activating	PMID:23516330	Primary PTHrP/PTH1R biased-signaling and receptor-trafficking study	Primary evidence supports PTHrP N-terminal activation of PTH1R with Gs/Gq, beta-arrestin, ERK and internalization outputs; existing graph evidence supplies the bounded GNAS continuation.	Preserve the N-terminal peptide domain, engineered human PTH1R assay and biased-signaling limits; do not infer SCI relevance or terminal-TF effects.	LITEXP:000592
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0593	M21B-DOWNSTREAM:00804	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	NODE11571	Urocortin-2	M21B-E001726	NODE02475	CRHR2/CRH receptor 2	M21B-E003359	NODE04283	GNAS	Urocortin-2-CRHR2-GNAS central Fos/autonomic activation output	Urocortin2-CRHR2-GPCR	composite_primary_receptor_gprotein_route_output	M21B-E001726;M21B-EVID-001669;M21B-DOWNSTREAM-EVID:001319;M21B-E003359;M21B-EVID-003302;PMID:11226328;PMID:32004470;DOI:10.1016/j.molcel.2020.01.013	M21B-DOWNSTREAM-EVID:001319	phosphorylation_or_activation_readout	mouse; human comparator	Mouse Urocortin-2 peptide and cloned/expressed CRF receptor systems with receptor-selective binding, central rodent administration, Fos and autonomic/feeding readouts, plus UCN1-bound human CRHR2-Gs structural system	Extracellular Urocortin-2 engagement of CRHR2 with the bounded GNAS continuation and central Fos/autonomic activation output	No SCI transfer inferred; primary central autonomic/feeding model context only	Primary evidence supports selective Urocortin-2 binding to CRHR2 and peptide-induced central Fos/autonomic and feeding responses consistent with receptor activation; existing graph evidence supplies the bounded GNAS continuation without asserting Fos as a target-gene claim.	Urocortin-2 receptor-selective binding, central rodent administration, Fos/autonomic/feeding readouts and CRHR2-Gs structural coupling	activating	PMID:11226328; PMID:32004470; DOI:10.1016/j.molcel.2020.01.013	Primary Urocortin-2/CRHR2 activation and CRHR2-Gs coupling studies	Primary evidence supports Urocortin-2 activation of CRHR2 with central Fos/autonomic responses; existing graph evidence supplies the bounded GNAS continuation.	Preserve peptide selectivity, central autonomic/feeding context and the UCN1 structural comparator; do not infer Fos as a terminal target gene, SCI relevance or ligand-equivalent signaling.	LITEXP:000593
ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	intracellular_continuation|transcription_factor	not_assayed								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	direct_edge	curated_primary_route	M21B-LITEXP-0594	M21B-DOWNSTREAM:00805	ligand|receptor|phosphorylation_or_activation_readout	NODE10962	TGFA/TGF-alpha	M21B-E001733	NODE03112	EGFR				TGF-alpha-EGFR tyrosine-phosphorylation and proliferation output	TGFA-EGFR	primary_receptor_activation_phosphorylation_output	M21B-E001733;M21B-EVID-001676;M21B-DOWNSTREAM-EVID:001321;PMID:2755700	M21B-DOWNSTREAM-EVID:001321	phosphorylation_or_activation_readout	human; mouse cell model	NIH3T3 cells overexpressing human EGFR with autocrine TGF-alpha, proliferation and EGFR tyrosine-phosphorylation assays	Extracellular TGF-alpha engagement of EGFR with receptor tyrosine-phosphorylation and proliferation output	No CNS or SCI transfer inferred; EGFR-overexpressing fibroblast model only	Primary evidence supports extracellular TGF-alpha/EGFR interaction in an EGFR-overexpressing NIH3T3 autocrine model with TGF-alpha-dependent proliferation and EGFR tyrosine phosphorylation; no intracellular relay, TF or target gene is asserted.	NIH3T3 EGFR-overexpression/autocrine TGF-alpha model, extracellular interaction and antibody perturbation, proliferation and EGFR tyrosine-phosphorylation assays	activating	PMID:2755700	Primary TGF-alpha/EGFR autocrine activation and proliferation study	Primary evidence supports TGF-alpha-dependent EGFR tyrosine phosphorylation and proliferation, while the intracellular continuation and transcriptional layers remain unassayed in this route.	Preserve the EGFR-overexpressing NIH3T3/autocrine model and ligand-specific context; do not infer a CNS/SCI branch, universal EGFR relay or terminal-TF effects.	LITEXP:000594
