expansion_id	source_queue_id	route_status	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	target_output_form_id	output_node_id	output_label	output_form_id	bridge_id	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_chain_id	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	primary_locator	citation_note	evidence_summary	limitations	curation_status	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	route_evidence_id
M21B-LITEXP-4214	M21B-DOWNSTREAM:00455	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE06000	JAG1	M21B-E001114	NODE08203	NOTCH2 receptor												JAG1-NOTCH2 receptor cleavage, nuclear translocation and RBP-Jkappa reporter output			JAG1-NOTCH2-canonical-Notch	primary_literature_route_expansion	primary_ligand_receptor_processing_and_reporter_output	M21B-E001114;M21B-EVID-001057;M21B-DOWNSTREAM-EVID:000793;M21B-DOWNSTREAM-EVID:000794;M21B-DOWNSTREAM-EVID:000795;M21B-DOWNSTREAM-EVID:000796;PMID:10958687;DOI:10.1128/MCB.20.18.6913-6922.2000	M21B-LITEXP-4214	M21B-DOWNSTREAM-EVID:000795	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	reporter_readout	PMID:10958687; DOI:10.1128/MCB.20.18.6913-6922.2000	Primary Jagged1-Notch2 coculture study measuring receptor processing, nuclear translocation, hyperphosphorylation and RBP-Jkappa reporter activity.	Primary-supported claim: Jagged1 binding to Notch2 induces receptor cleavage, nuclear translocation and hyperphosphorylation in cell-based activation assays. Primary model/assay: CHO/BaF3 ligand-receptor coculture with full-length Jagged1 and Notch2, receptor processing, nuclear translocation/hyperphosphorylation and RBP-Jkappa reporter assays.	Promote exact Jagged1-Notch2 activation only in the tested ligand-presentation/cell context; preserve canonical Notch processing and no terminal-TF or SCI inference. Intracellular continuation, TF and target gene remain unresolved.	curated_primary_route	as stated in primary model/assay	CHO/BaF3 ligand-receptor coculture with full-length Jagged1 and Notch2, receptor processing, nuclear translocation/hyperphosphorylation and RBP-Jkappa reporter assays	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	Primary JAG1-NOTCH2 processing and reporter output evidence; intracellular continuation and TF unresolved	Jagged1-Notch2 ligand-receptor coculture, receptor processing, nuclear translocation and RBP-Jkappa reporter assays	activating	direct_edge	LITEXP:000095
M21B-LITEXP-4215	M21B-DOWNSTREAM:00456	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE06010	JAG2	M21B-E001115	NODE08203	NOTCH2 receptor												JAG2-NOTCH2 receptor cleavage, nuclear translocation and RBP-Jkappa reporter output			JAG2-NOTCH2-canonical-Notch	primary_literature_route_expansion	primary_ligand_receptor_processing_and_reporter_output	M21B-E001115;M21B-EVID-001058;M21B-DOWNSTREAM-EVID:000797;M21B-DOWNSTREAM-EVID:000798;M21B-DOWNSTREAM-EVID:000799;M21B-DOWNSTREAM-EVID:000800;PMID:10958687;DOI:10.1128/MCB.20.18.6913-6922.2000	M21B-LITEXP-4215	M21B-DOWNSTREAM-EVID:000799	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	reporter_readout	PMID:10958687; DOI:10.1128/MCB.20.18.6913-6922.2000	Primary Jagged2-Notch2 coculture study measuring receptor processing, nuclear translocation, hyperphosphorylation and RBP-Jkappa reporter activity.	Primary-supported claim: Jagged2 binding to Notch2 induces receptor cleavage, nuclear translocation and hyperphosphorylation in cell-based activation assays. Primary model/assay: CHO/BaF3 ligand-receptor coculture with full-length Jagged2 and Notch2, receptor processing, nuclear translocation/hyperphosphorylation and RBP-Jkappa reporter assays.	Promote exact Jagged2-Notch2 activation only in the tested ligand-presentation/cell context; preserve presentation dependence and no terminal-TF or SCI inference. Intracellular continuation, TF and target gene remain unresolved.	curated_primary_route	as stated in primary model/assay	CHO/BaF3 ligand-receptor coculture with full-length Jagged2 and Notch2, receptor processing, nuclear translocation/hyperphosphorylation and RBP-Jkappa reporter assays	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	Primary JAG2-NOTCH2 processing and reporter output evidence; intracellular continuation and TF unresolved	Jagged2-Notch2 ligand-receptor coculture, receptor processing, nuclear translocation and RBP-Jkappa reporter assays	activating	direct_edge	LITEXP:000096
M21B-LITEXP-4216	M21B-DOWNSTREAM:00458	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE08979	Phosphatidylserine/PtdSer	M21B-E001117	NODE11410	TREM2												Externalized phosphatidylserine-TREM2-DAP12 reporter and apoptotic-cell recognition output			PtdSer-TREM2-DAP12-phagocytosis	primary_literature_route_expansion	primary_ligand_receptor_and_reporter_output	M21B-E001117;M21B-EVID-001060;M21B-DOWNSTREAM-EVID:000803;PMID:31101881;PMCID:PMC6525155;DOI:10.1038/s41598-019-43535-6	M21B-LITEXP-4216	M21B-DOWNSTREAM-EVID:000803	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	reporter_readout	PMID:31101881; PMCID:PMC6525155; DOI:10.1038/s41598-019-43535-6	Primary phosphatidylserine-TREM2 study using TREM2-DAP12 reporter cells, apoptotic-cell recognition and blockade assays.	Primary-supported claim: Externalized phosphatidylserine on apoptotic cells activates TREM2-DAP12 reporter signaling and is linked to apoptotic-cell recognition by microglia. Primary model/assay: Jurkat TREM2-DAP12 reporter cells, apoptotic Neuro2a cells, purified phosphatidylserine-coated wells, anti-TREM2 blockade and aminophospholipid perturbation assays.	Promote only as externalized/apoptotic-cell phosphatidylserine-TREM2-DAP12 activation; preserve lipid presentation and reporter/microglial context, with no traumatic-SCI transfer or terminal-TF inference. Intracellular continuation remains unresolved.	curated_primary_route	as stated in primary model/assay	Jurkat TREM2-DAP12 reporter cells, apoptotic Neuro2a cells, purified phosphatidylserine-coated wells, anti-TREM2 blockade and aminophospholipid perturbation assays	extracellular ligand to plasma-membrane receptor or receptor complex	no traumatic-SCI transfer inferred; primary model context only	Primary externalized phosphatidylserine-TREM2-DAP12 reporter evidence; intracellular continuation and TF unresolved	TREM2-DAP12 reporter cells, apoptotic Neuro2a cells, phosphatidylserine-coated wells and anti-TREM2 blockade	activating	direct_edge	LITEXP:000097
M21B-LITEXP-4217	M21B-DOWNSTREAM:00459	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE01422	C1q/complement component 1q	M21B-E001118	NODE11410	TREM2												C1q-TREM2 complement-suppressive synaptic-engulfment output			C1q-TREM2-complement-suppression	primary_literature_route_expansion	primary_ligand_receptor_and_engulfment_output	M21B-E001118;M21B-EVID-001061;M21B-DOWNSTREAM-EVID:000804;M21B-DOWNSTREAM-EVID:000805;M21B-DOWNSTREAM-EVID:000806;PMID:37442133;DOI:10.1016/j.immuni.2023.06.016	M21B-LITEXP-4217	M21B-DOWNSTREAM-EVID:000804	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phagocytosis_or_engulfment	PMID:37442133; DOI:10.1016/j.immuni.2023.06.016	Primary C1q-TREM2 binding and complement-suppressive synaptic-engulfment study.	Primary-supported claim: TREM2 binds C1q with high affinity and suppresses classical complement activation, limiting complement-mediated synaptic elimination. Primary model/assay: recombinant TREM2/C1q binding and peptide-mapping assays, human Alzheimer-brain TREM2-C1q complexes, mutant-tau mouse microglial synaptic-engulfment model and TREM2-peptide rescue.	Promote as C1q-TREM2 binding with complement-suppressive function; preserve soluble/peptide versus membrane-receptor context and Alzheimer/neurodegeneration model limits, with no SCI or terminal-TF inference. Intracellular continuation remains unresolved.	curated_primary_route	human; mouse	Recombinant TREM2/C1q binding and peptide-mapping assays, human Alzheimer-brain TREM2-C1q complexes, mutant-tau mouse microglial synaptic-engulfment model and TREM2-peptide rescue	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	Primary C1q-TREM2 complement-suppressive output evidence; intracellular continuation and TF unresolved	TREM2/C1q binding, peptide mapping, Alzheimer-brain complexes and microglial synaptic-engulfment model	inhibitory	direct_edge	LITEXP:000098
M21B-LITEXP-4218	M21B-DOWNSTREAM:00460	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE10560	Sphingosine-1-phosphate/S1P	M21B-E001119	NODE11410	TREM2												S1P-TREM2-DAP12-associated microglial phagocytosis output			S1P-TREM2-DAP12-phagocytosis	primary_literature_route_expansion	primary_ligand_receptor_and_phagocytosis_output	M21B-E001119;M21B-EVID-001062;M21B-DOWNSTREAM-EVID:000807;PMID:35847502;PMCID:PMC9279640;DOI:10.1016/j.apsb.2021.10.012;PMID:40487648	M21B-LITEXP-4218	M21B-DOWNSTREAM-EVID:000807	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phagocytosis_or_engulfment	PMID:35847502; PMCID:PMC9279640; DOI:10.1016/j.apsb.2021.10.012; PMID:40487648	Primary S1P-TREM2 binding and microglial phagocytosis study with a later author-correction notice.	Primary-supported claim: S1P binds TREM2 and promotes TREM2-DAP12-dependent microglial phagocytosis in ischemic-brain models. Primary model/assay: MST, SPR and LC-MS/MS binding assays; TREM2-DAP12-transfected CHO cells, TREM2-knockdown microglia, D104 mutation and Trem2-null ischemic-stroke mice.	Promote only at the reported S1P-TREM2-DAP12/phagocytosis layer; preserve ischemic-stroke model and S1P/FTY720 distinction. The primary record has a later author-correction notice (PMID:40487648), not a retraction; no traumatic-SCI or terminal-TF inference.	curated_primary_route	as stated in primary model/assay	MST, SPR and LC-MS/MS binding assays; TREM2-DAP12-transfected CHO cells, TREM2-knockdown microglia, D104 mutation and Trem2-null ischemic-stroke mice	extracellular ligand to plasma-membrane receptor or receptor complex	no traumatic-SCI transfer inferred; primary model context only	Primary S1P-TREM2-DAP12 phagocytosis evidence; intracellular continuation and TF unresolved	S1P-TREM2 binding, TREM2-DAP12 reporter, knockdown, D104 mutation and Trem2-null ischemic-stroke assays	activating	direct_edge	LITEXP:000099
M21B-LITEXP-4219	M21B-DOWNSTREAM:00461	retained_evidence_route	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|output	transcription_factor|target_gene_expression	explicit_receptor_proximal_edge	NODE08979	Phosphatidylserine/PtdSer	M21B-E001117	NODE11410	TREM2	M21B-E001121	NODE05601	INPP5D/SHIP1									TREM2-DAP12 pY65-SHIP1 competitive inhibitory PI3K/ERK/Vav/Ca2+ output			DAP12-pY65-INPP5D-inhibitory-relay	primary_literature_route_expansion	primary_receptor_proximal_inhibitory_output	M21B-E001117;M21B-E001121;M21B-EVID-001064;M21B-DOWNSTREAM-EVID:000808;PMID:20484116;PMCID:PMC2900152;DOI:10.1074/jbc.M110.112540	M21B-LITEXP-4219	M21B-DOWNSTREAM-EVID:000808	literature_expansion:lr_pair_resolved_by_receptor_identity_alias:TREM2-DAP12;receptor_proximal_evidence_remains_context_bound	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	PMID:20484116; PMCID:PMC2900152; DOI:10.1074/jbc.M110.112540	Primary DAP12 ITAM pY65-SHIP1/INPP5D recruitment study in TREM2-ligation and osteoclast contexts.	Primary-supported claim: DAP12 ITAM pY65 phosphopeptide recruits SHIP1/INPP5D through SH2-dependent binding and attenuates PI3K-associated signaling after TREM2 ligation. Primary model/assay: mouse bone-marrow macrophages/pre-osteoclasts and osteoclasts with TREM2 ligation, DAP12 pY65 phosphopeptide pull-down/SH2 dependence, SHIP1 recruitment, PI3K/ERK/Vav/Ca2+ and osteoclastogenesis readouts.	Promote as an inhibitory/competitive pY65 ITAM recruitment edge; preserve TREM2-ligation and osteoclast context, and do not treat SHIP1 as a productive activation target or infer SCI/terminal-TF output.	curated_primary_route	mouse	Mouse bone-marrow macrophages/pre-osteoclasts and osteoclasts; TREM2 ligation, DAP12 pY65 phosphopeptide pull-down/SH2-dependence, SHIP1 recruitment, PI3K/ERK/Vav/Ca2+ and osteoclastogenesis readouts	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	Primary TREM2-DAP12 pY65-INPP5D inhibitory relay; terminal TF and target gene unresolved	TREM2 ligation, DAP12 pY65 phosphopeptide pull-down, SHIP1 recruitment and PI3K/ERK/Vav/Ca2+ assays	inhibitory	direct_edge	LITEXP:000100
M21B-LITEXP-4220	M21B-DOWNSTREAM:00462	retained_evidence_route	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|output	transcription_factor|target_gene_expression	explicit_receptor_proximal_edge	NODE08979	Phosphatidylserine/PtdSer	M21B-E001117	NODE11410	TREM2	M21B-E001122	NODE02919	DOK3									TREM2-DAP12-DOK3 inhibitory macrophage ERK/cytokine output			DAP12-DOK3-inhibitory-macrophage-relay	primary_literature_route_expansion	primary_receptor_proximal_inhibitory_output	M21B-E001117;M21B-E001122;M21B-EVID-001065;M21B-DOWNSTREAM-EVID:000809;M21B-DOWNSTREAM-EVID:000810;M21B-DOWNSTREAM-EVID:000811;M21B-DOWNSTREAM-EVID:000812;PMCID:PMC3923308;DOI:10.1371/journal.pone.0073891	M21B-LITEXP-4220	M21B-DOWNSTREAM-EVID:000812	literature_expansion:lr_pair_resolved_by_receptor_identity_alias:TREM2-DAP12;receptor_proximal_evidence_remains_context_bound	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMCID:PMC3923308; DOI:10.1371/journal.pone.0073891	Primary DAP12-DOK3 association and inhibitory macrophage signaling study.	Primary-supported claim: DAP12 and DOK3 physically associate in macrophage systems, with DAP12-dependent DOK3 phosphorylation/translocation and suppression of inflammatory outputs. Primary model/assay: mouse bone-marrow/peritoneal macrophages and RAW264.7 cells with low-dose LPS, DAP12/TREM2 perturbation, DAP12-DOK3 association, DOK3 phosphorylation/translocation, ERK and cytokine readouts.	Promote adaptor association/inhibitory relay only; the primary did not detect in-vivo association at its single challenge time point, so do not claim direct TREM2-DOK3 binding or universal macrophage suppression.	curated_primary_route	mouse	Mouse bone-marrow/peritoneal macrophages and RAW264.7 cells; low-dose LPS, DAP12/TREM2 perturbation, DAP12-DOK3 association, DOK3 phosphorylation/translocation, ERK and cytokine readouts	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	Primary TREM2-DAP12-DOK3 inhibitory relay; terminal TF and target gene unresolved	DAP12/TREM2 perturbation, DAP12-DOK3 association, DOK3 phosphorylation/translocation, ERK and cytokine assays	inhibitory	direct_edge	LITEXP:000101
M21B-LITEXP-4221	M21B-DOWNSTREAM:00463	retained_evidence_route	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|output	transcription_factor|target_gene_expression	explicit_receptor_proximal_edge	NODE01422	C1q/complement component 1q	M21B-E000706	NODE01872	CD33/SIGLEC3	M21B-E001136	NODE09496	PTPN6/SHP1									C1q-CD33 pY340-SHP1-associated inhibitory phosphatase output			CD33-pY340-PTPN6	primary_literature_route_expansion	primary_receptor_proximal_inhibitory_output	M21B-E000706;M21B-E001136;M21B-EVID-001069;M21B-DOWNSTREAM-EVID:000815;M21B-DOWNSTREAM-EVID:000816;PMID:10206955;PMID:10887109;DOI:10.1074/jbc.274.17.11505	M21B-LITEXP-4221	M21B-DOWNSTREAM-EVID:000816	literature_expansion:lr_pair_resolved_by_receptor_identity_alias:CD33;receptor_proximal_evidence_remains_context_bound	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	PMID:10206955; PMID:10887109; DOI:10.1074/jbc.274.17.11505	Primary CD33/Siglec-3 ITIM phosphotyrosine and SHP1/SHP2 recruitment study.	Primary-supported claim: CD33/Siglec-3 pY340-associated SHP1 recruitment is supported by receptor phosphotyrosine and phosphatase-binding studies. Primary model/assay: receptor tyrosine-phosphorylation and SHP1/SHP2 association assays in the cited myeloid receptor systems.	Promote the pY340-SHP1 receptor-proximal branch while preserving the parallel SHP2 observation and the bounded receptor-ligation context. TF and target-gene layers remain unresolved.	curated_primary_route	as stated in primary model/assay	Myeloid receptor phosphotyrosine and SHP1/SHP2 association assays as reported in the primary studies	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	Primary C1q-CD33 pY340-SHP1 branch; terminal TF and target gene unresolved	CD33 pY340 phosphorylation and SHP1/SHP2 association assays	inhibitory	direct_edge	LITEXP:000102
M21B-LITEXP-4222	M21B-DOWNSTREAM:00465	retained_evidence_route	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|output	transcription_factor|target_gene_expression	explicit_receptor_proximal_edge	NODE01922	CD47	M21B-E000179	NODE10344	SIRPA/SIRPalpha	M21B-E001126	NODE09496	PTPN6/SHP1									CD47-SIRPA-SHP1 receptor-proximal inhibitory JAK2/STAT1 and PI3K/Rac1/NOX output			SIRPA-SHP1-inhibitory-ITIM	primary_literature_route_expansion	primary_receptor_proximal_inhibitory_output	M21B-E000179;M21B-E001126;M21B-EVID-001069;M21B-DOWNSTREAM-EVID:000815;M21B-DOWNSTREAM-EVID:000816;PMID:16055727;PMCID:PMC1190262	M21B-LITEXP-4222	M21B-DOWNSTREAM-EVID:000816	literature_expansion:lr_pair_resolved_by_receptor_identity_alias:SIRPA;receptor_proximal_evidence_remains_context_bound	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	PMID:16055727; PMCID:PMC1190262	Primary SIRPalpha ligation study measuring SHP1/SHP2 recruitment and context-dependent JAK2/STAT1, PI3K/Rac1/NOX outputs.	Primary-supported claim: SIRPalpha ligation recruits SHP1/SHP2 in macrophages and supports inhibitory receptor-proximal signaling with context-dependent effects on JAK2/STAT1 and PI3K/Rac1/NOX outputs. Primary model/assay: macrophages exposed to SIRPalpha antibody ligation or soluble CD47 with SHP1/SHP2 recruitment and JAK2/STAT1, PI3K/Rac1/NOX/H2O2/NO readouts.	Promote receptor-proximal recruitment rather than exact site-mapped docking; preserve CD47/antibody-ligation and macrophage context, including the reported context-dependent activating NO branch. TF and target-gene layers remain unresolved.	curated_primary_route	as stated in primary model/assay	Macrophages exposed to SIRPalpha antibody ligation or soluble CD47; SHP1/SHP2 recruitment and JAK2/STAT1, PI3K/Rac1/NOX/H2O2/NO readouts	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	Primary CD47-SIRPA-SHP1 receptor-proximal evidence; terminal TF and target gene unresolved	SIRPalpha antibody ligation or soluble CD47, SHP1/SHP2 recruitment and JAK2/STAT1, PI3K/Rac1/NOX assays	inhibitory	direct_edge	LITEXP:000103
M21B-LITEXP-4223	M21B-DOWNSTREAM:00466	retained_evidence_route	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|output	transcription_factor|target_gene_expression	explicit_receptor_proximal_edge	NODE01922	CD47	M21B-E000179	NODE10344	SIRPA/SIRPalpha	M21B-E001127	NODE09480	PTPN11/SHP2									CD47-SIRPA-SHP2 receptor-proximal JAK2/PI3K and redox output			SIRPA-SHP2-inhibitory-ITIM	primary_literature_route_expansion	primary_receptor_proximal_inhibitory_output	M21B-E000179;M21B-E001127;M21B-EVID-001070;M21B-DOWNSTREAM-EVID:000817;M21B-DOWNSTREAM-EVID:000818;PMID:16055727;PMCID:PMC1190262	M21B-LITEXP-4223	M21B-DOWNSTREAM-EVID:000818	literature_expansion:lr_pair_resolved_by_receptor_identity_alias:SIRPA;receptor_proximal_evidence_remains_context_bound	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	PMID:16055727; PMCID:PMC1190262	Primary SIRPalpha ligation study measuring SHP2 recruitment and context-dependent JAK2/PI3K and redox outputs.	Primary-supported claim: SIRPalpha ligation recruits SHP2 in macrophages and supports receptor-proximal phosphatase-associated signaling with context-dependent JAK2/PI3K and redox outputs. Primary model/assay: macrophages exposed to SIRPalpha antibody ligation or soluble CD47 with SHP1/SHP2 recruitment and JAK2/STAT1, PI3K/Rac1/NOX/H2O2/NO readouts.	Promote receptor-proximal recruitment rather than exact site-mapped docking; preserve CD47/antibody-ligation and macrophage context, and do not collapse SHP2 with SHP1 or infer universal inhibitory output, SCI or terminal-TF output.	curated_primary_route	as stated in primary model/assay	Macrophages exposed to SIRPalpha antibody ligation or soluble CD47; SHP1/SHP2 recruitment and JAK2/STAT1, PI3K/Rac1/NOX/H2O2/NO readouts	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	Primary CD47-SIRPA-SHP2 receptor-proximal evidence; terminal TF and target gene unresolved	SIRPalpha antibody ligation or soluble CD47, SHP1/SHP2 recruitment and JAK2/PI3K/redox assays	unknown	direct_edge	LITEXP:000104
