evidence_id	regulator_key	regulator_symbol	species_scope	evidence_layer	support_kind	cell_or_model	assay_or_perturbation	observation	effect_direction	primary_citation	corroborating_citation	route_or_module_relevance	target_pair_scope	exportable	canonical_write_performed	limitations
public_tf_evidence_batch023_regulator_kdm3b	kdm3b	KDM3B/JMJD1B	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human leukemia and prostate chromatin models	H3K9 demethylase occupancy and perturbation	KDM3B has nonqueued LMO2 and broad chromatin-regulatory evidence.	queued-pair direction not established except explicitly recorded limited associations	https://pubmed.ncbi.nlm.nih.gov/22615488/	https://pubmed.ncbi.nlm.nih.gov/31592194/	noncanonical chromatin-demethylase capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Profile, chromatin, cofactor, machinery, epigenetic, and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch023_regulator_cbx2	cbx2	CBX2	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse spermatogonia and PRC1 models	CUT&RUN, occupancy, inducible loss, and expression	CBX2 occupies and regulates nonqueued differentiation loci such as Foxc2, Pax7, and Sall4.	queued-pair direction not established except explicitly recorded limited associations	https://pmc.ncbi.nlm.nih.gov/articles/PMC10499018/	https://pmc.ncbi.nlm.nih.gov/articles/PMC5503153/	noncanonical chromatin-repressor capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Profile, chromatin, cofactor, machinery, epigenetic, and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch023_regulator_kdm7a	kdm7a	KDM7A/KIAA1718	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human MKL1 and androgen-receptor chromatin models	promoter occupancy, recruitment, and expression assays	KDM7A regulates nonqueued RHOJ and androgen-receptor target loci through recruited complexes.	queued-pair direction not established except explicitly recorded limited associations	https://pubmed.ncbi.nlm.nih.gov/34249916/	https://pubmed.ncbi.nlm.nih.gov/30183076/	noncanonical chromatin-demethylase capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Profile, chromatin, cofactor, machinery, epigenetic, and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch023_regulator_kdm3a	kdm3a	KDM3A/JMJD1A	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse mammary and human breast-cancer models	knockout, promoter occupancy, reporter, and expression studies	KDM3A has nonqueued metabolic, mammary, and cell-proliferation evidence; queued mouse ADAM/adhesion-GPCR rows were not validated.	queued-pair direction not established except explicitly recorded limited associations	https://pubmed.ncbi.nlm.nih.gov/19194461/	https://pmc.ncbi.nlm.nih.gov/articles/PMC5689571/	noncanonical chromatin-demethylase capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Profile, chromatin, cofactor, machinery, epigenetic, and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch023_regulator_tet3	tet3	TET3	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human and mouse TET3/OGT epigenetic models	DNA-demethylation, methylome, and promoter studies	TET3 is an epigenetic regulator with nonqueued promoter evidence; mouse Agrn is separately recorded as locus-level epigenetic evidence.	queued-pair direction not established except explicitly recorded limited associations	https://pmc.ncbi.nlm.nih.gov/articles/PMC3590984/	https://pubmed.ncbi.nlm.nih.gov/27141829/	noncanonical epigenetic regulator capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Profile, chromatin, cofactor, machinery, epigenetic, and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch023_regulator_nsd2	nsd2	NSD2/WHSC1	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human TNBC and colorectal cancer models	ChIP-qPCR, active/catalytic-dead overexpression, knockdown, and expression	NSD2 has an exact ADAM9 promoter and perturbation result with independent direction corroboration; it is a chromatin regulator rather than a strict TF.	queued-pair direction not established except explicitly recorded limited associations	https://pmc.ncbi.nlm.nih.gov/articles/PMC6786427/	https://pmc.ncbi.nlm.nih.gov/articles/PMC8528846/	noncanonical chromatin-methyltransferase capacity; exact ADAM9 edge kept separate	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Profile, chromatin, cofactor, machinery, epigenetic, and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch023_regulator_ash2l	ash2l	ASH2L	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse diabetic-nephropathy and human COMPASS models	H3K4me3/promoter association, chromatin-complex recruitment, and perturbation	ASH2L is a COMPASS/MLL cofactor; mouse Adam17 is separately staged as an exact noncanonical chromatin-regulator candidate.	queued-pair direction not established except explicitly recorded limited associations	https://pubmed.ncbi.nlm.nih.gov/37879562/	https://pubmed.ncbi.nlm.nih.gov/25258321/	noncanonical chromatin cofactor capacity; exact Adam17 edge kept separate	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Profile, chromatin, cofactor, machinery, epigenetic, and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch023_regulator_ep400	ep400	EP400	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse embryo, ESC, and oligodendrocyte models	H3.3/chromatin remodeling, occupancy, and expression	EP400 has nonqueued promoter and chromatin-remodeler evidence.	queued-pair direction not established except explicitly recorded limited associations	https://pmc.ncbi.nlm.nih.gov/articles/PMC11132066/	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE64786	noncanonical chromatin-remodeler capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Profile, chromatin, cofactor, machinery, epigenetic, and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch023_regulator_sap130	sap130	SAP130	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse brain and SIN3A-HDAC models	ChIP-seq, mutant transcriptomics, and corepressor assays	SAP130 is a SIN3A-HDAC corepressor component with nonqueued target evidence.	queued-pair direction not established except explicitly recorded limited associations	https://pmc.ncbi.nlm.nih.gov/articles/PMC11707140/	https://pmc.ncbi.nlm.nih.gov/articles/PMC164750/	noncanonical transcriptional coregulator capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Profile, chromatin, cofactor, machinery, epigenetic, and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch023_regulator_dpf2	dpf2	DPF2	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse ESC and hematopoietic models	BAF occupancy, enhancer/promoter regulation, and perturbation	DPF2 is a BAF-associated chromatin regulator with nonqueued Tbx3/NRF2/Cacna1d evidence.	queued-pair direction not established except explicitly recorded limited associations	https://pmc.ncbi.nlm.nih.gov/articles/PMC6486830/	https://pmc.ncbi.nlm.nih.gov/articles/PMC10313367/	noncanonical chromatin-reader capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Profile, chromatin, cofactor, machinery, epigenetic, and cross-species evidence is retained separately from canonical promoter-TF evidence.
