entity_form_id	node_id	form_type	canonical_name	source_role	form_status	notes
PROTEIN:NODE00001	NODE00001	protein_ligand	(+)-TAN-67	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00002	NODE00002	protein_ligand	(3R)-3-hydroxylauric acid/3-OH-C12	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00003	NODE00003	protein_ligand	(R)-ZINC-3573	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00004	NODE00004	protein_ligand	12(S)-HETE/12-HETER	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00009	NODE00009	protein_ligand	2-APB	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00010	NODE00010	protein_ligand	2-Arachidonoylglycerol/2-AG	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00011	NODE00011	protein_ligand	2-methylbutamine	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00012	NODE00012	protein_ligand	2-prime,5-prime oligoadenylate/2-5A	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00013	NODE00013	protein_ligand	20-HETE/20-hydroxyeicosatetraenoic acid	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00014	NODE00014	protein_ligand	23S rRNA-derived 13-nt ssRNA sequence (ISR23)	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00015	NODE00015	protein_ligand	2prime3prime-cGAMP	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00016	NODE00016	protein_ligand	3-(methylthio)-propylamine	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00017	NODE00017	protein_ligand	3-hydroxyoctanoate/3-OH-octanoic acid	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00018	NODE00018	protein_ligand	3-iodothyronamine/T1AM	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00019	NODE00019	protein_ligand	3-phosphated deoxycholic acid/DCA-3P, structural mimic of 3-sulfated deoxycholic acid/DCA-3S	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00022	NODE00022	protein_ligand	4-1BB/TNFRSF9 on lipid-laden astrocytes	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00024	NODE00024	protein_ligand	4-1BBL/TNFSF9	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00026	NODE00026	protein_ligand	5-HIAA/5-hydroxyindoleacetic acid	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00039	NODE00039	protein_ligand	5-oxo-ETE	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00040	NODE00040	protein_ligand	5-prime-triphosphate blunt-ended dsRNA	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00041	NODE00041	protein_ligand	5α-DHT/5α-dihydrotestosterone	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00042	NODE00042	protein_ligand	7-Fluorotryptamine/7-FTA	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00043	NODE00043	protein_ligand	7alpha,25-dihydroxycholesterol	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00044	NODE00044	protein_ligand	9-HODE	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00045	NODE00045	protein_ligand	[D-Ala2,D-Leu5]-enkephalin (DADLE)	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00046	NODE00046	protein_ligand	[des-Arg10]kallidin	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00047	NODE00047	protein_ligand	A-SAA/SAA2 context	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00051	NODE00051	protein_ligand	A2m	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00052	NODE00052	protein_ligand	AamCRT/Amblyomma americanum calreticulin	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00053	NODE00053	protein_ligand	AamIGFBP-rP1/Amblyomma americanum salivary IGFBP-related protein	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00058	NODE00058	protein_ligand	ABCA1/ATP-binding cassette transporter A1	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00059	NODE00059	protein_ligand	ABHD6/alpha-beta hydrolase domain-containing 6	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00067	NODE00067	protein_ligand	ACAN/aggrecan C-type lectin domain	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00071	NODE00071	protein_ligand	ACE/ACE1	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00073	NODE00073	protein_ligand	Acetate/propionate/butyrate	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00074	NODE00074	protein_ligand	Acetylated LDL/AcLDL	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00075	NODE00075	protein_ligand	Acetylcholine	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00089	NODE00089	protein_ligand	ACTH	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00091	NODE00091	protein_ligand	activated A2M/RBD fragment	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00092	NODE00092	protein_ligand	Activated alpha2-macroglobulin/A2M*	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00093	NODE00093	protein_ligand	Activated alpha2-macroglobulin/proteinase complex	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00104	NODE00104	protein_ligand	Activin B/INHBB	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00105	NODE00105	protein_ligand	Activin E/INHBE	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00107	NODE00107	protein_ligand	ACTN1/alpha-actinin-1	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00109	NODE00109	protein_ligand	ACTN4/alpha-actinin-4	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00152	NODE00152	protein_ligand	Ada	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00153	NODE00153	protein_ligand	ADAM10	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00155	NODE00155	protein_ligand	ADAM10/Kuzbanian	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00157	NODE00157	protein_ligand	Adam12	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00158	NODE00158	protein_ligand	ADAM12 cysteine-rich domain	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00159	NODE00159	protein_ligand	ADAM12/ADAM-12 disintegrin domain	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00160	NODE00160	protein_ligand	ADAM12/meltrin-alpha	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00162	NODE00162	protein_ligand	ADAM15/metargidin	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00163	NODE00163	protein_ligand	Adam17	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00164	NODE00164	protein_ligand	ADAM17/TACE	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00166	NODE00166	protein_ligand	Adam2	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
