evidence_id	regulator_key	regulator_symbol	species_scope	evidence_layer	support_kind	cell_or_model	assay_or_perturbation	observation	effect_direction	primary_citation	corroborating_citation	route_or_module_relevance	target_pair_scope	exportable	canonical_write_performed	limitations
public_tf_evidence_batch003_regulator_znf652	znf652	ZNF652	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human promoter and perturbation models	promoter binding/reporter, knockdown, overexpression, and rescue assays	ZNF652 has regulator-level evidence at non-queued genes including TCF12/HEB and CCND3, but no queued A2M/ADAM10/ADAM22/ADGRB3 relationship was found.	queued-pair direction not established	https://www.sciencedirect.com/science/article/pii/S0021925820815026	https://pubmed.ncbi.nlm.nih.gov/39500884/	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch003_regulator_hoxc5	hoxc5	HOXC5	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human cancer regulatory model	ChIP-seq occupancy, perturbation, and long-range enhancer assays	HOXC5 has regulator-level evidence at a distal hTERT enhancer, but no queued ADAM22/ADAM9/ADGRB3/ADGRL2 relationship was found.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC5758779/		regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch003_regulator_zkscan8	zkscan8	ZKSCAN8	human	regulator_identity_and_regulatory_capacity	no_qualifying_primary_regulator_evidence_located	human annotation and transcriptomic resources	no qualifying primary target-gene assay located	No qualifying primary paper with a validated non-queued ZKSCAN8 target was located in the bounded search, and no queued A2M/ACKR2/ACVR1/ADAM10 relationship was found.	queued-pair direction not established			regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch003_regulator_znf750	znf750	ZNF750	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human epidermal/skin epithelial models	promoter occupancy, depletion/overexpression, reporter, and functional assays	ZNF750 has direct regulator-level evidence at non-queued genes including KLF4 and LAMC2, but no queued ACKR2/ACKR3/ACTR2 relationship was found.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC3306457/	https://pmc.ncbi.nlm.nih.gov/articles/PMC5415641/	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch003_regulator_znf398	znf398	ZNF398	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human TGF-beta/epithelial regulatory models	co-occupancy with SMAD3, perturbation, and functional expression assays	ZNF398 has regulator-level evidence at non-queued TGF-beta targets including LEFTY1, LIN28B, and ESRP1, but no queued ACKR3/ACVR1/ADAM10/ADAM22 relationship was found.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC7217929/		regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch003_regulator_znf449	znf449	ZNF449	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human colorectal-cancer cells	interaction, perturbation, and promoter-reporter assays	ZNF449 has regulator-level transcriptional evidence at non-queued genes, including a promoter-reporter context, but no queued A2M/ADA/ADAM10/ADAM22 relationship was found.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC11937480/		regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch003_regulator_zbtb25	zbtb25	ZBTB25	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human protein/RNA-binding and viral transcription model	RNA/protein pulldown and functional viral transcription assays	ZBTB25 has limited regulator/cofactor evidence in a viral RNA-transcription model, but no queued A2M/ABCA1/ACKR2/ACVR1 target relationship was found.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC5625503/		regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch003_regulator_rbak	rbak	RBAK	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human fibroblast and prostate/androgen-receptor models	promoter repression and ligand-dependent protein interaction assays	RBAK has direct transcriptional-regulator evidence involving E2F and androgen-receptor regulation, but no queued ADAM22/ADGRE5/ADIPOR2/ADO relationship was found.	queued-pair direction not established	https://pubmed.ncbi.nlm.nih.gov/10702291/	https://pubmed.ncbi.nlm.nih.gov/14664718/	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch003_regulator_tead3	tead3	TEAD3	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human epidermal and mammary epithelial models	TEAD-family knockdown, ChIP/ChIP-on-chip, and direct-target expression assays	TEAD3 has regulator-level evidence in YAP/TEAD transcriptional programs and epithelial direct-target assays, but no queued A2M/ACTR2/ACVR1/ADA relationship was found.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC7483246/	https://pmc.ncbi.nlm.nih.gov/articles/PMC2492741/	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch003_regulator_hoxd11	hoxd11	HOXD11	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse nephron progenitors and Hox11 developmental models	factor-specific ChIP-seq/cistromic analysis and tagged-allele binding studies	HOXD11 has developmental regulator and genome-binding evidence in mouse, but no queued Ackr3/Acvr1/Acvr1c/Adam12 relationship was found.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC5805373/	https://pmc.ncbi.nlm.nih.gov/articles/PMC12189421/	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch003_regulator_npas4	npas4	NPAS4	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse hippocampal neurons and primary neuronal cultures	NPAS4 ChIP-seq, knockout/knockdown, RNA-seq, ChIP-qPCR, and target functional assays	NPAS4 has direct activity-dependent neuronal target evidence at non-queued genes, but no queued Acvr1/Adam12/Adam17/Adam22 relationship was found.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC4169177/	https://pmc.ncbi.nlm.nih.gov/articles/PMC9946837/	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
