review_id	batch_id	batch_rank	regulator_key	regulator_symbol	species_scope	source_registry	source_record_id	raw_tf_symbol	target_symbol	target_graph_modules	candidate_membership_status	exact_pair_search_url	exact_pair_status	regulator_general_evidence_status	target_cell_presence_status	binding_or_association_status	downstream_expression_or_perturbation_status	downstream_activation_status	upstream_relay_status	disposition	primary_citation	corroborating_citation	near_match_exclusions	review_notes	exportable	canonical_write_performed
public_tf_evidence_batch003_pair_11_01	public_tf_evidence_batch_003	11	hoxd11	HOXD11	mouse	TFLink	tflink:mouse:000946:cb3e8dcdee95	Hoxd11	Ackr3	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22HOXD11%22+AND+%22Ackr3%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			Hoxd11 developmental co-regulation, Hox paralog evidence, and target-only studies were not transferred to queued targets.	Regulator-level references are stored separately; they are not evidence for this exact queued pair. HOXD11 has developmental regulator and genome-binding evidence in mouse, but no queued Ackr3/Acvr1/Acvr1c/Adam12 relationship was found.	false	false
public_tf_evidence_batch003_pair_11_02	public_tf_evidence_batch_003	11	hoxd11	HOXD11	mouse	TFLink	tflink:mouse:000946:cb3e8dcdee95	Hoxd11	Acvr1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22HOXD11%22+AND+%22Acvr1%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			Hoxd11 developmental co-regulation, Hox paralog evidence, and target-only studies were not transferred to queued targets.	Regulator-level references are stored separately; they are not evidence for this exact queued pair. HOXD11 has developmental regulator and genome-binding evidence in mouse, but no queued Ackr3/Acvr1/Acvr1c/Adam12 relationship was found.	false	false
public_tf_evidence_batch003_pair_11_03	public_tf_evidence_batch_003	11	hoxd11	HOXD11	mouse	TFLink	tflink:mouse:000946:cb3e8dcdee95	Hoxd11	Acvr1c	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22HOXD11%22+AND+%22Acvr1c%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			Hoxd11 developmental co-regulation, Hox paralog evidence, and target-only studies were not transferred to queued targets.	Regulator-level references are stored separately; they are not evidence for this exact queued pair. HOXD11 has developmental regulator and genome-binding evidence in mouse, but no queued Ackr3/Acvr1/Acvr1c/Adam12 relationship was found.	false	false
public_tf_evidence_batch003_pair_11_04	public_tf_evidence_batch_003	11	hoxd11	HOXD11	mouse	TFLink	tflink:mouse:000946:cb3e8dcdee95	Hoxd11	Adam12	20B;23B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22HOXD11%22+AND+%22Adam12%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			Hoxd11 developmental co-regulation, Hox paralog evidence, and target-only studies were not transferred to queued targets.	Regulator-level references are stored separately; they are not evidence for this exact queued pair. HOXD11 has developmental regulator and genome-binding evidence in mouse, but no queued Ackr3/Acvr1/Acvr1c/Adam12 relationship was found.	false	false
public_tf_evidence_batch003_pair_12_05	public_tf_evidence_batch_003	12	npas4	NPAS4	mouse	TFLink	tflink:mouse:000902:0067a7f884a7	Npas4	Acvr1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22NPAS4%22+AND+%22Acvr1%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			NPAS4 targets such as Bdnf, Nptx2, and Plk2 and target-only receptor studies were excluded from queued-pair promotion.	Regulator-level references are stored separately; they are not evidence for this exact queued pair. NPAS4 has direct activity-dependent neuronal target evidence at non-queued genes, but no queued Acvr1/Adam12/Adam17/Adam22 relationship was found.	false	false
public_tf_evidence_batch003_pair_12_06	public_tf_evidence_batch_003	12	npas4	NPAS4	mouse	TFLink	tflink:mouse:000902:0067a7f884a7	Npas4	Adam12	20B;23B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22NPAS4%22+AND+%22Adam12%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			NPAS4 targets such as Bdnf, Nptx2, and Plk2 and target-only receptor studies were excluded from queued-pair promotion.	Regulator-level references are stored separately; they are not evidence for this exact queued pair. NPAS4 has direct activity-dependent neuronal target evidence at non-queued genes, but no queued Acvr1/Adam12/Adam17/Adam22 relationship was found.	false	false
public_tf_evidence_batch003_pair_12_07	public_tf_evidence_batch_003	12	npas4	NPAS4	mouse	TFLink	tflink:mouse:000902:0067a7f884a7	Npas4	Adam17	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22NPAS4%22+AND+%22Adam17%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			NPAS4 targets such as Bdnf, Nptx2, and Plk2 and target-only receptor studies were excluded from queued-pair promotion.	Regulator-level references are stored separately; they are not evidence for this exact queued pair. NPAS4 has direct activity-dependent neuronal target evidence at non-queued genes, but no queued Acvr1/Adam12/Adam17/Adam22 relationship was found.	false	false
public_tf_evidence_batch003_pair_12_08	public_tf_evidence_batch_003	12	npas4	NPAS4	mouse	TFLink	tflink:mouse:000902:0067a7f884a7	Npas4	Adam22	20B;23B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22NPAS4%22+AND+%22Adam22%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			NPAS4 targets such as Bdnf, Nptx2, and Plk2 and target-only receptor studies were excluded from queued-pair promotion.	Regulator-level references are stored separately; they are not evidence for this exact queued pair. NPAS4 has direct activity-dependent neuronal target evidence at non-queued genes, but no queued Acvr1/Adam12/Adam17/Adam22 relationship was found.	false	false
public_tf_evidence_batch003_pair_13_09	public_tf_evidence_batch_003	13	zfat	ZFAT	mouse	TFLink	tflink:mouse:001008:d3f12f712cb2	Zfat	Actr2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZFAT%22+AND+%22Actr2%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			ZFAT targets such as Tal1, Lmo2, Gata1, and Brf1 were not transferred to queued receptor/cytoskeletal targets.	Regulator-level references are stored separately; they are not evidence for this exact queued pair. ZFAT has direct promoter-binding and perturbation evidence at non-queued genes, but no queued Actr2/Acvr1/Acvr1c/Acvrl1 relationship was found.	false	false
public_tf_evidence_batch003_pair_13_10	public_tf_evidence_batch_003	13	zfat	ZFAT	mouse	TFLink	tflink:mouse:001008:d3f12f712cb2	Zfat	Acvr1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZFAT%22+AND+%22Acvr1%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			ZFAT targets such as Tal1, Lmo2, Gata1, and Brf1 were not transferred to queued receptor/cytoskeletal targets.	Regulator-level references are stored separately; they are not evidence for this exact queued pair. ZFAT has direct promoter-binding and perturbation evidence at non-queued genes, but no queued Actr2/Acvr1/Acvr1c/Acvrl1 relationship was found.	false	false
public_tf_evidence_batch003_pair_13_11	public_tf_evidence_batch_003	13	zfat	ZFAT	mouse	TFLink	tflink:mouse:001008:d3f12f712cb2	Zfat	Acvr1c	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZFAT%22+AND+%22Acvr1c%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			ZFAT targets such as Tal1, Lmo2, Gata1, and Brf1 were not transferred to queued receptor/cytoskeletal targets.	Regulator-level references are stored separately; they are not evidence for this exact queued pair. ZFAT has direct promoter-binding and perturbation evidence at non-queued genes, but no queued Actr2/Acvr1/Acvr1c/Acvrl1 relationship was found.	false	false
