review_id	batch_id	batch_rank	regulator_key	regulator_symbol	species_scope	source_registry	source_record_id	raw_tf_symbol	target_symbol	target_graph_modules	candidate_membership_status	exact_pair_search_url	exact_pair_status	regulator_general_evidence_status	target_cell_presence_status	binding_or_association_status	downstream_expression_or_perturbation_status	downstream_activation_status	upstream_relay_status	disposition	primary_citation	corroborating_citation	near_match_exclusions	review_notes	exportable	canonical_write_performed
public_tf_evidence_batch003_pair_16_01	public_tf_evidence_batch_003	16	zbtb11	ZBTB11	human	TFLink	tflink:human:001073:ee9254f62b7e	ZBTB11	ACTR2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZBTB11%22+AND+%22ACTR2%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			ZBTB11 targets such as ATPAF1, ANKRD40, COQ3, and ARHGAP6 and target-only receptor studies were excluded.	Regulator-level references are stored separately; they are not evidence for this exact queued pair. ZBTB11 has direct occupancy and perturbation evidence at non-queued genes, but no queued ACTR2/ACVR1/ADA/ADAM17 relationship was found.	false	false
public_tf_evidence_batch003_pair_16_02	public_tf_evidence_batch_003	16	zbtb11	ZBTB11	human	TFLink	tflink:human:001073:ee9254f62b7e	ZBTB11	ACVR1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZBTB11%22+AND+%22ACVR1%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			ZBTB11 targets such as ATPAF1, ANKRD40, COQ3, and ARHGAP6 and target-only receptor studies were excluded.	Regulator-level references are stored separately; they are not evidence for this exact queued pair. ZBTB11 has direct occupancy and perturbation evidence at non-queued genes, but no queued ACTR2/ACVR1/ADA/ADAM17 relationship was found.	false	false
public_tf_evidence_batch003_pair_16_03	public_tf_evidence_batch_003	16	zbtb11	ZBTB11	human	TFLink	tflink:human:001073:ee9254f62b7e	ZBTB11	ADA	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZBTB11%22+AND+%22ADA%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			ZBTB11 targets such as ATPAF1, ANKRD40, COQ3, and ARHGAP6 and target-only receptor studies were excluded.	Regulator-level references are stored separately; they are not evidence for this exact queued pair. ZBTB11 has direct occupancy and perturbation evidence at non-queued genes, but no queued ACTR2/ACVR1/ADA/ADAM17 relationship was found.	false	false
public_tf_evidence_batch003_pair_16_04	public_tf_evidence_batch_003	16	zbtb11	ZBTB11	human	TFLink	tflink:human:001073:ee9254f62b7e	ZBTB11	ADAM17	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZBTB11%22+AND+%22ADAM17%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			ZBTB11 targets such as ATPAF1, ANKRD40, COQ3, and ARHGAP6 and target-only receptor studies were excluded.	Regulator-level references are stored separately; they are not evidence for this exact queued pair. ZBTB11 has direct occupancy and perturbation evidence at non-queued genes, but no queued ACTR2/ACVR1/ADA/ADAM17 relationship was found.	false	false
public_tf_evidence_batch003_pair_17_05	public_tf_evidence_batch_003	17	znf511	ZNF511	human	TFLink	tflink:human:001136:06b56a3f7c21	ZNF511	ACKR2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF511%22+AND+%22ACKR2%22+AND+human	no_exact_pair_support_found_in_bounded_search	not_found_in_bounded_search	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			Predicted DNA-binding annotations, co-expression, and database records were not counted as primary regulator evidence.	Regulator-level references are stored separately; they are not evidence for this exact queued pair. No qualifying primary regulator-level mechanistic paper was located in the bounded search, and no queued ACKR2/ACTR2/ADAM17/ADGRB3 relationship was found.	false	false
public_tf_evidence_batch003_pair_17_06	public_tf_evidence_batch_003	17	znf511	ZNF511	human	TFLink	tflink:human:001136:06b56a3f7c21	ZNF511	ACTR2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF511%22+AND+%22ACTR2%22+AND+human	no_exact_pair_support_found_in_bounded_search	not_found_in_bounded_search	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			Predicted DNA-binding annotations, co-expression, and database records were not counted as primary regulator evidence.	Regulator-level references are stored separately; they are not evidence for this exact queued pair. No qualifying primary regulator-level mechanistic paper was located in the bounded search, and no queued ACKR2/ACTR2/ADAM17/ADGRB3 relationship was found.	false	false
public_tf_evidence_batch003_pair_17_07	public_tf_evidence_batch_003	17	znf511	ZNF511	human	TFLink	tflink:human:001136:06b56a3f7c21	ZNF511	ADAM17	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF511%22+AND+%22ADAM17%22+AND+human	no_exact_pair_support_found_in_bounded_search	not_found_in_bounded_search	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			Predicted DNA-binding annotations, co-expression, and database records were not counted as primary regulator evidence.	Regulator-level references are stored separately; they are not evidence for this exact queued pair. No qualifying primary regulator-level mechanistic paper was located in the bounded search, and no queued ACKR2/ACTR2/ADAM17/ADGRB3 relationship was found.	false	false
public_tf_evidence_batch003_pair_17_08	public_tf_evidence_batch_003	17	znf511	ZNF511	human	TFLink	tflink:human:001136:06b56a3f7c21	ZNF511	ADGRB3	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF511%22+AND+%22ADGRB3%22+AND+human	no_exact_pair_support_found_in_bounded_search	not_found_in_bounded_search	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			Predicted DNA-binding annotations, co-expression, and database records were not counted as primary regulator evidence.	Regulator-level references are stored separately; they are not evidence for this exact queued pair. No qualifying primary regulator-level mechanistic paper was located in the bounded search, and no queued ACKR2/ACTR2/ADAM17/ADGRB3 relationship was found.	false	false
public_tf_evidence_batch003_pair_18_09	public_tf_evidence_batch_003	18	sox3	SOX3	mouse	TFLink	tflink:mouse:000984:51e68b877018	Sox3	Acvr1c	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22SOX3%22+AND+%22Acvr1c%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			SOX3 targets such as Ngn3, Bcas1, Enpp6, Zfp488, and Nkx2.2 were not transferred to queued targets.	Regulator-level references are stored separately; they are not evidence for this exact queued pair. SOX3 has direct developmental target evidence at non-queued genes, but no queued Acvr1c/Adam17/Adcyap1r1/Adgrl2 relationship was found.	false	false
public_tf_evidence_batch003_pair_18_10	public_tf_evidence_batch_003	18	sox3	SOX3	mouse	TFLink	tflink:mouse:000984:51e68b877018	Sox3	Adam17	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22SOX3%22+AND+%22Adam17%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			SOX3 targets such as Ngn3, Bcas1, Enpp6, Zfp488, and Nkx2.2 were not transferred to queued targets.	Regulator-level references are stored separately; they are not evidence for this exact queued pair. SOX3 has direct developmental target evidence at non-queued genes, but no queued Acvr1c/Adam17/Adcyap1r1/Adgrl2 relationship was found.	false	false
