expansion_id	source_queue_id	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	transcription_factor_node_id	transcription_factor_label	target_gene_node_id	target_gene_label	output_node_id	output_label	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	source_chain_id	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	primary_locator	citation_note	evidence_summary	limitations	curation_status	route_evidence_id
M21B-LITEXP-1135	M21B-DOWNSTREAM:00587	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phagocytosis_or_engulfment	transcription_factor|target_gene_expression	source_supported	NODE10898	TDM/trehalose-6,6-dimycolate	M21B-E002756	NODE02233	CLEC4E/Mincle	M21B-E001376	NODE02232	CLEC4D/MCL						TDM-Mincle-MCL/FcRgamma receptor-complex phagocytic output	TDM-Mincle-MCL-FcRgamma-myeloid-output	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E002756;M21B-E001376;M21B-EVID-001319;M21B-DOWNSTREAM-EVID:001022;PMID:23921530	M21B-DOWNSTREAM-EVID:001022	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1135	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phagocytosis_or_engulfment	mouse; rat	Mouse macrophage and transfected receptor systems with Mincle-MCL surface association, FcRgamma phosphorylation and phagocytosis assays	TDM-Mincle input; Mincle/MCL/FcRgamma receptor-complex continuation; myeloid phagocytosis output	no SCI transfer inferred; myeloid comparator systems only	Represent Mincle/MCL as a multicomponent receptor assembly and preserve FcRgamma dependence; do not infer a terminal TF or universal binary interface.	cell-surface flow cytometry, biochemical association, receptor expression and FcRgamma phosphorylation/phagocytosis assays	unknown	composite_primary_evidence	PMID:23921530	Mincle and MCL form a functional heteromer associated with FcRgamma and enhanced phagocytosis; PMID:23921530.	TDM-Mincle input is linked to the source-supported Mincle-MCL receptor-complex continuation with FcRgamma phosphorylation and phagocytosis readouts.	No terminal TF, target gene or SCI function is inferred; preserve multicomponent receptor, FcRgamma and myeloid-cell boundaries.	curated_primary_route	LITEXP:001135
M21B-LITEXP-1136	M21B-DOWNSTREAM:01116	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE00135	Acetylated LDL/AcLDL	M21B-E002759	NODE07524	MSR1/SR-A/CD204	M21B-E002727	NODE06916	MERTK						AcLDL-MSR1-MERTK-PLCgamma2 phosphorylation and efferocytic uptake output	MSR1-MERTK-PLCgamma2-efferocytosis-relay	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E002759;M21B-E002727;M21B-EVID-002670;M21B-DOWNSTREAM-EVID:001803;PMID:18511575;PMCID:PMC2718803	M21B-DOWNSTREAM-EVID:001803	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1136	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	mouse	J774 and primary mouse peritoneal macrophages exposed to apoptotic cells with MSR1/MERTK association, phosphorylation, blockade/knockout and uptake assays	AcLDL-MSR1 input; MSR1/MERTK receptor-proximal continuation with PLCgamma2 phosphorylation and efferocytic uptake output	no SCI transfer inferred; macrophage efferocytosis comparator model only	Use MSR1 as a co-receptor associated with MERTK during apoptotic-cell uptake; preserve the indirect-association and nonessential-uptake caveats.	reciprocal co-immunoprecipitation, MSR1 blockade/knockout, MERTK and PLCgamma2 phosphorylation and apoptotic-cell uptake assays	unknown	composite_primary_evidence	PMID:18511575; PMCID:PMC2718803	MSR1 associates with MERTK and supports MERTK/PLCgamma2 phosphorylation during apoptotic-cell uptake; PMID:18511575.	AcLDL-MSR1 input is linked to an MSR1-MERTK receptor-proximal branch with PLCgamma2 phosphorylation and efferocytic uptake evidence.	No terminal TF, target gene or SCI function is inferred; preserve apoptotic-cell stimulation, macrophage context and possible indirect MSR1-MERTK association.	curated_primary_route	LITEXP:001136
M21B-LITEXP-1137	M21B-DOWNSTREAM:01144	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|gene_expression_or_transcription	transcription_factor|target_gene_expression	source_supported	NODE00306	Adm/adrenomedullin	M20B-E002492	NODE09587	RAMP2	M21B-E002789	NODE04002	GCGR						Adrenomedullin-RAMP2-GCGR trafficking and Gs/Gq/beta-arrestin modulation output	RAMP2-GCGR-trafficking-signaling-modulation	primary_literature_route_expansion	primary_receptor_complex_and_functional_output	M20B-E002492;M21B-E002789;M21B-EVID-002732;M21B-DOWNSTREAM-EVID:001846;PMID:28586439;PMCID:PMC5551549	M21B-DOWNSTREAM-EVID:001846	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1137	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	gene_expression_or_transcription	as stated in primary model/assay	CHO and HEK-derived receptor-expression systems with GCGR/RAMP2 surface-expression, trafficking, cAMP, calcium, G-protein and beta-arrestin assays	adrenomedullin-RAMP2 input; RAMP2-GCGR accessory receptor-complex modulation; trafficking and second-messenger output	no SCI transfer inferred; heterologous endocrine receptor systems only	Represent RAMP2 as an accessory trafficking/modulatory component rather than a direct glucagon-occupancy receptor; do not infer a canonical adrenomedullin-to-GCGR route.	RAMP2/GCGR co-expression, surface ELISA, confocal localization, cAMP, calcium, G-protein and beta-arrestin assays	unknown	composite_primary_evidence	PMID:28586439; PMCID:PMC5551549	RAMP2 associates with GCGR and alters receptor trafficking, Gs/Gq signaling and beta-arrestin recruitment; PMID:28586439.	Adrenomedullin-RAMP2 input is linked to an RAMP2-GCGR accessory-complex branch with receptor trafficking and signaling-modulation readouts.	No terminal TF, target gene or SCI function is inferred; preserve accessory-protein, heterologous-system and cross-complex semantics.	curated_primary_route	LITEXP:001137
M21B-LITEXP-1138	M21B-DOWNSTREAM:01150	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|translocation_or_localization_readout	transcription_factor|target_gene_expression	source_supported	NODE09009	Pikachurin/EGFLAM	M21B-E002155	NODE04381	GPR179	M21B-E002802	NODE04501	GRM6						Pikachurin-GPR179-mGluR6 postsynaptic retinal signaling-complex localization output	GPR179-GRM6-retinal-mGluR6-complex	primary_literature_route_expansion	primary_receptor_proximal_localization_output	M21B-E002155;M21B-E002802;M21B-EVID-002745;M21B-DOWNSTREAM-EVID:001855;PMID:24114537;PMCID:PMC3813323	M21B-DOWNSTREAM-EVID:001855	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1138	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	translocation_or_localization_readout	mouse	Mouse retina and transfected-cell co-immunoprecipitation, proximity-ligation, localization and loss-of-function systems in ON-bipolar neurons	Pikachurin-GPR179 input; GPR179/mGluR6 postsynaptic macromolecular complex; retinal localization and signaling-complex output	no SCI transfer inferred; retinal ON-bipolar comparator model only	Preserve GPR179 as a scaffolded orphan-receptor component rather than conventional ligand-activated GPCR signaling; retain the retinal context.	co-immunoprecipitation, proximity ligation, retinal immunolocalization and mGluR6/TRPM1/RGS loss-of-function assays	unknown	composite_primary_evidence	PMID:24114537; PMCID:PMC3813323	GPR179 forms a retinal signaling complex with mGluR6 and other metabotropic-cascade components; PMID:24114537.	Pikachurin-GPR179 input is linked to a source-supported GPR179-mGluR6 continuation with postsynaptic localization evidence.	No terminal TF, target gene or SCI function is inferred; this is a retinal scaffold/localization route, not a conventional ligand-GPCR cascade.	curated_primary_route	LITEXP:001138
M21B-LITEXP-1139	M21B-DOWNSTREAM:01151	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|translocation_or_localization_readout	transcription_factor|target_gene_expression	source_supported	NODE09009	Pikachurin/EGFLAM	M21B-E002155	NODE04381	GPR179	M21B-E002804	NODE09734	RGS7/RGS11-containing R7 RGS complex						Pikachurin-GPR179-RGS7/RGS11 postsynaptic G-protein-regulator localization output	GPR179-RGS7-RGS11-retinal-scaffold-relay	primary_literature_route_expansion	primary_receptor_proximal_localization_output	M21B-E002155;M21B-E002804;M21B-EVID-002747;M21B-DOWNSTREAM-EVID:001857;PMID:22689652;PMCID:PMC3373406	M21B-DOWNSTREAM-EVID:001857	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1139	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	translocation_or_localization_readout	mouse	Mouse retinal ON-bipolar neurons with interaction, membrane-recruitment and retinal-localization assays	Pikachurin-GPR179 input; RGS7/RGS11 complex recruitment to the postsynaptic membrane; retinal G-protein-regulator localization output	no SCI transfer inferred; retinal postsynaptic comparator model only	Promote scaffold recruitment and localization only; preserve postsynaptic retinal context and do not infer a complete GPCR-to-TF chain.	protein-interaction, membrane-recruitment and mouse retinal-localization assays with GPR179/RGS perturbation	unknown	composite_primary_evidence	PMID:22689652; PMCID:PMC3373406	GPR179 controls localization of RGS7/RGS11 complexes at ON-bipolar-cell dendritic tips; PMID:22689652.	Pikachurin-GPR179 input is linked to source-supported recruitment of the RGS7/RGS11 complex at the retinal postsynaptic membrane.	No terminal TF, target gene or SCI function is inferred; retain the scaffold and localization semantics.	curated_primary_route	LITEXP:001139
M21B-LITEXP-1140	M21B-DOWNSTREAM:01191	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE08029	NGF	M21B-E000750	NODE08044	NGFR/p75NTR	M21B-E002888	NODE09893	RTN4R/NgR1						NGF-p75NTR-NgR1 complex-dependent neurite-inhibition output	p75NTR-NgR1-myelin-inhibitory-complex	primary_literature_route_expansion	primary_receptor_complex_and_cellular_functional_output	M21B-E000750;M21B-E002888;M21B-EVID-002831;M21B-DOWNSTREAM-EVID:001925;PMID:12422217;DOI:10.1038/nature01176	M21B-DOWNSTREAM-EVID:001925	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1140	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	as stated in primary model/assay	Neuronal receptor-complex and primary neurite-outgrowth systems with p75/NgR1 association, myelin-ligand inhibition and p75/NgR1 perturbation	NGF-p75NTR input with p75NTR/NgR1 receptor-complex continuation; neurite-inhibition output is bounded to the demonstrated myelin-ligand context	no SCI transfer inferred; axon-growth comparator systems only	Preserve p75NTR as the signal-transducing co-receptor rather than the NgR1 ligand-binding subunit; the source directly tests myelin ligands, not NGF-driven NgR1 activation.	p75/NgR1 co-immunoprecipitation, receptor-complex blockade, myelin-ligand inhibition of neurite outgrowth and p75/NgR1 perturbation	unknown	composite_primary_evidence	PMID:12422217; DOI:10.1038/nature01176	p75NTR interacts with NgR1 as a signal-transducing co-receptor for Nogo, MAG and OMgp; PMID:12422217.	NGF-p75NTR input is linked to a source-supported p75NTR-NgR1 receptor-complex continuation with neurite-inhibition evidence in the myelin-ligand context.	No terminal TF, target gene or SCI function is inferred; retain the ligand-context and co-receptor caveat and do not claim that NGF itself was the tested NgR1 agonist.	curated_primary_route	LITEXP:001140
M21B-LITEXP-1141	M21B-DOWNSTREAM:01706	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phagocytosis_or_engulfment	transcription_factor|target_gene_expression	source_supported	NODE11467	TSP1/THBS1	M21B-E003042	NODE01541	CALR/calreticulin	M21B-E005779	NODE06516	LRP1/CD91						TSP1-calreticulin-LRP1 eat-me/opsonin phagocytosis output	CALR-LRP1-microglial-phagocytosis-relay	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E003042;M21B-E005779;M21B-EVID-005722;M21B-DOWNSTREAM-EVID:002695;PMID:22889139;PMCID:PMC3481398;PMID:31781126;PMCID:PMC6861381	M21B-DOWNSTREAM-EVID:002695	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1141	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phagocytosis_or_engulfment	rat	Primary rat microglia with cerebellar neurons and BV2/PC12 phagocytosis assays; CRT- and LRP-blocking perturbations and uptake readouts	TSP1-CALR input; extracellular/surface CALR recognition through LRP1/CD91; microglial eat-me/opsonin phagocytosis output	no SCI transfer inferred; inflammatory microglial and neuronal comparator models only	Represent CALR as an eat-me/opsonin receptor context and LRP1 dependence without asserting a purified binary CALR-LRP1 complex or universal intracellular relay.	CRT-blocking antibody, LRP-blocking RAP/antibody, primary microglial co-culture, BV2/PC12 phagocytosis and neuronal uptake assays	unknown	composite_primary_evidence	PMID:22889139; PMCID:PMC3481398; PMID:31781126; PMCID:PMC6861381	Surface calreticulin is recognized through LRP receptors and supports microglial phagocytosis in the reported models; PMID:22889139; PMCID:PMC3481398.	TSP1-CALR input is linked to a source-supported CALR-LRP1 receptor-proximal phagocytic branch with microglial uptake evidence.	No terminal TF, target gene or SCI function is inferred; preserve neuronal/bacterial target, inflammatory activation and LRP1 nomenclature boundaries.	curated_primary_route	LITEXP:001141
M21B-LITEXP-1142	M21B-DOWNSTREAM:00889	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE08953	Phosphatidylserine/PtdSer	M21B-E000903	NODE01119	BAI1/ADGRB1	M21B-E002176	NODE09892	RTN4R						PtdSer-BAI1-RTN4R trans-cell adhesion and neuronal arborization/synapse output	BAI1-RTN4R-trans-cell-neuronal-output	primary_literature_route_expansion	primary_receptor_complex_and_cellular_functional_output	M21B-E000903;M21B-E002176;M21B-EVID-002119;M21B-DOWNSTREAM-EVID:001460;PMID:34758294;PMCID:PMC8620742	M21B-DOWNSTREAM-EVID:001460	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1142	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	human; mouse	Mouse recombinant ectodomains and HEK293T trans-cell adhesion/SPR/structural systems with human neuron-glia cultures, RTN4R-mutant rescue and network/synapse readouts	PtdSer-BAI1 input; BAI1-RTN4R trans-cell receptor interaction; neuronal adhesion/arborization and synapse output	no SCI regeneration inferred; neuronal-development comparator systems only	Preserve BAI1 TSR3 glycosylation and the RTN4R trans-complex; do not infer Nogo ligand binding, generalized GPCR coupling or a terminal TF.	ectodomain binding, SPR/structural assays, trans-cell adhesion and RTN4R mutant rescue in neuron-glia systems	unknown	composite_primary_evidence	PMID:34758294; PMCID:PMC8620742	BAI1 binds RTN4R and supports trans-cell adhesion and neuronal arborization/synapse phenotypes in the reported systems; PMID:34758294.	PtdSer-BAI1 input is linked to a source-supported BAI1-RTN4R trans-complex with neuronal functional readouts.	No terminal TF, target gene or SCI function is inferred; preserve trans-cell adhesion and RTN4-receptor-family context.	curated_primary_route	LITEXP:001142
M21B-LITEXP-1143	M21B-DOWNSTREAM:00890	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE08953	Phosphatidylserine/PtdSer	M21B-E000903	NODE01119	BAI1/ADGRB1	M21B-E002177	NODE09897	RTN4RL1						PtdSer-BAI1-RTN4RL1 trans-cell adhesion and neuronal-development output	BAI1-RTN4RL1-trans-cell-neuronal-output	primary_literature_route_expansion	primary_receptor_complex_and_cellular_functional_output	M21B-E000903;M21B-E002177;M21B-EVID-002120;M21B-DOWNSTREAM-EVID:001462;PMID:34758294;PMCID:PMC8620742	M21B-DOWNSTREAM-EVID:001462	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1143	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	human; mouse	Mouse recombinant BAI1/RTN4RL1 ectodomains and HEK293T trans-cell adhesion/SPR/pulldown with human neuron-glia cultures and RTN4-receptor perturbation/rescue	PtdSer-BAI1 input; BAI1-RTN4RL1 trans-cell receptor-family interaction; neuronal-development output	no SCI function inferred; neuronal-development comparator systems only	Preserve BAI1 TSR3 glycosylation and RTN4RL1 trans-complex semantics; do not infer Nogo ligand binding or terminal TF activity.	ectodomain binding, SPR/pulldown, trans-cell adhesion and RTN4-receptor genetic perturbation/rescue assays	unknown	composite_primary_evidence	PMID:34758294; PMCID:PMC8620742	BAI1 binds RTN4RL1 and supports trans-cell adhesion and neuronal-development phenotypes in the reported systems; PMID:34758294.	PtdSer-BAI1 input is linked to a source-supported BAI1-RTN4RL1 trans-complex with neuronal functional readouts.	No terminal TF, target gene or SCI function is inferred; preserve RTN4-receptor-family and trans-cell model boundaries.	curated_primary_route	LITEXP:001143
M21B-LITEXP-1144	M21B-DOWNSTREAM:00891	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE08953	Phosphatidylserine/PtdSer	M21B-E000903	NODE01119	BAI1/ADGRB1	M21B-E002178	NODE09898	RTN4RL2						PtdSer-BAI1-RTN4RL2 trans-cell adhesion and neuronal arborization/synapse output	BAI1-RTN4RL2-trans-cell-neuronal-output	primary_literature_route_expansion	primary_receptor_complex_and_cellular_functional_output	M21B-E000903;M21B-E002178;M21B-EVID-002121;M21B-DOWNSTREAM-EVID:001464;PMID:34758294;PMCID:PMC8620742	M21B-DOWNSTREAM-EVID:001464	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1144	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	human; mouse	Mouse recombinant BAI1/RTN4RL2 ectodomains and HEK293T trans-cell adhesion/SPR/crystallography with human neuron-glia cultures and RTN4RL2 perturbation/rescue	PtdSer-BAI1 input; BAI1-RTN4RL2 trans-complex; neuronal arborization and synapse output	no SCI function inferred; neuronal-development comparator systems only	Preserve BAI1 TSR3 glycosylation and the structure-defined BAI1-RTN4RL2 interface; do not infer Nogo ligand binding or terminal TF activity.	ectodomain binding, SPR/crystallography, trans-cell adhesion and RTN4RL2 knockout/wild-type versus BAI-binding-deficient rescue assays	unknown	composite_primary_evidence	PMID:34758294; PMCID:PMC8620742	BAI1 binds RTN4RL2 through a structure-defined interface and supports neuronal arborization/synapse phenotypes; PMID:34758294.	PtdSer-BAI1 input is linked to a source-supported BAI1-RTN4RL2 trans-complex with neuronal functional readouts.	No terminal TF, target gene or SCI function is inferred; preserve trans-cell adhesion and RTN4-receptor-family context.	curated_primary_route	LITEXP:001144
