expansion_id	source_queue_id	path_expression	route_tier	known_layers	missing_layers	intracellular_status	intracellular_tf_edge_id	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	output_node_id	output_label	output_form_id	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	source_chain_id	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	primary_locator	citation_note	evidence_summary	limitations	curation_status	route_evidence_id
M21B-LITEXP-0845	M21B-DOWNSTREAM:00031	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor	not_assayed		NODE08080	NLGN1/neuroligin-1	M21B-E000198	NODE08345	NRXN1B/beta-neurexin-1										Neuroligin-1-beta-neurexin-1 calcium-dependent trans-synaptic adhesion output		NLGN1-NRXN1B-synaptic-adhesion	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000198;M21B-EVID-000141;M21B-DOWNSTREAM-EVID:000062;PMID:18093521;PMCID:PMC2703725	M21B-DOWNSTREAM-EVID:000062	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0845	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	cellular_functional_readout	human; rat	Mammalian recombinant neuroligin-1 and beta-neurexin ectodomains with calcium-dependent structural binding and trans-cell adhesion comparator systems	Trans-synaptic extracellular neuroligin-1-beta-neurexin-1 engagement supports a calcium-dependent adhesion output; intracellular synaptic-adaptor and TF layers are not assigned	No SCI transfer inferred; neuronal synaptic comparator context only	Primary evidence supports the calcium-dependent beta-neurexin-1/neuroligin-1 adhesion complex without assigning a complete intracellular or TF route.	X-ray crystallography, calcium-dependent binding analysis and trans-cell adhesion assays	unknown	direct_edge	PMID:18093521; PMCID:PMC2703725	Primary neuroligin-1 beta-neurexin-1 structural and adhesion study	Primary evidence supports a calcium-dependent beta-neurexin-1/neuroligin-1 trans-synaptic adhesion complex; the downstream intracellular continuation and TF remain unresolved.	Preserve beta-neurexin splice-site and calcium dependence, trans-synaptic geometry and adhesion-only scope; do not infer neuronal SCI repair or intracellular adaptor signaling.	curated_primary_route	LITEXP:000845
M21B-LITEXP-0846	M21B-DOWNSTREAM:00037	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor	not_assayed		NODE10138	SELP/P-selectin	M21B-E000214	NODE10142	SELPLG1/PSGL1										P-selectin-PSGL1 calcium-dependent leukocyte tethering and rolling output		P-selectin-PSGL1-leukocyte-adhesion	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000214;M21B-EVID-000157;M21B-DOWNSTREAM-EVID:000070;PMID:9829984;PMID:7532174	M21B-DOWNSTREAM-EVID:000070	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0846	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	cellular_functional_readout	human	Human soluble P-selectin and neutrophil-derived PSGL1 with surface-plasmon-resonance, ligand-inhibition and flow-rolling assays	Extracellular P-selectin engages PSGL1 through a glycosylation- and calcium-dependent interaction; leukocyte tethering and rolling are observed while the intracellular relay and TF are not assigned	No SCI transfer inferred; leukocyte vascular-adhesion comparator context only	Primary evidence supports direct P-selectin-PSGL1 binding and leukocyte rolling without assigning a complete intracellular or TF route.	Surface plasmon resonance, antibody and sialidase inhibition, static adhesion and shear-flow rolling assays	unknown	direct_edge	PMID:9829984; PMID:7532174	Primary P-selectin PSGL1 binding and leukocyte-rolling studies	Primary evidence supports specific calcium-dependent P-selectin binding to PSGL1 and neutrophil tethering/rolling under flow; the downstream intracellular continuation and TF remain unresolved.	Preserve PSGL1 tyrosine-sulfation, core-2 O-glycan and sialyl-Lewis-X requirements and selectin shear-flow geometry; do not infer intracellular PSGL1 signaling or SCI relevance.	curated_primary_route	LITEXP:000846
M21B-LITEXP-0847	M21B-DOWNSTREAM:00078	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor	not_assayed		NODE10130	SELE/E-selectin	M21B-E000284	NODE01904	CD44/HCELL										E-selectin-CD44/HCELL glycoform-dependent hematopoietic-cell rolling output		E-selectin-CD44-leukocyte-adhesion	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000284;M21B-EVID-000227;M21B-DOWNSTREAM-EVID:000149;PMID:11402070;PMID:17442598	M21B-DOWNSTREAM-EVID:000149	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0847	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	cellular_functional_readout	human; mouse	Human hematopoietic progenitor and endothelial cells plus mouse neutrophil CD44-loss and intravital-flow systems; E-selectin-Ig affinity, glycan and rolling assays	Extracellular E-selectin engages the sialofucosylated CD44/HCELL glycoform; hematopoietic-cell rolling and adhesion are observed while the intracellular relay and TF are not assigned	No SCI transfer inferred; bone-marrow homing and leukocyte-flow comparator context only	Primary evidence supports CD44/HCELL as an E-selectin ligand with flow-adhesion outputs without assigning a complete intracellular or TF route.	E-selectin-Ig affinity isolation, glycan analysis, CD44 loss-of-function, rolling and ligand-function assays under flow	unknown	direct_edge	PMID:11402070; PMID:17442598	Primary CD44/HCELL E-selectin ligand and neutrophil-ligand-function studies	Primary evidence supports glycoform-dependent CD44/HCELL binding to E-selectin and hematopoietic-cell rolling under flow; the downstream intracellular continuation and TF remain unresolved.	Preserve CD44/HCELL glycoform identity, sialylated/fucosylated N-glycans, species and cell-state differences and flow-adhesion context; do not infer a CD44 intracellular relay or SCI function.	curated_primary_route	LITEXP:000847
M21B-LITEXP-0848	M21B-DOWNSTREAM:00079	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor	not_assayed		NODE10130	SELE/E-selectin	M21B-E000285	NODE03374	ESL-1/GLG1										E-selectin-ESL1/GLG1 glycoform-dependent leukocyte tethering and rolling output		E-selectin-ESL1-leukocyte-adhesion	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000285;M21B-EVID-000228;M21B-DOWNSTREAM-EVID:000151;PMID:7531823;PMID:17442598	M21B-DOWNSTREAM-EVID:000151	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0848	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	cellular_functional_readout	mouse; rat	Mouse myeloid and neutrophil systems, E-selectin-transfected CHO cells and recombinant/fucosylated ESL1 with adhesion, blocking and intravital-flow assays	Extracellular E-selectin engages fucosylated ESL1/GLG1; leukocyte tethering, adhesion and rolling outputs are observed while the intracellular relay and TF are not assigned	No SCI transfer inferred; neutrophil vascular-adhesion comparator context only	Primary evidence supports E-selectin-ESL1 binding and leukocyte adhesion/rolling without assigning a complete intracellular or TF route.	Recombinant ligand isolation, fucosylation, antibody blocking, ESL1 loss-of-function and intravital-flow rolling assays	unknown	direct_edge	PMID:7531823; PMID:17442598	Primary ESL1 E-selectin ligand and neutrophil-function studies	Primary evidence supports E-selectin binding to fucosylated ESL1/GLG1 and its contribution to leukocyte adhesion and rolling; the downstream intracellular continuation and TF remain unresolved.	Preserve ESL1/GLG1 fucosylated N-glycan requirement, mouse-versus-human differences and flow context; do not infer FGFR signaling, an intracellular ESL1 relay or SCI relevance.	curated_primary_route	LITEXP:000848
M21B-LITEXP-0849	M21B-DOWNSTREAM:00080	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|phosphorylation_or_activation_readout	intracellular_continuation|transcription_factor	not_assayed		NODE01895	CD43/LEUKOSIALIN	M21B-E000287	NODE10130	SELE/E-selectin										Glycoform-dependent CD43-E-selectin activated-T-cell and neutrophil rolling output		E-selectin-CD43-leukocyte-adhesion	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000287;M21B-EVID-000230;M21B-DOWNSTREAM-EVID:000153;PMID:16339541;PMID:18714037	M21B-DOWNSTREAM-EVID:000153	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0849	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	phosphorylation_or_activation_readout	mouse; human	Mouse activated T cells and bone-marrow neutrophils with glycosyltransferase-engineered CD43-Ig, E-selectin-Ig precipitation, deficiency comparisons and intravital-flow assays	Glycoform-specific CD43 engages E-selectin; selectin binding and leukocyte rolling are observed while the intracellular relay and TF are not assigned	No SCI transfer inferred; activated T-cell and neutrophil inflammatory comparator context only	Primary evidence supports appropriately glycosylated CD43 as an E-selectin ligand with rolling outputs without assigning a complete intracellular or TF route.	E-selectin-Ig precipitation, sialic-acid and glycoform controls, CD43-Ig flow rolling, antibody and deficiency comparisons	unknown	direct_edge	PMID:16339541; PMID:18714037	Primary CD43 E-selectin ligand and context-dependent leukocyte-rolling studies	Primary evidence supports glycosylated CD43 binding to E-selectin and contributing to activated T-cell or neutrophil rolling; the downstream intracellular continuation and TF remain unresolved.	Preserve activated-cell glycoform and species context and CD43 antiadhesive-versus-proadhesive distinction; do not infer a universal CD43 relay or SCI function.	curated_primary_route	LITEXP:000849
M21B-LITEXP-0850	M21B-DOWNSTREAM:00081	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor	not_assayed		NODE03183	Endoglycan/EG	M21B-E000289	NODE10138	SELP/P-selectin										Endoglycan-P-selectin sialylation/fucosylation-dependent leukocyte rolling output		P-selectin-endoglycan-leukocyte-adhesion	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000289;M21B-EVID-000232;M21B-DOWNSTREAM-EVID:000155;PMID:18606703;PMCID:PMC2700822	M21B-DOWNSTREAM-EVID:000155	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0850	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	cellular_functional_readout	human	Human B-cell, monocyte, tonsil and recombinant endoglycan systems with P-selectin-Ig immunoprecipitation, glycan controls and flow adhesion	Extracellular P-selectin engages sialylated/fucosylated endoglycan; leukocyte rolling is observed with divalent-cation dependence while the intracellular relay and TF are not assigned	No SCI transfer inferred; vascular-selectin and leukocyte-trafficking comparator context only	Primary evidence supports endoglycan binding to P-selectin and glycan-dependent rolling without assigning a complete intracellular or TF route.	P-selectin-Ig immunoprecipitation, sialidase/fucosylation and EDTA controls, recombinant endoglycan flow adhesion and transfection assays	unknown	direct_edge	PMID:18606703; PMCID:PMC2700822	Primary endoglycan vascular-selectin ligand study	Primary evidence supports immunopurified endoglycan binding P-selectin and sialic-acid/fucose-dependent rolling; the downstream intracellular continuation and TF remain unresolved.	Preserve endoglycan sialylation/fucosylation and divalent-cation dependence, P-selectin flow context and distinction from PSGL1; do not infer an intracellular relay or SCI function.	curated_primary_route	LITEXP:000850
M21B-LITEXP-0851	M21B-DOWNSTREAM:00082	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor	not_assayed		NODE01869	CD34	M21B-E000290	NODE10135	SELL/L-selectin										HEV-glycoform CD34-L-selectin sulfated-adhesion and lymphocyte-rolling output		L-selectin-CD34-HEV-adhesion	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000290;M21B-EVID-000233;M21B-DOWNSTREAM-EVID:000156;PMID:7692600;PMID:7559783	M21B-DOWNSTREAM-EVID:000156	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0851	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	cellular_functional_readout	human; mouse	Mouse and human high-endothelial-venule and tonsil CD34 systems with L-selectin-Ig affinity staining, PNAd fractionation, glycosidase controls and lymphocyte flow adhesion	HEV-specific sulfated CD34 glycoforms engage L-selectin; lymphocyte tethering and rolling are observed while the intracellular relay and TF are not assigned	No SCI transfer inferred; lymphocyte-homing and high-endothelial-venule comparator context only	Primary evidence supports an HEV glycoform of CD34 as an L-selectin ligand with flow-adhesion output without assigning a complete intracellular or TF route.	L-selectin-Ig affinity staining, PNAd fractionation, antibody/glycosidase controls and lymphocyte flow-adhesion assays	unknown	direct_edge	PMID:7692600; PMID:7559783	Primary CD34 L-selectin HEV-ligand studies	Primary evidence supports sulfated HEV CD34-dependent L-selectin recognition and lymphocyte tethering/rolling; the downstream intracellular continuation and TF remain unresolved.	Preserve HEV-specific CD34 glycoform, sulfated O-glycan/MECA-79 context and PNAd multicomponent boundary; do not infer a CD34 intracellular relay or SCI function.	curated_primary_route	LITEXP:000851
M21B-LITEXP-0852	M21B-DOWNSTREAM:00083	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor	not_assayed		NODE07561	MUC16	M21B-E000294	NODE10130	SELE/E-selectin										Sialofucosylated MUC16-E-selectin metastatic pancreatic-cancer adhesion output		E-selectin-MUC16-tumor-adhesion	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000294;M21B-EVID-000237;M21B-DOWNSTREAM-EVID:000157;PMID:22159147;PMCID:PMC3289508;DOI:10.1096/fj.11-195669	M21B-DOWNSTREAM-EVID:000157	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0852	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	cellular_functional_readout	human	Human metastatic pancreatic-cancer cells and immunopurified MUC16 with E-selectin-Ig binding, blot rolling, RNAi depletion and parallel-plate shear-flow assays	Sialofucosylated MUC16 engages E-selectin on tumor-cell/endothelial interfaces; flow adhesion is observed while the intracellular relay and TF are not assigned	No SCI transfer inferred; metastatic pancreatic-cancer comparator context only	Primary evidence supports MUC16 as a functional E-selectin ligand in metastatic pancreatic-cancer cells without assigning a complete intracellular or TF route.	E-selectin-Ig binding, immunopurified-MUC16 blot rolling, function-blocking antibodies, MUC16 RNAi and shear-flow adhesion assays	unknown	direct_edge	PMID:22159147; PMCID:PMC3289508; DOI:10.1096/fj.11-195669	Primary MUC16 selectin-ligand pancreatic-cancer study	Primary evidence supports sialofucosylated MUC16 binding E-selectin and MUC16-dependent pancreatic-cancer-cell adhesion under flow; the downstream intracellular continuation and TF remain unresolved.	Preserve the sialofucosylated MUC16 glycoform, metastatic pancreatic-cancer model, flow/shear context and residual-ligand caveat; do not infer MUC16 intracellular signaling or SCI function.	curated_primary_route	LITEXP:000852
M21B-LITEXP-0853	M21B-DOWNSTREAM:00084	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor	not_assayed		NODE07561	MUC16	M21B-E000295	NODE10135	SELL/L-selectin										Sialofucosylated MUC16-L-selectin metastatic pancreatic-cancer tethering output		L-selectin-MUC16-tumor-adhesion	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000295;M21B-EVID-000238;M21B-DOWNSTREAM-EVID:000158;PMID:22159147;PMCID:PMC3289508;DOI:10.1096/fj.11-195669	M21B-DOWNSTREAM-EVID:000158	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0853	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	cellular_functional_readout	human	Human metastatic pancreatic-cancer cells and immunopurified MUC16 with L-selectin-Ig binding, blot rolling, RNAi depletion and parallel-plate shear-flow assays	Sialofucosylated MUC16 engages L-selectin at tumor-cell interfaces; tethering under flow is observed while the intracellular relay and TF are not assigned	No SCI transfer inferred; metastatic pancreatic-cancer comparator context only	Primary evidence supports MUC16 as a functional L-selectin ligand in metastatic pancreatic-cancer cells without assigning a complete intracellular or TF route.	L-selectin-Ig binding, immunopurified-MUC16 blot rolling, function-blocking antibodies, MUC16 RNAi and shear-flow tethering assays	unknown	direct_edge	PMID:22159147; PMCID:PMC3289508; DOI:10.1096/fj.11-195669	Primary MUC16 L-selectin pancreatic-cancer tethering study	Primary evidence supports sialofucosylated MUC16 binding L-selectin and MUC16-dependent tumor-cell tethering under flow; the downstream intracellular continuation and TF remain unresolved.	Preserve the sialofucosylated MUC16 glycoform, metastatic pancreatic-cancer model, L-selectin tethering and shear context and residual-ligand caveat; do not infer MUC16 intracellular signaling or SCI function.	curated_primary_route	LITEXP:000853
M21B-LITEXP-0854	M21B-DOWNSTREAM:00085	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor	not_assayed		NODE09138	PODXL/PCLP	M21B-E000296	NODE10130	SELE/E-selectin										Sialofucosylated PODXL-E-selectin metastatic pancreatic-cancer rolling output		E-selectin-PODXL-tumor-adhesion	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000296;M21B-EVID-000239;M21B-DOWNSTREAM-EVID:000159;PMCID:PMC3468350	M21B-DOWNSTREAM-EVID:000159	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0854	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	cellular_functional_readout	human	Human metastatic pancreatic-cancer cells and immunopurified PODXL with E-selectin binding, knockdown, glycoform and selectin-dependent flow-rolling assays	Sialofucosylated PODXL engages E-selectin at tumor-cell interfaces; flow adhesion and rolling are observed while the intracellular relay and TF are not assigned	No SCI transfer inferred; metastatic pancreatic-cancer comparator context only	Primary evidence supports PODXL as a functional E-selectin ligand in metastatic pancreatic-cancer cells without assigning a complete intracellular or TF route.	E-selectin binding and knockdown, immunopurified-PODXL flow adhesion, glycoform/antibody controls and selectin-dependent rolling assays	unknown	direct_edge	PMCID:PMC3468350	Primary PODXL E-selectin pancreatic-cancer adhesion study	Primary evidence supports sialofucosylated PODXL binding E-selectin and contributing to metastatic pancreatic-cancer-cell adhesion under flow; the downstream intracellular continuation and TF remain unresolved.	Preserve the sialofucosylated PODXL/PCLP glycoform, metastatic pancreatic-cancer model, flow/shear context and residual MUC16 contribution; do not infer PODXL intracellular signaling or SCI function.	curated_primary_route	LITEXP:000854
