path_expression	route_tier	missing_layers	intracellular_status	transcription_factor_node_id	transcription_factor_label	target_gene_node_id	target_gene_label	output_node_id	input_evidence_type	output_evidence_type	route_linkage_status	causal_status	traversal_status	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	source_scope	curation_status	expansion_id	source_queue_id	known_layers	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	output_label	pathway_name	evidence_ids	source_evidence_record_id	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	primary_locator	citation_note	evidence_summary	limitations	source_chain_id	route_evidence_id
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1155	M21B-DOWNSTREAM:00914	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	NODE01820	CD22	M21B-E005458	NODE09475	PTPRC/CD45	M21B-E002296	NODE10890	TCRZ/CD247 phosphotyrosine	CD22-CD45-CD3zeta dephosphorylation and T-cell signaling-termination output	PTPRC-CD247-negative-TCR-relay	M21B-E005458;M21B-E002296;M21B-EVID-005401;M21B-EVID-002239;PMCID:PMC45139;DOI:10.1073/pnas.91.23.10928	M21B-DOWNSTREAM-EVID:001502	phosphorylation_or_activation_readout	as stated in primary model/assay	Purified GST-CD45 active-site mutant substrate-trapping and wild-type phosphatase assays with phosphorylated CD3-zeta from T-cell signaling preparations; LAR and CD45-LAR specificity controls	CD22-CD45 input; CD45 dephosphorylation of TCR CD3-zeta and T-cell signaling-termination output	no SCI transfer inferred; primary T-cell biochemical context only	Represent CD45 dephosphorylation of phosphorylated CD3-zeta as a bounded TCR termination continuation; do not assign individual ITAM tyrosines or infer a terminal TF.	Substrate-trapping, purified phosphatase and specificity-control assays	unknown	PMCID:PMC45139; DOI:10.1073/pnas.91.23.10928	CD45 binds and preferentially dephosphorylates phosphorylated CD3-zeta; PMCID:PMC45139.	The existing CD22-CD45 input is extended by primary evidence that CD45 directly recognizes and dephosphorylates phosphorylated CD3-zeta.	Preserve the purified substrate-trapping and T-cell context; the annotation does not assert that CD22 is the stimulus used in the CD45 substrate assay.	M21B-LITEXP-1155	LITEXP:001155
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1156	M21B-DOWNSTREAM:01073	ligand|receptor|intracellular_continuation|translocation_or_localization_readout	NODE02014	CDH23/cadherin-23	M21B-E002636	NODE08780	PCDH15/protocadherin-15	M21B-E002635	NODE06375	LHFPL5/TMHS	CDH23-PCDH15-LHFPL5 tip-link mechanotransduction-complex localization output	PCDH15-LHFPL5-tip-link-complex	M21B-E002636;M21B-E002635;M21B-EVID-002579;M21B-EVID-002578;PMID:30070639	M21B-DOWNSTREAM-EVID:001733	translocation_or_localization_readout	mouse	Mouse PCDH15/LHFPL5 constructs expressed in HEK293-derived cells; tandem affinity purification, size-exclusion chromatography, cryo-EM structure, interaction mapping and deafness-mutation localization	CDH23-PCDH15 tip-link input; PCDH15-LHFPL5 membrane-proximal mechanotransduction-complex output	no SCI transfer inferred; hair-cell mechanotransduction context only	Represent the PCDH15-LHFPL5 heterotetrameric tip-link assembly and membrane-proximal interface; do not infer direct coupling to TMC1/2 or terminal transcription.	Tandem affinity purification, size-exclusion chromatography, cryo-EM, interaction mapping and mutation localization	unknown	PMID:30070639	PCDH15 and LHFPL5 form a stable membrane-proximal mechanotransduction complex; PMID:30070639.	The existing CDH23-PCDH15 tip-link input is extended by primary structural and biochemical evidence for PCDH15-LHFPL5 complex assembly.	Preserve the hair-cell tip-link and transmembrane-interface context; no SCI or direct TMC1/2 coupling is inferred.	M21B-LITEXP-1156	LITEXP:001156
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1157	M21B-DOWNSTREAM:01194	ligand|receptor|intracellular_continuation|gene_expression_or_transcription	NODE08153	Nogo-66/RTN4A	M21B-E002881	NODE09893	RTN4R/NgR1	M21B-E002896	NODE09896	RTN4R3/NgR3	Nogo-66-NgR1/NgR3 CSPG-dependent neurite-inhibition and regeneration-limiting output	CSPG-dependent-NgR1-NgR3-receptor-complex	M21B-E002881;M21B-E002896;M21B-EVID-002824;M21B-EVID-002839;PMID:22406547;PMCID:PMC3337880	M21B-DOWNSTREAM-EVID:001929	gene_expression_or_transcription	rat	HEK293T co-expression and immune-complex assays with exogenous CSPGs; soluble NgR3 binding tests against NgR1 co-receptors; rat cerebellar-granule neurite-inhibition assays and Ngr1/Ngr3 genetic comparisons	Nogo-66-NgR1 input; ligand-dependent NgR1/NgR3 receptor-complex association and neurite-inhibition output	CNS growth-inhibition and optic-nerve injury comparator models; no direct traumatic-SCI transfer inferred	Promote ligand-dependent NgR1/NgR3 receptor-complex association rather than constitutive binary binding; preserve shared MAI/CSPG receptor semantics.	NgR co-expression, immune-complex, CSPG-binding, neurite-inhibition and Ngr1/Ngr3 genetic assays	unknown	PMID:22406547; PMCID:PMC3337880	NgR1 and NgR3 function as partially redundant CSPG receptors and participate in inhibitory growth signaling; PMID:22406547.	The existing Nogo-66-NgR1 input is extended by primary evidence for NgR1/NgR3 receptor-complex participation in CSPG-dependent neurite inhibition and regeneration limits.	Preserve ligand dependence, co-expression and genetic-comparison boundaries; no fixed stoichiometry, receiver weighting or terminal TF is inferred.	M21B-LITEXP-1157	LITEXP:001157
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1158	M21B-DOWNSTREAM:01584	ligand|receptor|intracellular_continuation|cellular_functional_readout	NODE10266	SHH/sonic hedgehog	M21B-E005404	NODE10387	SLITRK5	M21B-E005403	NODE09480	PTPRD/PTPdelta	SHH-SLITRK5-PTPdelta transsynaptic adhesion and BDNF/TrkB-trafficking output	SLITRK5-PTPRD-transsynaptic-binding	M21B-E005404;M21B-E005403;M21B-EVID-005347;M21B-EVID-005346;PMID:26004511;PMCID:PMC4784688	M21B-DOWNSTREAM-EVID:002487	cellular_functional_readout	mouse	HEK293T cells expressing full-length or deletion-mutant Slitrk5; purified PTPdelta-Fc binding, heterophilic cell-adhesion coculture and BDNF-competition assays, with mouse striatal-neuron TrkB trafficking/function as a separate context	SHH-SLITRK5 input; PTPdelta transsynaptic association and BDNF-dependent TrkB trafficking/signaling output	no SCI transfer inferred; heterologous and neural comparator systems only	Preserve basal trans PTPdelta binding versus BDNF-induced cis TrkB interaction; the downstream primary does not establish SHH as the tested input.	PTPdelta-Fc binding, deletion mapping, heterophilic adhesion coculture, BDNF competition and TrkB trafficking assays	unknown	PMID:26004511; PMCID:PMC4784688; DOI:10.1016/j.devcell.2015.04.009	Slitrk5 binds PTPdelta basally and switches to BDNF-dependent TrkB trafficking/signaling; PMID:26004511.	The existing SHH-SLITRK5 input is extended by primary evidence for Slitrk5-PTPdelta trans binding and BDNF-dependent receptor trafficking.	Do not claim SHH directly drives the PTPdelta or BDNF assays; preserve LRR1, trans/cis and neural-model limits.	M21B-LITEXP-1158	LITEXP:001158
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1159	M21B-DOWNSTREAM:01615	ligand|receptor|intracellular_continuation|cellular_functional_readout	NODE10845	TAG1/CNTN2	M21B-E005155	NODE06177	L1CAM/L1	M21B-E005468	NODE05791	ITGA5:ITGB1/VLA-5	TAG1-L1CAM-VLA5 cell-adhesion output	L1-VLA5-cell-adhesion	M21B-E005155;M21B-E005468;M21B-EVID-005098;M21B-EVID-005411;PMID:8557754;PMCID:PMC2120661	M21B-DOWNSTREAM-EVID:002539	cellular_functional_readout	human; mouse	Mouse ESb-MP cells expressing L1 and VLA-5, mouse bone-marrow cells and VLA-5-positive platelets, human NALM-6 cells, purified L1-coated beads/protein and L1-derived RGD peptide; antibody-blocked aggregation and adhesion assays	TAG1-L1CAM adhesion input; L1 RGD-domain interaction with alpha5beta1/VLA-5 and cell-adhesion output	no SCI transfer inferred; neural and immune adhesion systems only	Represent direct L1-VLA-5 binding and bounded adhesion function; preserve L1 RGD-domain, VLA-5 and species/cell-system limits.	Purified-protein, bead-binding, antibody-blocked aggregation and cell-adhesion assays	unknown	PMID:8557754; PMCID:PMC2120661; DOI:10.1083/jcb.131.6.1881	L1 is a cellular ligand for VLA-5 and supports cell adhesion; PMID:8557754.	The existing TAG1-L1CAM input is extended by primary evidence for L1CAM interaction with alpha5beta1/VLA-5 and adhesion readouts.	The downstream primary tests L1-VLA-5 directly rather than TAG1 as the initiating ligand; no CNS/SCI relay or terminal TF is inferred.	M21B-LITEXP-1159	LITEXP:001159
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1160	M21B-DOWNSTREAM:01718	ligand|receptor|intracellular_continuation|phagocytosis_or_engulfment	NODE08953	Phosphatidylserine/PtdSer	M21B-E000903	NODE01119	BAI1/ADGRB1	M21B-E005801	NODE07055	microglial dying-neuron engulfment	PtdSer-BAI1 phagosome-formation and dying-neuron engulfment output	BAI1-microglial-dying-neuron-engulfment	M21B-E000903;M21B-E005801;M21B-EVID-000846;M21B-EVID-005744;PMID:24898390;DOI:10.1038/ncomms5046	M21B-DOWNSTREAM-EVID:002719	phagocytosis_or_engulfment	zebrafish	Embryonic zebrafish brain; live imaging of microglial engulfment, neuronal apoptosis induction, BAI1 morpholino loss-of-function and phagosome/cargo-transport readouts	PtdSer-BAI1 input; BAI1-dependent phagosome formation/cargo transport and microglial dying-neuron engulfment output	no SCI transfer inferred; embryonic zebrafish microglia comparator only	Represent BAI1 as a phosphatidylserine receptor controlling phagosome formation and cargo transport; retain the combined BAI1/TIM4 clearance context.	Live imaging, neuronal apoptosis induction, BAI1 morpholino loss-of-function and phagosome/cargo-transport assays	activating	PMID:24898390; DOI:10.1038/ncomms5046	BAI1 controls phagosome formation and cargo transport during microglial removal of dying neurons; PMID:24898390.	PtdSer binding to BAI1 is extended by primary evidence that BAI1 controls phagosome formation and cargo transport during microglial efferocytosis.	Preserve zebrafish developmental context and combined BAI1/TIM4 activity; no mammalian SCI branch or intracellular relay is inferred.	M21B-LITEXP-1160	LITEXP:001160
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1161	M21B-DOWNSTREAM:01720	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	NODE11209	TNC/tenascin-C	M21B-E006399	NODE01176	BDNF	M21B-E005803	NODE06321	learning-dependent synapse formation	TNC-BDNF-TrkB synaptogenesis and motor-learning output	BDNF-microglia-learning-dependent-synapse-formation	M21B-E006399;M21B-E005803;M21B-EVID-006342;M21B-EVID-005746;PMID:24360280;DOI:10.1016/j.cell.2013.11.030	M21B-DOWNSTREAM-EVID:002723	phosphorylation_or_activation_readout	mouse	Mouse microglia-specific Bdnf deletion and rescue; motor-cortex learning, microglial BDNF immunoprecipitation, synaptosome TrkB phosphorylation, spine/synapse formation and motor-learning readouts	TNC-BDNF input; microglial BDNF-to-neuronal TrkB phosphorylation and learning-dependent synapse-formation output	no SCI transfer inferred; motor-cortex learning model only	Record microglial BDNF origin and neuronal TrkB-dependent mechanism; do not infer a universal BDNF source or a TNC-specific downstream stimulus.	Microglia-specific Bdnf deletion/rescue, BDNF immunoprecipitation, synaptosome TrkB phosphorylation and spine/synapse readouts	activating	PMID:24360280; DOI:10.1016/j.cell.2013.11.030	Microglial BDNF promotes learning-dependent synapse formation through TrkB signaling; PMID:24360280.	The existing TNC-BDNF input is extended by primary evidence for microglial BDNF release, neuronal TrkB phosphorylation and synapse formation.	The primary functional study tests microglial BDNF rather than TNC as the initiating ligand; preserve motor-learning and cortical context.	M21B-LITEXP-1161	LITEXP:001161
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1162	M21B-DOWNSTREAM:01910	ligand|receptor|intracellular_continuation|reporter_readout	NODE01226	Beta-glucan/zymosan	M21B-E002754	NODE02241	CLEC7A/Dectin-1	M21B-E006434	NODE02225	CLEC1B/CLEC-2	Beta-glucan-Dectin-1/CLEC-2 glycan-dependent reporter and platelet-interaction output	Dectin1-CLEC2-glycan-ligand	M21B-E002754;M21B-E006434;M21B-EVID-002697;M21B-EVID-006377;PMID:36479973;PMCID:PMC9788829;DOI:10.7554/eLife.83037	M21B-DOWNSTREAM-EVID:003025	reporter_readout	human; mouse	Human Dectin-1-expressing 2B4/NFAT reporter systems, recombinant CLEC-2 CRD SPR, human and mouse platelet co-culture, CLEC-2/glycosylation mutants and human-Dectin-1 rescue in mouse lymphatic-defect models	Beta-glucan-Dectin-1 input; glycosylated human Dectin-1 ligand activity toward CLEC-2 and reporter/platelet output	no SCI transfer inferred; innate-immune and lymphatic-development models only	Require human Dectin-1 stalk O-glycosylation and the EDxxT/T105 glycan context; preserve the cross-receptor ligand relationship rather than treating it as intracellular Dectin-1 signaling.	NFAT reporter, recombinant CLEC-2 SPR, platelet coculture, glycosylation mutants and human-Dectin-1 rescue assays	activating	PMID:36479973; PMCID:PMC9788829; DOI:10.7554/eLife.83037	Glycosylated human Dectin-1 acts as a ligand for CLEC-2 in reporter and platelet systems; PMID:36479973.	The existing beta-glucan-Dectin-1 input is extended by primary evidence that glycosylated human Dectin-1 engages CLEC-2 and produces receptor-dependent reporter output.	Mouse Dectin-1 lacks the relevant glycan motif; the primary does not establish Dectin-1 intracellular signaling or a terminal TF.	M21B-LITEXP-1162	LITEXP:001162
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1163	M21B-DOWNSTREAM:02148	ligand|receptor|intracellular_continuation|cellular_functional_readout	NODE09172	PPIA/cyclophilin A	M21B-E006977	NODE01385	BSG/CD147/basigin	M21B-E007072	NODE10130	SELE/E-selectin	PPIA-BSG/E-selectin glycoform-dependent neutrophil-adhesion output	BSG-E-selectin-neutrophil-adhesion	M21B-E006977;M21B-E007072;M21B-EVID-006920;M21B-EVID-007015;PMID:19443639;PMCID:PMC2709679;DOI:10.1681/ASN.2008090957	M21B-DOWNSTREAM-EVID:003420	cellular_functional_readout	human; mouse	Human HL-60-derived BSG immunobeads and PMA-conditioned BSG; soluble human/mouse E-selectin binding with Ca2+/EDTA and tunicamycin glycan-loss controls; human endothelial adhesion and mouse renal ischemia/reperfusion neutrophil recruitment	PPIA-BSG input; glycosylated BSG-E-selectin adhesion and neutrophil-recruitment output	renal ischemia/reperfusion comparator model; no SCI transfer inferred	Represent BSG as a glycan-dependent E-selectin ligand/carrier; preserve glycoform and endothelial-adhesion context rather than inferring canonical intracellular BSG signaling.	E-selectin binding, glycan-loss controls, endothelial adhesion and Bsg-deficient renal ischemia/reperfusion recruitment assays	unknown	PMID:19443639; PMCID:PMC2709679; DOI:10.1681/ASN.2008090957	Glycosylated basigin/CD147 is an E-selectin ligand required for neutrophil recruitment in renal ischemia/reperfusion; PMID:19443639.	The existing PPIA-BSG input is extended by primary evidence for glycosylation-dependent BSG-E-selectin binding, endothelial adhesion and neutrophil recruitment.	The downstream primary tests BSG-E-selectin rather than PPIA as the initiating ligand; preserve glycoform and renal ischemia/reperfusion boundaries.	M21B-LITEXP-1163	LITEXP:001163
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1164	M21B-DOWNSTREAM:02192	ligand|receptor|intracellular_continuation|generic_functional_readout	NODE01417	C1q/complement component 1q	M21B-E007140	NODE01432	C1R/complement C1r serine protease	M21B-E007141	NODE01433	C1S/complement C1s serine protease	C1q-C1r/C1s calcium-dependent classical-complement assembly output	C1R-C1S-classical-complement-tetramer	M21B-E007140;M21B-E007141;M21B-EVID-007083;M21B-EVID-007084;PMID:19494295;PMCID:PMC5789954	M21B-DOWNSTREAM-EVID:003503	generic_functional_readout	human	Human C1r/C1s full-length and modular fragments; interaction analysis, structural determination of C1r-C1s heterodimers and assembly model for C1r2C1s2	C1q recognition input; calcium-dependent C1r-C1s protease-tetramer assembly and classical-complement initiation output	no SCI transfer inferred; complement biochemical system only	Materialize bounded C1q-triggered C1r-C1s complex assembly; preserve calcium dependence and do not infer downstream complement substrates or terminal TF output.	Structural, interaction and modular-fragment assembly assays	unknown	PMID:19494295; PMCID:PMC5789954	C1r-C1s heterodimerization forms the protease core of the calcium-dependent C1 complement complex; PMCID:PMC5789954.	The existing C1q-C1r input is extended by primary structural and biochemical evidence for C1r-C1s assembly within the classical-complement initiation complex.	This is a bounded extracellular protease-complex continuation, not an intracellular signaling cascade; no fixed downstream substrate or terminal TF is inferred.	M21B-LITEXP-1164	LITEXP:001164
