expansion_id	source_queue_id	route_status	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	target_output_form_id	output_node_id	output_label	output_form_id	bridge_id	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_chain_id	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	context_scope	source_scope	primary_locator	citation_note	curation_status	evidence_summary	limitations	route_evidence_id
M21B-LITEXP-3938	M21B-DOWNSTREAM:00983	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped																	gene_expression_or_transcription downstream readout			KCNIP2-KCND2-Kv4-auxiliary-complex	primary_literature_route_expansion	primary_downstream_output_annotation	M21B-EVID-002447	M21B-LITEXP-3938	M21B-DOWNSTREAM-EVID:001606	literature_expansion:bounded_downstream_output_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	gene_expression_or_transcription	Primary source-linked downstream readout; receptor and intracellular topology intentionally unresolved.	ambiguous_topology_primary_evidence	PMID:16820361; PMID:16096338	Primary evidence record M21B-DOWNSTREAM-EVID:001606; topology remains unresolved.	curated_primary_route	Primary-supported claim: The reviews identify KChIP2 as a direct Kv4 auxiliary subunit; the cited primaries demonstrate direct KChIP2-Kv4.2 C-terminal/N-terminal interaction by co-immunoprecipitation and GST binding, with altered surface expression, degradation, gating and current amplitude. Primary model/assay: Rat/human Kv4.2 and KChIP2 isoforms in mammalian cells; co-immunoprecipitation, competitive GST binding, truncation/mutagenesis, pulse-chase, surface-expression and whole-cell patch-clamp assays	Preserve KChIP2 isoform and Kv4.2 N-/C-terminal auxiliary-complex context; do not infer a single exclusive docking site, native stoichiometry, SCI function or terminal-TF output.	LITEXP:003968
M21B-LITEXP-3939	M21B-DOWNSTREAM:00995	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped																	translocation_or_localization_readout downstream readout			TRIP8B-clathrin-endocytic-trafficking	primary_literature_route_expansion	primary_downstream_output_annotation	M21B-EVID-002462	M21B-LITEXP-3939	M21B-DOWNSTREAM-EVID:001621	literature_expansion:bounded_downstream_output_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	translocation_or_localization_readout	Primary source-linked downstream readout; receptor and intracellular topology intentionally unresolved.	ambiguous_topology_primary_evidence	PMID:21749376	Primary evidence record M21B-DOWNSTREAM-EVID:001621; topology remains unresolved.	curated_primary_route	Primary-supported claim: The review describes TRIP8b as an HCN-trafficking adaptor and cites direct association with clathrin; the primary demonstrates in-vitro TRIP8b-clathrin binding, brain clathrin-coated-vesicle association and clathrin-dependent redistribution of HCN1/TRIP8b in HEK293 cells. Primary model/assay: Rat brain clathrin-coated vesicles, purified/in-vitro binding systems and HEK293 HCN1-TRIP8b cells; clathrin co-purification, binding, co-localization and trafficking-mutant assays	Represent direct TRIP8b-clathrin adaptor association and bounded HCN1 endocytic trafficking; preserve independent HCN versus clathrin interaction sites and no SCI/terminal-TF inference.	LITEXP:003969
M21B-LITEXP-3940	M21B-DOWNSTREAM:01147	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped																	gene_expression_or_transcription downstream readout			KCNE3-KCNQ1-epithelial-channel	primary_literature_route_expansion	primary_downstream_output_annotation	M21B-EVID-002736	M21B-LITEXP-3940	M21B-DOWNSTREAM-EVID:001852	literature_expansion:bounded_downstream_output_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	gene_expression_or_transcription	Primary source-linked downstream readout; receptor and intracellular topology intentionally unresolved.	ambiguous_topology_primary_evidence	PMID:10646604	Primary evidence record M21B-DOWNSTREAM-EVID:001852; topology remains unresolved.	curated_primary_route	Primary-supported claim: The review cites primary evidence for KCNQ1-KCNE3 functional channel assembly in epithelial systems. Primary model/assay: Heterologous channel-current assays with intestinal expression and pharmacology	Preserve epithelial channel context and functional assembly layer; no CNS or SCI inference.	LITEXP:003970
M21B-LITEXP-3941	M21B-DOWNSTREAM:01148	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped																	gene_expression_or_transcription downstream readout			DPP6-Kv4.3-auxiliary-channel	primary_literature_route_expansion	primary_downstream_output_annotation	M21B-EVID-002737	M21B-LITEXP-3941	M21B-DOWNSTREAM-EVID:001853	literature_expansion:bounded_downstream_output_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	gene_expression_or_transcription	Primary source-linked downstream readout; receptor and intracellular topology intentionally unresolved.	ambiguous_topology_primary_evidence	PMID:15890703; PMCID:PMC1464568	Primary evidence record M21B-DOWNSTREAM-EVID:001853; topology remains unresolved.	curated_primary_route	Primary-supported claim: The review cites primary evidence that DPP6 associates with Kv4.3/KCND3 and modifies recombinant channel behavior. Primary model/assay: Human cardiac expression and CHO Kv4.3 electrophysiology with DPP6 coexpression	The primary calls DPP6 a putative beta-subunit; preserve auxiliary-channel and cardiac/heterologous context without fixed stoichiometry.	LITEXP:003971
M21B-LITEXP-3942	M21B-DOWNSTREAM:01152	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped																	translocation_or_localization_readout downstream readout			NYX-TRPM1-retinal-channel	primary_literature_route_expansion	primary_downstream_output_annotation	M21B-EVID-002748	M21B-LITEXP-3942	M21B-DOWNSTREAM-EVID:001859	literature_expansion:bounded_downstream_output_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	translocation_or_localization_readout	Primary source-linked downstream readout; receptor and intracellular topology intentionally unresolved.	ambiguous_topology_primary_evidence	PMID:21734298; PMCID:PMC3139999	Primary evidence record M21B-DOWNSTREAM-EVID:001859; topology remains unresolved.	curated_primary_route	Primary-supported claim: The review cites primary two-hybrid, co-IP, localization and electrophysiology evidence for nyctalopin-TRPM1 association. Primary model/assay: Two-hybrid, co-IP, retinal localization and electrophysiology assays	Promote auxiliary/localization function in the retinal mGluR6 complex; no SCI inference.	LITEXP:003972
M21B-LITEXP-3943	M21B-DOWNSTREAM:01468	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped																	cleavage_or_processing_readout downstream readout			Escherichia-Sat-complement-evasion	primary_literature_route_expansion	primary_downstream_output_annotation	M21B-EVID-004834	M21B-LITEXP-3943	M21B-DOWNSTREAM-EVID:002340	literature_expansion:bounded_downstream_output_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cleavage_or_processing_readout	Primary source-linked downstream readout; receptor and intracellular topology intentionally unresolved.	ambiguous_topology_primary_evidence	PMID:35251044; PMCID:PMC8891578; DOI:10.3389/fimmu.2022.844878	Primary evidence record M21B-DOWNSTREAM-EVID:002340; topology remains unresolved.	curated_primary_route	Primary-supported claim: The reviews identify Sat as a secreted autotransporter complement protease and cite the primary study testing cleavage of C9 and terminal-pathway inhibition. Primary model/assay: Purified native Sat from ExPEC EC071 incubated with purified human complement C9; cleavage assessed by immunoblot/proteolysis assays with serum-resistance and Sat knockout/complementation controls.	Preserve Sat proteolytic complement-evasion semantics and purified-human-protein context; do not infer a host-cell receptor or SCI effect.	LITEXP:003973
M21B-LITEXP-3944	M21B-DOWNSTREAM:01469	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped																	gene_expression_or_transcription downstream readout			Tannerella-Karilysin-C4-complement-evasion	primary_literature_route_expansion	primary_downstream_output_annotation	M21B-EVID-004839	M21B-LITEXP-3944	M21B-DOWNSTREAM-EVID:002342	literature_expansion:bounded_downstream_output_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	gene_expression_or_transcription	Primary source-linked downstream readout; receptor and intracellular topology intentionally unresolved.	ambiguous_topology_primary_evidence	PMID:22287711; PMCID:PMC3288752; DOI:10.4049/jimmunol.1101240	Primary evidence record M21B-DOWNSTREAM-EVID:002342; topology remains unresolved.	curated_primary_route	Primary-supported claim: The review identifies Karilysin as a T. forsythia complement-targeting protease and cites the primary study demonstrating C4 degradation and complement-pathway inhibition. Primary model/assay: Purified Karilysin and T. forsythia strains with differential karilysin expression; purified human C4 degradation, complement-deposition assays, serum bactericidal assays and C5a-generation readouts.	Preserve Karilysin proteolytic C4-inhibition and periodontal-pathogen context; do not infer a host-cell receptor or SCI effect.	LITEXP:003974
M21B-LITEXP-3945	M21B-DOWNSTREAM:01470	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped																	gene_expression_or_transcription downstream readout			Tannerella-Karilysin-C5-complement-evasion	primary_literature_route_expansion	primary_downstream_output_annotation	M21B-EVID-004840	M21B-LITEXP-3945	M21B-DOWNSTREAM-EVID:002343	literature_expansion:bounded_downstream_output_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	gene_expression_or_transcription	Primary source-linked downstream readout; receptor and intracellular topology intentionally unresolved.	ambiguous_topology_primary_evidence	PMID:22287711; PMCID:PMC3288752; DOI:10.4049/jimmunol.1101240	Primary evidence record M21B-DOWNSTREAM-EVID:002343; topology remains unresolved.	curated_primary_route	Primary-supported claim: The review identifies Karilysin as a T. forsythia complement-targeting protease and cites the primary study demonstrating C5 degradation and terminal-pathway inhibition. Primary model/assay: Purified Karilysin and T. forsythia strains with differential karilysin expression; purified human C5 degradation, C5a-generation/neutrophil chemotaxis, complement-deposition and serum bactericidal assays.	Preserve Karilysin proteolytic C5-inhibition and C5a-generation context; do not infer a host-cell receptor or SCI effect.	LITEXP:003975
M21B-LITEXP-3946	M21B-DOWNSTREAM:01471	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped																	cellular_functional_readout downstream readout			Tannerella-Mirolysin-C4-complement-evasion	primary_literature_route_expansion	primary_downstream_output_annotation	M21B-EVID-004841	M21B-LITEXP-3946	M21B-DOWNSTREAM-EVID:002344	literature_expansion:bounded_downstream_output_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	Primary source-linked downstream readout; receptor and intracellular topology intentionally unresolved.	ambiguous_topology_primary_evidence	PMID:26209620; PMCID:PMC4546851	Primary evidence record M21B-DOWNSTREAM-EVID:002344; topology remains unresolved.	curated_primary_route	Primary-supported claim: The review identifies Mirolysin as a T. forsythia complement-targeting protease and cites the primary study demonstrating efficient C4 degradation and complement-pathway inhibition. Primary model/assay: Recombinant active Mirolysin and inactive catalytic mutant; purified human C4 degradation, pathway-deposition assays and T. forsythia mutant serum-survival/complement-resistance assays.	Preserve Mirolysin proteolytic C4-inhibition and periodontal-pathogen context; do not infer a host-cell receptor or SCI effect.	LITEXP:003976
M21B-LITEXP-3947	M21B-DOWNSTREAM:01472	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped																	cellular_functional_readout downstream readout			Tannerella-Mirolysin-C5-complement-evasion	primary_literature_route_expansion	primary_downstream_output_annotation	M21B-EVID-004842	M21B-LITEXP-3947	M21B-DOWNSTREAM-EVID:002345	literature_expansion:bounded_downstream_output_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	Primary source-linked downstream readout; receptor and intracellular topology intentionally unresolved.	ambiguous_topology_primary_evidence	PMID:26209620; PMCID:PMC4546851	Primary evidence record M21B-DOWNSTREAM-EVID:002345; topology remains unresolved.	curated_primary_route	Primary-supported claim: The review identifies Mirolysin as a T. forsythia complement-targeting protease and cites the primary study demonstrating efficient C5 degradation and terminal-pathway inhibition. Primary model/assay: Recombinant active Mirolysin and inactive catalytic mutant; purified human C5 degradation, C5a-generation/neutrophil chemotaxis, pathway-deposition assays and T. forsythia mutant serum-survival assays.	Preserve Mirolysin proteolytic C5-inhibition and C5a-generation context; do not infer a host-cell receptor or SCI effect.	LITEXP:003977
