expansion_id	source_queue_id	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	transcription_factor_node_id	transcription_factor_label	target_gene_node_id	target_gene_label	intracellular_tf_edge_id	tf_target_edge_id	target_output_form_id	output_node_id	output_label	output_form_id	bridge_id	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	source_chain_id	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	primary_locator	citation_note	evidence_summary	limitations	curation_status	route_evidence_id
M21B-LITEXP-0805	M21B-DOWNSTREAM:00023	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor	not_assayed	NODE00994	ATP/ADP	M21B-E000172	NODE08694	P2Y receptor-associated Gi/o chemotaxis branch									ATP/ADP-P2Y-associated Rac activation, membrane ruffling and microglial chemotaxis output			ATP-ADP-P2Y-microglial-chemotaxis	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000172;M21B-EVID-000115;M21B-DOWNSTREAM-EVID:000048;PMID:11245682	M21B-DOWNSTREAM-EVID:000048	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0805	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	cellular_functional_readout	rat	Primary rat cultured microglia; ATP/ADP stimulation; Boyden/Dunn chemotaxis and membrane-ruffling assays; pertussis-toxin and purinergic-antagonist perturbations with Rac activation	Extracellular ATP/ADP association with a Gi/o-coupled P2Y receptor branch; intracellular relay is not assigned	No SCI transfer inferred; primary microglial culture context only	Primary evidence supports an ATP/ADP-P2Y-associated chemotaxis output while retaining pharmacological receptor-subtype uncertainty.	ATP/ADP stimulation, Boyden/Dunn chemotaxis, membrane ruffling, purinergic antagonists, pertussis toxin and Rac activation assays	activating	direct_edge	PMID:11245682	Primary ATP/ADP Gi/o-coupled P2Y microglial chemotaxis study	Primary evidence supports ATP/ADP-induced membrane ruffling and chemotaxis in rat microglia, with pertussis-toxin-sensitive Rac activation consistent with a Gi/o-coupled P2Y branch; intracellular continuation and TF layers remain unresolved.	Preserve the pharmacological subtype limitation and ATP/ADP context; do not force P2Y12 identity or infer traumatic-SCI receiver specificity.	curated_primary_route	LITEXP:000805
M21B-LITEXP-0806	M21B-DOWNSTREAM:00401	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|phosphorylation_or_activation_readout	intracellular_continuation|transcription_factor	not_assayed	NODE09681	RELN/Reelin	M21B-E000982	NODE11745	VLDLR									Reelin-VLDLR-associated Dab1 tyrosine-phosphorylation and receptor-internalization output			RELN-VLDLR-Dab1-signaling	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000982;M21B-EVID-000925;M21B-DOWNSTREAM-EVID:000669;PMID:10571240;PMID:10571241	M21B-DOWNSTREAM-EVID:000669	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0806	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	phosphorylation_or_activation_readout	mouse	Mouse embryonic neurons and VLDLR/ApoER2 receptor-expressing cells; recombinant receptor ectodomains; ligand binding, competition, internalization and Reelin-induced Dab1 phosphorylation assays	Extracellular Reelin engagement of VLDLR with Dab1 phosphorylation/internalization output; downstream relay and TF are not assigned	No SCI transfer inferred; embryonic neuronal-development context only	Primary evidence supports direct Reelin-VLDLR binding and receptor-dependent Dab1 phosphorylation/internalization output without inferring a terminal TF.	Recombinant receptor ectodomain binding, competition, internalization and Reelin-induced Dab1 phosphorylation assays	unknown	direct_edge	PMID:10571240; PMID:10571241	Primary Reelin-VLDLR binding and Dab1-phosphorylation studies	Primary studies support Reelin binding to VLDLR and receptor-dependent internalization or Dab1 phosphorylation in embryonic neurons; intracellular continuation beyond this proximal output and TF layers remain unresolved.	Preserve Reelin processing/oligomer state, receptor-affinity and neuronal-development context; do not infer a universal LDLR-family mechanism or SCI relevance.	curated_primary_route	LITEXP:000806
M21B-LITEXP-0807	M21B-DOWNSTREAM:00402	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|phosphorylation_or_activation_readout	intracellular_continuation|transcription_factor	not_assayed	NODE09681	RELN/Reelin	M21B-E000983	NODE00695	ApoER2/LRP8									Reelin-ApoER2-associated Dab1 tyrosine-phosphorylation and receptor-blockade output			RELN-ApoER2-Dab1-signaling	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000983;M21B-EVID-000926;M21B-DOWNSTREAM-EVID:000670;PMID:10571241;PMID:28446613	M21B-DOWNSTREAM-EVID:000670	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0807	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	phosphorylation_or_activation_readout	mouse	Mouse embryonic neurons and recombinant ApoER2/LRP8 ectodomain systems; direct binding, receptor-blockade, Dab1 phosphorylation and Reelin-fragment interface assays	Extracellular Reelin engagement of ApoER2/LRP8 with Dab1 phosphorylation output; downstream relay and TF are not assigned	No SCI transfer inferred; embryonic neuronal-development context only	Primary evidence supports direct Reelin-ApoER2/LRP8 binding and receptor-dependent Dab1 phosphorylation without inferring a terminal TF.	ApoER2 ectodomain binding, receptor blockade, Reelin-fragment interface and Dab1 phosphorylation assays	activating	direct_edge	PMID:10571241; PMID:28446613	Primary Reelin-ApoER2 binding and Dab1-phosphorylation evidence	Primary evidence supports Reelin binding to ApoER2/LRP8 and receptor-dependent Dab1 phosphorylation; intracellular continuation beyond this proximal output and TF layers remain unresolved.	Preserve ApoER2 nomenclature and LA1/RR5-6 or central-fragment boundaries; do not infer a generic LDLR-family or SCI mechanism.	curated_primary_route	LITEXP:000807
M21B-LITEXP-0808	M21B-DOWNSTREAM:00405	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|phosphorylation_or_activation_readout	intracellular_continuation|transcription_factor	not_assayed	NODE09681	RELN/Reelin	M21B-E000986	NODE03283	EPHB2									Reelin-EPHB2-associated receptor clustering, phosphorylation and neuronal retraction output			RELN-EPHB2-forward-signaling	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000986;M21B-EVID-000929;M21B-DOWNSTREAM-EVID:000680;PMID:23318582;PMCID:PMC3616423	M21B-DOWNSTREAM-EVID:000680	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0808	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	phosphorylation_or_activation_readout	as stated in primary model/assay	NG108-15 cells and primary cortical/hippocampal neurons; recombinant EphB2 ectodomain pull-down; Reelin stimulation, EphB2 phosphorylation, receptor inhibition and siRNA retraction assays	Extracellular Reelin engagement of EPHB2 with receptor clustering/phosphorylation and neuronal retraction output; intracellular relay and TF are not assigned	No SCI transfer inferred; cortical/hippocampal neuronal-development context only	Primary evidence supports a noncanonical Reelin-EPHB2 binding/clustering and forward-receptor output without inferring a terminal TF.	EphB2 ectodomain pull-down, Reelin stimulation, EphB2 phosphorylation, receptor inhibitor and siRNA retraction assays	activating	direct_edge	PMID:23318582; PMCID:PMC3616423	Primary Reelin-EphB2 clustering, phosphorylation and neuronal-retraction study	Primary evidence supports Reelin binding to EphB2 extracellular domains, receptor clustering and phosphorylation, with EphB2 inhibition or knockdown blocking neuronal retraction; downstream continuation and TF layers remain unresolved.	Preserve noncanonical receptor-crosstalk status and weaker EphB2-versus-ephrin signaling distinction; do not infer a generalized Reelin pathway or SCI relevance.	curated_primary_route	LITEXP:000808
M21B-LITEXP-0809	M21B-DOWNSTREAM:00406	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor	not_assayed	NODE09371	PSPN/persephin	M21B-E000989	NODE04077	GFRA4:RET receptor complex									Persephin-GFRA4:RET-associated RET autophosphorylation and sympathetic-neuron survival output			PSPN-GFRA4-RET-neuron-survival	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000989;M21B-EVID-000932;M21B-DOWNSTREAM-EVID:000681;PMID:11116144	M21B-DOWNSTREAM-EVID:000681	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0809	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	cellular_functional_readout	human	Human GFRA4-transfected cells with endogenous RET; radiolabeled persephin displacement and cross-linking, RET autophosphorylation, and sympathetic-neuron survival assays	Extracellular persephin engagement of the GFRA4:RET multicomponent receptor with RET activation and survival output; downstream relay and TF are not assigned	No SCI or glial transfer inferred; thyroid and sympathetic-neuron comparator contexts only	Primary evidence supports the exact PSPN-GFRA4:RET receptor topology and bounded survival output without inferring a complete intracellular chain.	Radiolabeled persephin displacement, receptor cross-linking, RET autophosphorylation and sympathetic-neuron survival assays	activating	direct_edge	PMID:11116144	Primary persephin-GFRA4-RET receptor and neuron-survival study	Primary evidence identifies GFRA4 as the ligand-binding subunit required with RET for persephin signaling, with cross-linking, RET autophosphorylation and sympathetic-neuron survival outputs; downstream continuation and TF layers remain unresolved.	Preserve GFRA4 as ligand-binding subunit, RET as signaling kinase, receptor processing and thyroid/sympathetic-neuron comparator limits; do not infer SCI or glial activity.	curated_primary_route	LITEXP:000809
M21B-LITEXP-0810	M21B-DOWNSTREAM:00435	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor	not_assayed	NODE07522	MSP/mature macrophage-stimulating protein	M21B-E001075	NODE07533	MST1R/RON receptor									Mature MSP-MST1R/RON-associated receptor phosphorylation and migration output			MSP-MST1R-RON-activation	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E001075;M21B-EVID-001018;M21B-DOWNSTREAM-EVID:000740;PMID:7939629;PMID:9202013	M21B-DOWNSTREAM-EVID:000740	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0810	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	cellular_functional_readout	human	Human MSP binding/cross-linking to RON-transfected MDCK cells, RON beta-chain phosphorylation and migration; mature MSP alpha-beta receptor-binding/activation assays	Extracellular mature MSP engagement of processed MST1R/RON with receptor phosphorylation and migration output; intracellular relay and TF are not assigned	No SCI transfer inferred; epithelial/cell-line comparator context only	Primary evidence supports mature processed MSP interaction with MST1R/RON and bounded migration output without inferring a complete intracellular chain.	MSP binding/cross-linking, RON beta-chain phosphorylation, receptor activation and migration assays	activating	direct_edge	PMID:7939629; PMID:9202013	Primary mature MSP-RON receptor-binding and activation studies	Primary studies establish mature MSP as a specific MST1R/RON ligand and support receptor cross-linking, beta-chain phosphorylation and migration; intracellular continuation and TF layers remain unresolved.	Promote only mature processed alpha-beta MSP to MST1R/RON; preserve receptor processing and do not infer SCI or terminal-TF output.	curated_primary_route	LITEXP:000810
M21B-LITEXP-0811	M21B-DOWNSTREAM:00490	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor	not_assayed	NODE08385	NTN4	M21B-E001159	NODE07726	NEO1/neogenin									Netrin-4-neogenin-associated endothelial migration and tube-formation inhibition output			NTN4-NEO1-antiangiogenic-function	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E001159;M21B-EVID-001102;M21B-DOWNSTREAM-EVID:000854;PMID:18719102	M21B-DOWNSTREAM-EVID:000854	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0811	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	cellular_functional_readout	human; mouse	Human arterial endothelial cells with receptor-ECD binding, receptor silencing/blockade, migration and tube-formation assays; mouse angiogenesis models	Extracellular NTN4 association with NEO1/neogenin and an Unc5B-dependent functional context; intracellular relay and TF are not assigned	No SCI transfer inferred; endothelial and pathological-angiogenesis contexts only	Primary evidence supports NTN4 binding to neogenin with a bounded antiangiogenic functional output, while preserving the recruited Unc5B context.	Receptor-ECD binding, neogenin/Unc5B silencing or blockade, endothelial migration, tube formation and mouse angiogenesis assays	unknown	direct_edge	PMID:18719102	Primary netrin-4-neogenin-Unc5B antiangiogenic study	Primary evidence supports NTN4 binding to neogenin and shows that neogenin or Unc5B loss disrupts NTN4-dependent endothelial migration and angiogenesis inhibition; intracellular continuation and TF layers remain unresolved.	Promote NTN4 binding to NEO1/neogenin with bounded antiangiogenic function; preserve endothelial context and recruited Unc5B distinction, and do not transfer the result to UNC5B as a direct ligand receptor or to SCI.	curated_primary_route	LITEXP:000811
M21B-LITEXP-0812	M21B-DOWNSTREAM:00802	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|generic_functional_readout	intracellular_continuation|transcription_factor	not_assayed	NODE04899	Hyaluronan/HA	M21B-E001718	NODE01896	CD44									HMW-versus-LMW hyaluronan-CD44-associated ERK/Rac and cyclin-D1 cell-cycle output			Hyaluronan-CD44-form-specific-ERK-Rac	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E001718;M21B-EVID-001661;M21B-DOWNSTREAM-EVID:001317;PMID:18806267	M21B-DOWNSTREAM-EVID:001317	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0812	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	generic_functional_readout	human	Human vascular smooth-muscle cells and CD44-dependent assays; defined high- and low-molecular-weight HA, ERK/Rac, cyclin-D1, cell-cycle and CD44-blockade/perturbation readouts	Extracellular HA-form engagement of CD44 with differential ERK/Rac and cell-cycle output; the intracellular relay and TF are not assigned	No SCI transfer inferred; vascular smooth-muscle model context only	Primary evidence supports HA-form-dependent CD44 functional output and preserves opposing HMW/LMW effects without inferring a universal relay.	Defined HMW/LMW HA, CD44 blockade, ERK activation, Rac GTP loading, cyclin-D1 and cell-cycle assays	activating	direct_edge	PMID:18806267	Primary hyaluronan-form-specific CD44 ERK/Rac and cyclin-D1 study	Primary evidence shows that HMW and LMW hyaluronan bind CD44 but produce opposing proliferation effects through differential Rac and ERK signaling to cyclin-D1; intracellular continuation and TF layers remain unresolved.	Preserve HMW versus LMW ligand-form and vascular smooth-muscle context; do not infer a universal CD44 relay or SCI relevance.	curated_primary_route	LITEXP:000812
M21B-LITEXP-0813	M21B-DOWNSTREAM:00811	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|gene_expression_or_transcription	intracellular_continuation|transcription_factor	not_assayed	NODE05424	IL27	M21B-E001750	NODE05429	IL27RA/WSX-1:gp130 receptor complex									IL-27-WSX-1:gp130-associated inflammatory cytokine gene-induction output			IL27-WSX1-gp130-activation	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E001750;M21B-EVID-001693;M21B-DOWNSTREAM-EVID:001332;PMID:14764690	M21B-DOWNSTREAM-EVID:001332	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0813	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	gene_expression_or_transcription	human	Primary human mast cells and monocytes plus receptor-subunit expression/reconstitution and IL-27 stimulation systems; WSX-1/gp130 co-requirement and inflammatory cytokine induction	Extracellular IL-27 engagement of the WSX-1/gp130 receptor complex with cytokine gene-induction output; intracellular relay and TF are not assigned	No SCI transfer inferred; innate immune and receptor-reconstitution contexts only	Primary evidence supports IL-27 activation of the WSX-1/gp130 complex and cytokine gene induction while leaving the intracellular and TF layers unresolved.	WSX-1/gp130 receptor-subunit reconstitution, IL-27 stimulation, receptor sufficiency and inflammatory cytokine induction assays	activating	direct_edge	PMID:14764690	Primary IL-27 WSX-1/gp130 receptor-complex study	Primary evidence shows that WSX-1 and gp130 together, but neither subunit alone, constitute a functional IL-27 receptor and that IL-27 induces inflammatory cytokine genes in human mast cells and monocytes; intracellular continuation and TF layers remain unresolved.	Promote only the IL-27 activation of the WSX-1/gp130 complex; preserve immune-cell/reconstituted-system context and do not infer SCI glial weighting or terminal-TF activity.	curated_primary_route	LITEXP:000813
M21B-LITEXP-0814	M21B-DOWNSTREAM:00818	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|gene_expression_or_transcription	intracellular_continuation|transcription_factor	not_assayed	NODE05469	IL36A	M21B-E001758	NODE05388	IL1RL2:IL1RAP receptor complex									IL-36α-IL-36R:IL-1RAcP-associated CXCL1 inflammatory gene-expression output			IL36A-IL36R-IL1RAP-activation	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E001758;M21B-EVID-001701;M21B-DOWNSTREAM-EVID:001348;PMID:29180446	M21B-DOWNSTREAM-EVID:001348	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0814	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	gene_expression_or_transcription	human	Purified human IL-36α, IL-36R/IL1RL2 and IL-1RAcP/IL1RAP SPR and TR-FRET binding assays; engineered receptor-complex controls; HEK293 receptor-expression/FRET and HaCaT keratinocyte CXCL1 activation and IL-36Ra blockade assays	Extracellular mature IL-36α first engages IL1RL2 and recruits IL1RAP to form a ternary receptor complex with CXCL1 output; intracellular relay and TF are not assigned	No SCI transfer inferred; keratinocyte and receptor-reconstitution contexts only	Primary evidence supports the ligand-first IL-36α-IL1RL2-IL1RAP activation mechanism and CXCL1 output while leaving intracellular and TF layers unresolved.	SPR, TR-FRET, engineered receptor-complex controls, HEK293 receptor FRET, HaCaT CXCL1 assay and IL-36Ra blockade	activating	direct_edge	PMID:29180446	Primary quantitative IL-36α receptor-complex activation study	Primary evidence shows that IL-36α binds IL-36R/IL1RL2 and then recruits IL-1RAcP/IL1RAP to form the signaling ternary complex, with CXCL1 induction in HaCaT cells and antagonist competition; intracellular continuation and TF layers remain unresolved.	Preserve mature agonist processing, ligand-first recruitment mechanism, extracellular binding and keratinocyte/reconstituted context; do not infer SCI or terminal-TF output.	curated_primary_route	LITEXP:000814
