expansion_id	source_queue_id	route_status	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	target_output_form_id	output_node_id	output_label	output_form_id	bridge_id	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	source_chain_id	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	primary_locator	citation_note	evidence_summary	limitations	curation_status	route_evidence_id
M21B-LITEXP-3631	M21B-DOWNSTREAM:03194	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE10169	SEMA4A/Semaphorin-4A	M21B-E006992	NODE09118	PLXNB2/Plexin-B2												SEMA4A-PLXNB2 Rnd1-linked cell contraction and growth-cone collapse			SEMA4A-PLXNB2-B-plexin-morphology	validated_ligand_receptor_edge	primary_functional_output	M21B-E006992; M21B-EVID-006935; PMID:20043131	M21B-DOWNSTREAM-EVID:004566	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3631	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	mouse	COS-7 cells expressing Plexin-B2 with Rnd1; mouse hippocampal neurons; Sema4A-induced contraction and growth-cone collapse assays	Extracellular SEMA4A to plasma-membrane Plexin-B2	No SCI receiver inference	Primary receptor-expression and neuronal comparator evidence supports a SEMA4A-PLXNB2 morphological output while leaving the complete intracellular relay, TF, and target-gene output unresolved.	Sema4A binding, COS-7 cell-contraction assays with Plexin-B2/Rnd1, hippocampal-neuron growth-cone collapse, and R-Ras perturbation	activating	direct_edge	PMID:20043131	Primary Sema4A B-type plexin signaling and morphology study	Primary-supported claim: Sema4A binds Plexin-B2 and, with Rnd1, induces cell contraction; Sema4A also induces growth-cone collapse in mouse hippocampal neurons.	Retain the B-type plexin, Rnd1, and neuronal comparator boundaries; do not infer a complete cytosolic route, TF, target gene, or SCI output.	curated_primary_route	LITEXP:003681
M21B-LITEXP-3632	M21B-DOWNSTREAM:03196	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE10169	SEMA4A/Semaphorin-4A	M21B-E007006	NODE09122	PLXNB3/Plexin-B3												SEMA4A-PLXNB3 Rnd1-linked cell contraction and growth-cone collapse			SEMA4A-PLXNB3-B-plexin-morphology	validated_ligand_receptor_edge	primary_functional_output	M21B-E007006; M21B-EVID-006949; PMID:20043131	M21B-DOWNSTREAM-EVID:004568	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3632	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	mouse	COS-7 cells expressing Plexin-B3 with Rnd1; mouse hippocampal neurons; Sema4A-induced contraction and growth-cone collapse assays	Extracellular SEMA4A to plasma-membrane Plexin-B3	No SCI receiver inference	Primary receptor-expression and neuronal comparator evidence supports a SEMA4A-PLXNB3 morphological output while leaving the complete intracellular relay, TF, and target-gene output unresolved.	Sema4A binding, COS-7 cell-contraction assays with Plexin-B3/Rnd1, hippocampal-neuron growth-cone collapse, and R-Ras perturbation	activating	direct_edge	PMID:20043131	Primary Sema4A B-type plexin signaling and morphology study	Primary-supported claim: Sema4A binds Plexin-B3 and, with Rnd1, induces cell contraction; Sema4A also induces growth-cone collapse in mouse hippocampal neurons.	Retain the B-type plexin, Rnd1, and neuronal comparator boundaries; do not infer a complete cytosolic route, TF, target gene, or SCI output.	curated_primary_route	LITEXP:003682
M21B-LITEXP-3633	M21B-DOWNSTREAM:02786	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE11068	TIMP1/tissue inhibitor of metalloproteinases-1	M21B-E003067	NODE06516	LRP1/CD91												TIMP1-LRP1 binding, internalization, and neurite-growth output			TIMP1-LRP1-clearance	validated_ligand_receptor_edge	primary_functional_output	M21B-E003067; M21B-EVID-003010; PMID:25075518; PMCID:PMC4116228; DOI:10.1371/journal.pone.0103839	M21B-DOWNSTREAM-EVID:004155	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3633	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	mouse	Recombinant LRP1 ligand-binding domains, CHO-cell LRP1 systems, and primary murine cortical neurons	Extracellular TIMP1 to plasma-membrane LRP1/CD91	No SCI receiver inference	Primary binding, uptake, and neuronal comparator evidence supports a TIMP1-LRP1 internalization and morphology output while leaving the downstream intracellular relay, TF, and target-gene output unresolved.	Surface-plasmon resonance, LRP1-domain binding, fluorescent TIMP1 uptake/internalization, and cortical-neuron neurite/growth-cone assays	inhibitory	direct_edge	PMID:25075518; PMCID:PMC4116228; DOI:10.1371/journal.pone.0103839	Primary TIMP1-LRP1 endocytic clearance and neuronal morphology study	Primary-supported claim: TIMP1 binds LRP1, is internalized through LRP1 in cortical neurons, and produces LRP1-dependent inhibition of neurite outgrowth with increased growth-cone volume.	Retain the LRP1-domain, endocytosis, and cortical-neuron boundaries; do not infer a specific intracellular relay, TF, target gene, or SCI output.	curated_primary_route	LITEXP:003683
M21B-LITEXP-3634	M21B-DOWNSTREAM:02481	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE04245	Glycine	M21B-E001424	NODE04148	GLRA2/GlyRalpha2 glycine receptor												Glycine-GLRA2/GlyRalpha2 strychnine-sensitive chloride current			Glycine-GLRA2-ion-channel	validated_ligand_receptor_edge	primary_functional_output	M21B-E001424; M21B-EVID-001367; PMID:7752562	M21B-DOWNSTREAM-EVID:003850	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3634	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	Xenopus	Xenopus oocytes expressing GLRA2/GlyRalpha2 homomers	Extracellular glycine to plasma-membrane GLRA2/GlyRalpha2 chloride channel	No SCI receiver inference	Primary heterologous-expression electrophysiology supports glycine-gated GLRA2/GlyRalpha2 chloride currents while leaving downstream intracellular and transcriptional responses unresolved.	Glycine-evoked chloride currents and strychnine blockade in GLRA2/GlyRalpha2-expressing Xenopus oocytes	activating	direct_edge	PMID:7752562	Primary recombinant GlyRalpha2 electrophysiology study	Primary-supported claim: Glycine activates recombinant alpha2 homomeric glycine receptors in Xenopus oocytes, producing strychnine-sensitive chloride currents.	Retain the recombinant oocyte electrophysiology boundary; do not infer a cytosolic relay, TF, target gene, or SCI output.	curated_primary_route	LITEXP:003684
M21B-LITEXP-3635	M21B-DOWNSTREAM:02480	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE09349	Protons/H+	M21B-E001421	NODE00777	ASIC1/ASIC1a acid-sensing ion channel												Proton-ASIC1/ASIC1a acid-gated cation current			Proton-ASIC1-ion-channel	validated_ligand_receptor_edge	primary_functional_output	M21B-E001421; M21B-EVID-001364; PMID:9062189	M21B-DOWNSTREAM-EVID:003849	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3635	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	rat; Xenopus	Heterologous cells and Xenopus oocytes expressing cloned ASIC1/ASIC1a	Extracellular proton concentration to plasma-membrane ASIC1/ASIC1a channel	No SCI receiver inference	Primary heterologous-expression evidence supports transient acid-gated ASIC1/ASIC1a cation currents while leaving downstream intracellular and transcriptional responses unresolved.	Rapid extracellular acidification, electrophysiology, amiloride sensitivity, and channel characterization in ASIC1/ASIC1a-expressing systems	activating	direct_edge	PMID:9062189; DOI:10.1038/386173a0	Primary cloned proton-gated ASIC1 channel study	Primary-supported claim: Extracellular acid activates cloned ASIC1/ASIC1a channels, producing transient amiloride-sensitive cation currents.	Retain the acidification and heterologous-channel boundary; do not infer a cytosolic relay, TF, target gene, or SCI output.	curated_primary_route	LITEXP:003685
M21B-LITEXP-3636	M21B-DOWNSTREAM:02468	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE04238	Glutamate	M21B-E001363	NODE04434	GRIA1/GluA1 AMPA receptor												Glutamate-GRIA1/GluA1 AMPA receptor current			Glutamate-GluA1-AMPA	validated_ligand_receptor_edge	primary_functional_output	M21B-E001363; M21B-EVID-001306; PMID:1699805	M21B-DOWNSTREAM-EVID:003837	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3636	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	mouse; Xenopus	Xenopus oocytes expressing mouse GluR1/GRIA1 and GluR2/GRIA2 cRNAs	Extracellular glutamate to plasma-membrane GRIA1/GluA1 AMPA receptor channel	No SCI receiver inference	Primary heterologous-expression electrophysiology supports glutamate-evoked AMPA-receptor currents while leaving downstream intracellular and transcriptional responses unresolved.	Glutamate-, kainate-, and quisqualate-evoked current assays in homomeric and heteromeric GluR1/GluR2-expressing Xenopus oocytes	activating	direct_edge	PMID:1699805	Primary cloned mouse GluR1/GluA1 functional-expression study	Primary-supported claim: Glutamate activates recombinant mouse GluR1/GRIA1 homomeric and GluR1/GluR2 heteromeric receptor channels in Xenopus oocytes.	Retain the recombinant oocyte receptor-composition boundary; do not infer a cytosolic relay, TF, target gene, or SCI output.	curated_primary_route	LITEXP:003686
M21B-LITEXP-3637	M21B-DOWNSTREAM:02462	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE00136	Acetylcholine	M21B-E001349	NODE02146	CHRNA1:CHRNB1:CHRNG:CHRND nicotinic ACh receptor												Acetylcholine-nicotinic receptor ligand-gated cation current			Acetylcholine-nicotinic-AChR	validated_ligand_receptor_edge	primary_functional_output	M21B-E001349; M21B-EVID-001292; PMID:3834076	M21B-DOWNSTREAM-EVID:003831	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3637	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	Xenopus	Xenopus oocytes expressing cloned Torpedo californica nicotinic receptor subunits	Extracellular acetylcholine to plasma-membrane nicotinic ACh receptor channel	No SCI receiver inference	Primary heterologous-expression electrophysiology supports acetylcholine-evoked nicotinic cation currents while leaving downstream intracellular and transcriptional responses unresolved.	Acetylcholine-evoked voltage-clamp currents, d-tubocurarine blockade, reversal-potential analysis, desensitization, and subunit-deletion tests	activating	direct_edge	PMID:3834076	Primary cloned Torpedo nicotinic acetylcholine receptor physiology study	Primary-supported claim: Acetylcholine activates a defined cloned Torpedo nicotinic receptor complex in Xenopus oocytes as a cation-permeable channel with desensitization.	Retain the cloned Torpedo subunit and oocyte electrophysiology boundary; do not infer a cytosolic relay, TF, target gene, or SCI output.	curated_primary_route	LITEXP:003687
M21B-LITEXP-3638	M21B-DOWNSTREAM:02451	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|phosphorylation_or_activation_readout|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE01470	C5a/complement C5a fragment	M21B-E001320	NODE01476	C5AR2/C5L2												C5a-C5AR2/C5L2 beta-arrestin2 recruitment and receptor internalization			C5a-C5AR2-arrestin-GPCR	validated_ligand_receptor_edge	primary_functional_output	M21B-E001320; M21B-EVID-001263; PMID:19641221	M21B-DOWNSTREAM-EVID:003820	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3638	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	human; heterologous receptor systems	C5AR2/C5L2 heterologous systems with C5a or C5a-desArg; beta-arrestin2 redistribution and receptor-interaction assays	Extracellular C5a to plasma-membrane C5AR2/C5L2	No SCI receiver inference	Primary receptor pharmacology supports ligand-dependent beta-arrestin2 recruitment and intracellular redistribution for C5AR2/C5L2 while leaving a broader intracellular relay, TF, and target-gene output unresolved.	Beta-arrestin2 redistribution, beta-galactosidase fragment complementation, dose-response, and receptor internalization assays	activating	direct_edge	PMID:19641221	Primary C5L2 beta-arrestin recruitment study	Primary-supported claim: C5a and C5a-desArg stimulate C5AR2/C5L2-associated beta-arrestin2 redistribution and receptor interaction in heterologous systems.	Retain the decoy-receptor and beta-arrestin assay boundary; do not infer G-protein coupling, a complete cytosolic route, TF, target gene, or SCI output.	curated_primary_route	LITEXP:003688
M21B-LITEXP-3639	M21B-DOWNSTREAM:02308	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|phosphorylation_or_activation_readout|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE03084	EFNA5/ephrin-A5	M21B-E000382	NODE03283	EPHB2												ephrin-A5-EPHB2 clustering, autophosphorylation, and growth-cone collapse			EFNA5-EPHB2-cross-class-guidance	validated_ligand_receptor_edge	primary_functional_output	M21B-E000382; M21B-EVID-000325; PMID:15107857	M21B-DOWNSTREAM-EVID:003674	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3639	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	human; neuronal comparator systems	Human recombinant EphB2/ephrin-A5 systems, EphB2-expressing cells, and neuronal growth-cone/neurite assays	Cell-surface ephrin-A5 to plasma-membrane EPHB2 receptor tyrosine kinase	No SCI receiver inference	Primary structural and cellular evidence supports ephrin-A5-EPHB2 receptor activation and growth-cone output while leaving the downstream intracellular relay, TF, and target-gene output unresolved.	X-ray structure, binding assays, receptor clustering/autophosphorylation, growth-cone collapse, and neurite-retraction assays	activating	direct_edge	PMID:15107857; DOI:10.1038/nn1237	Primary ephrin-A5-EPHB2 cross-class signaling study	Primary-supported claim: ephrin-A5 binds EphB2, induces receptor clustering and autophosphorylation, and produces EphB2-mediated growth-cone collapse and neurite retraction.	Retain the cross-class EphB2/ephrin-A5 and neuronal comparator boundaries; do not infer a complete cytosolic route, TF, target gene, or SCI output.	curated_primary_route	LITEXP:003689
M21B-LITEXP-3640	M21B-DOWNSTREAM:02294	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE10144	SEMA3A	M21B-E000332	NODE08305	NRP1:PLXNA2 receptor complex												SEMA3A-NRP1:PLXNA2 receptor-complex growth-cone collapse and repulsion			SEMA3A-NRP1-PLXNA2	validated_ligand_receptor_edge	primary_functional_output	M21B-E000332; M21B-EVID-000275; PMID:23104057; PMID:10781943	M21B-DOWNSTREAM-EVID:003660	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3640	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	mouse; chick	Reconstituted SEMA3A-PLXNA2-NRP1 ectodomain systems and chick/mouse sensory-neuron comparator assays	Extracellular SEMA3A to plasma-membrane NRP1:PLXNA2 receptor complex	No SCI receiver inference	Primary structural, receptor-complex, and neuronal comparator evidence supports a SEMA3A-NRP1:PLXNA2 growth-cone output while leaving the downstream intracellular relay, TF, and target-gene output unresolved.	Receptor-complex assembly, structural/interface mutagenesis, binding, growth-cone collapse, and repulsion assays	activating	direct_edge	PMID:23104057; PMID:10781943	Primary SEMA3A neuropilin/plexin receptor-complex and guidance studies	Primary-supported claim: SEMA3A engages the NRP1:PLXNA2 receptor complex and produces growth-cone collapse/repulsion in neuronal comparator systems.	Retain the multicomponent NRP1/PLXNA2 receptor-complex and neuronal comparator boundaries; do not infer a complete cytosolic route, TF, target gene, or SCI output.	curated_primary_route	LITEXP:003690
