evidence_id	regulator_key	regulator_symbol	species_scope	evidence_layer	support_kind	cell_or_model	assay_or_perturbation	observation	effect_direction	primary_citation	corroborating_citation	route_or_module_relevance	target_pair_scope	exportable	canonical_write_performed	limitations
public_tf_evidence_batch026_regulator_wiz	wiz	WIZ	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human U2OS and mouse chromatin-repression models	ChIP-seq/ChIP-qPCR, siRNA depletion and expression assays	WIZ is a DNA-binding component of G9a/GLP repression machinery with exact noncanonical CWH43 and DIP2C evidence in human U2OS cells.	queued-pair direction not established except explicitly recorded limited associations	https://pubmed.ncbi.nlm.nih.gov/25789554/	https://pubmed.ncbi.nlm.nih.gov/27410475/	noncanonical chromatin-regulator capacity; exact CWH43/DIP2C candidates	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation or upstream relay. Profile, chromatin, cofactor, machinery, protein-regulation, RNA-processing and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch026_regulator_smyd5	smyd5	SMYD5	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse ESC and chromatin/methylation models	histone methylation, ChIP-seq and perturbation assays	SMYD5 is a chromatin methyltransferase with broad mouse ESC and repetitive-element evidence; the queued Eapp row is profile-only and the Gm rows are unsupported.	queued-pair direction not established except explicitly recorded limited associations	https://pubmed.ncbi.nlm.nih.gov/28250819/	https://pubmed.ncbi.nlm.nih.gov/35680905/	noncanonical chromatin-methyltransferase capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation or upstream relay. Profile, chromatin, cofactor, machinery, protein-regulation, RNA-processing and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch026_regulator_cbx1	cbx1	CBX1/HP1beta	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse heterochromatin/ESC models	H3K9me reader, ChIP-seq and knockout assays	CBX1/HP1beta is a chromatin reader and heterochromatin regulator; queued rows are profile or unsupported leads without target direction.	queued-pair direction not established except explicitly recorded limited associations	https://remap2022.univ-amu.fr/target_page/CBX1%3A10090	https://pmc.ncbi.nlm.nih.gov/articles/PMC2582898/	noncanonical chromatin-reader capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation or upstream relay. Profile, chromatin, cofactor, machinery, protein-regulation, RNA-processing and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch026_regulator_atad2	atad2	ATAD2	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse ESC chromatin-dynamics models	ChIP-seq, knockdown/overexpression and chromatin assays	ATAD2 is a chromatin-dynamics facilitator with broad active-gene effects, but no queued target-specific direction was established.	queued-pair direction not established except explicitly recorded limited associations	https://pubmed.ncbi.nlm.nih.gov/26459632/	https://pmc.ncbi.nlm.nih.gov/articles/PMC8500222/	noncanonical chromatin-regulator capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation or upstream relay. Profile, chromatin, cofactor, machinery, protein-regulation, RNA-processing and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch026_regulator_pcgf5	pcgf5	PCGF5	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse PRC1/neural-differentiation models	PRC1 occupancy and loss/gain-of-function assays	PCGF5/PRC1 evidence is strongest at mouse Nodal and Lefty loci; the queued human targets were not validated.	queued-pair direction not established except explicitly recorded limited associations	https://pmc.ncbi.nlm.nih.gov/articles/PMC5954019/	https://pubmed.ncbi.nlm.nih.gov/29765032/	noncanonical Polycomb-regulator capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation or upstream relay. Profile, chromatin, cofactor, machinery, protein-regulation, RNA-processing and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch026_regulator_usp7	usp7	USP7	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse ESC Polycomb/chromatin models	CUT&Tag/ChIP-seq, depletion and chromatin assays	USP7 is a chromatin-associated deubiquitinase; the queued Rbbp4 relation is complex-level and the other queued pairs lack exact validation.	queued-pair direction not established except explicitly recorded limited associations	https://pubmed.ncbi.nlm.nih.gov/37196079/	https://www.ncbi.nlm.nih.gov/biosample/SAMN05578943	noncanonical chromatin-deubiquitinase capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation or upstream relay. Profile, chromatin, cofactor, machinery, protein-regulation, RNA-processing and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch026_regulator_suv39h1	suv39h1	SUV39H1	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse ESC heterochromatin models	H3K9 methyltransferase ChIP-seq/RNA-seq and retrotransposon assays	SUV39H1 is an H3K9 methyltransferase; its queued Dux/AW822073 and Itln1 rows are profile-only, with direction shown for retrotransposons instead.	queued-pair direction not established except explicitly recorded limited associations	https://pubmed.ncbi.nlm.nih.gov/10949293/	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE57092	noncanonical chromatin-methyltransferase capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation or upstream relay. Profile, chromatin, cofactor, machinery, protein-regulation, RNA-processing and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch026_regulator_kdm4d	kdm4d	KDM4D	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse MEF interferon and testis models	ChIP-seq, knockdown/overexpression, stimulation and knockout assays	KDM4D regulates nonqueued interferon genes and H3K9 methylation; A930009A15Rik remains a profile-only lead.	queued-pair direction not established except explicitly recorded limited associations	https://pmc.ncbi.nlm.nih.gov/articles/PMC10236313/	https://pubmed.ncbi.nlm.nih.gov/21293030/	noncanonical chromatin-demethylase capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation or upstream relay. Profile, chromatin, cofactor, machinery, protein-regulation, RNA-processing and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch026_regulator_mfsd11	mfsd11	MFSD11	mouse	regulator_identity_and_regulatory_capacity	authoritative_annotation_only	mouse metabolic-expression models	expression and localization studies	MFSD11 is a predicted major-facilitator-superfamily membrane protein, not an established TF or chromatin regulator; no queued target mechanism was found.	queued-pair direction not established except explicitly recorded limited associations	https://www.ncbi.nlm.nih.gov/gene/69900	https://pubmed.ncbi.nlm.nih.gov/27272503/	not a transcriptional-regulator candidate; retain as database-origin trace only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation or upstream relay. Profile, chromatin, cofactor, machinery, protein-regulation, RNA-processing and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch026_regulator_cul4a	cul4a	CUL4A	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human ubiquitin-ligase/chromatin models	CRL4 complex, ChIP-seq, ubiquitination and transcription assays	CUL4A is a cullin-RING E3-ligase scaffold with protein/chromatin effects at nonqueued loci; ACVR1 is only a complex near-match.	queued-pair direction not established except explicitly recorded limited associations	https://www.uniprot.org/uniprotkb/Q13619/entry	https://pmc.ncbi.nlm.nih.gov/articles/PMC3901356/	noncanonical protein/chromatin-regulator capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation or upstream relay. Profile, chromatin, cofactor, machinery, protein-regulation, RNA-processing and cross-species evidence is retained separately from canonical promoter-TF evidence.
