b_promotion_id	discovery_id	b_edge_id	b_evidence_id	disposition	promotion_status	supported_layer	review_locator	review_cited_primary	primary_title	primary_locator	primary_validation_summary	boundary_notes	provenance_scope
M21B-PROMO-20260906-HTR1A-GoA	M21B-DISC-3995	M21B-E004103	M21B-EVID-004046	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC8213774, Structure of serotonin receptors and their ligands review	PMID:2549039	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports HTR1A activation of GoA in tested human heterologous systems (normalized dnorm Emax 0.778).	Preserve HTR1A/5-HT1A serotonin receptor, serotonin, the individual GoA construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-HTR1A-GoB	M21B-DISC-3996	M21B-E004104	M21B-EVID-004047	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC8213774, Structure of serotonin receptors and their ligands review	PMID:2549039	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports HTR1A activation of GoB in tested human heterologous systems (normalized dnorm Emax 0.892).	Preserve HTR1A/5-HT1A serotonin receptor, serotonin, the individual GoB construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-HTR1A-Gz	M21B-DISC-3997	M21B-E004105	M21B-EVID-004048	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC8213774, Structure of serotonin receptors and their ligands review	PMID:2549039	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports HTR1A activation of Gz in tested human heterologous systems (normalized dnorm Emax 0.737).	Preserve HTR1A/5-HT1A serotonin receptor, serotonin, the individual Gz construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-HTR2B-GoB	M21B-DISC-3998	M21B-E004106	M21B-EVID-004049	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC7770494, International Union of Basic and Clinical Pharmacology. CX. Classification of Receptors for 5-hydroxytryptamine; Pharmacology and Function, 5-HT2B section	PMID:8143856	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports HTR2B activation of GoB in tested human heterologous systems (normalized dnorm Emax 0.521).	Preserve HTR2B/5-HT2B serotonin receptor, serotonin, the individual GoB construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-HTR2B-Gz	M21B-DISC-3999	M21B-E004107	M21B-EVID-004050	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC7770494, International Union of Basic and Clinical Pharmacology. CX. Classification of Receptors for 5-hydroxytryptamine; Pharmacology and Function, 5-HT2B section	PMID:8143856	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports HTR2B activation of Gz in tested human heterologous systems (normalized dnorm Emax 0.903).	Preserve HTR2B/5-HT2B serotonin receptor, serotonin, the individual Gz construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-HTR2C-GoA	M21B-DISC-4000	M21B-E004108	M21B-EVID-004051	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC7770494, International Union of Basic and Clinical Pharmacology. CX. Classification of Receptors for 5-hydroxytryptamine; Pharmacology and Function, 5-HT2C section	PMID:7624049	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports HTR2C activation of GoA in tested human heterologous systems (normalized dnorm Emax 0.617).	Preserve HTR2C/5-HT2C serotonin receptor, serotonin, the individual GoA construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-HTR2C-GoB	M21B-DISC-4001	M21B-E004109	M21B-EVID-004052	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC7770494, International Union of Basic and Clinical Pharmacology. CX. Classification of Receptors for 5-hydroxytryptamine; Pharmacology and Function, 5-HT2C section	PMID:7624049	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports HTR2C activation of GoB in tested human heterologous systems (normalized dnorm Emax 1.000).	Preserve HTR2C/5-HT2C serotonin receptor, serotonin, the individual GoB construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-HTR2C-Gz	M21B-DISC-4002	M21B-E004110	M21B-EVID-004053	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC7770494, International Union of Basic and Clinical Pharmacology. CX. Classification of Receptors for 5-hydroxytryptamine; Pharmacology and Function, 5-HT2C section	PMID:7624049	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports HTR2C activation of Gz in tested human heterologous systems (normalized dnorm Emax 0.697).	Preserve HTR2C/5-HT2C serotonin receptor, serotonin, the individual Gz construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-ADRA2A-GoA	M21B-DISC-4003	M21B-E004111	M21B-EVID-004054	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC2142449, Structure, function, and regulation of adrenergic receptors	PMID:1349606; PMID:35245122	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports ADRA2A activation of GoA in tested human heterologous systems (normalized dnorm Emax 0.685).	Preserve ADRA2A/alpha2A adrenergic receptor, noradrenaline, the individual GoA construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-ADRA2A-GoB	M21B-DISC-4004	M21B-E004112	M21B-EVID-004055	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC2142449, Structure, function, and regulation of adrenergic receptors	PMID:1349606; PMID:35245122	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports ADRA2A activation of GoB in tested human heterologous systems (normalized dnorm Emax 0.842).	Preserve ADRA2A/alpha2A adrenergic receptor, noradrenaline, the individual GoB construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
