M21B-PROMO-20260914-DESMOSTEROL-01	M21B-DISC-14826	M21B-E010953	M21B-EVID-010738	candidate	promoted	downstream_or_functional	PMCID:PMC12255092, Cholesterol in the CNS: functions, recycling and remyelination; PMCID:PMC10351166, Lipid in microglial biology — from material to mediator		PMID:33349711; PMCID:PMC7116742; DOI:10.1038/s41593-020-00757-6	Microglial post-squalene sterol synthesis produces desmosterol during demyelination.	Myelin-phagocytosing microglia/macrophages showed desmosterol accumulation in demyelinating models.	Preserve measured myeloid metabolite output and no secretion/systemic ligand claim.	MATERIALIZED_REVIEW_GUIDED
M21B-PROMO-20260914-DESMOSTEROL-02	M21B-DISC-14827	M21B-E010954	M21B-EVID-010738	candidate	promoted	receptor_proximal_or_pathway;downstream_or_functional	PMCID:PMC12255092, Cholesterol in the CNS: functions, recycling and remyelination; PMCID:PMC10351166, Lipid in microglial biology — from material to mediator		PMID:33349711; PMCID:PMC7116742; DOI:10.1038/s41593-020-00757-6	Desmosterol-dependent LXR activity links myeloid sterol synthesis to repair.	Desmosterol accumulation, LXR-target gene output and sterol-pathway rescue support the mechanism.	No purified direct desmosterol-LXR binding claim.	MATERIALIZED_REVIEW_GUIDED
M21B-PROMO-20260914-DESMOSTEROL-03	M21B-DISC-14828	M21B-E010955	M21B-EVID-010738	candidate	promoted	receptor_proximal_or_pathway;downstream_or_functional	PMCID:PMC12255092, Cholesterol in the CNS: functions, recycling and remyelination; PMCID: PMC10351166, Lipid in microglial biology — from material to mediator		PMID:33349711; PMCID:PMC7116742; DOI:10.1038/s41593-020-00757-6	LXR-linked Abca1 output is part of myeloid cholesterol export during demyelination.	Abca1 expression was reduced in sterol-synthesis-deficient phagocytes and linked to LXR signaling.	Measured gene-expression output; no terminal-TF claim.	MATERIALIZED_REVIEW_GUIDED
M21B-PROMO-20260914-DESMOSTEROL-04	M21B-DISC-14829	M21B-E010956	M21B-EVID-010738	candidate	promoted	receptor_proximal_or_pathway;downstream_or_functional	PMCID:PMC12255092, Cholesterol in the CNS: functions, recycling and remyelination; PMCID: PMC10351166, Lipid in microglial biology — from material to mediator		PMID:33349711; PMCID:PMC7116742; DOI:10.1038/s41593-020-00757-6	LXR-linked Apoe output is part of myeloid lipid transport during demyelination.	Apoe expression was reduced in sterol-synthesis-deficient phagocytes and linked to LXR signaling.	Measured transcript output; no lipoprotein-production shortcut.	MATERIALIZED_REVIEW_GUIDED
M21B-PROMO-20260914-DESMOSTEROL-05	M21B-DISC-14830	M21B-E010957	M21B-EVID-010738	candidate	promoted	receptor_proximal_or_pathway;downstream_or_functional	PMCID:PMC12255092, Cholesterol in the CNS: functions, recycling and remyelination; PMCID: PMC10351166, Lipid in microglial biology — from material to mediator		PMID:33349711; PMCID:PMC7116742; DOI:10.1038/s41593-020-00757-6	LXR-linked Abcg1 output is part of myeloid cholesterol export during demyelination.	Abcg1 expression was reduced in sterol-synthesis-deficient phagocytes and linked to LXR signaling.	Measured gene-expression output; no terminal-TF claim.	MATERIALIZED_REVIEW_GUIDED
M21B-PROMO-20260914-DESMOSTEROL-06	M21B-DISC-14831	M21B-E010958	M21B-EVID-010738	candidate	promoted	receptor_proximal_or_pathway;downstream_or_functional	PMCID:PMC12255092, Cholesterol in the CNS: functions, recycling and remyelination; PMCID: PMC10351166, Lipid in microglial biology — from material to mediator		PMID:33349711; PMCID:PMC7116742; DOI:10.1038/s41593-020-00757-6	LXR target gene products facilitate myeloid lipid/cholesterol efflux.	ABCA1/ABCG1/Apoe-linked export and lipid-burden perturbation support the efflux function.	Preserve multi-gene program; no single-transporter physical claim.	MATERIALIZED_REVIEW_GUIDED
M21B-PROMO-20260914-DESMOSTEROL-07	M21B-DISC-14832	M21B-E010959	M21B-EVID-010738	candidate	promoted	receptor_proximal_or_pathway;downstream_or_functional	PMCID:PMC12255092, Cholesterol in the CNS: functions, recycling and remyelination; PMCID: PMC10351166, Lipid in microglial biology — from material to mediator		PMID:33349711; PMCID:PMC7116742; DOI:10.1038/s41593-020-00757-6	Desmosterol-LXR activity supports anti-inflammatory myeloid-state resolution.	Sterol-pathway mutants retain inflammatory signatures and fail to resolve efficiently.	Myeloid-state output only; no single cytokine or terminal-TF mechanism.	MATERIALIZED_REVIEW_GUIDED
M21B-PROMO-20260914-DESMOSTEROL-08	M21B-DISC-14833	M21B-E010960	M21B-EVID-010738	candidate	promoted	downstream_or_functional	PMCID:PMC12255092, Cholesterol in the CNS: functions, recycling and remyelination; PMCID: PMC10351166, Lipid in microglial biology — from material to mediator		PMID:33349711; PMCID:PMC7116742; DOI:10.1038/s41593-020-00757-6	Myeloid lipid/cholesterol efflux supports oligodendrocyte differentiation during lesion repair.	Efflux and lipid-recycling perturbations alter oligodendrocyte-lineage and myelin-repair readouts.	Permissive-environment function; no direct oligodendrocyte receptor binding.	MATERIALIZED_REVIEW_GUIDED
M21B-PROMO-20260914-DESMOSTEROL-09	M21B-DISC-14834	M21B-E010961	M21B-EVID-010738	candidate	promoted	downstream_or_functional	PMCID:PMC12255092, Cholesterol in the CNS: functions, recycling and remyelination; PMCID: PMC10351166, Lipid in microglial biology — from material to mediator		PMID:33349711; PMCID:PMC7116742; DOI:10.1038/s41593-020-00757-6	Post-squalene sterol synthesis promotes remyelination after CNS demyelination.	Myeloid sterol-synthesis perturbation impaired repair and pathway stimulation rescued remyelination.	Preserve demyelination/EAE models; no traumatic-SCI transfer or single-cell mediator.	MATERIALIZED_REVIEW_GUIDED
M21B-PROMO-20260914-DESMOSTEROL-10	M21B-DISC-14835	M21B-E010962	M21B-EVID-010738	candidate	promoted	receptor_proximal_or_pathway;downstream_or_functional	PMCID:PMC12255092, Cholesterol in the CNS: functions, recycling and remyelination; PMCID: PMC10351166, Lipid in microglial biology — from material to mediator		PMID:33349711; PMCID:PMC7116742; DOI:10.1038/s41593-020-00757-6	Squalene supplementation restores sterol-recycling/LXR-associated outputs in SQS-deficient phagocytes.	Squalene rescue restored pathway-associated outputs and improved repair in demyelination models.	Squalene is a substrate-supply intervention, not a physiological cytokine ligand.	MATERIALIZED_REVIEW_GUIDED
