b_promotion_id	discovery_id	b_edge_id	b_evidence_id	disposition	promotion_status	supported_layer	review_locator	review_cited_primary	primary_title	primary_locator	primary_validation_summary	boundary_notes	provenance_scope
M21B-PROMO-20260906-HRH1-GoA	M21B-DISC-4021	M21B-E004129	M21B-EVID-004072	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC4485016, IUPHAR histamine receptor review	PMID:1722337	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports HRH1 activation of GoA in tested human heterologous systems (normalized dnorm Emax 0.869).	Preserve HRH1/H1 histamine receptor, histamine, the individual GoA construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-HRH1-GoB	M21B-DISC-4022	M21B-E004130	M21B-EVID-004073	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC4485016, IUPHAR histamine receptor review	PMID:1722337	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports HRH1 activation of GoB in tested human heterologous systems (normalized dnorm Emax 0.986).	Preserve HRH1/H1 histamine receptor, histamine, the individual GoB construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-HRH1-Gz	M21B-DISC-4023	M21B-E004131	M21B-EVID-004074	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC4485016, IUPHAR histamine receptor review	PMID:1722337	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports HRH1 activation of Gz in tested human heterologous systems (normalized dnorm Emax 1.000).	Preserve HRH1/H1 histamine receptor, histamine, the individual Gz construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-HTR2A-Gz	M21B-DISC-4024	M21B-E004132	M21B-EVID-004075	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC7770494, IUPHAR 5-hydroxytryptamine receptor classification review, 5-HT2A section	PMCID:PMC455123	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports HTR2A activation of Gz in tested human heterologous systems (normalized dnorm Emax 0.602).	Preserve HTR2A/5-HT2A serotonin receptor, serotonin, the individual Gz construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-CXCR5-GoA	M21B-DISC-4025	M21B-E004133	M21B-EVID-004076	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC6120486, A guide to chemokines and their receptors; PMCID:PMC4406842, Chemokine and chemokine receptor structure and interactions	PMID:11688722	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports CXCR5 activation of GoA in tested human heterologous systems (normalized dnorm Emax 0.663).	Preserve CXCR5 receptor, CXCL13, the individual GoA construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-CXCR5-GoB	M21B-DISC-4026	M21B-E004134	M21B-EVID-004077	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC6120486, A guide to chemokines and their receptors; PMCID:PMC4406842, Chemokine and chemokine receptor structure and interactions	PMID:11688722	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports CXCR5 activation of GoB in tested human heterologous systems (normalized dnorm Emax 1.000).	Preserve CXCR5 receptor, CXCL13, the individual GoB construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-CXCR5-Gz	M21B-DISC-4027	M21B-E004135	M21B-EVID-004078	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC6120486, A guide to chemokines and their receptors; PMCID:PMC4406842, Chemokine and chemokine receptor structure and interactions	PMID:11688722	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports CXCR5 activation of Gz in tested human heterologous systems (normalized dnorm Emax 0.603).	Preserve CXCR5 receptor, CXCL13, the individual Gz construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-HCAR2-GoA	M21B-DISC-4028	M21B-E004136	M21B-EVID-004079	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9700108, Emerging roles of GPR109A in regulation of neuroinflammation	PMID:12563315; DOI:10.1038/nm824	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports HCAR2 activation of GoA in tested human heterologous systems (normalized dnorm Emax 0.909).	Preserve HCAR2/GPR109A, nicotinic acid, the individual GoA construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-HCAR2-GoB	M21B-DISC-4029	M21B-E004137	M21B-EVID-004080	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9700108, Emerging roles of GPR109A in regulation of neuroinflammation	PMID:12563315; DOI:10.1038/nm824	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports HCAR2 activation of GoB in tested human heterologous systems (normalized dnorm Emax 0.848).	Preserve HCAR2/GPR109A, nicotinic acid, the individual GoB construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-HCAR2-Gz	M21B-DISC-4030	M21B-E004138	M21B-EVID-004081	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9700108, Emerging roles of GPR109A in regulation of neuroinflammation	PMID:12563315; DOI:10.1038/nm824	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports HCAR2 activation of Gz in tested human heterologous systems (normalized dnorm Emax 1.000).	Preserve HCAR2/GPR109A, nicotinic acid, the individual Gz construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
