b_promotion_id	discovery_id	b_edge_id	b_evidence_id	disposition	promotion_status	supported_layer	review_locator	review_cited_primary	primary_title	primary_locator	primary_validation_summary	boundary_notes	provenance_scope
M21B-PROMO-20260906-ADRA1A-GNAQ	M21B-DISC-3927	M21B-E004035	M21B-EVID-003978	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC2142449, Structure, function, and regulation of adrenergic receptors	PMID:1334487	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports ADRA1A activation of GNAQ in tested human heterologous systems.	Preserve alpha1A receptor, noradrenaline and heterologous GNAQ context; coupling is nonexclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-ADRA1A-GNA11	M21B-DISC-3928	M21B-E004036	M21B-EVID-003979	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC2142449, Structure, function, and regulation of adrenergic receptors	PMID:1334487	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports ADRA1A activation of GNA11 in tested human heterologous systems.	Preserve alpha1A receptor, noradrenaline and heterologous GNA11 context; coupling is nonexclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-HTR2B-GNAQ	M21B-DISC-3929	M21B-E004037	M21B-EVID-003980	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC7770494, IUPHAR 5-HT2B receptor classification and function review	PMID:8143856	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports HTR2B activation of GNAQ in tested human heterologous systems.	Preserve 5-HT2B receptor, serotonin and heterologous GNAQ context; coupling is nonexclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-HTR2B-GNA11	M21B-DISC-3930	M21B-E004038	M21B-EVID-003981	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC7770494, IUPHAR 5-HT2B receptor classification and function review	PMID:8143856	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports HTR2B activation of GNA11 in tested human heterologous systems.	Preserve 5-HT2B receptor, serotonin and heterologous GNA11 context; coupling is nonexclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-BDKRB2-GNAQ	M21B-DISC-3931	M21B-E004039	M21B-EVID-003982	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC3733452, kallikrein-kinin system review	PMID:1715575	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports BDKRB2 activation of GNAQ in tested human heterologous systems.	Preserve B2 receptor, bradykinin-family agonist and heterologous GNAQ context; coupling is nonexclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-BDKRB2-GNA11	M21B-DISC-3932	M21B-E004040	M21B-EVID-003983	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC3733452, kallikrein-kinin system review	PMID:1715575	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports BDKRB2 activation of GNA11 in tested human heterologous systems.	Preserve B2 receptor, bradykinin-family agonist and heterologous GNA11 context; coupling is nonexclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-CYSLTR1-GNAQ	M21B-DISC-3933	M21B-E004041	M21B-EVID-003984	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC5901261, Cysteinyl-Leukotriene Receptors and Cellular Signals	PMID:10391245; DOI:10.1038/21658	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports CYSLTR1 activation of GNAQ in tested human heterologous systems.	Preserve CysLT1 receptor, LTD4 and heterologous GNAQ context; coupling is nonexclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-CYSLTR1-GNA11	M21B-DISC-3934	M21B-E004042	M21B-EVID-003985	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC5901261, Cysteinyl-Leukotriene Receptors and Cellular Signals	PMID:10391245; DOI:10.1038/21658	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports CYSLTR1 activation of GNA11 in tested human heterologous systems.	Preserve CysLT1 receptor, LTD4 and heterologous GNA11 context; coupling is nonexclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-CYSLTR2-GNAQ	M21B-DISC-3935	M21B-E004043	M21B-EVID-003986	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC3773244, Cysteinyl leukotriene receptors, old and new	PMID:10851239; PMID:10913337	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports CYSLTR2 activation of GNAQ in tested human heterologous systems.	Preserve CysLT2 receptor, LTD4 and heterologous GNAQ context; coupling is nonexclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-CYSLTR2-GNA11	M21B-DISC-3936	M21B-E004044	M21B-EVID-003987	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC3773244, Cysteinyl leukotriene receptors, old and new	PMID:10851239; PMID:10913337	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports CYSLTR2 activation of GNA11 in tested human heterologous systems.	Preserve CysLT2 receptor, LTD4 and heterologous GNA11 context; coupling is nonexclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
