b_promotion_id	discovery_id	b_edge_id	b_evidence_id	disposition	promotion_status	supported_layer	review_locator	review_cited_primary	primary_title	primary_locator	primary_validation_summary	boundary_notes	provenance_scope
M21B-PROMO-20260906-HTR1A-GNAI1	M21B-DISC-3947	M21B-E004055	M21B-EVID-003998	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC8213774, Structure of serotonin receptors and their ligands review	PMID:2549039	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports HTR1A activation of GNAI1 in tested human heterologous systems.	Preserve HTR1A/5-HT1A serotonin receptor, serotonin and heterologous GNAI1 context; coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-HTR1A-GNAI2	M21B-DISC-3948	M21B-E004056	M21B-EVID-003999	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC8213774, Structure of serotonin receptors and their ligands review	PMID:2549039	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports HTR1A activation of GNAI2 in tested human heterologous systems.	Preserve HTR1A/5-HT1A serotonin receptor, serotonin and heterologous GNAI2 context; coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-HTR1B-GNAI1	M21B-DISC-3949	M21B-E004057	M21B-EVID-004000	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC7770494, IUPHAR 5-HT1B receptor classification and function review	PMID:1315531	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports HTR1B activation of GNAI1 in tested human heterologous systems.	Preserve HTR1B/5-HT1B serotonin receptor, serotonin and heterologous GNAI1 context; coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-HTR1B-GNAI2	M21B-DISC-3950	M21B-E004058	M21B-EVID-004001	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC7770494, IUPHAR 5-HT1B receptor classification and function review	PMID:1315531	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports HTR1B activation of GNAI2 in tested human heterologous systems.	Preserve HTR1B/5-HT1B serotonin receptor, serotonin and heterologous GNAI2 context; coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-HTR1D-GNAI1	M21B-DISC-3951	M21B-E004059	M21B-EVID-004002	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC7770494, IUPHAR 5-HT1D receptor classification and function review	PMID:8717154; PMID:1565658	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports HTR1D activation of GNAI1 in tested human heterologous systems.	Preserve HTR1D/5-HT1D serotonin receptor, serotonin and heterologous GNAI1 context; coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-HTR1D-GNAI2	M21B-DISC-3952	M21B-E004060	M21B-EVID-004003	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC7770494, IUPHAR 5-HT1D receptor classification and function review	PMID:8717154; PMID:1565658	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports HTR1D activation of GNAI2 in tested human heterologous systems.	Preserve HTR1D/5-HT1D serotonin receptor, serotonin and heterologous GNAI2 context; coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-ADRA2B-GNAI1	M21B-DISC-3953	M21B-E004061	M21B-EVID-004004	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC2142449, Structure, function, and regulation of adrenergic receptors	PMID:1349606	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports ADRA2B activation of GNAI1 in tested human heterologous systems.	Preserve ADRA2B/alpha2B adrenergic receptor, noradrenaline and heterologous GNAI1 context; coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-ADRA2B-GNAI2	M21B-DISC-3954	M21B-E004062	M21B-EVID-004005	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC2142449, Structure, function, and regulation of adrenergic receptors	PMID:1349606	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports ADRA2B activation of GNAI2 in tested human heterologous systems.	Preserve ADRA2B/alpha2B adrenergic receptor, noradrenaline and heterologous GNAI2 context; coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-CNR1-GNAI1	M21B-DISC-3955	M21B-E004063	M21B-EVID-004006	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC7404216, Targeting Cannabinoid Receptors for Stroke Treatment	PMID:8768742	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports CNR1 activation of GNAI1 in tested human heterologous systems.	Preserve CNR1/CB1 cannabinoid receptor, cannabinoid agonist and heterologous GNAI1 context; coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-CNR1-GNAI2	M21B-DISC-3956	M21B-E004064	M21B-EVID-004007	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC7404216, Targeting Cannabinoid Receptors for Stroke Treatment	PMID:8768742	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative EMTA profiling supports CNR1 activation of GNAI2 in tested human heterologous systems.	Preserve CNR1/CB1 cannabinoid receptor, cannabinoid agonist and heterologous GNAI2 context; coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
