M21B-PROMO-20260914-LCN2-ELOVL1-PAR1-01	M21B-DISC-14879	M21B-E011006	M21B-EVID-010742	candidate	promoted	ligand_receptor_binding_or_activation;downstream_or_functional	PMCID:PMC9941857, The roles of microglia and astrocytes in myelin phagocytosis in the central nervous system; PMCID:PMC9849496, Astrocyte-Mediated Myelin Phagocytosis in Ischemia		PMID:35241660; PMCID:PMC8894352; DOI:10.1038/s41467-022-28777-9	LCN2 associates with LRP1/CD91 in astrocytes.	Astrocytic co-immunoprecipitation and LRP1 perturbation support the association in focal ischemic-stroke models.	Preserve cytosolic LCN2 re-expression and co-immunoprecipitation semantics; no purified binary affinity or secreted-LCN2 claim.	MATERIALIZED_REVIEW_GUIDED
M21B-PROMO-20260914-LCN2-ELOVL1-PAR1-02	M21B-DISC-14880	M21B-E011007	M21B-EVID-010742	candidate	promoted	ligand_receptor_binding_or_activation;downstream_or_functional	PMCID:PMC9941857, The roles of microglia and astrocytes in myelin phagocytosis in the central nervous system; PMCID:PMC9849496, Astrocyte-Mediated Myelin Phagocytosis in Ischemia		PMID:35241660; PMCID:PMC8894352; DOI:10.1038/s41467-022-28777-9	The LCN2/LRP1 astrocytic complex promotes myelin phagocytosis after focal cortical ischemia.	Complex association and LRP1 knockdown are linked to astrocytic myelin-debris engulfment.	Preserve astrocyte receiver and myelin-debris formulation; no traumatic-SCI transfer.	MATERIALIZED_REVIEW_GUIDED
M21B-PROMO-20260914-LCN2-ELOVL1-PAR1-03	M21B-DISC-14881	M21B-E011008	M21B-EVID-010742	candidate	promoted	downstream_or_functional	PMCID:PMC9941857, The roles of microglia and astrocytes in myelin phagocytosis in the central nervous system; PMCID:PMC9849496, Astrocyte-Mediated Myelin Phagocytosis in Ischemia		PMID:35241660; PMCID:PMC8894352; DOI:10.1038/s41467-022-28777-9	Lcn2 deletion reduces reactive astrocyte myelin phagocytosis.	Lcn2-null mice and primary astrocytes show reduced myelin engulfment after ischemic injury or inflammatory stimulation.	Preserve loss-of-function and stroke context; no transcript-to-protein shortcut.	MATERIALIZED_REVIEW_GUIDED
M21B-PROMO-20260914-LCN2-ELOVL1-PAR1-04	M21B-DISC-14882	M21B-E011009	M21B-EVID-010742	candidate	promoted	ligand_receptor_binding_or_activation;downstream_or_functional	PMCID:PMC9941857, The roles of microglia and astrocytes in myelin phagocytosis in the central nervous system; PMCID:PMC9849496, Astrocyte-Mediated Myelin Phagocytosis in Ischemia		PMID:35241660; PMCID:PMC8894352; DOI:10.1038/s41467-022-28777-9	LRP1 knockdown reduces LCN2-induced myelin engulfment by astrocytes.	Primary astrocytes and focal ischemic-stroke assays show Lrp1 dependence of the LCN2-induced phagocytic output.	Knockdown does not prove purified direct binding; preserve the LCN2-induced formulation.	MATERIALIZED_REVIEW_GUIDED
M21B-PROMO-20260914-LCN2-ELOVL1-PAR1-05	M21B-DISC-14883	M21B-E011010	M21B-EVID-010742	candidate	promoted	downstream_or_functional	PMCID:PMC9941857, The roles of microglia and astrocytes in myelin phagocytosis in the central nervous system; PMCID:PMC9849496, Astrocyte-Mediated Myelin Phagocytosis in Ischemia		PMID:35241660; PMCID:PMC8894352; DOI:10.1038/s41467-022-28777-9	LRP1 knockdown reduces demyelination after focal cortical ischemia.	Lrp1 knockdown increased myelinated area and reduced white-matter demyelination measures after distal MCAO.	Preserve nonischemic corpus-callosum and focal-stroke model; no astrocyte-exclusive attribution beyond reported assays.	MATERIALIZED_REVIEW_GUIDED
M21B-PROMO-20260914-LCN2-ELOVL1-PAR1-06	M21B-DISC-14884	M21B-E011011	M21B-EVID-010742	candidate	promoted	downstream_or_functional	PMCID:PMC9849496, Astrocyte-Mediated Myelin Phagocytosis in Ischemia		PMID:35241660; PMCID:PMC8894352; DOI:10.1038/s41467-022-28777-9	Cytosolic LCN2(Delta2-20) re-expression restores myelin phagocytosis in Lcn2-null astrocytes.	Astrocyte-targeted cytosolic LCN2 re-expression restored phagocytic activity in primary cells and knockout mice.	Preserve the Delta2-20 construct and distinction from secreted LCN2.	MATERIALIZED_REVIEW_GUIDED
M21B-PROMO-20260914-LCN2-ELOVL1-PAR1-07	M21B-DISC-14885	M21B-E011012	M21B-EVID-010742	candidate	promoted	downstream_or_functional	PMCID:PMC10922437, Astrocyte signaling and interactions in Multiple Sclerosis		PMID:34616039; PMCID:PMC12054010; DOI:10.1038/s41586-021-03960-y	Reactive astrocytes release long-chain saturated lipids in APOE/APOJ lipoparticles.	Reactive astrocyte conditioned-medium lipidomics and lipoparticle reconstitution identify the secreted lipid-particle output.	Preserve conditioned medium and lipoparticle formulation; no transcript-to-lipid shortcut.	MATERIALIZED_REVIEW_GUIDED
M21B-PROMO-20260914-LCN2-ELOVL1-PAR1-08	M21B-DISC-14886	M21B-E011013	M21B-EVID-010742	candidate	promoted	downstream_or_functional	PMCID:PMC10922437, Astrocyte signaling and interactions in Multiple Sclerosis		PMID:34616039; PMCID:PMC12054010; DOI:10.1038/s41586-021-03960-y	Astrocytic ELOVL1 produces long-chain saturated lipids.	Astrocyte-specific Elovl1 loss reduced long-chain saturated lipids in reactive astrocytes and conditioned medium.	Preserve the lipid class and astrocyte-specific knockout; no single fatty-acid exclusivity.	MATERIALIZED_REVIEW_GUIDED
M21B-PROMO-20260914-LCN2-ELOVL1-PAR1-09	M21B-DISC-14887	M21B-E011014	M21B-EVID-010742	candidate	promoted	downstream_or_functional	PMCID:PMC10922437, Astrocyte signaling and interactions in Multiple Sclerosis		PMID:34616039; PMCID:PMC12054010; DOI:10.1038/s41586-021-03960-y	Astrocyte-derived long-chain saturated lipids induce oligodendrocyte lipoapoptosis.	Reactive conditioned medium and lipid-bearing reconstituted particles caused oligodendrocyte death with lipoapoptotic features.	Preserve conditioned-medium and particle formulation; no single lipid or receptor mechanism inferred.	MATERIALIZED_REVIEW_GUIDED
M21B-PROMO-20260914-LCN2-ELOVL1-PAR1-10	M21B-DISC-14888	M21B-E011015	M21B-EVID-010742	candidate	promoted	downstream_or_functional	PMCID:PMC10922437, Astrocyte signaling and interactions in Multiple Sclerosis		PMID:34616039; PMCID:PMC12054010; DOI:10.1038/s41586-021-03960-y	Astrocyte ELOVL1 deletion reduces conditioned-medium toxicity to oligodendrocytes.	Conditioned medium from Elovl1-deficient reactive astrocytes was less toxic in oligodendrocyte survival assays.	Preserve conditioned-medium concentration and astrocyte-specific deletion; no unique toxic lipid inferred.	MATERIALIZED_REVIEW_GUIDED
