b_promotion_id	discovery_id	b_edge_id	b_evidence_id	disposition	promotion_status	supported_layer	review_locator	review_cited_primary	primary_title	primary_locator	primary_validation_summary	boundary_notes	provenance_scope
M21B-PROMO-20260906-GPCR24-01	M21B-DISC-4044	M21B-E004152	M21B-EVID-004095	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC7770494, IUPHAR 5-HT2B receptor classification and function review	PMID:8143856	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 1.000 for HTR2B/5-HT2B serotonin receptor coupling to G14 in the tested human heterologous system.	Preserve HTR2B/5-HT2B serotonin receptor, serotonin, the individual G14 construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR24-02	M21B-DISC-4045	M21B-E004153	M21B-EVID-004096	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC7770494, IUPHAR 5-hydroxytryptamine receptor classification review	PMID:7624049	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.846 for HTR2C/5-HT2C serotonin receptor coupling to G12 in the tested human heterologous system.	Preserve HTR2C/5-HT2C serotonin receptor, serotonin, the individual G12 construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR24-03	M21B-DISC-4046	M21B-E004154	M21B-EVID-004097	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC2142449, Structure, function, and regulation of adrenergic receptors	PMID:1334487	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.919 for ADRA1A/alpha1A adrenergic receptor coupling to G14 in the tested human heterologous system.	Preserve ADRA1A/alpha1A adrenergic receptor, noradrenaline, the individual G14 construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR24-04	M21B-DISC-4047	M21B-E004155	M21B-EVID-004098	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC2142449, Structure, function, and regulation of adrenergic receptors	PMID:1334487	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 1.000 for ADRA1A/alpha1A adrenergic receptor coupling to G15 in the tested human heterologous system.	Preserve ADRA1A/alpha1A adrenergic receptor, noradrenaline, the individual G15 construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR24-05	M21B-DISC-4048	M21B-E004156	M21B-EVID-004099	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC3958836, Adenosine Receptors: Expression, Function and Regulation; PMCID:PMC3061413, adenosine receptor nomenclature review	PMID:1587851	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 1.000 for ADORA1/A1 adenosine receptor coupling to G12 in the tested human heterologous system.	Preserve ADORA1/A1 adenosine receptor, adenosine, the individual G12 construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR24-06	M21B-DISC-4049	M21B-E004157	M21B-EVID-004100	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC3958836, adenosine receptor expression/function review	PMID:8297372; PMID:7775460	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 1.000 for ADORA2A/A2A coupling to G12 in the tested human heterologous system.	Preserve ADORA2A/A2A, adenosine, the individual G12 construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR24-07	M21B-DISC-4050	M21B-E004158	M21B-EVID-004101	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC3146648, Functional selectivity of adenosine receptor ligands; PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity	PMID:8234299	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 1.000 for ADORA3/A3 adenosine receptor coupling to Gi1 in the tested human heterologous system.	Preserve ADORA3/A3 adenosine receptor, adenosine, the individual Gi1 construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR24-08	M21B-DISC-4051	M21B-E004159	M21B-EVID-004102	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC3146648, Functional selectivity of adenosine receptor ligands; PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity	PMID:8234299	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.814 for ADORA3/A3 adenosine receptor coupling to Gi2 in the tested human heterologous system.	Preserve ADORA3/A3 adenosine receptor, adenosine, the individual Gi2 construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR24-09	M21B-DISC-4052	M21B-E004160	M21B-EVID-004103	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC3733452, kallikrein-kinin system review	PMID:1715575	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.959 for BDKRB2/B2 bradykinin receptor coupling to G14 in the tested human heterologous system.	Preserve BDKRB2/B2 bradykinin receptor, kallidin, the individual G14 construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR24-10	M21B-DISC-4053	M21B-E004161	M21B-EVID-004104	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC3733452, kallikrein-kinin system review	PMID:1715575	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 1.000 for BDKRB2/B2 bradykinin receptor coupling to G15 in the tested human heterologous system.	Preserve BDKRB2/B2 bradykinin receptor, kallidin, the individual G15 construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded, with no SCI or terminal-TF inference.	local_21B_registers_only; no_database_write
