b_edge_id	source_entity	relation_type	target_entity	pathway_name	evidence_layer	source_a_edge_id	edge_status	context_scope	cell_type_context	compartment_context	species_context	injury_context	confidence_tier	export_priority	exportable	consolidation_note
M21B-E004055	HTR1A/5-HT1A serotonin receptor	activates	GNAI1	HTR1A-GNAI1-coupling	receptor_proximal_or_pathway		validated_primary_exact_layer	review-guided primary evidence; quantitative EMTA profiling identifies an HTR1A Gi1 coupling branch	Human HTR1A receptor in HEK293A cells; serotonin-evoked ebBRET effector membrane-translocation coupling profiling	plasma-membrane receptor or complex to cytoplasmic signaling	human	no SCI transfer inferred; preserve 5-HT1A receptor, serotonin and heterologous GNAI1 assay context; coupling is non-exclusive and assay-bounded, with no terminal-TF output	high	medium	true	Review-guided HTR1A-GNAI1 coupling materialization; primary quantitative EMTA profiling supports the individual Gi1 receptor-coupling layer alongside established Gi/o context without implying SCI function.
M21B-E004056	HTR1A/5-HT1A serotonin receptor	activates	GNAI2	HTR1A-GNAI2-coupling	receptor_proximal_or_pathway		validated_primary_exact_layer	review-guided primary evidence; quantitative EMTA profiling identifies an HTR1A Gi2 coupling branch	Human HTR1A receptor in HEK293A cells; serotonin-evoked ebBRET effector membrane-translocation coupling profiling	plasma-membrane receptor or complex to cytoplasmic signaling	human	no SCI transfer inferred; preserve 5-HT1A receptor, serotonin and heterologous GNAI2 assay context; coupling is non-exclusive and assay-bounded, with no terminal-TF output	high	medium	true	Review-guided HTR1A-GNAI2 coupling materialization; primary quantitative EMTA profiling supports the individual Gi2 receptor-coupling layer alongside established Gi/o context without implying SCI function.
M21B-E004057	HTR1B/5-HT1B serotonin receptor	activates	GNAI1	HTR1B-GNAI1-coupling	receptor_proximal_or_pathway		validated_primary_exact_layer	review-guided primary evidence; quantitative EMTA profiling identifies an HTR1B Gi1 coupling branch	Human HTR1B receptor in HEK293A cells; serotonin-evoked ebBRET effector membrane-translocation coupling profiling	plasma-membrane receptor or complex to cytoplasmic signaling	human	no SCI transfer inferred; preserve 5-HT1B receptor, serotonin and heterologous GNAI1 assay context; coupling is non-exclusive and assay-bounded, with no terminal-TF output	high	medium	true	Review-guided HTR1B-GNAI1 coupling materialization; primary quantitative EMTA profiling supports the individual Gi1 receptor-coupling layer alongside established Gi/o context without implying SCI function.
M21B-E004058	HTR1B/5-HT1B serotonin receptor	activates	GNAI2	HTR1B-GNAI2-coupling	receptor_proximal_or_pathway		validated_primary_exact_layer	review-guided primary evidence; quantitative EMTA profiling identifies an HTR1B Gi2 coupling branch	Human HTR1B receptor in HEK293A cells; serotonin-evoked ebBRET effector membrane-translocation coupling profiling	plasma-membrane receptor or complex to cytoplasmic signaling	human	no SCI transfer inferred; preserve 5-HT1B receptor, serotonin and heterologous GNAI2 assay context; coupling is non-exclusive and assay-bounded, with no terminal-TF output	high	medium	true	Review-guided HTR1B-GNAI2 coupling materialization; primary quantitative EMTA profiling supports the individual Gi2 receptor-coupling layer alongside established Gi/o context without implying SCI function.
M21B-E004059	HTR1D/5-HT1D serotonin receptor	activates	GNAI1	HTR1D-GNAI1-coupling	receptor_proximal_or_pathway		validated_primary_exact_layer	review-guided primary evidence; quantitative EMTA profiling identifies an HTR1D Gi1 coupling branch	Human HTR1D receptor in HEK293A cells; serotonin-evoked ebBRET effector membrane-translocation coupling profiling	plasma-membrane receptor or complex to cytoplasmic signaling	human	no SCI transfer inferred; preserve 5-HT1D receptor, serotonin and heterologous GNAI1 assay context; coupling is non-exclusive and assay-bounded, with no terminal-TF output	high	medium	true	Review-guided HTR1D-GNAI1 coupling materialization; primary quantitative EMTA profiling supports the individual Gi1 receptor-coupling layer alongside established Gi/o context without implying SCI function.
M21B-E004060	HTR1D/5-HT1D serotonin receptor	activates	GNAI2	HTR1D-GNAI2-coupling	receptor_proximal_or_pathway		validated_primary_exact_layer	review-guided primary evidence; quantitative EMTA profiling identifies an HTR1D Gi2 coupling branch	Human HTR1D receptor in HEK293A cells; serotonin-evoked ebBRET effector membrane-translocation coupling profiling	plasma-membrane receptor or complex to cytoplasmic signaling	human	no SCI transfer inferred; preserve 5-HT1D receptor, serotonin and heterologous GNAI2 assay context; coupling is non-exclusive and assay-bounded, with no terminal-TF output	high	medium	true	Review-guided HTR1D-GNAI2 coupling materialization; primary quantitative EMTA profiling supports the individual Gi2 receptor-coupling layer alongside established Gi/o context without implying SCI function.
M21B-E004061	ADRA2B/alpha2B adrenergic receptor	activates	GNAI1	ADRA2B-GNAI1-coupling	receptor_proximal_or_pathway		validated_primary_exact_layer	review-guided primary evidence; quantitative EMTA profiling identifies an ADRA2B Gi1 coupling branch	Human ADRA2B receptor in HEK293A cells; noradrenaline-evoked ebBRET effector membrane-translocation coupling profiling	plasma-membrane receptor or complex to cytoplasmic signaling	human	no SCI transfer inferred; preserve alpha2B receptor, noradrenaline and heterologous GNAI1 assay context; coupling is non-exclusive and assay-bounded, with no terminal-TF output	high	medium	true	Review-guided ADRA2B-GNAI1 coupling materialization; primary quantitative EMTA profiling supports the individual Gi1 receptor-coupling layer alongside established Gi/o context without implying SCI function.
M21B-E004062	ADRA2B/alpha2B adrenergic receptor	activates	GNAI2	ADRA2B-GNAI2-coupling	receptor_proximal_or_pathway		validated_primary_exact_layer	review-guided primary evidence; quantitative EMTA profiling identifies an ADRA2B Gi2 coupling branch	Human ADRA2B receptor in HEK293A cells; noradrenaline-evoked ebBRET effector membrane-translocation coupling profiling	plasma-membrane receptor or complex to cytoplasmic signaling	human	no SCI transfer inferred; preserve alpha2B receptor, noradrenaline and heterologous GNAI2 assay context; coupling is non-exclusive and assay-bounded, with no terminal-TF output	high	medium	true	Review-guided ADRA2B-GNAI2 coupling materialization; primary quantitative EMTA profiling supports the individual Gi2 receptor-coupling layer alongside established Gi/o context without implying SCI function.
M21B-E004063	CNR1/CB1 cannabinoid receptor	activates	GNAI1	CNR1-GNAI1-coupling	receptor_proximal_or_pathway		validated_primary_exact_layer	review-guided primary evidence; quantitative EMTA profiling identifies a CB1 Gi1 coupling branch	Human CNR1/CB1 receptor in HEK293A cells; cannabinoid-agonist-evoked ebBRET effector membrane-translocation coupling profiling	plasma-membrane receptor or complex to cytoplasmic signaling	human	no SCI transfer inferred; preserve CB1 receptor, cannabinoid agonist and heterologous GNAI1 assay context; coupling is non-exclusive and assay-bounded, with no terminal-TF output	high	medium	true	Review-guided CNR1-GNAI1 coupling materialization; primary quantitative EMTA profiling supports the individual Gi1 receptor-coupling layer alongside existing Gi/o and G12/G13 context without implying SCI function.
M21B-E004064	CNR1/CB1 cannabinoid receptor	activates	GNAI2	CNR1-GNAI2-coupling	receptor_proximal_or_pathway		validated_primary_exact_layer	review-guided primary evidence; quantitative EMTA profiling identifies a CB1 Gi2 coupling branch	Human CNR1/CB1 receptor in HEK293A cells; cannabinoid-agonist-evoked ebBRET effector membrane-translocation coupling profiling	plasma-membrane receptor or complex to cytoplasmic signaling	human	no SCI transfer inferred; preserve CB1 receptor, cannabinoid agonist and heterologous GNAI2 assay context; coupling is non-exclusive and assay-bounded, with no terminal-TF output	high	medium	true	Review-guided CNR1-GNAI2 coupling materialization; primary quantitative EMTA profiling supports the individual Gi2 receptor-coupling layer alongside existing Gi/o and G12/G13 context without implying SCI function.
M21B-E004065	C5AR1/CD88	activates	GNAI1	C5AR1-GNAI1-coupling	receptor_proximal_or_pathway		validated_primary_exact_layer	review-guided primary evidence; quantitative EMTA profiling identifies a C5aR1 Gi1 coupling branch	Human C5AR1/CD88 receptor in HEK293A cells; C5a-evoked ebBRET effector membrane-translocation coupling profiling	plasma-membrane receptor or complex to cytoplasmic signaling	human	no SCI transfer inferred; preserve C5a/C5aR1 ligand-receptor context and heterologous GNAI1 assay limits; coupling is non-exclusive and no terminal-TF output is inferred	high	medium	true	Review-guided C5AR1-GNAI1 coupling materialization; primary quantitative EMTA profiling supports the individual Gi1 receptor-coupling layer alongside established Gi context without implying SCI function.
