M21B-PROMO-20260914-CLU-REPAIR-01	M21B-DISC-14803	M21B-E010930	M21B-EVID-010735	candidate	promoted	downstream_or_functional	Primary-only discovery; no review citation used		PMID:39242637; PMCID:PMC11379856; DOI:10.1038/s41467-024-52142-7	Astrocyte-derived clusterin disrupts glial physiology to obstruct remyelination in mouse models of demyelinating diseases	Reactive astrocytes release secreted CLU in demyelination/MS-lesion contexts.	Preserve reactive-astrocyte source and mature secreted CLU; no CLU transcript shortcut.	MATERIALIZED_PRIMARY_ONLY
M21B-PROMO-20260914-CLU-REPAIR-02	M21B-DISC-14804	M21B-E010931	M21B-EVID-010735	candidate	promoted	downstream_or_functional	Primary-only discovery; no review citation used		PMID:39242637; PMCID:PMC11379856; DOI:10.1038/s41467-024-52142-7	Astrocyte-derived clusterin disrupts glial physiology to obstruct remyelination in mouse models of demyelinating diseases	Excess CLU inhibits astrocyte-mediated myelin-debris clearance.	Preserve recombinant CLU and astrocyte phagocytosis assay; microglial clearance unchanged.	MATERIALIZED_PRIMARY_ONLY
M21B-PROMO-20260914-CLU-REPAIR-03	M21B-DISC-14805	M21B-E010932	M21B-EVID-010735	candidate	promoted	downstream_or_functional	Primary-only discovery; no review citation used		PMID:39242637; PMCID:PMC11379856; DOI:10.1038/s41467-024-52142-7	Astrocyte-derived clusterin disrupts glial physiology to obstruct remyelination in mouse models of demyelinating diseases	Recombinant CLU stimulates primary astrocyte proliferation.	Preserve primary-astrocyte and recombinant-CLU context; no receptor mechanism.	MATERIALIZED_PRIMARY_ONLY
M21B-PROMO-20260914-CLU-REPAIR-04	M21B-DISC-14806	M21B-E010933	M21B-EVID-010735	candidate	promoted	downstream_or_functional	Primary-only discovery; no review citation used		PMID:39242637; PMCID:PMC11379856; DOI:10.1038/s41467-024-52142-7	Astrocyte-derived clusterin disrupts glial physiology to obstruct remyelination in mouse models of demyelinating diseases	Excess CLU impairs OPC differentiation.	Preserve OPC lineage and excess recombinant-CLU context; no transcript shortcut.	MATERIALIZED_PRIMARY_ONLY
M21B-PROMO-20260914-CLU-REPAIR-05	M21B-DISC-14807	M21B-E010934	M21B-EVID-010735	candidate	promoted	downstream_or_functional	Primary-only discovery; no review citation used		PMID:39242637; PMCID:PMC11379856; DOI:10.1038/s41467-024-52142-7	Astrocyte-derived clusterin disrupts glial physiology to obstruct remyelination in mouse models of demyelinating diseases	Excess CLU induces OPC apoptosis.	Preserve OPC-specific apoptosis readout; no terminal-TF or SCI inference.	MATERIALIZED_PRIMARY_ONLY
M21B-PROMO-20260914-CLU-REPAIR-06	M21B-DISC-14808	M21B-E010935	M21B-EVID-010735	candidate	promoted	downstream_or_functional	Primary-only discovery; no review citation used		PMID:39242637; PMCID:PMC11379856; DOI:10.1038/s41467-024-52142-7	Astrocyte-derived clusterin disrupts glial physiology to obstruct remyelination in mouse models of demyelinating diseases	Excess CLU induces mature oligodendrocyte-lineage apoptosis.	Preserve mature oligodendrocyte/demyelination context; no universal mechanism claim.	MATERIALIZED_PRIMARY_ONLY
M21B-PROMO-20260914-CLU-REPAIR-07	M21B-DISC-14809	M21B-E010936	M21B-EVID-010735	candidate	promoted	receptor_proximal_or_pathway;downstream_or_functional	Primary-only discovery; no review citation used		PMID:39242637; PMCID:PMC11379856; DOI:10.1038/s41467-024-52142-7	Astrocyte-derived clusterin disrupts glial physiology to obstruct remyelination in mouse models of demyelinating diseases	CLU suppresses PI3K-AKT signaling in OPCs with VLDLR-dependent perturbation and AKT rescue.	Preserve VLDLR/AKT pathway semantics; no direct CLU-VLDLR binding.	MATERIALIZED_PRIMARY_ONLY
M21B-PROMO-20260914-CLU-SYN-01	M21B-DISC-14810	M21B-E010937	M21B-EVID-010735	candidate	promoted	downstream_or_functional	Primary-only discovery; no review citation used		PMID:33517893; PMCID:PMC7849119; DOI:10.1186/s13024-021-00426-7	Clusterin secreted from astrocyte promotes excitatory synaptic transmission and ameliorates Alzheimer’s disease neuropathology	Astrocyte-secreted CLU promotes excitatory neurotransmission in coculture and mouse brains.	Preserve astrocyte-derived CLU and excitatory-synaptic readout; no receptor assignment.	MATERIALIZED_PRIMARY_ONLY
M21B-PROMO-20260914-CLU-SYN-02	M21B-DISC-14811	M21B-E010938	M21B-EVID-010735	candidate	promoted	downstream_or_functional	Primary-only discovery; no review citation used		PMID:33517893; PMCID:PMC7849119; DOI:10.1186/s13024-021-00426-7	Clusterin secreted from astrocyte promotes excitatory synaptic transmission and ameliorates Alzheimer’s disease neuropathology	Astrocyte-derived CLU promotes hippocampal dendritic spine density.	Preserve hippocampal spine assay and no receptor/TF inference.	MATERIALIZED_PRIMARY_ONLY
M21B-PROMO-20260914-CLU-SYN-03	M21B-DISC-14812	M21B-E010939	M21B-EVID-010735	candidate	promoted	downstream_or_functional	Primary-only discovery; no review citation used		PMID:33517893; PMCID:PMC7849119; DOI:10.1186/s13024-021-00426-7	Clusterin secreted from astrocyte promotes excitatory synaptic transmission and ameliorates Alzheimer’s disease neuropathology	Astroglial CLU overexpression suppresses amyloid-beta pathology in 5xFAD mice.	Preserve 5xFAD and astroglial overexpression context; no universal receptor mechanism.	MATERIALIZED_PRIMARY_ONLY
