evidence_id	regulator_key	regulator_symbol	species_scope	evidence_layer	support_kind	cell_or_model	assay_or_perturbation	observation	effect_direction	primary_citation	corroborating_citation	route_or_module_relevance	target_pair_scope	exportable	canonical_write_performed	limitations
public_tf_evidence_batch020_regulator_scml2	scml2	SCML2	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human SCML2A/PRC1 chromatin models	SCML2 ChIP-seq, knockdown, and Polycomb/RNA recruitment studies	SCML2 is a noncanonical Polycomb/chromatin regulator with broad promoter-proximal occupancy and derepression after depletion; no queued target was validated.	queued-pair direction not established except explicitly recorded limited associations	https://elifesciences.org/articles/02637	https://pubmed.ncbi.nlm.nih.gov/24358021/	noncanonical chromatin regulator capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Chromatin-associated, cofactor, machinery, profile, and indirect axis evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch020_regulator_cxxc4	cxxc4	CXXC4/IDAX	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human gastric-cancer and Wnt-signaling models	CXXC4 ChIP-qPCR, Sp1 cooperation, expression, apoptosis, and Dvl/Axin interaction studies	CXXC4 has complex-dependent promoter and Wnt-regulatory evidence at GDF15 and other nonqueued loci.	queued-pair direction not established except explicitly recorded limited associations	https://pubmed.ncbi.nlm.nih.gov/29262584/	https://pubmed.ncbi.nlm.nih.gov/10944533/	noncanonical transcriptional coregulator capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Chromatin-associated, cofactor, machinery, profile, and indirect axis evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch020_regulator_taf15	taf15	TAF15	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human fibroblast, macrophage, and cholangiocarcinoma models	promoter association, CUT&Tag, knockdown/overexpression, reporter, and expression studies	TAF15 has noncanonical promoter evidence at TLR4 and SOCS1, but none of the queued ADAM or ACVR1C targets.	queued-pair direction not established except explicitly recorded limited associations	https://pubmed.ncbi.nlm.nih.gov/34285657/	https://pubmed.ncbi.nlm.nih.gov/41244301/	noncanonical transcriptional modifier/coregulator capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Chromatin-associated, cofactor, machinery, profile, and indirect axis evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch020_regulator_ash2l	ash2l	ASH2L	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human ERalpha and endometrial-cancer chromatin models	COMPASS/MLL recruitment, enhancer occupancy, depletion, and target expression studies	ASH2L is a COMPASS/MLL chromatin cofactor recruited through other DNA-binding factors; queued targets were not validated.	queued-pair direction not established except explicitly recorded limited associations	https://pubmed.ncbi.nlm.nih.gov/25258321/	https://pubmed.ncbi.nlm.nih.gov/32279431/	noncanonical chromatin cofactor capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Chromatin-associated, cofactor, machinery, profile, and indirect axis evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch020_regulator_ssu72	ssu72	SSU72	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human and mammalian Pol II transcription-cycle models	promoter ChIP, phosphatase perturbation, elongation, and termination studies	SSU72 is a transcription-cycle phosphatase/elongation factor, not a sequence-specific TF for queued targets.	queued-pair direction not established except explicitly recorded limited associations	https://pubmed.ncbi.nlm.nih.gov/25319827/	https://pubmed.ncbi.nlm.nih.gov/34987641/	noncanonical transcriptional machinery capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Chromatin-associated, cofactor, machinery, profile, and indirect axis evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch020_regulator_ncapd3	ncapd3	NCAPD3	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human condensin/TF-complex cancer models	chromatin-complex recruitment, expression, and locus-regulatory studies	NCAPD3 is a condensin/chromatin-architecture component; the queued mouse edges are unverified.	queued-pair direction not established except explicitly recorded limited associations	https://pubmed.ncbi.nlm.nih.gov/38432395/	https://pubmed.ncbi.nlm.nih.gov/35085770/	noncanonical chromosome-architecture capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Chromatin-associated, cofactor, machinery, profile, and indirect axis evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch020_regulator_phf5a	phf5a	PHF5A	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human spliceosomal and Pol II elongation models	promoter-enriched occupancy, PAF1C/SF3B interaction, and elongation studies	PHF5A is a nuclear spliceosomal/elongation factor; no queued target-specific edge was validated.	queued-pair direction not established except explicitly recorded limited associations	https://pubmed.ncbi.nlm.nih.gov/29700004/	https://pubmed.ncbi.nlm.nih.gov/27749823/	noncanonical nuclear machinery capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Chromatin-associated, cofactor, machinery, profile, and indirect axis evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch020_regulator_l3mbtl2	l3mbtl2	L3MBTL2	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human PRC1.6 chromatin models	TSS-proximal chromatin binding and depletion-associated derepression	L3MBTL2 is a PRC1.6 chromatin repressor; no queued target-specific evidence was found.	queued-pair direction not established except explicitly recorded limited associations	https://pubmed.ncbi.nlm.nih.gov/21596310/		noncanonical chromatin-repressor capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Chromatin-associated, cofactor, machinery, profile, and indirect axis evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch020_regulator_cbx2	cbx2	CBX2	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human neuronal-cell chromatin models	promoter ChIP-qPCR and CBX2 knockdown	CBX2 occupies and represses neuronal promoters such as GAP43, but none of the queued targets was tested.	queued-pair direction not established except explicitly recorded limited associations	https://pubmed.ncbi.nlm.nih.gov/29541019/		noncanonical chromatin-reader/repressor capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Chromatin-associated, cofactor, machinery, profile, and indirect axis evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch020_regulator_gatad1	gatad1	GATAD1	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human cancer and mouse endothelial models	promoter binding, chromatin-loop, reporter, and perturbation studies	GATAD1 has genuine complex-dependent promoter evidence at PTP4A3/PRL3 and CCND1, not the queued targets.	queued-pair direction not established except explicitly recorded limited associations	https://pubmed.ncbi.nlm.nih.gov/29266303/	https://pubmed.ncbi.nlm.nih.gov/31286678/	noncanonical transcriptional coregulator capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Chromatin-associated, cofactor, machinery, profile, and indirect axis evidence is retained separately from canonical promoter-TF evidence.
