review_id	pair_key	pair_label_canonical	final_class	source_locators	species_support	support_kind	evidence_summary	limitations	review_notes
M20A-CELLCHAT-REMAINING-0557	gaba-gad1_slc6a13 gabr_a3b3e	GABA-GAD1_SLC6A13 GABR_A3B3E	retain_non_ligand_receptor	https://pubmed.ncbi.nlm.nih.gov/16382107/;https://www.ncbi.nlm.nih.gov/gene/?term=GAD1;https://www.ncbi.nlm.nih.gov/gene/?term=SLC6A13	mouse;rat;human	none_exact_pair	GAD1/GAD2 are GABA-synthesis enzymes and SLC6A1/6A6/6A8/6A11/6A12/6A13 or SLC32A1 are transporters; the cognate ligand is GABA, not any of these gene products.	GABA-receptor literature does not convert an enzyme or transporter into the secreted ligand; the submitted GABR subunit combinations therefore do not establish an LR edge.	GABA receptor nomenclature and GABA/GHS receptor source checked; no exact enzyme-or-transporter-to-GABR interaction.
M20A-CELLCHAT-REMAINING-0558	gaba-gad1_slc6a13 gabr_a3b3g2	GABA-GAD1_SLC6A13 GABR_A3B3G2	retain_non_ligand_receptor	https://pubmed.ncbi.nlm.nih.gov/16382107/;https://www.ncbi.nlm.nih.gov/gene/?term=GAD1;https://www.ncbi.nlm.nih.gov/gene/?term=SLC6A13	mouse;rat;human	none_exact_pair	GAD1/GAD2 are GABA-synthesis enzymes and SLC6A1/6A6/6A8/6A11/6A12/6A13 or SLC32A1 are transporters; the cognate ligand is GABA, not any of these gene products.	GABA-receptor literature does not convert an enzyme or transporter into the secreted ligand; the submitted GABR subunit combinations therefore do not establish an LR edge.	GABA receptor nomenclature and GABA/GHS receptor source checked; no exact enzyme-or-transporter-to-GABR interaction.
M20A-CELLCHAT-REMAINING-0559	gaba-gad1_slc6a13 gabr_a3b3q	GABA-GAD1_SLC6A13 GABR_A3B3Q	retain_non_ligand_receptor	https://pubmed.ncbi.nlm.nih.gov/16382107/;https://www.ncbi.nlm.nih.gov/gene/?term=GAD1;https://www.ncbi.nlm.nih.gov/gene/?term=SLC6A13	mouse;rat;human	none_exact_pair	GAD1/GAD2 are GABA-synthesis enzymes and SLC6A1/6A6/6A8/6A11/6A12/6A13 or SLC32A1 are transporters; the cognate ligand is GABA, not any of these gene products.	GABA-receptor literature does not convert an enzyme or transporter into the secreted ligand; the submitted GABR subunit combinations therefore do not establish an LR edge.	GABA receptor nomenclature and GABA/GHS receptor source checked; no exact enzyme-or-transporter-to-GABR interaction.
M20A-CELLCHAT-REMAINING-0560	gaba-gad1_slc6a13 gabr_a4b2d	GABA-GAD1_SLC6A13 GABR_A4B2D	retain_non_ligand_receptor	https://pubmed.ncbi.nlm.nih.gov/16382107/;https://www.ncbi.nlm.nih.gov/gene/?term=GAD1;https://www.ncbi.nlm.nih.gov/gene/?term=SLC6A13	mouse;rat;human	none_exact_pair	GAD1/GAD2 are GABA-synthesis enzymes and SLC6A1/6A6/6A8/6A11/6A12/6A13 or SLC32A1 are transporters; the cognate ligand is GABA, not any of these gene products.	GABA-receptor literature does not convert an enzyme or transporter into the secreted ligand; the submitted GABR subunit combinations therefore do not establish an LR edge.	GABA receptor nomenclature and GABA/GHS receptor source checked; no exact enzyme-or-transporter-to-GABR interaction.
M20A-CELLCHAT-REMAINING-0574	gaba-gad1_slc6a6 gabr_a3b3e	GABA-GAD1_SLC6A6 GABR_A3B3E	retain_non_ligand_receptor	https://pubmed.ncbi.nlm.nih.gov/16382107/;https://www.ncbi.nlm.nih.gov/gene/?term=GAD1;https://www.ncbi.nlm.nih.gov/gene/?term=SLC6A13	mouse;rat;human	none_exact_pair	GAD1/GAD2 are GABA-synthesis enzymes and SLC6A1/6A6/6A8/6A11/6A12/6A13 or SLC32A1 are transporters; the cognate ligand is GABA, not any of these gene products.	GABA-receptor literature does not convert an enzyme or transporter into the secreted ligand; the submitted GABR subunit combinations therefore do not establish an LR edge.	GABA receptor nomenclature and GABA/GHS receptor source checked; no exact enzyme-or-transporter-to-GABR interaction.
M20A-CELLCHAT-REMAINING-0576	gaba-gad1_slc6a6 gabr_a3b3q	GABA-GAD1_SLC6A6 GABR_A3B3Q	retain_non_ligand_receptor	https://pubmed.ncbi.nlm.nih.gov/16382107/;https://www.ncbi.nlm.nih.gov/gene/?term=GAD1;https://www.ncbi.nlm.nih.gov/gene/?term=SLC6A13	mouse;rat;human	none_exact_pair	GAD1/GAD2 are GABA-synthesis enzymes and SLC6A1/6A6/6A8/6A11/6A12/6A13 or SLC32A1 are transporters; the cognate ligand is GABA, not any of these gene products.	GABA-receptor literature does not convert an enzyme or transporter into the secreted ligand; the submitted GABR subunit combinations therefore do not establish an LR edge.	GABA receptor nomenclature and GABA/GHS receptor source checked; no exact enzyme-or-transporter-to-GABR interaction.
M20A-CELLCHAT-REMAINING-0591	gaba-gad1_slc6a8 gabr_a3b3e	GABA-GAD1_SLC6A8 GABR_A3B3E	retain_non_ligand_receptor	https://pubmed.ncbi.nlm.nih.gov/16382107/;https://www.ncbi.nlm.nih.gov/gene/?term=GAD1;https://www.ncbi.nlm.nih.gov/gene/?term=SLC6A13	mouse;rat;human	none_exact_pair	GAD1/GAD2 are GABA-synthesis enzymes and SLC6A1/6A6/6A8/6A11/6A12/6A13 or SLC32A1 are transporters; the cognate ligand is GABA, not any of these gene products.	GABA-receptor literature does not convert an enzyme or transporter into the secreted ligand; the submitted GABR subunit combinations therefore do not establish an LR edge.	GABA receptor nomenclature and GABA/GHS receptor source checked; no exact enzyme-or-transporter-to-GABR interaction.
M20A-CELLCHAT-REMAINING-0593	gaba-gad1_slc6a8 gabr_a3b3q	GABA-GAD1_SLC6A8 GABR_A3B3Q	retain_non_ligand_receptor	https://pubmed.ncbi.nlm.nih.gov/16382107/;https://www.ncbi.nlm.nih.gov/gene/?term=GAD1;https://www.ncbi.nlm.nih.gov/gene/?term=SLC6A13	mouse;rat;human	none_exact_pair	GAD1/GAD2 are GABA-synthesis enzymes and SLC6A1/6A6/6A8/6A11/6A12/6A13 or SLC32A1 are transporters; the cognate ligand is GABA, not any of these gene products.	GABA-receptor literature does not convert an enzyme or transporter into the secreted ligand; the submitted GABR subunit combinations therefore do not establish an LR edge.	GABA receptor nomenclature and GABA/GHS receptor source checked; no exact enzyme-or-transporter-to-GABR interaction.
M20A-CELLCHAT-REMAINING-0608	gaba-gad2_slc32a1 gabr_a3b3e	GABA-GAD2_SLC32A1 GABR_A3B3E	retain_non_ligand_receptor	https://pubmed.ncbi.nlm.nih.gov/16382107/;https://www.ncbi.nlm.nih.gov/gene/?term=GAD1;https://www.ncbi.nlm.nih.gov/gene/?term=SLC6A13	mouse;rat;human	none_exact_pair	GAD1/GAD2 are GABA-synthesis enzymes and SLC6A1/6A6/6A8/6A11/6A12/6A13 or SLC32A1 are transporters; the cognate ligand is GABA, not any of these gene products.	GABA-receptor literature does not convert an enzyme or transporter into the secreted ligand; the submitted GABR subunit combinations therefore do not establish an LR edge.	GABA receptor nomenclature and GABA/GHS receptor source checked; no exact enzyme-or-transporter-to-GABR interaction.
M20A-CELLCHAT-REMAINING-0610	gaba-gad2_slc32a1 gabr_a3b3q	GABA-GAD2_SLC32A1 GABR_A3B3Q	retain_non_ligand_receptor	https://pubmed.ncbi.nlm.nih.gov/16382107/;https://www.ncbi.nlm.nih.gov/gene/?term=GAD1;https://www.ncbi.nlm.nih.gov/gene/?term=SLC6A13	mouse;rat;human	none_exact_pair	GAD1/GAD2 are GABA-synthesis enzymes and SLC6A1/6A6/6A8/6A11/6A12/6A13 or SLC32A1 are transporters; the cognate ligand is GABA, not any of these gene products.	GABA-receptor literature does not convert an enzyme or transporter into the secreted ligand; the submitted GABR subunit combinations therefore do not establish an LR edge.	GABA receptor nomenclature and GABA/GHS receptor source checked; no exact enzyme-or-transporter-to-GABR interaction.
