expansion_id	source_queue_id	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	transcription_factor_node_id	transcription_factor_label	target_gene_node_id	target_gene_label	output_node_id	output_label	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	source_chain_id	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	primary_locator	citation_note	evidence_summary	limitations	curation_status	route_evidence_id
M21B-LITEXP-1105	M21B-DOWNSTREAM:00781	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE06327	LEP	M21B-E000499	NODE06328	LEPR	M21B-E001689	NODE09450	PTPN11/SHP2						Leptin-LepRb pY985-SHP2 negative-regulatory signaling output	LEPRb-pY985-SHP2-negative-regulatory-relay	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E000499;M21B-E001689;M21B-EVID-000442;M21B-EVID-001632;M21B-DOWNSTREAM-EVID:001279;PMID:10449753	M21B-DOWNSTREAM-EVID:001279	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1105	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	mouse	Mouse and bovine hypothalamic extracts and 293T cells coexpressing Ob-Rb, JAK2 and SHP2 with phosphorylated receptor-fragment affinity, receptor-mutant co-IP and JAK2 signal-attenuation assays	Leptin-LEPR input; LepRb pY985-SHP2 recruitment; JAK2 signal attenuation output	no SCI transfer inferred; hypothalamic and engineered-cell comparator models only	Promote direct LepRb pY985-SHP2 negative-regulatory recruitment while preserving the long-form LepRb, leptin/JAK2 and signal-attenuation context.	Phosphorylated LepRb fragments, Y985F receptor mutant, co-immunoprecipitation and JAK2/SHP2 transfection assays	inhibitory	composite_primary_evidence	PMID:10449753	LepRb Tyr985 is a leptin-dependent SHP2 docking site that attenuates JAK2 signaling; PMID:10449753.	Leptin-LEPR input is linked to the LepRb pY985-SHP2 negative-regulatory branch in receptor-fragment, mutant and transfection assays.	No terminal TF, target gene or SCI function is inferred; do not treat this as universal leptin signal termination or transfer it across LEPR isoforms.	curated_primary_route	LITEXP:001105
M21B-LITEXP-1106	M21B-DOWNSTREAM:00833	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE10240	SFTPD/SP-D	M21B-E005539	NODE10316	SIRPB1/SIRPbeta	M21B-E001926	NODE02768	DAP12/TYROBP						SP-D-SIRPβ1-DAP12 activating myeloid signaling output	SIRPB1-DAP12-activating-relay	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E005539;M21B-E001926;M21B-EVID-005482;M21B-EVID-001869;M21B-DOWNSTREAM-EVID:001375;PMID:10604985	M21B-DOWNSTREAM-EVID:001375	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1106	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	human; mouse	Human and mouse myeloid receptor systems, monocytes and dendritic cells with SIRPβ1/DAP12 co-expression, immunoprecipitation, antibody stimulation, tyrosine-phosphorylation and MAPK/cellular-activation assays	SP-D-SIRPβ1 input; DAP12-associated activating receptor complex; tyrosine-phosphorylation and MAPK activation output	no SCI transfer inferred; myeloid and dendritic-cell comparator models only	Preserve SIRPβ1 as distinct from inhibitory SIRPα and retain the DAP12-dependent surface-expression and activation context.	SIRPβ1/DAP12 co-expression and immunoprecipitation, receptor surface-expression, antibody stimulation, phosphotyrosine and MAPK assays	activating	composite_primary_evidence	PMID:10604985	SIRPβ1 associates with DAP12 and supports DAP12-dependent surface expression and myeloid activation; PMID:10604985.	SP-D-SIRPβ1 input is linked to the SIRPβ1-DAP12 activating myeloid receptor branch in human and mouse receptor systems.	No terminal TF, target gene or SCI receiver attribution is inferred; the physiological ligand-specific behavior of SIRPβ1 remains context-bound.	curated_primary_route	LITEXP:001106
M21B-LITEXP-1107	M21B-DOWNSTREAM:00837	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE08785	PCNA (cell-surface)	M21B-E002953	NODE07690	NCR2/NKp44	M21B-E001930	NODE02768	DAP12/TYROBP						Cell-surface PCNA-NKp44-DAP12 activating cytolytic output	NKp44-DAP12-activating-relay	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E002953;M21B-E001930;M21B-EVID-002896;M21B-EVID-001873;M21B-DOWNSTREAM-EVID:001383;PMID:10049942;PMID:9625766	M21B-DOWNSTREAM-EVID:001383	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1107	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	human	Human activated NK-cell clones and polyclonal NK populations with NKp44 immunoprecipitation, DAP12 co-association, receptor phosphorylation and redirected tumor-cell lysis assays	Cell-surface PCNA-NKp44 input; DAP12-associated activating NK receptor complex; phosphorylation and cytolytic output	no SCI transfer inferred; activated human NK-cell comparator models only	Retain the cell-surface PCNA/NKp44 input and activated human NK-cell context; the route does not assign a universal NKp44 ligand program.	NKp44 immunoprecipitation, DAP12 co-association, pervanadate or crosslinking phosphorylation and redirected tumor-cell lysis assays	activating	composite_primary_evidence	PMID:10049942; PMID:9625766	NKp44 associates with DAP12 and couples to cytolytic signaling in human NK cells; PMID:10049942; PMID:9625766.	Cell-surface PCNA-NKp44 input is linked to the NKp44-DAP12 activating branch in human NK-cell association, phosphorylation and lysis assays.	No terminal TF, target gene or SCI function is inferred; preserve the activated NK-cell context and lack of a universal physiological ligand claim.	curated_primary_route	LITEXP:001107
M21B-LITEXP-1108	M21B-DOWNSTREAM:00838	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|gene_expression_or_transcription	transcription_factor|target_gene_expression	source_supported	NODE04739	HLA-E/peptide complex	M21B-E002961	NODE01978	CD94/NKG2C receptor	M21B-E001931	NODE02768	DAP12/TYROBP						HLA-E-NKG2C/CD94-DAP12 activating NK receptor output	NKG2C-CD94-DAP12-activating-relay	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E002961;M21B-E001931;M21B-EVID-002904;M21B-EVID-001874;M21B-DOWNSTREAM-EVID:001384;PMID:9655483	M21B-DOWNSTREAM-EVID:001384	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1108	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	gene_expression_or_transcription	human	Human CD94/NKG2C receptor and DAP12 expression systems with NK-cell receptor immunoprecipitation, surface-expression and transmembrane-charge mutagenesis assays	HLA-E-peptide-NKG2C/CD94 input; DAP12-associated activating NK receptor complex; surface-expression and signaling output	no SCI transfer inferred; human NK comparator systems only	Preserve activating NKG2C/CD94 versus inhibitory NKG2A and retain the HLA-E-peptide receptor context.	NKG2C/CD94-DAP12 immunoprecipitation, surface-expression and charged-transmembrane-residue mutagenesis assays	activating	composite_primary_evidence	PMID:9655483	Activating CD94/NKG2C associates with DAP12 through its charged transmembrane residue and supports receptor surface expression; PMID:9655483.	HLA-E-peptide-NKG2C/CD94 input is linked to the activating NKG2C-DAP12 receptor-assembly branch in human receptor systems.	No terminal TF, target gene or SCI program is inferred; the primary supports assembly and surface expression rather than a universal ligand-specific NK transcriptional program.	curated_primary_route	LITEXP:001108
M21B-LITEXP-1109	M21B-DOWNSTREAM:00850	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE04744	HLA-G1/HLA-G5	M21B-E002844	NODE06107	KIR2DL4/CD158d	M21B-E001958	NODE03533	FCER1G/FcRgamma						HLA-G-KIR2DL4-FcRγ mixed NK signaling output	KIR2DL4-FcRgamma-adaptor-relay	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E002844;M21B-E001958;M21B-EVID-002787;M21B-EVID-001901;M21B-DOWNSTREAM-EVID:001408;PMID:15778339;DOI:10.4049/jimmunol.174.7.3859	M21B-DOWNSTREAM-EVID:001408	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1109	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	human	Human CD56high NK cells, NK-cell clones and KIR2DL4 receptor-expression systems with FcRγ co-expression, biochemical association, surface-expression and redirected NK activation/cytokine assays	HLA-G-KIR2DL4 input; low-stoichiometry KIR2DL4-FcRγ adaptor association; mixed NK activation/inhibition output	no SCI transfer inferred; human NK comparator systems only	Preserve the atypical KIR2DL4 low-stoichiometry FcRγ association and mixed activating/inhibitory context; no HLA-G-specific downstream program is asserted.	FcRγ co-expression, biochemical association, receptor surface-expression and redirected NK activation/cytokine assays	unknown	composite_primary_evidence	PMID:15778339; DOI:10.4049/jimmunol.174.7.3859	KIR2DL4 associates with FcRγ and uses adaptor-supported surface expression and signaling in human NK cells; PMID:15778339.	HLA-G-KIR2DL4 input is linked to the atypical KIR2DL4-FcRγ adaptor branch in human NK-cell association and activation assays.	No terminal TF, target gene or SCI function is inferred; KIR2DL4 is not treated as a canonical inhibitory KIR, and the route is distinct from its single-ITIM-SHP2 branch.	curated_primary_route	LITEXP:001109
M21B-LITEXP-1110	M21B-DOWNSTREAM:00851	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE03430	F-actin exposed on necrotic cells	M21B-E002773	NODE02243	CLEC9A/DNGR1	M21B-E001959	NODE10787	SYK						Necrotic-cell F-actin-CLEC9A hemITAM-SYK cross-presentation output	CLEC9A-hemITAM-SYK-cross-presentation-relay	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E002773;M21B-E001959;M21B-EVID-002716;M21B-EVID-001902;M21B-DOWNSTREAM-EVID:001409;PMID:19219027;DOI:10.1038/ni.1743	M21B-DOWNSTREAM-EVID:001409	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1110	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	human; mouse	Mouse and human cDC1/CLEC9A systems with receptor-tail tyrosine mutants, blocking antibodies, Syk activation and in-vitro/in-vivo cross-presentation of necrotic-cell antigens	Necrotic-cell F-actin-CLEC9A input; CLEC9A hemITAM tyrosine-SYK coupling; dead-cell cross-presentation output	no SCI transfer inferred; cDC1 and necrotic-cell comparator models only	Represent the key CLEC9A hemITAM tyrosine as a site-level Syk-coupling edge and preserve the F-actin/necrotic-cell and cDC1 context.	CLEC9A receptor-tail tyrosine mutants, blocking antibodies, Syk activation and cross-presentation assays	activating	composite_primary_evidence	PMID:19219027; DOI:10.1038/ni.1743	CLEC9A/DNGR1 hemITAM tyrosine recruits and activates Syk and is required for dead-cell cross-presentation; PMID:19219027.	Necrotic-cell F-actin-CLEC9A input is linked to a CLEC9A hemITAM-SYK branch with cross-presentation readouts in mouse and human cDC1 systems.	No terminal TF, target gene or SCI function is inferred; do not infer NF-κB or a universal cDC1 transcriptional program from this receptor-proximal route.	curated_primary_route	LITEXP:001110
M21B-LITEXP-1111	M21B-DOWNSTREAM:00854	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|gene_expression_or_transcription	transcription_factor|target_gene_expression	source_supported	NODE03959	Galectin-1/LGALS1	M21B-E005483	NODE11766	VSTM1/SIRL1	M21B-E001967	NODE09466	PTPN6/SHP1						Galectin-1-VSTM1/SIRL1 dual-ITIM-SHP1 inhibitory myeloid output	VSTM1-SIRL1-dual-ITIM-SHP1-inhibitory-relay	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E005483;M21B-E001967;M21B-EVID-005426;M21B-EVID-001910;M21B-DOWNSTREAM-EVID:001412;PMID:20375307	M21B-DOWNSTREAM-EVID:001412	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1111	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	gene_expression_or_transcription	human	Human neutrophils and monocytes, RBL and HEK293 receptor-expression systems with VSTM1/SIRL1 ITIM mutants, FcεRI inhibition, co-immunoprecipitation and TNF readouts	Galectin-1-VSTM1/SIRL1 input; two-ITIM-SHP1 recruitment; inhibitory myeloid activation/TNF output	no SCI transfer inferred; human phagocyte and heterologous-cell comparator models only	Represent the two-ITIM site-set and context-dependent SHP1 recruitment/function while preserving human phagocyte and heterologous-cell limits.	VSTM1/SIRL1 ITIM mutants, FcεRI inhibition, co-immunoprecipitation and TNF assays in human phagocyte and receptor-expression systems	inhibitory	composite_primary_evidence	PMID:20375307	Both VSTM1/SIRL1 ITIMs are required for SHP1 recruitment and inhibitory function; PMID:20375307.	Galectin-1-VSTM1/SIRL1 input is linked to the dual-ITIM-SHP1 inhibitory myeloid branch in human phagocyte and receptor-expression assays.	No terminal TF, target gene or SCI function is inferred; preserve the two-ITIM and context-dependent evidence boundaries.	curated_primary_route	LITEXP:001111
M21B-LITEXP-1112	M21B-DOWNSTREAM:00855	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|gene_expression_or_transcription	transcription_factor|target_gene_expression	source_supported	NODE03959	Galectin-1/LGALS1	M21B-E005483	NODE11766	VSTM1/SIRL1	M21B-E001968	NODE09450	PTPN11/SHP2						Galectin-1-VSTM1/SIRL1 dual-ITIM-SHP2 inhibitory myeloid output	VSTM1-SIRL1-dual-ITIM-SHP2-inhibitory-relay	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E005483;M21B-E001968;M21B-EVID-005426;M21B-EVID-001911;M21B-DOWNSTREAM-EVID:001413;PMID:20375307	M21B-DOWNSTREAM-EVID:001413	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1112	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	gene_expression_or_transcription	human	Human neutrophils and monocytes, RBL and HEK293 receptor-expression systems with VSTM1/SIRL1 ITIM mutants, FcεRI inhibition, co-immunoprecipitation and TNF readouts	Galectin-1-VSTM1/SIRL1 input; two-ITIM-SHP2 recruitment; inhibitory myeloid activation/TNF output	no SCI transfer inferred; human phagocyte and heterologous-cell comparator models only	Represent the two-ITIM site-set and context-dependent SHP2 recruitment/function while preserving human phagocyte and heterologous-cell limits.	VSTM1/SIRL1 ITIM mutants, FcεRI inhibition, co-immunoprecipitation and TNF assays in human phagocyte and receptor-expression systems	inhibitory	composite_primary_evidence	PMID:20375307	Both VSTM1/SIRL1 ITIMs are required for SHP2 recruitment and inhibitory function; PMID:20375307.	Galectin-1-VSTM1/SIRL1 input is linked to the dual-ITIM-SHP2 inhibitory myeloid branch in human phagocyte and receptor-expression assays.	No terminal TF, target gene or SCI function is inferred; preserve the two-ITIM and context-dependent evidence boundaries.	curated_primary_route	LITEXP:001112
M21B-LITEXP-1113	M21B-DOWNSTREAM:00858	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|gene_expression_or_transcription	transcription_factor|target_gene_expression	source_supported	NODE08616	Oxidized phosphatidylserine/oxPS	M21B-E000915	NODE01870	CD36	M21B-E002062	NODE03534	FCER1G/FcRgamma adaptor						oxPS-CD36 multicomponent receptor complex-FcRγ internalization output	CD36-multicomponent-complex-FcRgamma-internalization-relay	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E000915;M21B-E002062;M21B-EVID-000858;M21B-EVID-002005;M21B-DOWNSTREAM-EVID:001417;PMCID:PMC3586299	M21B-DOWNSTREAM-EVID:001417	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1113	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	gene_expression_or_transcription	as stated in primary model/assay	CD36-ligated receptor complexes in macrophage-like and transfected-cell systems with beta1/beta2 integrins, CD9/CD81 and FcRgamma perturbation, ligand internalization, phosphoproteomics, imaging and silencing assays	oxPS-CD36 input; multicomponent CD36-integrin-tetraspanin-FcRγ complex; ligand-internalization output	no SCI transfer inferred; macrophage-like and transfected-cell comparator systems only	Promote only the multicomponent CD36-complex/FcRγ association and preserve integrin/tetraspanin assembly; this is not a direct binary CD36-FcRγ edge.	CD36-ligated complex isolation, phosphoproteomics, imaging, beta-integrin/tetraspanin/FcRγ perturbation and ligand-internalization assays	unknown	composite_primary_evidence	PMCID:PMC3586299	A CD36-beta-integrin-tetraspanin-FcRγ multicomponent complex is required for ligand internalization; PMCID:PMC3586299.	OxPS-CD36 input is linked to a multicomponent CD36 receptor complex containing FcRγ and an internalization output in macrophage-like and transfected-cell systems.	No terminal TF, target gene or SCI function is inferred; preserve the assembly-dependent route and do not treat FcRγ as a direct binary CD36 interactor.	curated_primary_route	LITEXP:001113
M21B-LITEXP-1114	M21B-DOWNSTREAM:00859	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE08616	Oxidized phosphatidylserine/oxPS	M21B-E000915	NODE01870	CD36	M21B-E002063	NODE10787	SYK						oxPS-CD36 multicomponent receptor complex-FcRγ/SYK internalization output	CD36-multicomponent-complex-FcRgamma-SYK-relay	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E000915;M21B-E002063;M21B-EVID-000858;M21B-EVID-002006;M21B-DOWNSTREAM-EVID:001419;PMCID:PMC3586299	M21B-DOWNSTREAM-EVID:001419	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1114	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	as stated in primary model/assay	CD36-ligated complexes in macrophage-like and transfected-cell systems with Src/Syk inhibition, phospho-Syk immunoblotting, phosphoproteomics, super-resolution imaging and ligand-internalization assays	oxPS-CD36 input; FcRγ/ITAM-associated Syk branch within the multicomponent receptor complex; ligand-internalization output	no SCI transfer inferred; macrophage-like and transfected-cell comparator systems only	Promote the bounded CD36-complex-to-Syk internalization branch; Syk is engaged through FcRγ/ITAM and associated membrane partners, not direct binary CD36-Syk binding.	Src/Syk inhibition, phospho-Syk immunoblotting, phosphoproteomics, super-resolution imaging and ligand-internalization assays	activating	composite_primary_evidence	PMCID:PMC3586299	CD36 ligation induces Syk Y525/Y526 phosphorylation and requires the FcRγ-containing multimolecular complex for ligand internalization; PMCID:PMC3586299.	OxPS-CD36 input is linked to the FcRγ/ITAM-associated Syk branch and ligand-internalization output in CD36 multicomplex systems.	No terminal TF, target gene or SCI function is inferred; preserve the multicomponent assembly and indirect FcRγ/ITAM coupling caveat.	curated_primary_route	LITEXP:001114
