path_expression	route_tier	missing_layers	intracellular_status	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	output_node_id	input_evidence_type	route_linkage_status	causal_status	traversal_status	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	source_scope	curation_status	expansion_id	source_queue_id	known_layers	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	output_label	pathway_name	output_evidence_type	evidence_ids	source_evidence_record_id	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	primary_locator	citation_note	evidence_summary	limitations	route_evidence_id
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0504	M21B-DOWNSTREAM:00810	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	NODE00719	APRIL/TNFSF13	M21B-E001742	NODE01166	BCMA/TNFRSF17	M21B-E001746	NODE11341	TRAF2	APRIL-BCMA-TRAF2-associated AKT/MAPK/NF-kappaB activation output	APRIL-BCMA-TRAF2-activation-output	composite_primary_receptor_adaptor_route_output	M21B-E001742;M21B-EVID-001685;M21B-DOWNSTREAM-EVID:001330;M21B-E001746;M21B-EVID-001689;PMID:27127303	M21B-DOWNSTREAM-EVID:001330	phosphorylation_or_activation_readout	human	Human multiple-myeloma cell lines with BCMA knockdown or overexpression; APRIL stimulation and blocking antibody; human bone-chip and SCID xenograft models	Extracellular APRIL engagement of BCMA; TRAF2-associated TNFR-family continuation with AKT, MAPK and NF-kappaB outputs	No SCI transfer inferred; multiple-myeloma and xenograft contexts only	Primary evidence supports APRIL/BCMA-dependent activation and myeloma survival-associated signaling. The overlay connects the output to the existing TRAF2 continuation without asserting a direct TRAF2 assignment from the APRIL study or a terminal transcriptional endpoint.	APRIL stimulation, BCMA knockdown or overexpression, blocking antibody, AKT/MAPK/NF-kappaB assays and viability or colony-formation readouts	activating	PMID:27127303	Primary ligand-receptor and receptor-proximal output study	Primary evidence supports APRIL binding and activation of BCMA-associated AKT, MAPK and NF-kappaB signaling with myeloma-cell survival and growth outputs. The overlay connects this measured activation to the existing TRAF2 continuation without asserting a terminal transcriptional endpoint.	Preserve APRIL/BCMA and multiple-myeloma context, including receptor dependence and tumor-model limits; do not infer normal plasma-cell weighting, direct TRAF2 assignment or SCI function.	LITEXP:000504
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0505	M21B-DOWNSTREAM:00821	ligand|receptor|intracellular_continuation|reporter_readout	NODE11211	TNF	M21B-E001764	NODE11261	TNFR2 receptor complex	M21B-E000065	NODE11342	TRAF2-dependent NF-kappaB relay	TNF-TNFR2-TRAF2-associated NF-kappaB reporter and alternative-pathway output	TNF-TNFR2-TRAF2-NFkappaB-output	composite_primary_receptor_adaptor_route_output	M21B-E001764;M21B-EVID-001707;M21B-DOWNSTREAM-EVID:001354;M21B-E000065;M21B-EVID-000020;M21B-EVID-PROMO-20260826-005;PMID:21081755; PMID:7544915; PMID:9275204; PMID:20038584	M21B-DOWNSTREAM-EVID:001354	reporter_readout	human; mouse	TNFR2-expressing tumor cell lines, primary T cells and transfected reporter systems	TNF engagement of TNFR2; TRAF2-associated TNFR-family continuation with NF-kappaB reporter and alternative NF-kappaB outputs	No SCI transfer inferred; cell-line and primary immune-cell contexts only	Primary evidence supports TNF/TNFR2-associated TRAF2 signaling and NF-kappaB reporter or p100-processing outputs. The route preserves the distinction between receptor-proximal TRAF2 relay and downstream NF-kappaB activity without asserting a terminal target gene.	TNF or membrane-TNF stimulation, TNFR2-specific receptor mutants, TRAF2 perturbation, NF-kappaB luciferase and p100-processing assays	activating	PMID:21081755; PMID:7544915; PMID:9275204; PMID:20038584	Primary ligand-receptor and receptor-proximal output studies	Primary evidence supports TNF/TNFR2-associated TRAF2 signaling with NF-kappaB reporter activation and alternative NF-kappaB p100 processing. The overlay connects these measured outputs to the existing TRAF2 relay without asserting a terminal transcriptional endpoint.	Preserve membrane-versus-soluble TNF, TNFR2-specific, cell-type and reporter contexts; do not infer a universal TNFR2 output, direct target-gene expression or SCI transfer.	LITEXP:000505
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0506	M21B-DOWNSTREAM:00827	ligand|receptor|intracellular_continuation|reporter_readout	NODE08935	PGLYRP1/PGN complex	M21B-E001918	NODE11374	TREM1	M21B-E001490	NODE02768	DAP12/TYROBP	PGLYRP1-PGN-TREM1-DAP12-associated myeloid activation and cytokine output	PGLYRP1-PGN-TREM1-DAP12-myeloid-output	composite_primary_receptor_adaptor_route_output	M21B-E001918;M21B-EVID-001861;M21B-DOWNSTREAM-EVID:001365;M21B-E001490;M21B-EVID-001433;PMID:25595774; PMCID:PMC4319313	M21B-DOWNSTREAM-EVID:001365	reporter_readout	human; mouse	TREM1 reporter cells, human macrophages and purified human neutrophils stimulated with PGLYRP1 and bacterial peptidoglycan	Extracellular PGLYRP1/peptidoglycan complex engagement of TREM1; DAP12/TYROBP-associated myeloid continuation with reporter and cytokine outputs	No SCI transfer inferred; innate-immune and bacterial-product contexts only	Primary evidence supports PGLYRP1/peptidoglycan recognition by TREM1 and TREM1-dependent reporter, TNF-alpha and IL-8 outputs. The overlay connects the output to the existing DAP12/TYROBP continuation without asserting a terminal transcriptional endpoint.	TREM1-Fc binding, surface plasmon resonance, TREM1 reporter activation, anti-TREM1 or anti-PGLYRP1 blockade and macrophage or neutrophil cytokine assays	activating	PMID:25595774; PMCID:PMC4319313	Primary ligand-receptor and receptor-proximal output study	Primary evidence supports PGLYRP1/peptidoglycan complex binding to TREM1 and TREM1-dependent reporter and myeloid cytokine outputs. The overlay connects these outputs to the existing DAP12/TYROBP continuation without asserting a terminal transcriptional endpoint.	Preserve PGLYRP1 multimerization, peptidoglycan, reporter, macrophage and neutrophil contexts; do not infer a universal TREM1 ligand state, direct cytokine gene regulation or SCI transfer.	LITEXP:000506
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0507	M21B-DOWNSTREAM:01872	ligand|receptor|intracellular_continuation|gene_expression_or_transcription	NODE09936	S100A12/EN-RAGE	M21B-E006350	NODE11113	TLR4	M21B-E001335	NODE11052	TICAM2/TRAM	S100A12-TLR4-TRAM-associated inflammatory gene-expression output	S100A12-TLR4-TRAM-inflammatory-expression-output	composite_primary_receptor_adaptor_route_output	M21B-E006350;M21B-EVID-006293;M21B-DOWNSTREAM-EVID:002968;M21B-E001335;M21B-EVID-001278;PMID:23611140; DOI:10.1164/rccm.201209-1602OC	M21B-DOWNSTREAM-EVID:002968	gene_expression_or_transcription	human	Human circulating monocytes and TLR4-expressing HEK cells exposed to granulocyte-derived or recombinant S100A12	Extracellular S100A12 engagement of TLR4; TRAM-associated innate-immune continuation with inflammatory gene-expression output	No SCI transfer inferred; human sepsis and monocyte contexts only	Primary evidence supports S100A12-TLR4 interaction and inflammatory gene-expression activation in human monocytes and TLR4-expressing cells. The overlay connects this output to the existing TRAM continuation without assigning a terminal TF or target gene.	S100A12 stimulation, TLR4 blockade, TLR4-expressing cell assays and global monocyte gene-expression profiling	activating	PMID:23611140; DOI:10.1164/rccm.201209-1602OC	Primary ligand-receptor and receptor-proximal output study	Primary evidence supports S100A12 engagement of TLR4 and TLR4-dependent inflammatory gene-expression activation. The overlay connects this measured output to the existing TICAM2/TRAM continuation without asserting a terminal TF or target gene.	Preserve human S100A12, TLR4 blockade, monocyte and sepsis contexts; do not infer RAGE exclusion beyond the reported assays, a universal TRAM topology or SCI-specific gene regulation.	LITEXP:000507
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0508	M21B-DOWNSTREAM:01883	ligand|receptor|intracellular_continuation|reporter_readout	NODE09224	PRG4/lubricin	M21B-E006373	NODE11113	TLR4	M21B-E001335	NODE11052	TICAM2/TRAM	PRG4-TLR4-TRAM-associated suppression of TLR4 reporter activation	PRG4-TLR4-TRAM-inhibitory-reporter-output	composite_primary_receptor_adaptor_route_output	M21B-E006373;M21B-EVID-006316;M21B-DOWNSTREAM-EVID:002983;M21B-E001335;M21B-EVID-001278;PMID:26752378; PMCID:PMC4707532; PMID:26643105; PMCID:PMC4672561	M21B-DOWNSTREAM-EVID:002983	reporter_readout	human; rat	TLR2- or TLR4-expressing HEK cells, primary human synovial fibroblasts and synovial-fluid samples; rat osteoarthritis model	Extracellular PRG4/lubricin interaction with TLR4; TRAM-associated innate-immune continuation with inhibitory reporter and cytokine outputs	No SCI transfer inferred; joint homeostasis and osteoarthritis contexts only	Primary evidence supports PRG4 binding to TLR4 and concentration-dependent suppression or regulation of TLR4 reporter and inflammatory outputs. The overlay connects this inhibitory receptor outcome to the existing TRAM continuation while preserving polarity and context.	PRG4-TLR4 binding by ELISA, flow cytometry and surface assays; TLR4 reporter activation with LPS and primary synovial-fibroblast cytokine profiling	inhibitory	PMID:26752378; PMCID:PMC4707532; PMID:26643105; PMCID:PMC4672561	Primary ligand-receptor and receptor-proximal output studies	Primary evidence supports PRG4/lubricin binding to TLR4 and regulation or suppression of TLR4 reporter and inflammatory outputs. The overlay connects this inhibitory outcome to the existing TICAM2/TRAM continuation without asserting a terminal transcriptional endpoint.	Preserve recombinant versus native PRG4, LPS competition, synovial-fibroblast and osteoarthritis contexts; do not convert this inhibitory interaction into a productive TLR4 activation route or infer SCI-specific function.	LITEXP:000508
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0509	M21B-DOWNSTREAM:01990	ligand|receptor|intracellular_continuation|cellular_functional_readout	NODE10403	SLURP1/secreted Ly6/uPAR-related protein 1	M21B-E006548	NODE02162	CHRNA7/alpha7 nicotinic acetylcholine receptor	M21B-E011350	NODE07082	microglial intracellular Ca2+ mobilization	SLURP1-CHRNA7-associated antiproliferative keratinocyte output	SLURP1-CHRNA7-calcium-antiproliferative-output	composite_primary_receptor_adaptor_route_output	M21B-E006548;M21B-EVID-006491;M21B-DOWNSTREAM-EVID:003165;M21B-E011350;M21B-EVID-010787;PMID:26905431; PMCID:PMC5072228; PMID:16652343	M21B-DOWNSTREAM-EVID:003165	cellular_functional_readout	human; rat	Human oral keratinocytes, human cortical extracts, recombinant alpha7 receptor in Xenopus oocytes and primary rat microglia	Extracellular SLURP1 allosteric interaction with alpha7-nAChR; metabotropic calcium-signaling continuation with antiproliferative output	No SCI transfer inferred; epithelial, oocyte and microglial model contexts only	Primary evidence supports SLURP1 binding and allosteric inhibition of alpha7-nAChR with reduced human keratinocyte proliferation and a proposed metabotropic intracellular pathway. The overlay connects this receptor claim to the existing alpha7-associated calcium continuation without asserting that SLURP1 itself produced the microglial calcium assay or a terminal TF.	SLURP1 binding and receptor-blockade assays, alpha7 electrophysiology, keratinocyte proliferation and alpha7-associated microglial calcium pharmacology	inhibitory	PMID:26905431; PMCID:PMC5072228; PMID:16652343	Primary ligand-receptor and receptor-proximal output studies	Primary evidence supports SLURP1 binding to alpha7-nAChR, noncompetitive receptor inhibition and reduced human keratinocyte proliferation, while separate alpha7 studies support intracellular calcium mobilization. The overlay preserves this composite and inhibitory context without asserting a terminal transcriptional endpoint.	Preserve allosteric antagonist, keratinocyte, oocyte and microglial assay boundaries; do not infer a direct SLURP1-to-microglial-calcium experiment, productive ion-channel opening or terminal gene expression.	LITEXP:000509
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0510	M21B-DOWNSTREAM:01656	ligand|receptor|intracellular_continuation|reporter_readout	NODE08164	Norrin/NDP/Norrie disease protein	M21B-E005583	NODE03873	FZD4/Frizzled-4 receptor	M21B-E007911	NODE02993	DVL2/Dishevelled-2	Norrin-FZD4-DVL2-associated beta-catenin reporter output	Norrin-FZD4-DVL2-WNT-reporter-output	composite_primary_receptor_adaptor_route_output	M21B-E005583;M21B-EVID-005526;M21B-DOWNSTREAM-EVID:002607;M21B-E007911;M21B-EVID-007856;PMID:17158104; PMID:21177847; PMID:24186977; PMID:39223191	M21B-DOWNSTREAM-EVID:002607	reporter_readout	human; mouse; Xenopus	Purified Norrin and FZD4 domains, mammalian HEK293 reporter systems, FZD4/DVL2 interface mutants and Xenopus developmental comparator assays	Extracellular Norrin engagement of FZD4/LRP5-6 receptor complex; DVL2 signalosome continuation with beta-catenin reporter output	No SCI transfer inferred; retinal, developmental and recombinant-cell contexts only	Primary evidence supports selective Norrin-FZD4 complex formation, DVL2 recruitment or interface function and Norrin-dependent beta-catenin reporter activation. The overlay preserves the multicomponent LRP5/6 and TSPAN12 context without asserting DVL2 as a TF or a terminal target gene.	Norrin-FZD4 binding and mutational mapping, FZD4/DVL2 interaction assays, TOPFlash or beta-catenin reporter assays and receptor-interface perturbation	activating	PMID:17158104; PMID:21177847; PMID:24186977; PMID:39223191	Primary ligand-receptor and receptor-proximal output studies	Primary evidence supports selective Norrin binding and activation of FZD4, DVL2 receptor-proximal engagement and beta-catenin reporter output. The overlay connects these observations to the existing DVL2 continuation without asserting a terminal TF or target gene.	Preserve Norrin dimer, FZD4 cysteine-rich domain, LRP5/6, TSPAN12, retinal and reporter-system boundaries; do not infer all FZD paralogs or direct terminal gene regulation.	LITEXP:000510
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0511	M21B-DOWNSTREAM:01677	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	NODE01431	C1QTNF9/CTRP9	M21B-E005610	NODE00300	ADIPOR1/adiponectin receptor 1	M21B-E002060	NODE00716	APPL1	CTRP9-AdipoR1-APPL1-associated AMPK/eNOS nitric-oxide output	CTRP9-AdipoR1-APPL1-AMPK-NO-output	composite_primary_receptor_adaptor_route_output	M21B-E005610;M21B-EVID-005553;M21B-DOWNSTREAM-EVID:002643;M21B-E002060;M21B-EVID-002003;PMID:20802503; PMCID:PMC3197867	M21B-DOWNSTREAM-EVID:002643	phosphorylation_or_activation_readout	human; rat	Human endothelial cells and vascular-relaxation or nitric-oxide assays with CTRP9-family ligands and AdipoR1 perturbation	Extracellular CTRP9 engagement of AdipoR1; APPL1-associated continuation with AMPK, eNOS and nitric-oxide outputs	No SCI transfer inferred; vascular and endothelial contexts only	Primary evidence supports CTRP9-family AdipoR1-associated AMPK/eNOS and nitric-oxide outputs. The overlay connects this measured signaling to the existing APPL1 continuation without asserting a terminal transcriptional endpoint.	CTRP9 stimulation, AdipoR1/R2 perturbation, endothelial nitric-oxide or vasorelaxation assays and AMPK/eNOS phosphorylation readouts	activating	PMID:20802503; PMCID:PMC3197867	Primary ligand-receptor and receptor-proximal output study	Primary evidence supports CTRP9-family interaction with AdipoR1 and AMPK/eNOS-associated nitric-oxide outputs. The overlay connects these outputs to the existing APPL1 continuation without asserting a terminal TF or target gene.	Preserve CTRP9, AdipoR1, endothelial and vascular-relaxation contexts; do not infer identical AdipoR1/AdipoR2 coupling, microglial transfer or terminal gene expression.	LITEXP:000511
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0512	M21B-DOWNSTREAM:00618	ligand|receptor|intracellular_continuation|gene_expression_or_transcription	NODE00294	Adiponectin (globular/full-length forms)	M21B-E001430	NODE00300	ADIPOR1/adiponectin receptor 1	M21B-E002060	NODE00716	APPL1	adiponectin-AdipoR1-APPL1-associated PPAR-alpha and metabolic gene-expression output	Adiponectin-AdipoR1-APPL1-metabolic-expression-output	composite_primary_receptor_adaptor_route_output	M21B-E001430;M21B-EVID-001373;M21B-DOWNSTREAM-EVID:001062;M21B-E002060;M21B-EVID-002003;PMID:12802337; DOI:10.1038/nature01705	M21B-DOWNSTREAM-EVID:001062	gene_expression_or_transcription	human; mouse	Mouse skeletal-muscle and liver expression systems, recombinant AdipoR1/R2 assays and adiponectin-stimulated metabolic cells	Extracellular adiponectin engagement of AdipoR1; APPL1-associated continuation with AMPK, PPAR-alpha and metabolic gene-expression outputs	No SCI transfer inferred; metabolic-tissue and recombinant-cell contexts only	Primary evidence supports adiponectin receptor identity and receptor-dependent AMPK or PPAR-alpha-associated metabolic outputs. The overlay connects this output to APPL1 while leaving the TF and terminal target-gene layers open.	AdipoR1 expression cloning, ligand stimulation, receptor suppression by RNA interference and AMPK/PPAR-alpha or fatty-acid-oxidation readouts	activating	PMID:12802337; DOI:10.1038/nature01705	Primary ligand-receptor and receptor-proximal output study	Primary evidence supports adiponectin binding to AdipoR1 and receptor-dependent AMPK and PPAR-alpha-associated metabolic outputs. The overlay connects these observations to the existing APPL1 continuation without asserting a terminal TF or target gene.	Preserve globular versus full-length adiponectin, receptor-expression, tissue and RNA-interference contexts; do not infer a single PPAR-alpha target gene, SCI transfer or identical AdipoR1/AdipoR2 output.	LITEXP:000512
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0513	M21B-DOWNSTREAM:00619	ligand|receptor|intracellular_continuation|gene_expression_or_transcription	NODE00294	Adiponectin (globular/full-length forms)	M21B-E001431	NODE00303	ADIPOR2/adiponectin receptor 2	M21B-E002061	NODE00716	APPL1	adiponectin-AdipoR2-APPL1-associated PPAR-alpha and metabolic gene-expression output	Adiponectin-AdipoR2-APPL1-metabolic-expression-output	composite_primary_receptor_adaptor_route_output	M21B-E001431;M21B-EVID-001374;M21B-DOWNSTREAM-EVID:001063;M21B-E002061;M21B-EVID-002004;PMID:12802337; DOI:10.1038/nature01705	M21B-DOWNSTREAM-EVID:001063	gene_expression_or_transcription	human; mouse	Mouse skeletal-muscle and liver expression systems, recombinant AdipoR1/R2 assays and adiponectin-stimulated metabolic cells	Extracellular adiponectin engagement of AdipoR2; APPL1-associated continuation with AMPK, PPAR-alpha and metabolic gene-expression outputs	No SCI transfer inferred; metabolic-tissue and recombinant-cell contexts only	Primary evidence supports adiponectin receptor identity and receptor-dependent AMPK or PPAR-alpha-associated metabolic outputs. The overlay connects this output to APPL1 while leaving the TF and terminal target-gene layers open.	AdipoR2 expression cloning, ligand stimulation, receptor suppression by RNA interference and AMPK/PPAR-alpha or fatty-acid-oxidation readouts	activating	PMID:12802337; DOI:10.1038/nature01705	Primary ligand-receptor and receptor-proximal output study	Primary evidence supports adiponectin binding to AdipoR2 and receptor-dependent AMPK and PPAR-alpha-associated metabolic outputs. The overlay connects these observations to the existing APPL1 continuation without asserting a terminal TF or target gene.	Preserve globular versus full-length adiponectin, receptor-expression, tissue and RNA-interference contexts; do not infer a single PPAR-alpha target gene, SCI transfer or identical AdipoR1/AdipoR2 output.	LITEXP:000513
