path_expression	route_tier	missing_layers	intracellular_status	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	output_node_id	input_evidence_type	route_linkage_status	causal_status	traversal_status	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	source_scope	curation_status	expansion_id	source_queue_id	known_layers	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	output_label	pathway_name	output_evidence_type	evidence_ids	source_evidence_record_id	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	primary_locator	citation_note	evidence_summary	limitations	route_evidence_id
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0514	M21B-DOWNSTREAM:00590	ligand|receptor|intracellular_continuation|second_messenger_readout	NODE04106	GIP	M21B-E001392	NODE04111	GIPR/GIP receptor	M21B-E001894	NODE04283	GNAS	GIP-GIPR-GNAS-associated cAMP accumulation output	GIP-GIPR-GNAS-cAMP-output	composite_primary_receptor_gprotein_route_output	M21B-E001392;M21B-EVID-001335;M21B-DOWNSTREAM-EVID:001027;M21B-E001894;M21B-EVID-001837;PMID:7589426	M21B-DOWNSTREAM-EVID:001027	second_messenger_readout	human; as stated in primary assay	GIPR-transfected mammalian cells and cloned receptor expression systems	Extracellular GIP engagement of GIPR; GNAS-associated continuation with receptor-dependent cAMP accumulation	No SCI transfer inferred; recombinant receptor assay context only	Primary evidence supports GIP binding and activation of the cloned GIP receptor with receptor-dependent cAMP accumulation. The overlay connects this output to the existing GNAS continuation without asserting a terminal TF or target gene.	GIP binding and stimulation of GIPR-transfected cells with cAMP accumulation assays	activating	PMID:7589426	Primary ligand-receptor and receptor-proximal output study	Primary evidence supports GIP activation of GIPR and receptor-dependent cAMP production. The overlay connects the measured second-messenger output to the existing GNAS continuation without asserting a terminal transcriptional endpoint.	Preserve cloned-receptor and transfected-cell contexts; do not infer tissue-specific GIPR output, universal GNAS coupling, SCI transfer or terminal gene expression.	LITEXP:000514
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0515	M21B-DOWNSTREAM:00592	ligand|receptor|intracellular_continuation|second_messenger_readout	NODE04141	GLP-2	M21B-E001394	NODE04144	GLP2R/GLP-2 receptor	M21B-E003329	NODE04283	GNAS	GLP-2-GLP2R-GNAS-associated cAMP accumulation output	GLP2-GLP2R-GNAS-cAMP-output	composite_primary_receptor_gprotein_route_output	M21B-E001394;M21B-EVID-001337;M21B-DOWNSTREAM-EVID:001030;M21B-E003329;M21B-EVID-003272;PMID:9990065	M21B-DOWNSTREAM-EVID:001030	second_messenger_readout	human; as stated in primary assay	GLP2R-transfected mammalian cells and recombinant receptor expression systems	Extracellular GLP-2 engagement of GLP2R; GNAS-associated continuation with receptor-dependent cAMP signaling	No SCI transfer inferred; recombinant receptor assay context only	Primary evidence supports GLP-2 binding and activation of the cloned GLP-2 receptor with receptor-dependent cAMP signaling. The overlay connects this output to the existing GNAS continuation without asserting a terminal TF or target gene.	GLP-2 binding and stimulation of GLP2R-transfected cells with cAMP assays	activating	PMID:9990065	Primary ligand-receptor and receptor-proximal output study	Primary evidence supports GLP-2 activation of GLP2R and receptor-dependent cAMP production. The overlay connects the measured second-messenger output to the existing GNAS continuation without asserting a terminal transcriptional endpoint.	Preserve cloned-receptor and transfected-cell contexts; do not infer tissue-specific GLP2R output, universal GNAS coupling, SCI transfer or terminal gene expression.	LITEXP:000515
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0516	M21B-DOWNSTREAM:00593	ligand|receptor|intracellular_continuation|second_messenger_readout	NODE04094	GHRH	M21B-E001395	NODE04096	GHRHR/GH-releasing hormone receptor	M21B-E001889	NODE04283	GNAS	GHRH-GHRHR-GNAS-associated cAMP production output	GHRH-GHRHR-GNAS-cAMP-output	composite_primary_receptor_gprotein_route_output	M21B-E001395;M21B-EVID-001338;M21B-DOWNSTREAM-EVID:001031;M21B-E001889;M21B-EVID-001832;PMID:1333056	M21B-DOWNSTREAM-EVID:001031	second_messenger_readout	human; as stated in primary assay	Human GHRHR expressed in kidney 293 cells and cloned receptor systems	Extracellular GHRH engagement of GHRHR; GNAS-associated continuation with receptor-dependent cAMP output	No SCI transfer inferred; recombinant receptor assay context only	Primary evidence supports high-affinity GHRH binding to the cloned human GHRH receptor and stimulated cAMP production. The overlay connects this output to the existing GNAS continuation without asserting a terminal TF or target gene.	GHRH binding and stimulation of cloned GHRHR-expressing cells with cAMP assays	activating	PMID:1333056	Primary ligand-receptor and receptor-proximal output study	Primary evidence supports GHRH activation of GHRHR and receptor-dependent cAMP production. The overlay connects this second-messenger output to the existing GNAS continuation without asserting a terminal transcriptional endpoint.	Preserve cloned human receptor and heterologous-cell contexts; do not infer pituitary or SCI-specific output, universal GNAS coupling or terminal gene expression.	LITEXP:000516
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0517	M21B-DOWNSTREAM:00597	ligand|receptor|intracellular_continuation|second_messenger_readout	NODE10642	SST-14/SST-28	M21B-E001399	NODE10653	SSTR4/somatostatin receptor 4	M21B-E001880	NODE04268	GNAI	somatostatin-SSTR4-GNAI-associated pertussis-toxin-sensitive cAMP inhibition output	SST-SSTR4-GNAI-cAMP-inhibition-output	composite_primary_receptor_gprotein_route_output	M21B-E001399;M21B-EVID-001342;M21B-DOWNSTREAM-EVID:001035;M21B-E001880;M21B-EVID-001823;PMID:19912929	M21B-DOWNSTREAM-EVID:001035	second_messenger_readout	rat	Rat SSTR4 expressed in CHO-K1 cells with somatostatin binding and pertussis-toxin-sensitive signaling assays	Extracellular SST-14/SST-28 engagement of SSTR4; GNAI-associated continuation with inhibited cAMP signaling	No SCI transfer inferred; recombinant rat receptor assay context only	Primary evidence supports SST-14/SST-28 binding and activation of recombinant rat SSTR4 with pertussis-toxin-sensitive cAMP inhibition. The overlay connects this output to the existing GNAI continuation without asserting a terminal TF or target gene.	SST binding, receptor activation, cAMP inhibition and pertussis-toxin sensitivity in SSTR4-expressing CHO-K1 cells	inhibitory	PMID:19912929	Primary ligand-receptor and receptor-proximal output study	Primary evidence supports somatostatin activation of SSTR4 with pertussis-toxin-sensitive cAMP inhibition. The overlay connects the measured second-messenger output to the existing GNAI continuation without asserting a terminal transcriptional endpoint.	Preserve SSTR4 isoform, rat and CHO-K1 contexts and inhibitory cAMP polarity; do not infer identical SSTR paralog coupling, SCI transfer or terminal gene expression.	LITEXP:000517
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0518	M21B-DOWNSTREAM:00605	ligand|receptor|intracellular_continuation|second_messenger_readout	NODE06851	MCH	M21B-E001407	NODE06852	MCHR1/SLC-1 melanin-concentrating hormone receptor	M21B-E003325	NODE04271	GNAI/O/Z	MCH-MCHR1-Gi/o-associated receptor activation output	MCH-MCHR1-GIO-coupling-output	composite_primary_receptor_gprotein_route_output	M21B-E001407;M21B-EVID-001350;M21B-DOWNSTREAM-EVID:001044;M21B-E003325;M21B-EVID-003268;PMID:10559938	M21B-DOWNSTREAM-EVID:001044	second_messenger_readout	rat	Rat MCHR1/SLC-1 expressed in recombinant cells with MCH binding and Gi/o-coupling assays	Extracellular MCH engagement of MCHR1; GNAI/O/Z-associated continuation with receptor activation and second-messenger output	No SCI transfer inferred; recombinant rat receptor assay context only	Primary evidence supports nanomolar MCH activation of cloned rat MCHR1/SLC-1 with Gi/o coupling. The overlay connects this output to the existing GNAI/O/Z continuation without asserting a terminal TF or target gene.	MCH binding, cloned-receptor activation and Gi/o-coupling or second-messenger assays	activating	PMID:10559938	Primary ligand-receptor and receptor-proximal output study	Primary evidence supports MCH activation of MCHR1/SLC-1 with Gi/o coupling. The overlay connects the measured receptor output to the existing GNAI/O/Z continuation without asserting a terminal transcriptional endpoint.	Preserve rat MCHR1/SLC-1 and recombinant-cell contexts; do not infer identical MCHR2 coupling, tissue-specific effects, SCI transfer or terminal gene expression.	LITEXP:000518
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0519	M21B-DOWNSTREAM:00606	ligand|receptor|intracellular_continuation|second_messenger_readout	NODE06851	MCH	M21B-E001408	NODE06853	MCHR2/GPR14 melanin-concentrating hormone receptor 2	M21B-E003327	NODE04282	GNAQ/GNA11	MCH-MCHR2-Gq-associated calcium and inositol-phosphate output	MCH-MCHR2-GQ-calcium-output	composite_primary_receptor_gprotein_route_output	M21B-E001408;M21B-EVID-001351;M21B-DOWNSTREAM-EVID:001045;M21B-E003327;M21B-EVID-003270;PMID:11416225	M21B-DOWNSTREAM-EVID:001045	second_messenger_readout	human	Human MCHR2/GPR14 expressed in transfected cells with MCH binding, calcium and inositol-phosphate assays	Extracellular MCH engagement of MCHR2; GNAQ/GNA11-associated continuation with calcium and inositol-phosphate outputs	No SCI transfer inferred; recombinant human receptor assay context only	Primary evidence supports MCH binding and activation of human MCHR2/GPR14 with calcium and Gq/inositol-phosphate responses. The overlay connects this output to the existing GNAQ/GNA11 continuation without asserting a terminal TF or target gene.	MCH binding, transfected MCHR2 activation, intracellular calcium and inositol-phosphate assays	activating	PMID:11416225	Primary ligand-receptor and receptor-proximal output study	Primary evidence supports MCH activation of MCHR2/GPR14 with calcium and inositol-phosphate output. The overlay connects the measured second-messenger response to the existing GNAQ/GNA11 continuation without asserting a terminal transcriptional endpoint.	Preserve human MCHR2/GPR14 and transfected-cell contexts; do not infer identical MCHR1 coupling, tissue-specific output, SCI transfer or terminal gene expression.	LITEXP:000519
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0520	M21B-DOWNSTREAM:00629	ligand|receptor|intracellular_continuation|second_messenger_readout	NODE02914	Dopamine	M21B-E001447	NODE02946	DRD5/D5 dopamine receptor	M21B-E002043	NODE04282	GNAQ/GNA11	dopamine-DRD5-Gq-associated receptor signaling output	Dopamine-DRD5-GQ-signaling-output	composite_primary_receptor_gprotein_route_output	M21B-E001447;M21B-EVID-001390;M21B-DOWNSTREAM-EVID:001074;M21B-E002043;M21B-EVID-001986;PMID:1833775	M21B-DOWNSTREAM-EVID:001074	second_messenger_readout	human; as stated in primary assay	Functional D1-class dopamine-receptor expression and dopamine-stimulated cAMP or coupling assays	Extracellular dopamine engagement of DRD5; GNAQ/GNA11-associated continuation with receptor signaling output	No SCI transfer inferred; receptor-expression and functional assay contexts only	Primary evidence supports dopamine binding or stimulation of the D5 dopamine receptor in functional expression assays. The overlay connects this receptor output to the existing GNAQ/GNA11 continuation without asserting a terminal TF or target gene.	Dopamine binding, receptor expression and dopamine-stimulated second-messenger or coupling assays	activating	PMID:1833775	Primary ligand-receptor and receptor-proximal output study	Primary evidence supports dopamine activation of DRD5/D5 in functional receptor assays. The overlay connects the measured receptor output to the existing GNAQ/GNA11 continuation without asserting a terminal transcriptional endpoint.	Preserve D1-class receptor, expression-system and assay contexts; do not infer identical D1-family coupling, tissue-specific output, SCI transfer or terminal gene expression.	LITEXP:000520
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0521	M21B-DOWNSTREAM:00557	ligand|receptor|intracellular_continuation|second_messenger_readout	NODE11528	UDP	M21B-E001307	NODE08712	P2Y6/P2RY6	M21B-E001849	NODE04282	GNAQ/GNA11	UDP-P2Y6-Gq-associated PLC-calcium and ion-channel output	UDP-P2Y6-GQ-PLC-calcium-output	composite_primary_receptor_gprotein_route_output	M21B-E001307;M21B-EVID-001250;M21B-DOWNSTREAM-EVID:000975;M21B-E001849;M21B-EVID-001792;PMID:8700127; PMID:10193782	M21B-DOWNSTREAM-EVID:000975	second_messenger_readout	human	Human P2Y6/P2RY6-expressing recombinant and reconstituted systems with UDP stimulation	Extracellular UDP engagement of P2Y6; GNAQ/GNA11-associated continuation with PLC-linked calcium and ion-channel responses	No SCI transfer inferred; recombinant receptor assay context only	Primary evidence supports UDP-selective activation of P2Y6/P2RY6 with PLC-linked calcium and ion-channel responses. The overlay connects this output to the existing GNAQ/GNA11 continuation without asserting a terminal TF or target gene.	UDP selectivity, recombinant P2Y6 activation, calcium, PLC and ion-channel assays	activating	PMID:8700127; PMID:10193782	Primary ligand-receptor and receptor-proximal output studies	Primary evidence supports UDP activation of P2Y6/P2RY6 with PLC-linked calcium and ion-channel outputs. The overlay connects the measured second-messenger response to the existing GNAQ/GNA11 continuation without asserting a terminal transcriptional endpoint.	Preserve nucleotide, recombinant-system and PLC/calcium contexts; do not infer identical P2Y paralog coupling, SCI transfer or terminal gene expression.	LITEXP:000521
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0522	M21B-DOWNSTREAM:00561	ligand|receptor|intracellular_continuation|second_messenger_readout	NODE11530	UDP-glucose	M21B-E001311	NODE08706	P2Y14/P2RY14	M21B-E001845	NODE04268	GNAI	UDP-glucose-P2Y14-Gi-associated receptor activation output	UDP-glucose-P2Y14-GI-signaling-output	composite_primary_receptor_gprotein_route_output	M21B-E001311;M21B-EVID-001254;M21B-DOWNSTREAM-EVID:000980;M21B-E001845;M21B-EVID-001788;PMID:10753868	M21B-DOWNSTREAM-EVID:000980	second_messenger_readout	human	Cloned human P2Y14/P2RY14 expressed in heterologous systems with nucleotide-sugar specificity assays	Extracellular UDP-glucose engagement of P2Y14; GNAI-associated continuation with receptor activation and second-messenger output	No SCI transfer inferred; cloned receptor assay context only	Primary evidence supports UDP-glucose activation and nucleotide-sugar specificity of cloned human P2Y14/P2RY14. The overlay connects this receptor output to the existing GNAI continuation without asserting a terminal TF or target gene.	Nucleotide-sugar stimulation and cloned P2Y14 receptor activation or coupling assays	activating	PMID:10753868	Primary ligand-receptor and receptor-proximal output study	Primary evidence supports UDP-glucose activation of P2Y14/P2RY14 in cloned receptor systems. The overlay connects the measured receptor response to the existing GNAI continuation without asserting a terminal transcriptional endpoint.	Preserve nucleotide-sugar specificity and cloned-receptor contexts; do not infer tissue-specific P2Y14 output, exact cAMP direction, SCI transfer or terminal gene expression.	LITEXP:000522
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0523	M21B-DOWNSTREAM:00643	ligand|receptor|intracellular_continuation|second_messenger_readout	NODE00323	ADP/adenosine diphosphate	M21B-E001469	NODE08662	P2RY13/P2Y13 purinergic receptor	M21B-E001844	NODE04268	GNAI	ADP-P2Y13-Gi-associated nucleotide receptor output	ADP-P2Y13-GI-signaling-output	composite_primary_receptor_gprotein_route_output	M21B-E001469;M21B-EVID-001412;M21B-DOWNSTREAM-EVID:001090;M21B-E001844;M21B-EVID-001787;PMID:11546776	M21B-DOWNSTREAM-EVID:001090	second_messenger_readout	human	Cloned human P2Y13/P2RY13 receptor systems with ADP-dependent nucleotide and second-messenger assays	Extracellular ADP engagement of P2Y13; GNAI-associated continuation with nucleotide-receptor signaling output	No SCI transfer inferred; cloned receptor assay context only	Primary evidence supports ADP preference and activation of cloned human P2Y13/P2RY13 with nucleotide-dependent signaling outputs. The overlay connects this response to the existing GNAI continuation without asserting a terminal TF or target gene.	ADP binding or stimulation, cloned P2Y13 expression and cAMP or phosphoinositide assays	activating	PMID:11546776	Primary ligand-receptor and receptor-proximal output study	Primary evidence supports ADP activation of P2Y13/P2RY13 in cloned receptor systems with second-messenger outputs. The overlay connects the measured receptor response to the existing GNAI continuation without asserting a terminal transcriptional endpoint.	Preserve ADP preference, cloned-receptor and second-messenger assay contexts; do not infer exact downstream branch, tissue-specific output, SCI transfer or terminal gene expression.	LITEXP:000523
