expansion_id	source_queue_id	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	output_node_id	output_label	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_evidence_record_id	primary_locator	citation_note	evidence_summary	route_linkage_status	causal_status	traversal_status	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	curation_status	limitations	route_evidence_id
M21B-LITEXP-0655	M21B-DOWNSTREAM:02160	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_assayed	NODE00432	ALCAM/CD166	M21B-E007089	NODE06178	L1CAM/L1 cell adhesion molecule											ALCAM-L1CAM trans-heterophilic adhesion and midbrain dopaminergic-axon growth output	ALCAM-L1CAM-midbrain-axon-growth	primary_literature_route_expansion	direct_primary_receptor_functional_output	M21B-E007089;M21B-EVID-007032;M21B-DOWNSTREAM-EVID:003442;PMID:31300520;PMCID:PMC6703882;DOI:10.1523/JNEUROSCI.0278-19.2019	M21B-DOWNSTREAM-EVID:003442	PMID:31300520; PMCID:PMC6703882; DOI:10.1523/JNEUROSCI.0278-19.2019	Primary ALCAM/L1CAM trans-adhesion and dopaminergic-axon growth study	Primary evidence supports ALCAM-L1CAM trans-heterophilic association in primary midbrain dopaminergic cultures, with L1CAM blockade reducing ALCAM-substrate axon growth and proximity-ligation support, without assigning an intracellular relay or TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	mouse	Primary mouse ventral-midbrain dopaminergic cultures on ALCAM substrate with L1CAM-neutralizing antibody, proximity-ligation, axon-growth and adhesion assays	Extracellular ALCAM-L1CAM trans-adhesion with axon-growth output; intracellular continuation and TF are not resolved	No SCI transfer inferred; developmental midbrain comparator context only	Primary evidence supports functional ALCAM-L1CAM trans-association in the tested midbrain culture context, not purified binary affinity or a terminal TF.	L1CAM-neutralizing antibody, in situ proximity ligation, substrate adhesion and axon-growth assays	unknown	direct_edge	curated_primary_route	Preserve antibody-blockade/PLA functional-association limits and primary midbrain context; do not infer a defined intracellular relay, SCI function or terminal-TF output.	LITEXP:000655
M21B-LITEXP-0656	M21B-DOWNSTREAM:02161	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_assayed	NODE10375	SLIT2/Slit-2	M21B-E007090	NODE04327	GPC1/glypican-1											SLIT2-GPC1 heparan-sulfate-dependent extracellular binding/modulation output	SLIT2-GPC1-heparan-sulfate-binding	primary_literature_route_expansion	direct_primary_receptor_output	M21B-E007090;M21B-EVID-007033;M21B-DOWNSTREAM-EVID:003444;PMID:11375980;PMID:10364234;DOI:10.1074/jbc.M100240200;DOI:10.1074/jbc.274.25.17885	M21B-DOWNSTREAM-EVID:003444	PMID:11375980; PMID:10364234; DOI:10.1074/jbc.M100240200; DOI:10.1074/jbc.274.25.17885	Primary Slit2/glypican-1 binding and heparan-sulfate-dependence studies	Primary biochemical and cellular evidence supports saturable Slit2 binding to glypican-1 and its C-terminal fragment with heparan-sulfate dependence, without assigning GPC1 as the canonical Slit receptor or an intracellular relay.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	human	Recombinant human Slit2 full-length and fragments with GPC1-Fc binding, heparin/desulfation, 293-cell co-transfection and CNS colocalization assays	Extracellular Slit2-GPC1 heparan-sulfate-dependent binding/modulation output; productive intracellular continuation and TF are not resolved	No SCI transfer inferred; CNS developmental/comparator context only	Primary evidence supports extracellular Slit2-GPC1 association with glycan dependence, not a canonical Slit receptor or terminal transcriptional route.	GPC1-Fc ELISA, heparin/desulfation, co-transfection/immunoprecipitation and CNS colocalization assays	unknown	direct_edge	curated_primary_route	Preserve released C-terminal fragment and glycan-dependence limits; do not infer GPC1 as the canonical Slit receptor, a productive intracellular relay, SCI function or terminal-TF output.	LITEXP:000656
M21B-LITEXP-0657	M21B-DOWNSTREAM:02163	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|phosphorylation_or_activation_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_assayed	NODE08377	NTF4/neurotrophin-4	M21B-E007093	NODE08400	NTRK2/TrkB											NT-4-TrkB receptor tyrosine-phosphorylation and PC12 differentiation output	NTF4-NTRK2-neurotrophin-relay	primary_literature_route_expansion	direct_primary_receptor_output	M21B-E007093;M21B-EVID-007036;M21B-DOWNSTREAM-EVID:003448;PMID:1375038;DOI:10.1016/0896-6273(92)90209-V	M21B-DOWNSTREAM-EVID:003448	PMID:1375038; DOI:10.1016/0896-6273(92)90209-V	Primary NT-4/TrkB receptor-phosphorylation and differentiation study	Primary evidence supports NT-4 displacement/binding at TrkB, receptor tyrosine phosphorylation and TrkB-dependent PC12 differentiation, without assigning downstream intermediates or a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	mouse; Xenopus	Xenopus NT-4 with murine gp145TrkB receptor-expression cells, NIH 3T3 transformation and PC12 differentiation assays	Extracellular NT-4 engagement of TrkB with receptor phosphorylation and differentiation output; intracellular continuation and TF are not resolved	No SCI transfer inferred; receptor-expression and neuronal differentiation comparator context only	Primary evidence supports mature NT-4/TrkB receptor-selective activation and bounded differentiation output, without a terminal TF.	Ligand displacement, receptor tyrosine phosphorylation, receptor-selective transformation and PC12 differentiation assays	activating	direct_edge	curated_primary_route	Preserve ligand species, mature peptide and ectopic receptor-expression context; do not infer SCI or terminal-TF output.	LITEXP:000657
M21B-LITEXP-0658	M21B-DOWNSTREAM:02165	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|phosphorylation_or_activation_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_assayed	NODE03963	GALP/galanin-like peptide	M21B-E007097	NODE03967	GALR2/galanin receptor 2											GALP-GALR2 preferential binding and GTP-gamma-S receptor activation output	GALP-GALR2-GPCR	primary_literature_route_expansion	direct_primary_receptor_output	M21B-E007097;M21B-EVID-007040;M21B-DOWNSTREAM-EVID:003450;PMID:10601261;DOI:10.1074/jbc.274.52.37041	M21B-DOWNSTREAM-EVID:003450	PMID:10601261; DOI:10.1074/jbc.274.52.37041	Primary GALP/GALR2 preferential binding and GTP-gamma-S activation study	Primary evidence supports preferential mature porcine GALP binding and GALR2-transfected membrane activation in GTP-gamma-S assays, without assigning downstream intermediates or a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	as stated in primary model/assay	Porcine GALP-1-60 isolated from hypothalamus with GALR2-transfected membrane GTP-gamma-S and cloned GALR1/GALR2 competition assays	Extracellular GALP engagement of GALR2 with GTP-gamma-S receptor-activation output; intracellular continuation and TF are not resolved	No SCI transfer inferred; peptide-processing and receptor-expression comparator context only	Primary evidence supports preferential GALP-GALR2 GPCR activation in the cited receptor-expression system, without a generic GALP route or terminal TF.	Receptor-binding competition and GALR2-transfected membrane GTP-gamma-S assays	activating	direct_edge	curated_primary_route	Preserve mature/porcine GALP processing and GALR2 preference; do not infer a universal GALP receptor, SCI function or terminal-TF output.	LITEXP:000658
M21B-LITEXP-0659	M21B-DOWNSTREAM:02171	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE09944	S100A7/psoriasin	M21B-E007109	NODE09581	RAGE/AGER	M21B-E006779	NODE02766	DAP10/HCST								Zinc-dependent S100A7-RAGE-DAP10 ERK/MAPK and leukocyte-chemotaxis output	S100A7-RAGE-zinc-dependent-chemotaxis	primary_literature_route_expansion	composite_primary_receptor_pathway_output	M21B-E007109;M21B-EVID-007052;M21B-DOWNSTREAM-EVID:003461;M21B-E006779;M21B-EVID-006722;PMID:18606705;PMCID:PMC2435511;DOI:10.4049/jimmunol.181.2.1499;PMID:25002577;PMCID:PMC4156043	M21B-DOWNSTREAM-EVID:003461	PMID:18606705; PMCID:PMC2435511; DOI:10.4049/jimmunol.181.2.1499	Primary S100A7/RAGE zinc-dependent ERK and chemotaxis study; existing RAGE-DAP10 continuation evidence	Primary evidence supports zinc-dependent S100A7 binding to RAGE, RAGE-blockable ERK activation and RAGE-dependent leukocyte chemotaxis; the existing validated RAGE-DAP10 association supplies a bounded receptor-proximal continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	phosphorylation_or_activation_readout	human; mouse	Human S100A7/RAGE binding and RAGE-transfected CHO systems, peripheral leukocytes and existing RAGE-DAP10 signaling models with ERK/MAPK and chemotaxis assays	Extracellular S100A7 engagement of RAGE with bounded DAP10 continuation and ERK/chemotaxis output	No SCI transfer inferred; leukocyte and receptor-expression comparator contexts only	Primary evidence supports zinc-dependent S100A7-RAGE activation; the existing graph edge supplies DAP10 association without asserting a terminal TF.	Soluble-RAGE binding, RAGE-transfected adhesion, zinc supplementation, anti-RAGE blockade, ERK/MAPK and chemotaxis assays	activating	composite_primary_evidence	curated_primary_route	Preserve S100A7 versus S100A15 distinction and zinc/reagent/species limits; do not infer a complete DAP10 cascade, SCI function or terminal-TF output.	LITEXP:000659
M21B-LITEXP-0660	M21B-DOWNSTREAM:02172	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|second_messenger_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_assayed	NODE06128	Kisspeptin/KISS1	M21B-E007110	NODE06126	KISS1R/GPR54											KISS1-KISS1R PIP2/calcium, ERK/p38 phosphorylation and anti-migratory output	KISS1-KISS1R-Gq-PLC-calcium-signaling	primary_literature_route_expansion	direct_primary_receptor_output	M21B-E007110;M21B-EVID-007053;M21B-DOWNSTREAM-EVID:003465;PMID:11457843;DOI:10.1074/jbc.M104847200	M21B-DOWNSTREAM-EVID:003465	PMID:11457843; DOI:10.1074/jbc.M104847200	Primary kisspeptin/KISS1R binding, calcium/MAPK and migration study	Primary evidence supports mature KISS1-derived kisspeptin binding and KISS1R activation with PIP2 hydrolysis, calcium mobilization, ERK1/2 and p38 phosphorylation, and anti-migratory function, without assigning intracellular intermediates or a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	second_messenger_readout	human; rat	Human placental kisspeptin peptides, rat/human KISS1R-expressing CHO-K1 cells and B16-BL6 migration/metastasis models with binding, PIP2, calcium, ERK and p38 assays	Extracellular kisspeptin engagement of KISS1R with PIP2/calcium/MAPK output; intracellular continuation and TF are not resolved	No SCI transfer inferred; endocrine and melanoma comparator contexts only	Primary evidence supports bounded KISS1R GPCR activation and anti-migratory output, without assigning a specific G-protein relay or terminal TF.	Receptor binding, PIP2 hydrolysis, calcium mobilization, ERK/p38 phosphorylation and migration assays	activating	direct_edge	curated_primary_route	Preserve mature peptide processing and tissue-context limits; do not infer a complete Gq/PLC cascade, SCI function or terminal-TF output.	LITEXP:000660
M21B-LITEXP-0661	M21B-DOWNSTREAM:02178	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_assayed	NODE00157	Activated alpha2-macroglobulin/A2M*	M21B-E007120	NODE06516	LRP1/CD91											Activated alpha2-macroglobulin-LRP1 receptor-mediated uptake and clearance output	A2Mstar-LRP1-binding-endocytic-clearance	primary_literature_route_expansion	direct_primary_receptor_functional_output	M21B-E007120;M21B-EVID-007063;M21B-DOWNSTREAM-EVID:003475;PMID:15910735;DOI:10.1016/j.abb.2005.03.019;PMID:1374383	M21B-DOWNSTREAM-EVID:003475	PMID:15910735; DOI:10.1016/j.abb.2005.03.019; PMID:1374383	Primary activated alpha2-macroglobulin/LRP1 receptor-recognition and uptake studies	Primary evidence supports activated alpha2-macroglobulin binding to LRP1 through its exposed receptor-binding domain, RAP-sensitive cell binding and receptor-mediated uptake/clearance, without assigning intracellular intermediates or a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	human	Recombinant human alpha2-macroglobulin and receptor-binding mutants in RAW264.7 macrophage-like cells with RAP blockade, binding and internalization assays	Extracellular activated alpha2-macroglobulin engagement of LRP1 with uptake/internalization and clearance output; intracellular continuation and TF are not resolved	No SCI transfer inferred; macrophage-like receptor-clearance context only	Primary evidence supports activated A2M* recognition and LRP1-mediated uptake/clearance, without assigning a downstream signaling cascade or TF.	Receptor-binding mutation, RAP blockade, cell binding and internalization assays	unknown	direct_edge	curated_primary_route	Preserve activated alpha2M receptor-binding-domain and RAP-sensitive endocytic context; do not infer SCI or terminal-TF output.	LITEXP:000661
M21B-LITEXP-0662	M21B-DOWNSTREAM:02182	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|second_messenger_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_assayed	NODE07915	Neuropeptide S/NPS	M21B-E007128	NODE08229	NPSR1/GPR154 neuropeptide-S receptor											NPS-NPSR1 intracellular calcium and rodent arousal/anxiolytic-like output	NPS-NPSR1-GPCR-activation	primary_literature_route_expansion	direct_primary_receptor_output	M21B-E007128;M21B-EVID-007071;M21B-DOWNSTREAM-EVID:003483;PMID:15312648	M21B-DOWNSTREAM-EVID:003483	PMID:15312648	Primary neuropeptide S/NPSR1 calcium and rodent behavioral-function study	Primary evidence supports NPSR-dependent intracellular calcium mobilization together with rodent arousal and anxiolytic-like responses, without assigning a universal G-protein coupling, intracellular relay or TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	second_messenger_readout	human; mouse; rat	Human/mouse NPSR receptor systems with intracellular calcium readout and mouse/rat locomotor, stress and sleep/wake assays	Extracellular NPS engagement of NPSR1 with intracellular calcium and behavioral output; intracellular continuation and TF are not resolved	No SCI transfer inferred; rodent arousal/behavioral comparator context only	Primary evidence supports bounded NPS-NPSR1 activation and calcium/rodent function, without assigning a universal GPCR mechanism or terminal TF.	NPS stimulation, intracellular calcium assays and rodent locomotor, stress and sleep/wake paradigms	activating	direct_edge	curated_primary_route	Preserve human/mouse/rat receptor and behavioral context; do not transfer arousal effects to SCI or infer a terminal-TF route.	LITEXP:000662
M21B-LITEXP-0663	M21B-DOWNSTREAM:02216	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|second_messenger_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_assayed	NODE02818	Deoxycholic acid/DCA	M21B-E007170	NODE07510	MRGPRX4											Deoxycholic-acid MRGPRX4 TGF-alpha-shedding/calcium and sensory-itch output	DCA-MRGPRX4-cholestatic-itch-GPCR	primary_literature_route_expansion	direct_primary_receptor_output	M21B-E007170;M21B-EVID-007113;M21B-DOWNSTREAM-EVID:003551;PMID:31500698;PMID:31068464	M21B-DOWNSTREAM-EVID:003551	PMID:31500698; PMID:31068464	Primary deoxycholic-acid/MRGPRX4 calcium, Gq/PLC and sensory-itch studies	Primary evidence supports deoxycholic-acid activation of human MRGPRX4 in receptor-expressing cells and sensory-neuron/itch models with calcium and Gq/PLC readouts, without assigning intracellular intermediates or a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	second_messenger_readout	human; mouse	Human MRGPRX4-expressing HEK293T cells, human dorsal-root-ganglion sensory neurons and humanized-MRGPRX4 mouse/itch comparator models	Extracellular deoxycholic-acid engagement of MRGPRX4 with TGF-alpha shedding/calcium/Gq-PLC output; intracellular continuation and TF are not resolved	No SCI transfer inferred; sensory-neuron and cholestatic-itch comparator contexts only	Primary evidence supports bounded DCA-MRGPRX4 activation and sensory/itch output, with physiological protein-binding caveats and no terminal TF.	TGF-alpha shedding, FLIPR calcium imaging, Gq/PLC assays and sensory-neuron/itch models	activating	direct_edge	curated_primary_route	Preserve DCA chemical identity, human MRGPRX4 and protein-bound-concentration caveats; do not generalize to all cholestatic serum, other species, SCI or terminal-TF output.	LITEXP:000663
M21B-LITEXP-0664	M21B-DOWNSTREAM:02224	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|secreted_protein_or_release	intracellular_continuation|transcription_factor|target_gene_expression	not_assayed	NODE01570	CART(55-102)/CART peptide	M21B-E007189	NODE04374	GPR162											CART(55-102)-GPR162 beta-cell exocytosis and insulin-secretion output	CART-GPR162-beta-cell-signaling	primary_literature_route_expansion	direct_primary_receptor_functional_output	M21B-E007189;M21B-EVID-007132;M21B-DOWNSTREAM-EVID:003563;M21B-DOWNSTREAM-EVID:003564;PMID:38077141;PMCID:PMC10709007;DOI:10.1016/j.isci.2023.108416	M21B-DOWNSTREAM-EVID:003564	PMID:38077141; PMCID:PMC10709007; DOI:10.1016/j.isci.2023.108416	Primary CART/GPR162 interaction, beta-cell exocytosis and insulin-secretion study	Primary evidence supports CART(55-102)-GPR162 interaction by proximity ligation, radioactive binding and co-immunoprecipitation, with GPR162 knockdown reducing CART-associated exocytosis and insulin secretion, without assigning intracellular intermediates or a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	secreted_protein_or_release	human; mouse; rat	Mouse and rat INS-1 beta-cell systems with human/mouse islet localization, CART-GPR162 proximity/binding assays and Gpr162 knockdown, exocytosis and insulin-secretion readouts	Extracellular peptide interaction with GPR162 and beta-cell exocytosis/insulin-secretion output; intracellular continuation and TF are not resolved	No SCI transfer inferred; pancreatic beta-cell comparator context only	Primary evidence supports peptide-specific CART-GPR162 interaction and beta-cell secretory output, without assigning a complete signaling cascade or TF.	Proximity ligation, radioactive binding, co-immunoprecipitation, Gpr162 knockdown, exocytosis and insulin-secretion assays	activating	direct_edge	curated_primary_route	Preserve CART(55-102) peptide specificity and beta-cell context; do not infer CNS/SCI or terminal-TF output.	LITEXP:000664
