expansion_id	source_queue_id	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	transcription_factor_node_id	transcription_factor_label	target_gene_node_id	target_gene_label	output_node_id	output_label	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	source_chain_id	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	primary_locator	citation_note	evidence_summary	limitations	curation_status	route_evidence_id
M21B-LITEXP-1145	M21B-DOWNSTREAM:00543	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE11285	TNR/tenascin-R	M21B-E000916	NODE02287	CNTN1/contactin-1	M21B-E001286	NODE02303	CNTNAP1/CASPR1						TNR-CNTN1-CASPR1 paranodal adhesion-complex and surface-delivery output	CNTN1-CASPR1-paranodal-adhesion-complex	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E000916;M21B-E001286;M21B-EVID-000859;M21B-EVID-001229;PMID:12972410	M21B-DOWNSTREAM-EVID:000953	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1145	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	as stated in primary model/assay	N2a transfection, chimeric-domain, glycosylation/calnexin, lipid-raft and surface-delivery assays	TNR-CNTN1 input; CNTN1-CASPR1 cis-complex and paranodal adhesion/surface-delivery output	no SCI transfer inferred; neuronal/paranodal comparator systems only	Represent CNTN1-CASPR1 as a cis adhesion and biosynthetic-trafficking complex; do not infer ligand-induced signaling or a terminal TF.	N2a transfection, chimeric-domain, glycosylation/calnexin, lipid-raft and surface-delivery assays	unknown	composite_primary_evidence	PMID:12972410	Contactin-1 and Caspr1 form a cis complex required for Caspr1 surface delivery; PMID:12972410.	The existing TNR-CNTN1 ligand edge is extended by primary evidence for CNTN1-CASPR1 cis-complex assembly and receptor surface delivery.	Preserve neuronal/paranodal and biosynthetic-trafficking boundaries; this annotation does not assert that TNR directly drives the Caspr1 assays.	curated_primary_route	LITEXP:001145
M21B-LITEXP-1146	M21B-DOWNSTREAM:00544	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE11285	TNR/tenascin-R	M21B-E000916	NODE02287	CNTN1/contactin-1	M21B-E001287	NODE07984	NFASC/NF155						TNR-CNTN1-NF155 paranodal adhesion-complex output	CNTN1-NF155-paranodal-adhesion-complex	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E000916;M21B-E001287;M21B-EVID-000859;M21B-EVID-001230;PMCID:PMC2173730	M21B-DOWNSTREAM-EVID:000955	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1146	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	as stated in primary model/assay	NF155-Fc binding to contactin-expressing cells and Caspr/contactin coexpression and biosynthetic interaction assays	TNR-CNTN1 input; CNTN1-NF155 trans-adhesion and paranodal-complex output	no SCI transfer inferred; glial-axonal comparator systems only	Represent CNTN1-NF155 as an extracellular adhesion complex with Caspr1 modulation caveats; do not infer an unconditional productive ternary complex or terminal TF.	NF155-Fc binding, contactin/Caspr coexpression and biosynthetic interaction assays	unknown	composite_primary_evidence	PMCID:PMC2173730	NF155 binds contactin-expressing cells and participates in the paranodal adhesion complex; PMCID:PMC2173730.	The existing TNR-CNTN1 ligand edge is extended by primary evidence for direct CNTN1-NF155 extracellular adhesion-complex binding.	Preserve glial-axonal and paranodal context; the primary downstream study does not test TNR as the ligand in the NF155 assay.	curated_primary_route	LITEXP:001146
M21B-LITEXP-1147	M21B-DOWNSTREAM:01154	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE11285	TNR/tenascin-R	M21B-E000916	NODE02287	CNTN1/contactin-1	M21B-E002818	NODE09509	PTPRZ1/RPTP-zeta						TNR-CNTN1-PTPRZ1 oligodendrocyte-precursor development output	CNTN1-PTPRZ1-OPC-development	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E000916;M21B-E002818;M21B-EVID-000859;M21B-EVID-002761;PMID:21969550	M21B-DOWNSTREAM-EVID:001863	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1147	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	mouse	Recombinant-domain co-crystal and binding assays; mouse wild-type/Ptprz-deficient OPC systems; proliferation, differentiation and rescue assays	TNR-CNTN1 input; CNTN1-PTPRZ1 extracellular complex and OPC-development output	no SCI transfer inferred; developmental oligodendrocyte model only	Represent direct CNTN1-PTPRZ1 binding and OPC function as a bounded receptor-complex route; do not infer SCI or terminal transcription.	Recombinant-domain co-crystal, binding, Ptprz-deficient OPC, proliferation, differentiation and rescue assays	unknown	composite_primary_evidence	PMID:21969550	CNTN1 binds PTPRZ and modulates oligodendrocyte-precursor proliferation and maturation; PMID:21969550.	The existing TNR-CNTN1 ligand edge is extended by primary structural, binding and OPC-functional evidence for CNTN1-PTPRZ1.	The primary route is developmental and does not establish a TNR-specific or traumatic-SCI branch.	curated_primary_route	LITEXP:001147
M21B-LITEXP-1148	M21B-DOWNSTREAM:01719	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phagocytosis_or_engulfment	transcription_factor|target_gene_expression	source_supported	NODE08953	Phosphatidylserine/PtdSer	M21B-E000902	NODE11064	TIMD4/TIM4	M21B-E005802	NODE07055	microglial dying-neuron engulfment						PtdSer-TIM4 phagosome-stabilization and dying-neuron engulfment output	TIM4-microglial-dying-neuron-engulfment	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E000902;M21B-E005802;M21B-EVID-000845;M21B-EVID-005745;PMID:24898390	M21B-DOWNSTREAM-EVID:002721	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1148	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phagocytosis_or_engulfment	zebrafish	Embryonic zebrafish brain; live imaging of microglial engulfment, neuronal apoptosis induction, TIM-4 morpholino loss-of-function and phagosome-stabilization readouts	PtdSer-TIM4 input; TIM4-dependent phagosome stabilization and microglial dying-neuron engulfment output	no SCI transfer inferred; embryonic zebrafish microglia comparator only	Represent TIM4 as a phosphatidylserine receptor whose supported continuation is phagosome stabilization; retain the combined BAI1/TIM4 requirement.	Live imaging, neuronal apoptosis induction, TIM-4 morpholino loss-of-function and phagosome-stabilization assays	activating	composite_primary_evidence	PMID:24898390; DOI:10.1038/ncomms5046	TIM-4 is required for phagosome stabilization during microglial removal of dying neurons; PMID:24898390.	PtdSer binding to TIM4 is extended by primary evidence that TIM4 controls phagosome stabilization during microglial dying-neuron engulfment.	Preserve zebrafish developmental context and combined BAI1/TIM4 activity; no mammalian SCI branch or intracellular molecular relay is inferred.	curated_primary_route	LITEXP:001148
M21B-LITEXP-1149	M21B-DOWNSTREAM:01721	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phagocytosis_or_engulfment	transcription_factor|target_gene_expression	source_supported	NODE01916	CD47	M21B-E000179	NODE10313	SIRPA/SIRPalpha	M21B-E005804	NODE07163	microglial synapse pruning						CD47-SIRPalpha dont-eat-me checkpoint and microglial synapse-pruning output	SIRPA-microglial-synapse-pruning-brake	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E000179;M21B-E005804;M21B-EVID-000122;M21B-EVID-005747;PMID:33795678	M21B-DOWNSTREAM-EVID:002725	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1149	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phagocytosis_or_engulfment	mouse	Mouse microglia-specific Sirpa deletion, primary microglia-neuron co-cultures, visual-cortex/hippocampal synaptic-density and engulfment assays, and Alzheimer-model cognitive readouts	CD47-SIRPalpha input; inhibitory microglial engulfment checkpoint and synapse-pruning output	no SCI transfer inferred; developmental and neurodegeneration comparator models only	Represent CD47-SIRPalpha as an inhibitory dont-eat-me checkpoint; output semantics reflect increased pruning after checkpoint loss, not ligand-induced activation.	Microglia-specific Sirpa deletion, primary co-culture, synaptic-density and engulfment assays	inhibitory	composite_primary_evidence	PMID:33795678; DOI:10.1038/s41467-021-22301-1	Microglial SIRPalpha loss increases synaptic pruning and engulfment in preclinical models; PMID:33795678.	CD47 binding to SIRPalpha is extended by primary evidence for a microglial checkpoint that restrains synaptic pruning.	Preserve inhibitory checkpoint semantics and developmental/Alzheimer model boundaries; do not infer traumatic-SCI effects or a terminal TF mechanism.	curated_primary_route	LITEXP:001149
M21B-LITEXP-1150	M21B-DOWNSTREAM:01740	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE11698	VEGFB	M21B-E000759	NODE08298	NRP1/neuropilin-1	M21B-E005827	NODE08539	OPC expansion and remyelination						VEGFB-NRP1 microglia-to-OPC expansion, PDGFRalpha trans-activation and remyelination output	NRP1-microglia-OPC-expansion-remyelination	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E000759;M21B-E005827;M21B-EVID-000702;M21B-EVID-005770;PMID:33859199	M21B-DOWNSTREAM-EVID:002754	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1150	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	mouse	Mouse developing white matter and lysophosphatidylcholine-induced acute demyelination; microglia-specific Nrp1 deletion, dissociated OPC cultures, exogenous NRP1, PDGF-AA-induced OPC proliferation, PDGFRalpha phosphorylation and remyelination readouts	VEGFB-NRP1 input; adjacent-microglia NRP1 relay to OPC PDGFRalpha and remyelination output	no traumatic-SCI transfer inferred; developmental white matter and acute-demyelination models only	Represent this as a cross-cell functional relay involving microglial NRP1 and OPC PDGFRalpha trans-activation; do not infer direct NRP1-OPC binding or a terminal TF.	Microglia-specific Nrp1 deletion, dissociated OPC cultures, exogenous NRP1, PDGF-AA stimulation, PDGFRalpha phosphorylation and remyelination assays	activating	composite_primary_evidence	PMID:33859199; PMCID:PMC8050320; DOI:10.1038/s41467-021-22532-2	Microglial NRP1 promotes OPC expansion and remyelination through PDGFRalpha trans-activation; PMID:33859199.	VEGFB binding to NRP1 is extended by primary evidence for an NRP1-associated microglia-to-OPC relay with PDGFRalpha phosphorylation and remyelination readouts.	The primary functional study does not establish VEGFB as the tested input for the NRP1 relay; preserve the cross-cell and demyelination-model boundaries.	curated_primary_route	LITEXP:001150
M21B-LITEXP-1151	M21B-DOWNSTREAM:02031	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|gene_expression_or_transcription	transcription_factor|target_gene_expression	source_supported	NODE08953	Phosphatidylserine/PtdSer	M21B-E000906	NODE11061	TIMD1/TIM1	M21B-E006635	NODE01852	CD300B/LMIR5						PtdSer-TIM1-CD300B/DAP12 myeloid activation output	TIM1-CD300B-LMIR5-DAP12-activation	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E000906;M21B-E006635;M21B-EVID-000849;M21B-EVID-006578;PMID:20566714	M21B-DOWNSTREAM-EVID:003227	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1151	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	gene_expression_or_transcription	mouse	Mouse TIM1-transduced Ba/F3 and CHO cells, LMIR5-Fc binding and Ig-domain mapping; DAP12-competent and deficient mast cells, neutrophil recruitment and renal ischemia/reperfusion models	PtdSer-TIM1 input; CD300B/LMIR5-DAP12 receptor-complex continuation and myeloid activation output	no SCI transfer inferred; mouse myeloid and renal ischemia/reperfusion models only	Represent CD300B/LMIR5 as the DAP12-coupled continuation supported by TIM1 ligand binding; retain the species and myeloid-cell boundaries.	Expression cloning, LMIR5-Fc binding, Ig-domain mapping, DAP12-deficient mast-cell activation, neutrophil recruitment and renal ischemia/reperfusion assays	activating	composite_primary_evidence	PMID:20566714; PMCID:PMC2901072; DOI:10.1084/jem.20090581	TIM1 is an endogenous ligand for LMIR5/CD300b and activates a DAP12-coupled myeloid receptor; PMID:20566714.	PtdSer binding to TIM1 is extended by primary evidence that TIM1 engages CD300B/LMIR5 and activates a DAP12-dependent myeloid receptor pathway.	The route preserves TIM1 as the ligand for CD300B evidence; it does not assert that PtdSer itself directly activates CD300B or establish terminal TF output.	curated_primary_route	LITEXP:001151
M21B-LITEXP-1152	M21B-DOWNSTREAM:01997	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE10845	TAG1/CNTN2	M21B-E005155	NODE06177	L1CAM/L1	M21B-E006563	NODE03338	ERBB3/HER3						TAG1-L1CAM-ErbB3 cis-association and neuregulin-sensitized phosphorylation output	L1CAM-ErbB3-cis-association-neuregulin-sensitization	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E005155;M21B-E006563;M21B-EVID-005098;M21B-EVID-006506;PMID:22815787	M21B-DOWNSTREAM-EVID:003178	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1152	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	human; rat	Human L1CAM and ERBB3 co-transfection in HEK293 cells, proximity-ligation and developing-brain association assays, plus MCF-7 NRG1 stimulation	TAG1-L1CAM adhesion input; L1CAM-ErbB3 cis-association and neuregulin-sensitized receptor phosphorylation output	no SCI transfer inferred; neuronal-development and heterologous systems only	Represent L1CAM as an adhesion-associated ErbB3 sensitizer; preserve the requirement for neuregulin in the phosphorylation assay.	Co-immunoprecipitation, proximity ligation, Ig-domain deletion mapping and NRG1-stimulated ErbB3 phosphorylation	activating	composite_primary_evidence	PMID:22815787	L1CAM physically associates with ErbB3 and enhances neuregulin-induced ErbB3 phosphorylation; PMID:22815787.	TAG1 binding to L1CAM is extended by primary evidence that L1CAM associates with ErbB3 and sensitizes neuregulin-induced receptor phosphorylation.	The downstream primary study supports L1CAM-ErbB3 association and neuregulin sensitization, not L1CAM-alone ErbB3 activation or a terminal TF.	curated_primary_route	LITEXP:001152
M21B-LITEXP-1153	M21B-DOWNSTREAM:01843	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|reporter_readout	transcription_factor|target_gene_expression	source_supported	NODE11821	WNT3A	M21B-E006273	NODE01249	Biglycan/BGN	M21B-E006274	NODE06532	LRP6						WNT3A-biglycan-LRP6 co-modulation and beta-catenin/TCF reporter output	Biglycan-LRP6-WNT3A-co-modulator	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E006273;M21B-E006274;M21B-EVID-006216;M21B-EVID-006217;PMID:21969569	M21B-DOWNSTREAM-EVID:002920	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1153	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	reporter_readout	human	Recombinant human biglycan and LRP6, HEK293T co-immunoprecipitation with WNT3A, biglycan-deficient cells, recombinant biglycan rescue, WNT3A-dependent LRP6 phosphorylation, beta-catenin/TCF reporter and osteoprogenitor assays	WNT3A-biglycan input; biglycan-LRP6 extracellular co-modulator and WNT3A-dependent beta-catenin/TCF reporter output	no SCI transfer inferred; osteogenic and heterologous systems only	Represent biglycan as a WNT3A-dependent LRP6 co-modulator in a possible trimeric complex; do not infer autonomous BGN signaling.	Co-immunoprecipitation, recombinant-protein rescue, LRP6 phosphorylation, beta-catenin/TCF reporter and osteoprogenitor assays	activating	composite_primary_evidence	PMID:21969569; PMCID:PMC3193219; DOI:10.1073/pnas.1110629108	Biglycan interacts with LRP6 and enhances WNT3A-dependent LRP6 phosphorylation and reporter activity; PMID:21969569.	WNT3A binding to biglycan is extended by primary evidence for biglycan-LRP6 association and WNT3A-dependent canonical reporter output.	Preserve the possible trimeric-complex and WNT3A-dependent wording; no direct biglycan-alone LRP6 activation or terminal gene claim is made.	curated_primary_route	LITEXP:001153
M21B-LITEXP-1154	M21B-DOWNSTREAM:01145	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|generic_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE00306	Adm/adrenomedullin	M20B-E002492	NODE09587	RAMP2	M21B-E002790	NODE09421	PTH1R						Adrenomedullin-RAMP2/PTH1R accessory modulation of PTH/PTHrP signaling output	RAMP2-PTH1R-accessory-modulation	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M20B-E002492;M21B-E002790;M20B-EVID-002492;M21B-EVID-002733;PMID:35914163	M21B-DOWNSTREAM-EVID:001849	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1154	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	as stated in primary model/assay	HEK FRET/BRET, cAMP, G-protein and beta-arrestin assays with PTH/PTHrP ligand comparisons	Adrenomedullin-RAMP2 input; RAMP2 accessory association with PTH1R and ligand-specific GPCR signaling output	no SCI transfer inferred; heterologous GPCR signaling systems only	RAMP2 is an accessory trafficking/allosteric modulator, not the direct PTH1R ligand; the primary continuation was tested with PTH/PTHrP and not adrenomedullin.	FRET/BRET, cAMP, G-protein and beta-arrestin biosensor assays with PTH/PTHrP ligand comparisons	unknown	composite_primary_evidence	PMID:35914163; PMCID:PMC9371678	RAMP2 acts as an agonist-dependent allosteric modulator of PTH1R signaling; PMID:35914163.	The existing adrenomedullin-RAMP2 input is extended by primary evidence that RAMP2 modulates PTH1R G-protein and beta-arrestin signaling in a ligand-dependent manner.	Do not claim adrenomedullin directly activates PTH1R or that the Adm-RAMP2 edge was the tested PTH1R agonist route; preserve accessory and ligand-specific boundaries.	curated_primary_route	LITEXP:001154
