path_expression	route_tier	missing_layers	intracellular_status	transcription_factor_node_id	transcription_factor_label	target_gene_node_id	target_gene_label	output_node_id	input_evidence_type	output_evidence_type	route_linkage_status	causal_status	traversal_status	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	source_scope	curation_status	expansion_id	source_queue_id	known_layers	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	output_label	pathway_name	evidence_ids	source_evidence_record_id	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	primary_locator	citation_note	evidence_summary	limitations	source_chain_id	route_evidence_id
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1225	M21B-DOWNSTREAM:01143	ligand|receptor|intracellular_continuation|gene_expression_or_transcription	NODE00306	Adm	M20B-E002492	NODE09587	RAMP2	M21B-E002788	NODE02468	CRHR1	Adm-RAMP2-CRHR1 RAMP2-CRHR1-accessory-coupling output	RAMP2-CRHR1-accessory-coupling	M20B-E002492;M21B-E002788;M20B-EVID-002492;M21B-EVID-002731;PMID:22946657	M21B-DOWNSTREAM-EVID:001843	gene_expression_or_transcription	mouse	HEK/CHO surface ELISA, cAMP, calcium and G-protein assays with mouse ACTH response	Adm-RAMP2 input; RAMP2-CRHR1 receptor-proximal continuation	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded; composite route joins the existing Adm-RAMP2 input edge to the source-supported RAMP2-CRHR1 continuation.	not_reported	unknown	PMID:22946657	Review lead: PMCID:PMC4911013, RAMP accessory-protein review; review-cited primary: PMID:22946657; primary locator: PMID:22946657	Primary-supported claim: The review cites primary evidence that RAMP2 alters CRHR1 surface expression and coupling. Primary model/assay: HEK/CHO surface ELISA, cAMP, calcium and G-protein assays with mouse ACTH response This release joins the existing Adm-RAMP2 evidence edge to the source-supported continuation; the downstream primary study is not assumed to have tested the upstream ligand as its initiating stimulus.	Promote accessory trafficking/coupling only; preserve agonist- and cell-dependent behavior and no SCI inference. The composite route remains evidence-layer only: no causal traversal, shared assay, TF, or target-gene expression is asserted.	M21B-LITEXP-1225	LITEXP:001225
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1226	M21B-DOWNSTREAM:01153	ligand|receptor|intracellular_continuation|translocation_or_localization_readout	NODE08088	NLGN2/neuroligin-2	M21B-E002400	NODE06717	MAGI2/S-SCAM	M21B-E002809	NODE11734	VIPR1/VPAC1	NLGN2/neuroligin-2-MAGI2/S-SCAM-VIPR1/VPAC1 MAGI2-VPAC1-accessory-trafficking output	MAGI2-VPAC1-accessory-trafficking	M21B-E002400;M21B-E002809;M21B-EVID-002343;M21B-EVID-002752;PMID:19642226; DOI:10.1053/j.gastro.2009.01.065	M21B-DOWNSTREAM-EVID:001860	translocation_or_localization_readout	human; Xenopus	HEK293 co-immunoprecipitation and yeast-two-hybrid assays, human pancreatic/colonic tissue, T84 epithelial cells, and Xenopus oocytes; VPAC1 C-tail interaction mapping, receptor localization, VIP-induced cAMP/internalization, and CFTR-current assays	NLGN2/neuroligin-2-MAGI2/S-SCAM input; MAGI2/S-SCAM-VIPR1/VPAC1 receptor-proximal continuation	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded; composite route joins the existing NLGN2/neuroligin-2-MAGI2/S-SCAM input edge to the source-supported MAGI2/S-SCAM-VIPR1/VPAC1 continuation.	not_reported	unknown	PMID:19642226; DOI:10.1053/j.gastro.2009.01.065	Review lead: PMCID:PMC3415636, VPAC receptors: structure, molecular pharmacology and interaction with accessory proteins; review-cited primary: PMID:19642226; DOI:10.1053/j.gastro.2009.01.065; primary locator: PMID:19642226; DOI:10.1053/j.gastro.2009.01.065	Primary-supported claim: The review cites primary yeast-two-hybrid and biochemical evidence that the MAGI2/S-SCAM PDZ domain binds the VPAC1 C-tail; the primary further reports junctional recruitment, reduced VIP-induced cAMP, reduced agonist-induced internalization, and altered CFTR current. Primary model/assay: HEK293 co-immunoprecipitation and yeast-two-hybrid assays, human pancreatic/colonic tissue, T84 epithelial cells, and Xenopus oocytes; VPAC1 C-tail interaction mapping, receptor localization, VIP-induced cAMP/internalization, and CFTR-current assays This release joins the existing NLGN2/neuroligin-2-MAGI2/S-SCAM evidence edge to the source-supported continuation; the downstream primary study is not assumed to have tested the upstream ligand as its initiating stimulus.	Preserve the VPAC1 C-terminal PDZ interaction and epithelial junctional/trafficking context; MAGI2 is an accessory scaffold, not the ligand receptor, and no SCI or terminal-TF inference is made. The composite route remains evidence-layer only: no causal traversal, shared assay, TF, or target-gene expression is asserted.	M21B-LITEXP-1226	LITEXP:001226
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1227	M21B-DOWNSTREAM:01210	ligand|receptor|intracellular_continuation|translocation_or_localization_readout	NODE00074	AamIGFBP-rP1/Amblyomma americanum salivary IGFBP-related protein	M21B-E005064	NODE05601	Insulin	M21B-E002937	NODE06524	LRP2/megalin	AamIGFBP-rP1/Amblyomma americanum salivary IGFBP-related protein-Insulin-LRP2/megalin insulin-LRP2-renal-clearance output	insulin-LRP2-renal-clearance	M21B-E005064;M21B-E002937;M21B-EVID-005007;M21B-EVID-002880;PMID:9773776; DOI:10.1681/ASN.V9101759	M21B-DOWNSTREAM-EVID:001955	translocation_or_localization_readout	rat	Rat renal microvillar membranes, proximal-tubule and cultured epithelial systems; chemical cross-linking/immunoprecipitation, ligand blotting, cytochemical localization and endocytic-vesicle uptake assays	AamIGFBP-rP1/Amblyomma americanum salivary IGFBP-related protein-Insulin input; Insulin-LRP2/megalin receptor-proximal continuation	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded; composite route joins the existing AamIGFBP-rP1/Amblyomma americanum salivary IGFBP-related protein-Insulin input edge to the source-supported Insulin-LRP2/megalin continuation.	not_reported	unknown	PMID:9773776; DOI:10.1681/ASN.V9101759	Review lead: PMCID:PMC8052275, A historical perspective on the interactions of insulin at the blood-brain barrier; PMCID:PMC5512543, Receptor-Mediated Endocytosis in the Proximal Tubule; review-cited primary: PMID:9773776; primary locator: PMID:9773776; DOI:10.1681/ASN.V9101759	Primary-supported claim: The reviews cite primary renal microvillar and cell-based evidence that megalin binds and internalizes insulin as an endocytic clearance route. Primary model/assay: Rat renal microvillar membranes, proximal-tubule and cultured epithelial systems; chemical cross-linking/immunoprecipitation, ligand blotting, cytochemical localization and endocytic-vesicle uptake assays This release joins the existing AamIGFBP-rP1/Amblyomma americanum salivary IGFBP-related protein-Insulin evidence edge to the source-supported continuation; the downstream primary study is not assumed to have tested the upstream ligand as its initiating stimulus.	Promote renal megalin binding/internalization of insulin only; do not merge with INSR kinase signaling or infer a megalin-mediated blood-brain-barrier route, SCI effect or terminal-TF output. The composite route remains evidence-layer only: no causal traversal, shared assay, TF, or target-gene expression is asserted.	M21B-LITEXP-1227	LITEXP:001227
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1228	M21B-DOWNSTREAM:01319	ligand|receptor|intracellular_continuation|cellular_functional_readout	NODE07715	NEGR1/Kilon	M21B-E003182	NODE08430	OBCAM/OPCML	M21B-E003187	NODE06561	LSAMP/LAMP	NEGR1/Kilon-OBCAM/OPCML-LSAMP/LAMP OBCAM-LSAMP-heterophilic-IgLON-adhesion output	OBCAM-LSAMP-heterophilic-IgLON-adhesion	M21B-E003182;M21B-E003187;M21B-EVID-003125;M21B-EVID-003130;PMID:11042360	M21B-DOWNSTREAM-EVID:002120	cellular_functional_readout	chick	Chick recombinant LAMP, OBCAM and CEPU-1/neurotrimin proteins; heterophilic IgLON interaction assays with DRG and forebrain neuronal adhesion-growth context	NEGR1/Kilon-OBCAM/OPCML input; OBCAM/OPCML-LSAMP/LAMP receptor-proximal continuation	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded; composite route joins the existing NEGR1/Kilon-OBCAM/OPCML input edge to the source-supported OBCAM/OPCML-LSAMP/LAMP continuation.	not_reported	unknown	PMID:11042360	Review lead: PMCID:PMC5554755, Neural Immunoglobulin Superfamily Interaction Networks; PMCID:PMC10606101, The Role of IgLON Cell Adhesion Molecules in Neurodegenerative Diseases; review-cited primary: PMID:11042360; primary locator: PMID:11042360	Primary-supported claim: The IgLON review identifies OBCAM/OPCML–LAMP/LSAMP heterophilic interaction and cites the chick nervous-system recombinant-protein study. Primary model/assay: Chick recombinant LAMP, OBCAM and CEPU-1/neurotrimin proteins; heterophilic IgLON interaction assays with DRG and forebrain neuronal adhesion-growth context This release joins the existing NEGR1/Kilon-OBCAM/OPCML evidence edge to the source-supported continuation; the downstream primary study is not assumed to have tested the upstream ligand as its initiating stimulus.	Promote OBCAM/OPCML–LAMP/LSAMP heterophilic interaction at the IgLON adhesion layer; preserve chick recombinant-protein context, and do not infer a unique downstream signaling mechanism or SCI relevance. The composite route remains evidence-layer only: no causal traversal, shared assay, TF, or target-gene expression is asserted.	M21B-LITEXP-1228	LITEXP:001228
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1229	M21B-DOWNSTREAM:01685	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	NODE04609	HcCRT/Haemonchus contortus calreticulin	M21B-E004972	NODE02488	CRP/C-reactive protein	M21B-E005624	NODE03546	FCGR2A/FcγRIIA/CD32A	HcCRT/Haemonchus contortus calreticulin-CRP/C-reactive protein-FCGR2A/FcγRIIA/CD32A CRP-FCGR2A-pentraxin-binding output	CRP-FCGR2A-pentraxin-binding	M21B-E004972;M21B-E005624;M21B-EVID-004915;M21B-EVID-005567;PMID:10449529	M21B-DOWNSTREAM-EVID:002659	phosphorylation_or_activation_readout	human	Human FcγRIIA-transfected COS-7 cells and THP-1 leukocytes for dose-dependent binding, receptor precipitation and inhibition; DMSO-differentiated HL-60 granulocytes for CRP-induced FcγRIIA, Syk and PLCγ2 phosphorylation.	HcCRT/Haemonchus contortus calreticulin-CRP/C-reactive protein input; CRP/C-reactive protein-FCGR2A/FcγRIIA/CD32A receptor-proximal continuation	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded; composite route joins the existing HcCRT/Haemonchus contortus calreticulin-CRP/C-reactive protein input edge to the source-supported CRP/C-reactive protein-FCGR2A/FcγRIIA/CD32A continuation.	not_reported	unknown	PMID:10449529	Review lead: PMCID:PMC3791837, Pentraxins: Structure, Function, and Role in Inflammation; PMCID:PMC6243083, Pentraxins and Fc Receptor-Mediated Immune Responses; review-cited primary: PMID:10449529; primary locator: PMID:10449529	Primary-supported claim: Native pentameric CRP is a ligand for human FcγRIIA/CD32A; transfected-cell binding and leukocyte receptor precipitation identify FcγRIIA as a major CRP receptor, with FcγRIIA-dependent cellular signaling reported in granulocyte models. Primary model/assay: Human FcγRIIA-transfected COS-7 cells and THP-1 leukocytes for dose-dependent binding, receptor precipitation and inhibition; DMSO-differentiated HL-60 granulocytes for CRP-induced FcγRIIA, Syk and PLCγ2 phosphorylation. This release joins the existing HcCRT/Haemonchus contortus calreticulin-CRP/C-reactive protein evidence edge to the source-supported continuation; the downstream primary study is not assumed to have tested the upstream ligand as its initiating stimulus.	Promote only native/pentameric CRP binding to the human FcγRIIA receptor; preserve allele/isoform and leukocyte-cell context, distinguish CRP from immune-complex IgG effects, and make no SCI or terminal-TF inference. The composite route remains evidence-layer only: no causal traversal, shared assay, TF, or target-gene expression is asserted.	M21B-LITEXP-1229	LITEXP:001229
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1230	M21B-DOWNSTREAM:01908	ligand|receptor|intracellular_continuation|gene_expression_or_transcription	NODE02296	CNTN3/contactin-3	M21B-E003166	NODE00715	APP/amyloid precursor protein	M21B-E006426	NODE01001	ATP5F1A/F1-ATP synthase alpha subunit	CNTN3/contactin-3-APP/amyloid precursor protein-ATP5F1A/F1-ATP synthase alpha subunit APP-ATP5F1A-ecto-ATP-synthase-regulation output	APP-ATP5F1A-ecto-ATP-synthase-regulation	M21B-E003166;M21B-E006426;M21B-EVID-003109;M21B-EVID-006369;PMID:17726461; DOI:10.1038/sj.mp.4002077	M21B-DOWNSTREAM-EVID:003022	gene_expression_or_transcription	as stated in primary model/assay	Cultured hippocampal neurons and astrocytes, APP-deficient neuroblastoma cells with APP re-expression, recombinant extracellular APP and ATP-synthase alpha-subunit systems, cell-surface colocalization and extracellular ATP-generation assays	CNTN3/contactin-3-APP/amyloid precursor protein input; APP/amyloid precursor protein-ATP5F1A/F1-ATP synthase alpha subunit receptor-proximal continuation	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded; composite route joins the existing CNTN3/contactin-3-APP/amyloid precursor protein input edge to the source-supported APP/amyloid precursor protein-ATP5F1A/F1-ATP synthase alpha subunit continuation.	not_reported	inhibitory	PMID:17726461; DOI:10.1038/sj.mp.4002077	Review lead: PMCID:PMC7485717, ATP synthase and Alzheimer’s disease: putting a spin on the mitochondrial hypothesis; PMCID:PMC6838211, Amyloid Beta Oligomers Target to Extracellular and Intracellular Neuronal Synaptic Proteins in Alzheimer's Disease; review-cited primary: PMID:17726461; DOI:10.1038/sj.mp.4002077; primary locator: PMID:17726461; DOI:10.1038/sj.mp.4002077	Primary-supported claim: The reviews identify the primary cross-linking study showing that the extracellular APP domain binds the alpha subunit of cell-surface ATP synthase and that APP-associated ecto-ATP-synthase activity is reduced. Primary model/assay: Cultured hippocampal neurons and astrocytes, APP-deficient neuroblastoma cells with APP re-expression, recombinant extracellular APP and ATP-synthase alpha-subunit systems, cell-surface colocalization and extracellular ATP-generation assays This release joins the existing CNTN3/contactin-3-APP/amyloid precursor protein evidence edge to the source-supported continuation; the downstream primary study is not assumed to have tested the upstream ligand as its initiating stimulus.	Preserve extracellular APP domain, N-glycosylated cell-surface ecto-ATP-synthase context and partial inhibition of extracellular ATP generation; do not infer mitochondrial ATP synthase, a canonical receptor relay or SCI/terminal-TF output. The composite route remains evidence-layer only: no causal traversal, shared assay, TF, or target-gene expression is asserted.	M21B-LITEXP-1230	LITEXP:001230
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1231	M21B-DOWNSTREAM:02045	ligand|receptor|intracellular_continuation|translocation_or_localization_readout	NODE02016	CDH3/P-cadherin	M21B-E006196	NODE02005	CDH1/E-cadherin	M21B-E006678	NODE02966	DSG2/desmoglein-2	CDH3/P-cadherin-CDH1/E-cadherin-DSG2/desmoglein-2 CDH1-DSG2-heterophilic-adhesion output	CDH1-DSG2-heterophilic-adhesion	M21B-E006196;M21B-E006678;M21B-EVID-006139;M21B-EVID-006621;PMID:33229577; PMCID:PMC7733791; DOI:10.1073/pnas.2010209117; PMID:29999492; PMCID:PMC6066328	M21B-DOWNSTREAM-EVID:003249	translocation_or_localization_readout	as stated in primary model/assay	E-cadherin ectodomain BioID in MDCK epithelial cells; purified/recombinant E-cadherin and DSG2 ectodomain fragments; single-molecule AFM binding, junctional localization and desmosome-assembly comparator assays	CDH3/P-cadherin-CDH1/E-cadherin input; CDH1/E-cadherin-DSG2/desmoglein-2 receptor-proximal continuation	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded; composite route joins the existing CDH3/P-cadherin-CDH1/E-cadherin input edge to the source-supported CDH1/E-cadherin-DSG2/desmoglein-2 continuation.	not_reported	unknown	PMID:33229577; PMCID:PMC7733791; DOI:10.1073/pnas.2010209117; PMID:29999492; PMCID:PMC6066328	Review lead: Primary-led discovery: PMID:33229577; PMCID:PMC7733791, Mapping transmembrane binding partners for E-cadherin ectodomains; review-cited primary: PMID:33229577; PMCID:PMC7733791; DOI:10.1073/pnas.2010209117; primary locator: PMID:33229577; PMCID:PMC7733791; DOI:10.1073/pnas.2010209117; PMID:29999492; PMCID:PMC6066328	Primary-supported claim: The primary screen nominated desmoglein-2 as an E-cadherin ectodomain interactor by extracellular BioID and validated direct binding with single-molecule AFM; an independent desmosome study supports E-cadherin–Dsg2 ectodomain interaction. Primary model/assay: E-cadherin ectodomain BioID in MDCK epithelial cells; purified/recombinant E-cadherin and DSG2 ectodomain fragments; single-molecule AFM binding, junctional localization and desmosome-assembly comparator assays This release joins the existing CDH3/P-cadherin-CDH1/E-cadherin evidence edge to the source-supported continuation; the downstream primary study is not assumed to have tested the upstream ligand as its initiating stimulus.	Promote E-cadherin–DSG2 heterophilic ectodomain binding/adhesion only; preserve ectodomain-fragment and epithelial-junction context, BioID cis/trans ambiguity, and no desmosomal signaling, SCI or terminal-TF inference. The composite route remains evidence-layer only: no causal traversal, shared assay, TF, or target-gene expression is asserted.	M21B-LITEXP-1231	LITEXP:001231
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1232	M21B-DOWNSTREAM:02088	ligand|receptor|intracellular_continuation|translocation_or_localization_readout	NODE10110	SDN-1/syndecan	M21B-E006762	NODE06711	MADD-4/Punctin	M21B-E006761	NODE10110	SDN-1/syndecan	SDN-1/syndecan-MADD-4/Punctin-SDN-1/syndecan MADD4-SDN1-HSPG-synapse-organization output	MADD4-SDN1-HSPG-synapse-organization	M21B-E006762;M21B-E006761;M21B-EVID-006705;M21B-EVID-006704;PMID:34213535; PMCID:PMC8258370	M21B-DOWNSTREAM-EVID:003322	translocation_or_localization_readout	as stated in primary model/assay	C. elegans cholinergic and GABAergic neuromuscular junctions; MADD-4 isoform/null mutants, fluorescent SDN-1 localization, HEK293 co-immunoprecipitation, postsynaptic scaffold and acetylcholine/GABA receptor clustering assays	SDN-1/syndecan-MADD-4/Punctin input; MADD-4/Punctin-SDN-1/syndecan receptor-proximal continuation	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded; composite route joins the existing SDN-1/syndecan-MADD-4/Punctin input edge to the source-supported MADD-4/Punctin-SDN-1/syndecan continuation.	not_reported	unknown	PMID:34213535; PMCID:PMC8258370	Review lead: PMCID:PMC12461610, The diverse roles of complex glycans in synapse development and function, syndecan section; review-cited primary: PMID:34213535; PMCID:PMC8258370; primary locator: PMID:34213535; PMCID:PMC8258370	Primary-supported claim: The review describes Ce-Punctin/MADD-4-dependent localization of syndecan SDN-1 at C. elegans neuromuscular junctions; the primary shows loss of MADD-4 nearly eliminates SDN-1 from nerve cords while MADD-4 isoforms instruct SDN-1 localization, and the proteins co-immunoprecipitate. Primary model/assay: C. elegans cholinergic and GABAergic neuromuscular junctions; MADD-4 isoform/null mutants, fluorescent SDN-1 localization, HEK293 co-immunoprecipitation, postsynaptic scaffold and acetylcholine/GABA receptor clustering assays This release joins the existing SDN-1/syndecan-MADD-4/Punctin evidence edge to the source-supported continuation; the downstream primary study is not assumed to have tested the upstream ligand as its initiating stimulus.	Promote MADD-4-dependent SDN-1 localization and co-complex association at C. elegans neuromuscular junctions; preserve MADD-4L/MADD-4B isoform and extracellular-HS context, avoid claiming a purified binary complex or mammalian orthology, and do not infer SCI or terminal-TF output. The composite route remains evidence-layer only: no causal traversal, shared assay, TF, or target-gene expression is asserted.	M21B-LITEXP-1232	LITEXP:001232
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1233	M21B-DOWNSTREAM:02089	ligand|receptor|intracellular_continuation|translocation_or_localization_readout	NODE03669	FGFR4	M21B-E005509	NODE10093	SDC2/syndecan-2	M21B-E006763	NODE03627	FGF22	FGFR4-SDC2/syndecan-2-FGF22 SDC2-FGF22-transsynaptic-synapse-formation output	SDC2-FGF22-transsynaptic-synapse-formation	M21B-E005509;M21B-E006763;M21B-EVID-005452;M21B-EVID-006706;PMID:27627962; PMCID:PMC5024341	M21B-DOWNSTREAM-EVID:003324	translocation_or_localization_readout	mouse	Cultured mouse hippocampal neurons and heterologous SDC2/FGF22 systems; SDC2 ectodomain and heparan-sulfate perturbations, FGF22 localization/interaction, presynaptic differentiation and bidirectional synapse-formation assays	FGFR4-SDC2/syndecan-2 input; SDC2/syndecan-2-FGF22 receptor-proximal continuation	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded; composite route joins the existing FGFR4-SDC2/syndecan-2 input edge to the source-supported SDC2/syndecan-2-FGF22 continuation.	not_reported	unknown	PMID:27627962; PMCID:PMC5024341	Review lead: PMCID:PMC12461610, The diverse roles of complex glycans in synapse development and function, syndecan section; review-cited primary: PMID:27627962; PMCID:PMC5024341; primary locator: PMID:27627962; PMCID:PMC5024341	Primary-supported claim: The review identifies postsynaptic SDC2 as an HS-dependent organizer that interacts with and presents presynaptic FGF22 to promote transsynaptic synapse formation; the cited primary reports SDC2 ectodomain interaction with FGF22 and SDC2-dependent presynaptic maturation. Primary model/assay: Cultured mouse hippocampal neurons and heterologous SDC2/FGF22 systems; SDC2 ectodomain and heparan-sulfate perturbations, FGF22 localization/interaction, presynaptic differentiation and bidirectional synapse-formation assays This release joins the existing FGFR4-SDC2/syndecan-2 evidence edge to the source-supported continuation; the downstream primary study is not assumed to have tested the upstream ligand as its initiating stimulus.	Promote HS-dependent SDC2–FGF22 interaction/presentation and bounded transsynaptic synapse-formation function; preserve postsynaptic SDC2, presynaptic FGF22, HS-glycan dependence and neuronal culture context, without inferring a purified stoichiometric complex, generic FGF22 receptor activation, SCI relevance or terminal-TF output. The composite route remains evidence-layer only: no causal traversal, shared assay, TF, or target-gene expression is asserted.	M21B-LITEXP-1233	LITEXP:001233
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1234	M21B-DOWNSTREAM:02151	ligand|receptor|intracellular_continuation|cellular_functional_readout	NODE06473	Lpd/Pseudomonas aeruginosa dihydrolipoamide dehydrogenase	M21B-E004775	NODE11772	VTN/Vitronectin	M21B-E007075	NODE09523	PVR/CD155	Lpd/Pseudomonas aeruginosa dihydrolipoamide dehydrogenase-VTN/Vitronectin-PVR/CD155 VTN-PVR-cell-matrix-adhesion output	VTN-PVR-cell-matrix-adhesion	M21B-E004775;M21B-E007075;M21B-EVID-004718;M21B-EVID-007018;PMID:11437656; DOI:10.1006/viro.2001.0943	M21B-DOWNSTREAM-EVID:003424	cellular_functional_readout	human	Human CD155 and vitronectin recombinant/CHO-cell systems; surface plasmon resonance affinity measurement, recombinant fusion-protein binding and tonsil follicular-dendritic-cell/B-cell co-localization	Lpd/Pseudomonas aeruginosa dihydrolipoamide dehydrogenase-VTN/Vitronectin input; VTN/Vitronectin-PVR/CD155 receptor-proximal continuation	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded; composite route joins the existing Lpd/Pseudomonas aeruginosa dihydrolipoamide dehydrogenase-VTN/Vitronectin input edge to the source-supported VTN/Vitronectin-PVR/CD155 continuation.	not_reported	unknown	PMID:11437656; DOI:10.1006/viro.2001.0943	Review lead: PMCID:PMC6318332, Targeting PVR (CD155) and its receptors in anti-tumor therapy; review-cited primary: PMID:11437656; DOI:10.1006/viro.2001.0943; primary locator: PMID:11437656; DOI:10.1006/viro.2001.0943	Primary-supported claim: The review identifies PVR/CD155 as a vitronectin-binding adhesion molecule and cites the primary; the primary demonstrates specific CD155–vitronectin binding by surface plasmon resonance and reports co-localization in follicular dendritic cells and B cells. Primary model/assay: Human CD155 and vitronectin recombinant/CHO-cell systems; surface plasmon resonance affinity measurement, recombinant fusion-protein binding and tonsil follicular-dendritic-cell/B-cell co-localization This release joins the existing Lpd/Pseudomonas aeruginosa dihydrolipoamide dehydrogenase-VTN/Vitronectin evidence edge to the source-supported continuation; the downstream primary study is not assumed to have tested the upstream ligand as its initiating stimulus.	Promote vitronectin–PVR/CD155 extracellular binding and bounded cell-matrix adhesion context; preserve CD155 isoform/recombinant assay and germinal-center co-localization limits, with no SCI or terminal-TF inference. The composite route remains evidence-layer only: no causal traversal, shared assay, TF, or target-gene expression is asserted.	M21B-LITEXP-1234	LITEXP:001234
