review_id	batch_id	batch_rank	regulator_key	regulator_symbol	species_scope	source_registry	source_record_id	raw_tf_symbol	target_symbol	target_graph_modules	candidate_membership_status	exact_pair_search_url	exact_pair_status	regulator_general_evidence_status	target_cell_presence_status	binding_or_association_status	downstream_expression_or_perturbation_status	downstream_activation_status	upstream_relay_status	disposition	primary_citation	corroborating_citation	near_match_exclusions	review_notes	exportable	canonical_write_performed
public_tf_evidence_batch012_pair_01_1	public_tf_evidence_batch_012	1	znf774	ZNF774	human	TFLink	tflink:human:001532:28b0a84206c5	ZNF774	DLL3	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF774%22+AND+%22DLL3%22+AND+human	binding_dataset_only_not_promotable	supported_general_regulator_evidence	not_established_for_exact_pair	species_matched_GTRD_or_TFLink_target_set_membership	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_as_staging_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF774_TARGET_GENES.html	https://pubmed.ncbi.nlm.nih.gov/30445619/	Regulator-level evidence at nonqueued targets, orthologs, related isoforms, reverse-direction relationships, and lineage-driver use was not transferred to queued edges.	The species-matched target-set membership is retained as an occupancy/search lead; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. No exact target-specific functional validation was located in this bounded pass. ZNF774 has regulator-level repression and HCC phenotype evidence involving NOTCH2, not the queued targets.	false	false
public_tf_evidence_batch012_pair_01_2	public_tf_evidence_batch_012	1	znf774	ZNF774	human	TFLink	tflink:human:001532:28b0a84206c5	ZNF774	IGFLR1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF774%22+AND+%22IGFLR1%22+AND+human	binding_dataset_only_not_promotable	supported_general_regulator_evidence	not_established_for_exact_pair	species_matched_GTRD_or_TFLink_target_set_membership	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_as_staging_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF774_TARGET_GENES.html	https://pubmed.ncbi.nlm.nih.gov/30445619/	Regulator-level evidence at nonqueued targets, orthologs, related isoforms, reverse-direction relationships, and lineage-driver use was not transferred to queued edges.	The species-matched target-set membership is retained as an occupancy/search lead; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. No exact target-specific functional validation was located in this bounded pass. ZNF774 has regulator-level repression and HCC phenotype evidence involving NOTCH2, not the queued targets.	false	false
public_tf_evidence_batch012_pair_01_3	public_tf_evidence_batch_012	1	znf774	ZNF774	human	TFLink	tflink:human:001532:28b0a84206c5	ZNF774	ACAP3		database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF774%22+AND+%22ACAP3%22+AND+human	binding_dataset_only_not_promotable	supported_general_regulator_evidence	not_established_for_exact_pair	species_matched_GTRD_or_TFLink_target_set_membership	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_as_staging_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF774_TARGET_GENES.html	https://pubmed.ncbi.nlm.nih.gov/30445619/	Regulator-level evidence at nonqueued targets, orthologs, related isoforms, reverse-direction relationships, and lineage-driver use was not transferred to queued edges.	The species-matched target-set membership is retained as an occupancy/search lead; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. No exact target-specific functional validation was located in this bounded pass. ZNF774 has regulator-level repression and HCC phenotype evidence involving NOTCH2, not the queued targets.	false	false
public_tf_evidence_batch012_pair_01_4	public_tf_evidence_batch_012	1	znf774	ZNF774	human	TFLink	tflink:human:001532:28b0a84206c5	ZNF774	ADGRG6		database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF774%22+AND+%22ADGRG6%22+AND+human	binding_dataset_only_not_promotable	supported_general_regulator_evidence	not_established_for_exact_pair	species_matched_GTRD_or_TFLink_target_set_membership	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_as_staging_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF774_TARGET_GENES.html	https://pubmed.ncbi.nlm.nih.gov/30445619/	Regulator-level evidence at nonqueued targets, orthologs, related isoforms, reverse-direction relationships, and lineage-driver use was not transferred to queued edges.	The species-matched target-set membership is retained as an occupancy/search lead; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. No exact target-specific functional validation was located in this bounded pass. ZNF774 has regulator-level repression and HCC phenotype evidence involving NOTCH2, not the queued targets.	false	false
public_tf_evidence_batch012_pair_02_1	public_tf_evidence_batch_012	2	znf26	ZNF26	human	TFLink	tflink:human:001518:647493b396b9	ZNF26	CCL8	24B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF26%22+AND+%22CCL8%22+AND+human	binding_dataset_only_not_promotable	supported_general_regulator_evidence	not_established_for_exact_pair	species_matched_GTRD_or_TFLink_target_set_membership	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_as_staging_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF26_TARGET_GENES.html	https://pubmed.ncbi.nlm.nih.gov/30445619/	Regulator-level evidence at nonqueued targets, orthologs, related isoforms, reverse-direction relationships, and lineage-driver use was not transferred to queued edges.	The species-matched target-set membership is retained as an occupancy/search lead; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. No exact target-specific functional validation was located in this bounded pass. ZNF26 knockdown altered CDK2, CCNE2, CDK6, and CHEK1 and reduced proliferation, not the queued targets.	false	false
public_tf_evidence_batch012_pair_02_2	public_tf_evidence_batch_012	2	znf26	ZNF26	human	TFLink	tflink:human:001518:647493b396b9	ZNF26	STAT6	22B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF26%22+AND+%22STAT6%22+AND+human	binding_dataset_only_not_promotable	supported_general_regulator_evidence	not_established_for_exact_pair	species_matched_GTRD_or_TFLink_target_set_membership	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_as_staging_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF26_TARGET_GENES.html	https://pubmed.ncbi.nlm.nih.gov/30445619/	Regulator-level evidence at nonqueued targets, orthologs, related isoforms, reverse-direction relationships, and lineage-driver use was not transferred to queued edges.	The species-matched target-set membership is retained as an occupancy/search lead; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. No exact target-specific functional validation was located in this bounded pass. ZNF26 knockdown altered CDK2, CCNE2, CDK6, and CHEK1 and reduced proliferation, not the queued targets.	false	false
public_tf_evidence_batch012_pair_02_3	public_tf_evidence_batch_012	2	znf26	ZNF26	human	TFLink	tflink:human:001518:647493b396b9	ZNF26	BBC3		database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF26%22+AND+%22BBC3%22+AND+human	binding_dataset_only_not_promotable	supported_general_regulator_evidence	not_established_for_exact_pair	species_matched_GTRD_or_TFLink_target_set_membership	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_as_staging_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF26_TARGET_GENES.html	https://pubmed.ncbi.nlm.nih.gov/30445619/	Regulator-level evidence at nonqueued targets, orthologs, related isoforms, reverse-direction relationships, and lineage-driver use was not transferred to queued edges.	The species-matched target-set membership is retained as an occupancy/search lead; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. No exact target-specific functional validation was located in this bounded pass. ZNF26 knockdown altered CDK2, CCNE2, CDK6, and CHEK1 and reduced proliferation, not the queued targets.	false	false
public_tf_evidence_batch012_pair_02_4	public_tf_evidence_batch_012	2	znf26	ZNF26	human	TFLink	tflink:human:001518:647493b396b9	ZNF26	CLCN5		database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF26%22+AND+%22CLCN5%22+AND+human	binding_dataset_only_not_promotable	supported_general_regulator_evidence	not_established_for_exact_pair	species_matched_GTRD_or_TFLink_target_set_membership	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_as_staging_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF26_TARGET_GENES.html	https://pubmed.ncbi.nlm.nih.gov/30445619/	Regulator-level evidence at nonqueued targets, orthologs, related isoforms, reverse-direction relationships, and lineage-driver use was not transferred to queued edges.	The species-matched target-set membership is retained as an occupancy/search lead; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. No exact target-specific functional validation was located in this bounded pass. ZNF26 knockdown altered CDK2, CCNE2, CDK6, and CHEK1 and reduced proliferation, not the queued targets.	false	false
public_tf_evidence_batch012_pair_03_1	public_tf_evidence_batch_012	3	znf292	ZNF292	human	TFLink	tflink:human:001502:80e7aa67fc10	ZNF292	ADA	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF292%22+AND+%22ADA%22+AND+human	binding_dataset_only_not_promotable	supported_general_regulator_evidence	not_established_for_exact_pair	species_matched_GTRD_or_TFLink_target_set_membership	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_as_staging_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF292_TARGET_GENES.html	https://pubmed.ncbi.nlm.nih.gov/30445619/	Regulator-level evidence at nonqueued targets, orthologs, related isoforms, reverse-direction relationships, and lineage-driver use was not transferred to queued edges.	The species-matched target-set membership is retained as an occupancy/search lead; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. No exact target-specific functional validation was located in this bounded pass. ZNF292 has occupancy and perturbation-linked transcriptomic evidence at other neural targets, not the queued targets.	false	false
public_tf_evidence_batch012_pair_03_2	public_tf_evidence_batch_012	3	znf292	ZNF292	human	TFLink	tflink:human:001502:80e7aa67fc10	ZNF292	LAMP1	20B;23B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF292%22+AND+%22LAMP1%22+AND+human	binding_dataset_only_not_promotable	supported_general_regulator_evidence	not_established_for_exact_pair	species_matched_GTRD_or_TFLink_target_set_membership	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_as_staging_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF292_TARGET_GENES.html	https://pubmed.ncbi.nlm.nih.gov/30445619/	Regulator-level evidence at nonqueued targets, orthologs, related isoforms, reverse-direction relationships, and lineage-driver use was not transferred to queued edges.	The species-matched target-set membership is retained as an occupancy/search lead; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. No exact target-specific functional validation was located in this bounded pass. ZNF292 has occupancy and perturbation-linked transcriptomic evidence at other neural targets, not the queued targets.	false	false
