pair_key	pair_label_canonical	verdict	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes
wnt3 fzd7_lrp5	Wnt3 Fzd7_lrp5	needs_manual_review	https://pubmed.ncbi.nlm.nih.gov/28733458/;https://europepmc.org/article/MED/28733458;https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt3%22%20AND%20%22fzd7%22%20AND%20%22lrp5%22;https://europepmc.org/search?query=%22wnt3%22%20AND%20%22fzd7%22%20AND%20%22lrp5%22	human cells	direct WNT-FZD functional rescue;composite co-receptor unresolved	Primary CRISPR/rescue mapping supports WNT3 signaling through FZD7, but does not resolve whether the submitted LRP5/6 subunit is operative.	LRP5 versus LRP6, species/ortholog, or full-length receptor scope is unresolved; family similarity and pathway evidence were not promoted.	PubMed and Europe PMC exact and expanded searches: official/historical aliases, Wingless/Int-1 and Wnt-5A/Wnt-7A nomenclature, mature/lipidated or processed ligand forms, FZD/Frizzled names, LRP5/6, receptor subunits and holoreceptors, co-receptors/heterodimers, species terms, binding, activation, adhesion, reconstitution, structure, receptor-dependent function, full-text primary papers and citation trails; reviews, LIANA/CellChat, pathway/database and structure leads were not transferred as exact-pair evidence.
wnt3 fzd7_lrp6	Wnt3 Fzd7_lrp6	needs_manual_review	https://pubmed.ncbi.nlm.nih.gov/28733458/;https://europepmc.org/article/MED/28733458;https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt3%22%20AND%20%22fzd7%22%20AND%20%22lrp6%22;https://europepmc.org/search?query=%22wnt3%22%20AND%20%22fzd7%22%20AND%20%22lrp6%22	human cells	direct WNT-FZD functional rescue;composite co-receptor unresolved	Primary CRISPR/rescue mapping supports WNT3 signaling through FZD7, but does not resolve whether the submitted LRP5/6 subunit is operative.	LRP5 versus LRP6, species/ortholog, or full-length receptor scope is unresolved; family similarity and pathway evidence were not promoted.	PubMed and Europe PMC exact and expanded searches: official/historical aliases, Wingless/Int-1 and Wnt-5A/Wnt-7A nomenclature, mature/lipidated or processed ligand forms, FZD/Frizzled names, LRP5/6, receptor subunits and holoreceptors, co-receptors/heterodimers, species terms, binding, activation, adhesion, reconstitution, structure, receptor-dependent function, full-text primary papers and citation trails; reviews, LIANA/CellChat, pathway/database and structure leads were not transferred as exact-pair evidence.
wnt3 fzd8_lrp5	Wnt3 Fzd8_lrp5	needs_manual_review	https://pubmed.ncbi.nlm.nih.gov/28733458/;https://europepmc.org/article/MED/28733458;https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt3%22%20AND%20%22fzd8%22%20AND%20%22lrp5%22;https://europepmc.org/search?query=%22wnt3%22%20AND%20%22fzd8%22%20AND%20%22lrp5%22	human cells	direct WNT-FZD functional rescue;composite co-receptor unresolved	Primary CRISPR/rescue mapping supports WNT3 signaling through FZD8, but does not resolve whether the submitted LRP5/6 subunit is operative.	LRP5 versus LRP6, species/ortholog, or full-length receptor scope is unresolved; family similarity and pathway evidence were not promoted.	PubMed and Europe PMC exact and expanded searches: official/historical aliases, Wingless/Int-1 and Wnt-5A/Wnt-7A nomenclature, mature/lipidated or processed ligand forms, FZD/Frizzled names, LRP5/6, receptor subunits and holoreceptors, co-receptors/heterodimers, species terms, binding, activation, adhesion, reconstitution, structure, receptor-dependent function, full-text primary papers and citation trails; reviews, LIANA/CellChat, pathway/database and structure leads were not transferred as exact-pair evidence.
wnt3 fzd8_lrp6	Wnt3 Fzd8_lrp6	needs_manual_review	https://pubmed.ncbi.nlm.nih.gov/28733458/;https://europepmc.org/article/MED/28733458;https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt3%22%20AND%20%22fzd8%22%20AND%20%22lrp6%22;https://europepmc.org/search?query=%22wnt3%22%20AND%20%22fzd8%22%20AND%20%22lrp6%22	human cells	direct WNT-FZD functional rescue;composite co-receptor unresolved	Primary CRISPR/rescue mapping supports WNT3 signaling through FZD8, but does not resolve whether the submitted LRP5/6 subunit is operative.	LRP5 versus LRP6, species/ortholog, or full-length receptor scope is unresolved; family similarity and pathway evidence were not promoted.	PubMed and Europe PMC exact and expanded searches: official/historical aliases, Wingless/Int-1 and Wnt-5A/Wnt-7A nomenclature, mature/lipidated or processed ligand forms, FZD/Frizzled names, LRP5/6, receptor subunits and holoreceptors, co-receptors/heterodimers, species terms, binding, activation, adhesion, reconstitution, structure, receptor-dependent function, full-text primary papers and citation trails; reviews, LIANA/CellChat, pathway/database and structure leads were not transferred as exact-pair evidence.
wnt3 fzd9_lrp5	Wnt3 Fzd9_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt3%22%20AND%20%22fzd9%22%20AND%20%22lrp5%22;https://europepmc.org/search?query=%22wnt3%22%20AND%20%22fzd9%22%20AND%20%22lrp5%22	none located	none	Expanded exact-pair searches did not locate qualifying primary evidence for the submitted three-component ligand-receptor composite.	FZD/LRP family, pathway, expression, database, co-mention and structurally related WNT complexes were not transferred to this exact pair.	PubMed and Europe PMC exact and expanded searches: official/historical aliases, Wingless/Int-1 and Wnt-5A/Wnt-7A nomenclature, mature/lipidated or processed ligand forms, FZD/Frizzled names, LRP5/6, receptor subunits and holoreceptors, co-receptors/heterodimers, species terms, binding, activation, adhesion, reconstitution, structure, receptor-dependent function, full-text primary papers and citation trails; reviews, LIANA/CellChat, pathway/database and structure leads were not transferred as exact-pair evidence.
wnt3 fzd9_lrp6	Wnt3 Fzd9_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt3%22%20AND%20%22fzd9%22%20AND%20%22lrp6%22;https://europepmc.org/search?query=%22wnt3%22%20AND%20%22fzd9%22%20AND%20%22lrp6%22	none located	none	Expanded exact-pair searches did not locate qualifying primary evidence for the submitted three-component ligand-receptor composite.	FZD/LRP family, pathway, expression, database, co-mention and structurally related WNT complexes were not transferred to this exact pair.	PubMed and Europe PMC exact and expanded searches: official/historical aliases, Wingless/Int-1 and Wnt-5A/Wnt-7A nomenclature, mature/lipidated or processed ligand forms, FZD/Frizzled names, LRP5/6, receptor subunits and holoreceptors, co-receptors/heterodimers, species terms, binding, activation, adhesion, reconstitution, structure, receptor-dependent function, full-text primary papers and citation trails; reviews, LIANA/CellChat, pathway/database and structure leads were not transferred as exact-pair evidence.
wnt3a fzd10_lrp5	Wnt3a Fzd10_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt3a%22%20AND%20%22fzd10%22%20AND%20%22lrp5%22;https://europepmc.org/search?query=%22wnt3a%22%20AND%20%22fzd10%22%20AND%20%22lrp5%22	none located	none	Expanded exact-pair searches did not locate qualifying primary evidence for the submitted three-component ligand-receptor composite.	FZD/LRP family, pathway, expression, database, co-mention and structurally related WNT complexes were not transferred to this exact pair.	PubMed and Europe PMC exact and expanded searches: official/historical aliases, Wingless/Int-1 and Wnt-5A/Wnt-7A nomenclature, mature/lipidated or processed ligand forms, FZD/Frizzled names, LRP5/6, receptor subunits and holoreceptors, co-receptors/heterodimers, species terms, binding, activation, adhesion, reconstitution, structure, receptor-dependent function, full-text primary papers and citation trails; reviews, LIANA/CellChat, pathway/database and structure leads were not transferred as exact-pair evidence.
wnt3a fzd10_lrp6	Wnt3a Fzd10_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt3a%22%20AND%20%22fzd10%22%20AND%20%22lrp6%22;https://europepmc.org/search?query=%22wnt3a%22%20AND%20%22fzd10%22%20AND%20%22lrp6%22	none located	none	Expanded exact-pair searches did not locate qualifying primary evidence for the submitted three-component ligand-receptor composite.	FZD/LRP family, pathway, expression, database, co-mention and structurally related WNT complexes were not transferred to this exact pair.	PubMed and Europe PMC exact and expanded searches: official/historical aliases, Wingless/Int-1 and Wnt-5A/Wnt-7A nomenclature, mature/lipidated or processed ligand forms, FZD/Frizzled names, LRP5/6, receptor subunits and holoreceptors, co-receptors/heterodimers, species terms, binding, activation, adhesion, reconstitution, structure, receptor-dependent function, full-text primary papers and citation trails; reviews, LIANA/CellChat, pathway/database and structure leads were not transferred as exact-pair evidence.
wnt3a fzd1_lrp5	Wnt3a Fzd1_lrp5	needs_manual_review	https://pubmed.ncbi.nlm.nih.gov/28733458/;https://europepmc.org/article/MED/28733458;https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt3a%22%20AND%20%22fzd1%22%20AND%20%22lrp5%22;https://europepmc.org/search?query=%22wnt3a%22%20AND%20%22fzd1%22%20AND%20%22lrp5%22	human cells	direct WNT-FZD functional mapping;LRP subunit unresolved	Primary WNT-FZD mapping supports WNT3A engagement of FZD1, but the submitted LRP5/6 subunit is not separately established.	LRP5 versus LRP6, species/ortholog, or full-length receptor scope is unresolved; family similarity and pathway evidence were not promoted.	PubMed and Europe PMC exact and expanded searches: official/historical aliases, Wingless/Int-1 and Wnt-5A/Wnt-7A nomenclature, mature/lipidated or processed ligand forms, FZD/Frizzled names, LRP5/6, receptor subunits and holoreceptors, co-receptors/heterodimers, species terms, binding, activation, adhesion, reconstitution, structure, receptor-dependent function, full-text primary papers and citation trails; reviews, LIANA/CellChat, pathway/database and structure leads were not transferred as exact-pair evidence.
wnt3a fzd1_lrp6	Wnt3a Fzd1_lrp6	needs_manual_review	https://pubmed.ncbi.nlm.nih.gov/28733458/;https://europepmc.org/article/MED/28733458;https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt3a%22%20AND%20%22fzd1%22%20AND%20%22lrp6%22;https://europepmc.org/search?query=%22wnt3a%22%20AND%20%22fzd1%22%20AND%20%22lrp6%22	human cells	direct WNT-FZD functional mapping;LRP subunit unresolved	Primary WNT-FZD mapping supports WNT3A engagement of FZD1, but the submitted LRP5/6 subunit is not separately established.	LRP5 versus LRP6, species/ortholog, or full-length receptor scope is unresolved; family similarity and pathway evidence were not promoted.	PubMed and Europe PMC exact and expanded searches: official/historical aliases, Wingless/Int-1 and Wnt-5A/Wnt-7A nomenclature, mature/lipidated or processed ligand forms, FZD/Frizzled names, LRP5/6, receptor subunits and holoreceptors, co-receptors/heterodimers, species terms, binding, activation, adhesion, reconstitution, structure, receptor-dependent function, full-text primary papers and citation trails; reviews, LIANA/CellChat, pathway/database and structure leads were not transferred as exact-pair evidence.
