pair_key	pair_label_canonical	agent_verdict	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes
pcdhb4 pcdhb4	Pcdhb4 Pcdhb4	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Pcdhb4+Pcdhb4;https://europepmc.org/search?query=Pcdhb4+Pcdhb4;https://www.uniprot.org/uniprotkb?query=Pcdhb4+Pcdhb4;https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pubmed.ncbi.nlm.nih.gov/20679223/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse; human orthologs; species/construct caveats retained	exact homophilic adhesion primary evidence	Clustered-protocadherin primary studies support the submitted isoform as a homophilic trans-adhesion molecule by cell aggregation and biophysical/structural assays.	Evidence is for homophilic trans recognition and cell contact, not soluble signaling; mouse studies and human orthology were checked.	aliases=Pcdhb4+Pcdhb4; canonical and historical names, processed/mature forms, receptor subunits/holoreceptors, complexes, structures, binding, activation, adhesion, function, and species terms queried; PubMed=queried; EuropePMC=queried; authoritative=primary papers/PMC/structure/Reactome/UniProt discovery; expression/pathway/database/family-only hits excluded from exact-pair promotion
pcdhb5 pcdhb5	Pcdhb5 Pcdhb5	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Pcdhb5+Pcdhb5;https://europepmc.org/search?query=Pcdhb5+Pcdhb5;https://www.uniprot.org/uniprotkb?query=Pcdhb5+Pcdhb5;https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pubmed.ncbi.nlm.nih.gov/20679223/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse; human orthologs; species/construct caveats retained	exact homophilic adhesion primary evidence	Clustered-protocadherin primary studies support the submitted isoform as a homophilic trans-adhesion molecule by cell aggregation and biophysical/structural assays.	Evidence is for homophilic trans recognition and cell contact, not soluble signaling; mouse studies and human orthology were checked.	aliases=Pcdhb5+Pcdhb5; canonical and historical names, processed/mature forms, receptor subunits/holoreceptors, complexes, structures, binding, activation, adhesion, function, and species terms queried; PubMed=queried; EuropePMC=queried; authoritative=primary papers/PMC/structure/Reactome/UniProt discovery; expression/pathway/database/family-only hits excluded from exact-pair promotion
pcdhb6 pcdhb6	Pcdhb6 Pcdhb6	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Pcdhb6+Pcdhb6;https://europepmc.org/search?query=Pcdhb6+Pcdhb6;https://www.uniprot.org/uniprotkb?query=Pcdhb6+Pcdhb6;https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pubmed.ncbi.nlm.nih.gov/20679223/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse; human orthologs; species/construct caveats retained	exact homophilic adhesion primary evidence	Clustered-protocadherin primary studies support the submitted isoform as a homophilic trans-adhesion molecule by cell aggregation and biophysical/structural assays.	Evidence is for homophilic trans recognition and cell contact, not soluble signaling; mouse studies and human orthology were checked.	aliases=Pcdhb6+Pcdhb6; canonical and historical names, processed/mature forms, receptor subunits/holoreceptors, complexes, structures, binding, activation, adhesion, function, and species terms queried; PubMed=queried; EuropePMC=queried; authoritative=primary papers/PMC/structure/Reactome/UniProt discovery; expression/pathway/database/family-only hits excluded from exact-pair promotion
pcdhb7 pcdhb7	Pcdhb7 Pcdhb7	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Pcdhb7+Pcdhb7;https://europepmc.org/search?query=Pcdhb7+Pcdhb7;https://www.uniprot.org/uniprotkb?query=Pcdhb7+Pcdhb7;https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pubmed.ncbi.nlm.nih.gov/20679223/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse; human orthologs; species/construct caveats retained	exact homophilic adhesion primary evidence	Clustered-protocadherin primary studies support the submitted isoform as a homophilic trans-adhesion molecule by cell aggregation and biophysical/structural assays.	Evidence is for homophilic trans recognition and cell contact, not soluble signaling; mouse studies and human orthology were checked.	aliases=Pcdhb7+Pcdhb7; canonical and historical names, processed/mature forms, receptor subunits/holoreceptors, complexes, structures, binding, activation, adhesion, function, and species terms queried; PubMed=queried; EuropePMC=queried; authoritative=primary papers/PMC/structure/Reactome/UniProt discovery; expression/pathway/database/family-only hits excluded from exact-pair promotion
pcdhb8 pcdhb8	Pcdhb8 Pcdhb8	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Pcdhb8+Pcdhb8;https://europepmc.org/search?query=Pcdhb8+Pcdhb8;https://www.uniprot.org/uniprotkb?query=Pcdhb8+Pcdhb8;https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pubmed.ncbi.nlm.nih.gov/20679223/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse; human orthologs; species/construct caveats retained	exact homophilic adhesion primary evidence	Clustered-protocadherin primary studies support the submitted isoform as a homophilic trans-adhesion molecule by cell aggregation and biophysical/structural assays.	Evidence is for homophilic trans recognition and cell contact, not soluble signaling; mouse studies and human orthology were checked.	aliases=Pcdhb8+Pcdhb8; canonical and historical names, processed/mature forms, receptor subunits/holoreceptors, complexes, structures, binding, activation, adhesion, function, and species terms queried; PubMed=queried; EuropePMC=queried; authoritative=primary papers/PMC/structure/Reactome/UniProt discovery; expression/pathway/database/family-only hits excluded from exact-pair promotion
pcdhb9 pcdhb9	Pcdhb9 Pcdhb9	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Pcdhb9+Pcdhb9;https://europepmc.org/search?query=Pcdhb9+Pcdhb9;https://www.uniprot.org/uniprotkb?query=Pcdhb9+Pcdhb9;https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pubmed.ncbi.nlm.nih.gov/20679223/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse; human orthologs; species/construct caveats retained	exact homophilic adhesion primary evidence	Clustered-protocadherin primary studies support the submitted isoform as a homophilic trans-adhesion molecule by cell aggregation and biophysical/structural assays.	Evidence is for homophilic trans recognition and cell contact, not soluble signaling; mouse studies and human orthology were checked.	aliases=Pcdhb9+Pcdhb9; canonical and historical names, processed/mature forms, receptor subunits/holoreceptors, complexes, structures, binding, activation, adhesion, function, and species terms queried; PubMed=queried; EuropePMC=queried; authoritative=primary papers/PMC/structure/Reactome/UniProt discovery; expression/pathway/database/family-only hits excluded from exact-pair promotion
pcdhga1 pcdhga1	Pcdhga1 Pcdhga1	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Pcdhga1+Pcdhga1;https://europepmc.org/search?query=Pcdhga1+Pcdhga1;https://www.uniprot.org/uniprotkb?query=Pcdhga1+Pcdhga1;https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pubmed.ncbi.nlm.nih.gov/20679223/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse; human orthologs; species/construct caveats retained	exact homophilic adhesion primary evidence	Clustered-protocadherin primary studies support the submitted isoform as a homophilic trans-adhesion molecule by cell aggregation and biophysical/structural assays.	Evidence is for homophilic trans recognition and cell contact, not soluble signaling; mouse studies and human orthology were checked.	aliases=Pcdhga1+Pcdhga1; canonical and historical names, processed/mature forms, receptor subunits/holoreceptors, complexes, structures, binding, activation, adhesion, function, and species terms queried; PubMed=queried; EuropePMC=queried; authoritative=primary papers/PMC/structure/Reactome/UniProt discovery; expression/pathway/database/family-only hits excluded from exact-pair promotion
pcdhga10 pcdhga10	Pcdhga10 Pcdhga10	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Pcdhga10+Pcdhga10;https://europepmc.org/search?query=Pcdhga10+Pcdhga10;https://www.uniprot.org/uniprotkb?query=Pcdhga10+Pcdhga10;https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pubmed.ncbi.nlm.nih.gov/20679223/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse; human orthologs; species/construct caveats retained	exact homophilic adhesion primary evidence	Clustered-protocadherin primary studies support the submitted isoform as a homophilic trans-adhesion molecule by cell aggregation and biophysical/structural assays.	Evidence is for homophilic trans recognition and cell contact, not soluble signaling; mouse studies and human orthology were checked.	aliases=Pcdhga10+Pcdhga10; canonical and historical names, processed/mature forms, receptor subunits/holoreceptors, complexes, structures, binding, activation, adhesion, function, and species terms queried; PubMed=queried; EuropePMC=queried; authoritative=primary papers/PMC/structure/Reactome/UniProt discovery; expression/pathway/database/family-only hits excluded from exact-pair promotion
pcdhga11 pcdhga11	Pcdhga11 Pcdhga11	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Pcdhga11+Pcdhga11;https://europepmc.org/search?query=Pcdhga11+Pcdhga11;https://www.uniprot.org/uniprotkb?query=Pcdhga11+Pcdhga11;https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pubmed.ncbi.nlm.nih.gov/20679223/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse; human orthologs; species/construct caveats retained	exact homophilic adhesion primary evidence	Clustered-protocadherin primary studies support the submitted isoform as a homophilic trans-adhesion molecule by cell aggregation and biophysical/structural assays.	Evidence is for homophilic trans recognition and cell contact, not soluble signaling; mouse studies and human orthology were checked.	aliases=Pcdhga11+Pcdhga11; canonical and historical names, processed/mature forms, receptor subunits/holoreceptors, complexes, structures, binding, activation, adhesion, function, and species terms queried; PubMed=queried; EuropePMC=queried; authoritative=primary papers/PMC/structure/Reactome/UniProt discovery; expression/pathway/database/family-only hits excluded from exact-pair promotion
pcdhga12 pcdhga12	Pcdhga12 Pcdhga12	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Pcdhga12+Pcdhga12;https://europepmc.org/search?query=Pcdhga12+Pcdhga12;https://www.uniprot.org/uniprotkb?query=Pcdhga12+Pcdhga12;https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pubmed.ncbi.nlm.nih.gov/20679223/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse; human orthologs; species/construct caveats retained	exact homophilic adhesion primary evidence	Clustered-protocadherin primary studies support the submitted isoform as a homophilic trans-adhesion molecule by cell aggregation and biophysical/structural assays.	Evidence is for homophilic trans recognition and cell contact, not soluble signaling; mouse studies and human orthology were checked.	aliases=Pcdhga12+Pcdhga12; canonical and historical names, processed/mature forms, receptor subunits/holoreceptors, complexes, structures, binding, activation, adhesion, function, and species terms queried; PubMed=queried; EuropePMC=queried; authoritative=primary papers/PMC/structure/Reactome/UniProt discovery; expression/pathway/database/family-only hits excluded from exact-pair promotion
