path_expression	route_tier	missing_layers	intracellular_status	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	output_node_id	input_evidence_type	route_linkage_status	causal_status	traversal_status	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	source_scope	curation_status	expansion_id	source_queue_id	known_layers	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	output_label	pathway_name	output_evidence_type	evidence_ids	source_evidence_record_id	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	primary_locator	citation_note	evidence_summary	limitations	route_evidence_id
ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	intracellular_continuation|transcription_factor	not_assayed								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	direct_edge	curated_primary_route	M21B-LITEXP-0565	M21B-DOWNSTREAM:00702	ligand|receptor|phosphorylation_or_activation_readout	NODE08573	Orexin-A/orexin-B/hypocretin	M21B-E001558	NODE04622	HCRTR2/OX2R orexin receptor				Orexin-HCRTR2/OX2R receptor activation output	Orexin-OX2R-GPCR	primary_receptor_activation_output	M21B-E001558;M21B-EVID-001501;M21B-DOWNSTREAM-EVID:001173;PMID:9491897;PMID:10458611	M21B-DOWNSTREAM-EVID:001173	phosphorylation_or_activation_readout	mouse; rat	Rat, mouse and canine receptor/behavioral systems; orexin-A/B activation and HCRTR2 loss-of-function narcolepsy phenotype	Extracellular orexin engagement of the plasma-membrane HCRTR2/OX2R receptor with receptor activation output	No SCI transfer inferred; primary model context only	Primary evidence supports orexin-dependent HCRTR2/OX2R activation. The overlay preserves the output without asserting an intracellular relay, TF, or target gene.	Orexin-A/B receptor activation and HCRTR2 loss-of-function systems	activating	PMID:9491897; PMID:10458611	Primary orexin receptor discovery and HCRTR2 physiology studies	Primary evidence supports orexin-A/B activation of HCRTR2/OX2R, with independent HCRTR2 loss-of-function physiology; no intracellular relay or terminal gene expression is asserted.	Preserve the near-equal orexin-A/B pharmacology and species/model boundaries; do not infer universal coupling, SCI transfer, or terminal-TF effects.	LITEXP:000565
ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	intracellular_continuation|transcription_factor	not_assayed								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	direct_edge	curated_primary_route	M21B-LITEXP-0566	M21B-DOWNSTREAM:00703	ligand|receptor|phosphorylation_or_activation_readout	NODE09674	Relaxin-3/INSL7	M21B-E001559	NODE09917	RXFP3/GPCR135 relaxin receptor				Relaxin-3-RXFP3/GPCR135 receptor activation output	Relaxin3-RXFP3-GPCR	primary_receptor_activation_output	M21B-E001559;M21B-EVID-001502;M21B-DOWNSTREAM-EVID:001175;PMID:14522967;PMID:23440673	M21B-DOWNSTREAM-EVID:001175	phosphorylation_or_activation_readout	human	Human and rodent RXFP3/GPCR135 expression systems; relaxin-3-dependent receptor activation, binding and extracellular-loop mutagenesis	Extracellular relaxin-3 engagement of the plasma-membrane RXFP3/GPCR135 receptor with receptor activation output	No SCI transfer inferred; primary model context only	Primary evidence supports relaxin-3-dependent RXFP3/GPCR135 binding and activation in receptor-expression systems. The overlay preserves the output without asserting an intracellular relay, TF, or target gene.	Relaxin-3-dependent receptor activation, binding and extracellular-loop mutagenesis	activating	PMID:14522967; PMID:23440673	Primary relaxin-3/RXFP3 ligand and receptor-interaction studies	Primary evidence supports relaxin-3 as a selective RXFP3/GPCR135 ligand with receptor activation in heterologous systems; no intracellular relay or terminal gene expression is asserted.	Preserve RXFP3 versus RXFP1 cross-reactivity and heterologous-system boundaries; do not infer universal coupling, SCI transfer, or terminal-TF effects.	LITEXP:000566
ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	intracellular_continuation|transcription_factor	not_assayed								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	direct_edge	curated_primary_route	M21B-LITEXP-0567	M21B-DOWNSTREAM:00705	ligand|receptor|second_messenger_readout	NODE00347	Adrenomedullin/ADM	M21B-E001563	NODE01538	CALCRL:RAMP3 receptor complex				Adrenomedullin-CALCRL:RAMP3 cAMP output	Adrenomedullin-AM2-CALCRL-RAMP3	primary_cAMP_functional_output	M21B-E001563;M21B-EVID-001506;M21B-DOWNSTREAM-EVID:001178;PMID:12970090;PMID:26423127	M21B-DOWNSTREAM-EVID:001178	second_messenger_readout	human; rat	Human/rat CALCRL-RAMP3 COS-7 and rat mesenteric vascular smooth-muscle systems; adrenomedullin pharmacology, cAMP and proximity-association assays	Extracellular adrenomedullin engagement of the plasma-membrane CALCRL:RAMP3 receptor complex with cAMP output	No SCI transfer inferred; primary model context only	Primary evidence supports RAMP3-dependent adrenomedullin pharmacology and CALCRL-RAMP3 association with a cAMP readout. The overlay preserves the output without asserting an intracellular relay, TF, or target gene.	Adrenomedullin pharmacology, cAMP and receptor-complex proximity-association assays	activating	PMID:12970090; PMID:26423127	Primary adrenomedullin receptor-complex and cAMP studies	Primary evidence supports adrenomedullin activity at the CALCRL-RAMP3 complex with cAMP output; no intracellular relay or terminal gene expression is asserted.	Preserve species, RAMP2 competition and low-affinity/antagonist boundaries; do not infer universal coupling, SCI transfer, or terminal-TF effects.	LITEXP:000567
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0568	M21B-DOWNSTREAM:00706	ligand|receptor|intracellular_continuation|second_messenger_readout	NODE06622	LysoPS	M21B-E001564	NODE04393	GPR34/LPS1	M21B-E003964	NODE04271	GNAI/O/Z	LysoPS-GPR34/LPS1-GNAI/O/Z cAMP and shedding output	LysoPS-GPR34-GPCR	composite_primary_receptor_gprotein_route_output	M21B-E001564;M21B-EVID-001507;M21B-DOWNSTREAM-EVID:001179;M21B-E003964;M21B-EVID-003907;PMID:16460680;PMID:22343749;PMID:38326347	M21B-DOWNSTREAM-EVID:001179	second_messenger_readout	human	Human GPR34/LPS1 in CHO and AP-TGFalpha shedding systems; LysoPS-dependent cAMP or shedding responses and sn-2 LysoPS specificity	Extracellular LysoPS engagement of GPR34/LPS1 with the bounded GNAI/O/Z continuation and cAMP or shedding output	No SCI transfer inferred; primary model context only	Primary evidence supports LysoPS-dependent GPR34/LPS1 signaling with cAMP or shedding readouts; the existing graph edge supplies the bounded GNAI/O/Z continuation without asserting a TF or target gene.	GPR34 receptor-expression, LysoPS stimulation, cAMP and AP-TGFalpha shedding assays	activating	PMID:16460680; PMID:22343749; PMID:38326347	Primary GPR34/LysoPS signaling and G-protein continuation studies	Primary evidence supports LysoPS-dependent GPR34/LPS1 signaling with cAMP or shedding output; the existing edge supplies the bounded GNAI/O/Z continuation.	Preserve sn-2 acyl-chain specificity and the emerging/provisional ligand-receptor nomenclature; do not infer universal coupling, SCI transfer, or terminal gene expression.	LITEXP:000568
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0569	M21B-DOWNSTREAM:00707	ligand|receptor|intracellular_continuation|reporter_readout	NODE06622	LysoPS	M21B-E001565	NODE04379	GPR174	M21B-E003982	NODE04271	GNAI/O/Z	LysoPS-GPR174-GNAI/O/Z signaling and CD4 T-cell IL-2 suppression output	LysoPS-GPR174-GPCR	composite_primary_receptor_gprotein_route_output	M21B-E001565;M21B-EVID-001508;M21B-DOWNSTREAM-EVID:001182;M21B-E003982;M21B-EVID-003925;PMID:25970039;PMID:29017923;PMID:38048360;PMCID:PMC10721165	M21B-DOWNSTREAM-EVID:001182	reporter_readout	human; mouse	Human or mouse GPR174 receptor-expressing cells and primary CD4 T cells; LysoPS/analog activation assays, calcium or reporter readouts and IL-2 suppression with receptor pharmacology	Extracellular LysoPS engagement of GPR174 with the bounded GNAI/O/Z continuation and reporter or immune-function output	No SCI transfer inferred; primary model context only	Primary evidence supports LysoPS-dependent GPR174 signaling and suppression of CD4 T-cell IL-2 production; the existing graph edge supplies the bounded GNAI/O/Z continuation without asserting a TF or target gene.	GPR174 receptor-expression, LysoPS/analog stimulation, calcium or reporter assays and CD4 T-cell IL-2 suppression	activating	PMID:25970039; PMID:29017923; PMID:38048360; PMCID:PMC10721165	Primary GPR174/LysoPS signaling and immune-function studies	Primary evidence supports LysoPS-dependent GPR174 signaling with reporter or calcium output and CD4 T-cell IL-2 suppression; the existing edge supplies the bounded GNAI/O/Z continuation.	Preserve LysoPS species/analog and T-cell context; do not infer universal coupling, SCI transfer, or terminal-TF effects.	LITEXP:000569
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0570	M21B-DOWNSTREAM:00708	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	NODE06621	LPI	M21B-E001567	NODE04404	GPR55	M21B-E003362	NODE04282	GNAQ/GNA11	LPI-GPR55-GNAQ/GNA11 ERK phosphorylation and calcium output	LPI-GPR55-GPCR	composite_primary_receptor_gprotein_route_output	M21B-E001567;M21B-EVID-001510;M21B-DOWNSTREAM-EVID:001184;M21B-E003362;M21B-EVID-003305;PMID:17765871;PMID:23714700;PMID:18263732;PMCID:PMC2268199	M21B-DOWNSTREAM-EVID:001184	phosphorylation_or_activation_readout	human	Human GPR55 in HEK293 cells and membranes; LPI-dependent ERK, calcium and GTPgammaS responses with vector controls and LPI species/metabolism analysis	Extracellular LPI engagement of GPR55 with the bounded GNAQ/GNA11 continuation and ERK phosphorylation or calcium output	No SCI transfer inferred; primary model context only	Primary evidence supports LPI-dependent GPR55 ERK phosphorylation and calcium responses; the existing graph edge supplies the bounded GNAQ/GNA11 continuation without asserting a TF or target gene.	GPR55 receptor-expression, LPI stimulation, ERK phosphorylation, calcium and GTPgammaS assays	activating	PMID:17765871; PMID:23714700; PMID:18263732; PMCID:PMC2268199	Primary GPR55/LPI activation and G-protein continuation studies	Primary evidence supports LPI-dependent GPR55 ERK phosphorylation, calcium and GTPgammaS responses; the existing edge supplies the bounded GNAQ/GNA11 continuation.	Preserve GPR55's distinct/noncanonical cannabinoid pharmacology and LPI species boundaries; do not infer universal coupling, SCI transfer, or terminal gene expression.	LITEXP:000570
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0571	M21B-DOWNSTREAM:00710	ligand|receptor|intracellular_continuation|phagocytosis_or_engulfment	NODE09702	Resolvin D2/RvD2	M21B-E001569	NODE04382	GPR18/DRV2	M21B-E003921	NODE04283	GNAS	RvD2-GPR18/DRV2-GNAS cAMP and pro-resolving phagocytosis output	RvD2-GPR18-proresolving-GPCR	composite_primary_receptor_gprotein_route_output	M21B-E001569;M21B-EVID-001512;M21B-DOWNSTREAM-EVID:001188;M21B-E003921;M21B-EVID-003864;PMID:26195725;PMCID:PMC4516788	M21B-DOWNSTREAM-EVID:001188	phagocytosis_or_engulfment	human; mouse	Human GPR18-expressing CHO/recombinant receptor systems; human macrophages and mouse phagocytes with GPR18 overexpression, knockdown or knockout; beta-arrestin, radioligand binding, cAMP, phagocytosis and infection-resolution assays	Extracellular RvD2 engagement of GPR18/DRV2 with the bounded GNAS continuation and cAMP or pro-resolving phagocytosis output	No SCI transfer inferred; primary model context only	Primary evidence supports RvD2-dependent GPR18/DRV2 binding and cAMP or phagocyte output; the existing graph edge supplies the bounded GNAS continuation without asserting a TF or target gene.	GPR18 binding/activation, cAMP, beta-arrestin, phagocytosis and infection-resolution assays	activating	PMID:26195725; PMCID:PMC4516788	Primary RvD2/GPR18 pro-resolving receptor and G-protein studies	Primary evidence supports RvD2-dependent GPR18/DRV2 binding with cAMP and pro-resolving phagocyte outputs; the existing edge supplies the bounded GNAS continuation.	Preserve RvD2 stereochemistry, GPR18/DRV2 nomenclature and pro-resolving phagocyte context; do not infer SCI or terminal-TF effects.	LITEXP:000571
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0572	M21B-DOWNSTREAM:00713	ligand|receptor|intracellular_continuation|second_messenger_readout	NODE09349	Protons/H+	M21B-E001573	NODE04408	GPR68/OGR1	M21B-E003365	NODE04282	GNAQ/GNA11	Proton-GPR68/OGR1-GNAQ/GNA11 acidic-pH inositol-phosphate and calcium output	Proton-GPR68-GPCR	composite_primary_receptor_gprotein_route_output	M21B-E001573;M21B-EVID-001516;M21B-DOWNSTREAM-EVID:001193;M21B-E003365;M21B-EVID-003308;PMID:12955148;PMID:22508039	M21B-DOWNSTREAM-EVID:001193	second_messenger_readout	as stated in primary model/assay	OGR1/GPR68-expressing CCL39 and HEK293 cells with acidic-pH inositol-phosphate or calcium assays; epithelial proton-extrusion and OGR1 perturbation systems	Extracellular acidosis/proton sensing by GPR68/OGR1 with the bounded GNAQ/GNA11 continuation and inositol-phosphate or calcium output	No SCI transfer inferred; primary model context only	Primary evidence supports acidic-pH-dependent GPR68/OGR1 signaling and proton-transport regulation; the existing graph edge supplies the bounded GNAQ/GNA11 continuation without asserting a TF or target gene.	Acidic-pH inositol-phosphate, calcium and epithelial proton-extrusion assays with OGR1 perturbation	activating	PMID:12955148; PMID:22508039	Primary proton-sensing GPR68/OGR1 and signaling studies	Primary evidence supports acidic-pH-dependent GPR68/OGR1 inositol-phosphate or calcium responses; the existing edge supplies the bounded GNAQ/GNA11 continuation.	Represent protons/extracellular acidosis as the activating stimulus and preserve pH- and cell-context dependence; do not infer universal coupling, SCI transfer, or terminal gene expression.	LITEXP:000572
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0573	M21B-DOWNSTREAM:00714	ligand|receptor|intracellular_continuation|second_messenger_readout	NODE06339	Leukotriene D4/LTD4	M21B-E001574	NODE02738	CYSLTR1/CysLT1 receptor	M21B-E003333	NODE04282	GNAQ/GNA11	LTD4-CysLT1-GNAQ/GNA11 calcium output	LTD4-CysLT1-GPCR	composite_primary_receptor_gprotein_route_output	M21B-E001574;M21B-EVID-001517;M21B-DOWNSTREAM-EVID:001194;M21B-E003333;M21B-EVID-003276;PMID:10391245;DOI:10.1038/21658	M21B-DOWNSTREAM-EVID:001194	second_messenger_readout	human; mouse; Xenopus	Human CysLT1 in recombinant receptor systems and mouse CysLT1 isoforms in COS-7, HEK293-T and Xenopus melanophore cells; LTD4 radioligand binding, competition, calcium mobilization and pigment-dispersion assays	Extracellular LTD4 engagement of CysLT1 with the bounded GNAQ/GNA11 continuation and calcium output	No SCI transfer inferred; primary model context only	Primary evidence supports specific LTD4 binding and CysLT1-dependent calcium responses; the existing graph edge supplies the bounded GNAQ/GNA11 continuation without asserting a TF or target gene.	LTD4 radioligand binding, competition, calcium mobilization and pigment-dispersion assays	activating	PMID:10391245; DOI:10.1038/21658	Primary CysLT1/LTD4 ligand-binding and signaling studies	Primary evidence supports LTD4-dependent CysLT1 binding and calcium/Gq-linked responses; the existing edge supplies the bounded GNAQ/GNA11 continuation.	Preserve LTD4 preference, mouse splice-isoform and heterologous-system limits; do not infer universal coupling, SCI transfer, or terminal gene expression.	LITEXP:000573
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0574	M21B-DOWNSTREAM:00715	ligand|receptor|intracellular_continuation|second_messenger_readout	NODE02743	Cysteinyl leukotrienes/LTC4,LTD4	M21B-E001575	NODE02741	CYSLTR2/CysLT2 receptor	M21B-E003334	NODE04282	GNAQ/GNA11	LTC4/LTD4-CysLT2-GNAQ/GNA11 calcium output	CysLT-CysLT2-GPCR	composite_primary_receptor_gprotein_route_output	M21B-E001575;M21B-EVID-001518;M21B-DOWNSTREAM-EVID:001195;M21B-E003334;M21B-EVID-003277;PMID:10851239;DOI:10.1074/jbc.M003490200	M21B-DOWNSTREAM-EVID:001195	second_messenger_readout	human; Xenopus	Human CysLT2/PSEC0146 expressed in Xenopus oocytes, HEK293T and COS-1 cells; radiolabeled LTD4 or LTC4 binding, competition pharmacology and LTC4/LTD4-evoked calcium mobilization	Extracellular LTC4/LTD4 engagement of CysLT2 with the bounded GNAQ/GNA11 continuation and calcium output	No SCI transfer inferred; primary model context only	Primary evidence supports LTC4/LTD4 binding and CysLT2-dependent calcium signaling; the existing graph edge supplies the bounded GNAQ/GNA11 continuation without asserting a TF or target gene.	Radiolabeled leukotriene binding, competition pharmacology and ligand-evoked calcium mobilization assays	activating	PMID:10851239; DOI:10.1074/jbc.M003490200	Primary CysLT2/LTC4-LTD4 ligand-binding and calcium-signaling studies	Primary evidence supports CysLT2-dependent LTC4/LTD4 binding and calcium signaling; the existing edge supplies the bounded GNAQ/GNA11 continuation.	Preserve LTC4/LTD4 rank-order and antagonist-resistance boundaries, with no LTE4 equivalence, SCI transfer, or terminal gene-expression inference.	LITEXP:000574
