expansion_id	source_queue_id	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	output_node_id	output_label	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_evidence_record_id	primary_locator	citation_note	evidence_summary	route_linkage_status	causal_status	traversal_status	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	curation_status	limitations	route_evidence_id
M21B-LITEXP-0705	M21B-DOWNSTREAM:01367	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE04356	GPNMB/osteactivin soluble extracellular domain	M21B-E004668	NODE04397	GPR39	M21B-E003898	NODE04282	GNAQ/GNA11								Soluble GPNMB-GPR39-GNAQ/GNA11 AKT/ERK cardiac-repair output	GPNMB-GPR39-Gq-cardiac-repair	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E004668;M21B-EVID-004611;M21B-DOWNSTREAM-EVID:002205;M21B-E003898;M21B-EVID-003841;PMID:39455836;DOI:10.1038/s44161-024-00555-4	M21B-DOWNSTREAM-EVID:002205	PMID:39455836; DOI:10.1038/s44161-024-00555-4	Primary soluble-GPNMB/GPR39 macrophage and cardiac-repair study; existing GPR39-GNAQ/GNA11 continuation evidence	Primary evidence supports soluble GPNMB extracellular-domain association with GPR39 and GPR39-dependent AKT/ERK cardiac-repair readouts in macrophage and myocardial-infarction models; the existing validated GPR39-GNAQ/GNA11 edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	human; mouse	Mouse bone-marrow-derived macrophages and myocardial-infarction models with human failing-heart comparator tissue; soluble GPNMB extracellular domain, GPR39 knockout/AAV8-GPNMB-ECD and AKT/ERK assays	Soluble GPNMB extracellular-domain engagement of GPR39 with bounded GNAQ/GNA11 continuation and AKT/ERK output	No SCI transfer inferred; macrophage and cardiac-repair model context only	Primary evidence supports a soluble GPNMB-GPR39 repair-associated route; the existing receptor-GNAQ/GNA11 edge supplies a bounded continuation, while the direct interface and full coupling mechanism remain unresolved.	Cell-free pulldown/ELISA, reciprocal co-immunoprecipitation, GPR39 knockout, AAV8-GPNMB-ECD and AKT/ERK cardiac readouts	activating	composite_primary_evidence	curated_primary_route	Preserve soluble GPNMB extracellular-domain form and cardiac-repair model; do not infer a universal GPR39 pathway, direct structural interface or SCI effect.	LITEXP:000705
M21B-LITEXP-0706	M21B-DOWNSTREAM:01776	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE01642	CCL14a/HCC-1(9-74)	M21B-E006164	NODE01757	CCR1	M21B-E003375	NODE04271	GNAI/O/Z								Processed CCL14a-CCR1-GNAI/O/Z calcium and chemotaxis output	CCL14a-CCR1-Gi-chemotaxis	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E006164;M21B-EVID-006107;M21B-DOWNSTREAM-EVID:002816;M21B-E003375;M21B-EVID-003318;PMID:19553544;PMID:11085751;PMID:9687537	M21B-DOWNSTREAM-EVID:002816	PMID:19553544; PMID:11085751; PMID:9687537	Primary processed-CCL14a CCR1 binding, calcium and activation studies; existing CCR1-GNAI/O/Z continuation evidence	Primary evidence supports processed CCL14a(9-74/10-74) binding and activation of CCR1 with calcium mobilization and chemotactic responses; the existing validated CCR1-GNAI/O/Z edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	phosphorylation_or_activation_readout	human	Human CCR1- and CCR5-transfected cells; purified processed CCL14a variants, receptor binding, calcium, chemotaxis and proteolytic activation/inactivation assays	Extracellular processed CCL14a engagement of CCR1 with bounded GNAI/O/Z continuation and calcium/activation output	No SCI transfer inferred; human chemokine-receptor pharmacology context only	Primary evidence supports proteolytically processed CCL14a-CCR1 activation; the existing receptor-GNAI/O/Z edge supplies a bounded continuation without asserting a TF.	CCL14a truncation-variant binding, calcium mobilization, chemotaxis and proteolytic activation/inactivation mapping	activating	composite_primary_evidence	curated_primary_route	Use active processed CCL14a(9-74/10-74) rather than inactive proform CCL14a(1-74); preserve CCR1/CCR5 cross-reactivity and proteolytic-form dependence, with no SCI or terminal-TF inference.	LITEXP:000706
M21B-LITEXP-0707	M21B-DOWNSTREAM:01918	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE04372	GPR15LG/C10orf99	M21B-E006442	NODE02704	CXCR4	M21B-E003369	NODE04271	GNAI/O/Z								GPR15LG-CXCR4-GNAI/O/Z CXCL12-dependent migration and wound-healing output	GPR15LG-CXCR4-context-dependent-migration	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E006442;M21B-EVID-006385;M21B-DOWNSTREAM-EVID:003034;M21B-E003369;M21B-EVID-003312;PMID:40394646;PMCID:PMC12093852;DOI:10.1186/s12964-025-02231-x	M21B-DOWNSTREAM-EVID:003034	PMID:40394646; PMCID:PMC12093852; DOI:10.1186/s12964-025-02231-x	Primary GPR15LG-CXCR4 binding/modulation, migration and beta-arrestin study; existing CXCR4-GNAI/O/Z continuation evidence	Primary evidence supports GPR15LG binding to CXCR4 and context-dependent modulation of CXCL12 signaling, migration and wound healing; the existing validated CXCR4-GNAI/O/Z edge supplies a bounded intracellular continuation without asserting a TF or universal productive agonism.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	cellular_functional_readout	human	Human SupT1 and CD4-positive T-cell systems with CXCR4 binding/competition, CXCL12-dependent signaling, wound-healing and migration assays in immune and cancer cells	Extracellular GPR15LG-CXCR4 interaction with bounded GNAI/O/Z continuation and context-dependent migration output	No SCI transfer inferred; immune and cancer-cell comparator context only	Primary evidence supports CXCR4 binding/modulation rather than a universal productive agonist; beta-arrestin-2 inhibition and G-protein-sparing behavior remain context dependent.	CXCR4 antibody/competition and ligand-binding assays, receptor modeling, CXCL12 signaling, wound-healing and migration assays	unknown	composite_primary_evidence	curated_primary_route	Use binding/modulation rather than a universal CXCR4 agonist label; primary effects are CXCL12-dependent and context-specific, with no SCI or terminal-TF inference.	LITEXP:000707
M21B-LITEXP-0708	M21B-DOWNSTREAM:01919	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE02421	Cortistatin	M21B-E006445	NODE07509	MRGPRX2	M21B-E003893	NODE04282	GNAQ/GNA11								Cortistatin-MRGPRX2-GNAQ/GNA11 calcium output	Cortistatin-MRGPRX2-Gq-calcium	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E006445;M21B-EVID-006388;M21B-DOWNSTREAM-EVID:003037;M21B-E003893;M21B-EVID-003836;PMID:12915402;DOI:10.1074/jbc.M302456200	M21B-DOWNSTREAM-EVID:003037	PMID:12915402; DOI:10.1074/jbc.M302456200	Primary cortistatin reverse-pharmacology and MRGPRX2 calcium study; existing MRGPRX2-GNAQ/GNA11 continuation evidence	Primary evidence supports high-potency cortistatin activation of MRGPRX2 with intracellular calcium signaling and a Gq-like profile; the existing validated MRGPRX2-GNAQ/GNA11 edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	human; rat	Human MRGPRX2/MrgX2-expressing heterologous cells; cyclic-peptide agonist profiling, intracellular calcium and cAMP assays, with dorsal-root-ganglion expression comparator	Extracellular cortistatin engagement of MRGPRX2 with bounded GNAQ/GNA11 continuation and calcium output	No SCI transfer inferred; heterologous and dorsal-root-ganglion comparator context only	Primary evidence supports cortistatin-MRGPRX2 calcium signaling; the existing receptor-GNAQ/GNA11 edge supplies a bounded continuation while preserving alternate somatostatin-receptor activity.	Reverse-pharmacology peptide profiling, calcium and cAMP assays	activating	composite_primary_evidence	curated_primary_route	Preserve cortistatin peptide form and MRGPRX2/MrgX2 nomenclature; calcium/Gq coupling is assay-bounded and no universal native, SCI or terminal-TF pathway is inferred.	LITEXP:000708
M21B-LITEXP-0709	M21B-DOWNSTREAM:01920	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE08741	PAMP-12/proadrenomedullin N-terminal 9-20 peptide	M21B-E006446	NODE07509	MRGPRX2	M21B-E003893	NODE04282	GNAQ/GNA11								PAMP-12-MRGPRX2-GNAQ/GNA11 calcium and cAMP-inhibition output	PAMP12-MRGPRX2-Gq-Gi-second-messenger	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E006446;M21B-EVID-006389;M21B-DOWNSTREAM-EVID:003040;M21B-E003893;M21B-EVID-003836;PMID:15823563;DOI:10.1016/j.bbrc.2005.03.088	M21B-DOWNSTREAM-EVID:003040	PMID:15823563; DOI:10.1016/j.bbrc.2005.03.088	Primary PAMP-12 MRGPRX2 calcium, cAMP and GTP-gamma-S study; existing MRGPRX2-GNAQ/GNA11 continuation evidence	Primary evidence supports PAMP-12 activation of human MRGPRX2 with calcium mobilization, inhibition of forskolin-stimulated cAMP and GTP-gamma-S binding; the existing validated MRGPRX2-GNAQ/GNA11 edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	human	Human MRGPRX2/MrgX2 receptor-expressing cells with PAMP-12 dose-response calcium, forskolin-elevated cAMP and GTP-gamma-S assays; adrenal chromaffin-cell and dorsal-root-ganglion comparator	Extracellular PAMP-12 engagement of MRGPRX2 with bounded GNAQ/GNA11 continuation and calcium/cAMP output	No SCI transfer inferred; heterologous and adrenal comparator context only	Primary evidence supports PAMP-12-MRGPRX2 second-messenger signaling; the existing receptor-GNAQ/GNA11 edge supplies a bounded continuation while preserving mixed Gq/Gi assay behavior.	PAMP-12 dose-response calcium, forskolin-stimulated cAMP inhibition and GTP-gamma-S binding assays	activating	composite_primary_evidence	curated_primary_route	Preserve PAMP-12 as the proadrenomedullin 9-20 fragment and distinguish it from PAMP-20 and cortistatin; no universal coupling, SCI or terminal-TF inference.	LITEXP:000709
M21B-LITEXP-0710	M21B-DOWNSTREAM:01923	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE04881	Human beta-defensin-3/HBD3	M21B-E006449	NODE07509	MRGPRX2	M21B-E003893	NODE04282	GNAQ/GNA11								HBD3-MRGPRX2-GNAQ/GNA11 calcium, degranulation and mediator-release output	HBD3-MRGPRX2-Gq-mast-cell-activation	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E006449;M21B-EVID-006392;M21B-DOWNSTREAM-EVID:003048;M21B-E003893;M21B-EVID-003836;PMID:23698749;PMCID:PMC3691353;DOI:10.4049/jimmunol.1300023	M21B-DOWNSTREAM-EVID:003048	PMID:23698749; PMCID:PMC3691353; DOI:10.4049/jimmunol.1300023	Primary hBD3 MRGPRX2-dependent mast-cell activation study; existing MRGPRX2-GNAQ/GNA11 continuation evidence	Primary evidence supports hBD3-dependent human mast-cell activation with MRGPRX2 ectopic-expression and silencing/rescue evidence, including calcium, degranulation and mediator-release outputs; the existing validated MRGPRX2-GNAQ/GNA11 edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	human; mouse	Human primary mast cells and human MRGPRX2-expressing RBL-2H3/BMMC comparator systems; hBD3 stimulation, receptor ectopic expression/silencing/rescue, calcium, degranulation and mediator-release assays	Extracellular HBD3 engagement of MRGPRX2 with bounded GNAQ/GNA11 continuation and calcium/degranulation output	No SCI transfer inferred; human mast-cell context only, with mouse-receptor caveat	Primary evidence supports hBD3-MRGPRX2 mast-cell activation; the existing receptor-GNAQ/GNA11 edge supplies a bounded continuation without claiming a universal G protein or terminal TF.	hBD3 stimulation, MRGPRX2 ectopic-expression and silencing/rescue, calcium, degranulation and mediator-release assays	activating	composite_primary_evidence	curated_primary_route	Preserve hBD3 peptide identity and human MRGPRX2 mast-cell context; mouse mast cells lack the human receptor ortholog in the cited comparison, with no SCI or terminal-TF inference.	LITEXP:000710
M21B-LITEXP-0711	M21B-DOWNSTREAM:01924	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE01553	CAMP/LL-37	M21B-E006450	NODE07509	MRGPRX2	M21B-E003893	NODE04282	GNAQ/GNA11								LL-37-MRGPRX2-GNAQ/GNA11 calcium, degranulation and chemotaxis output	LL37-MRGPRX2-Gq-mast-cell-activation	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E006450;M21B-EVID-006393;M21B-DOWNSTREAM-EVID:003051;M21B-E003893;M21B-EVID-003836;PMID:22069323;PMCID:PMC3247983;DOI:10.1074/jbc.M111.277152	M21B-DOWNSTREAM-EVID:003051	PMID:22069323; PMCID:PMC3247983; DOI:10.1074/jbc.M111.277152	Primary LL-37 MRGPRX2-dependent mast-cell activation study; existing MRGPRX2-GNAQ/GNA11 continuation evidence	Primary evidence supports LL-37-dependent human mast-cell activation with MRGPRX2 expression, knockdown and ectopic-rescue evidence, including calcium, degranulation, chemokine-generation and chemotaxis outputs; the existing validated MRGPRX2-GNAQ/GNA11 edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	human	Human LAD2 and CD34-positive primary mast-cell systems with MRGPRX2 knockdown/ectopic-rescue; LL-37 calcium, degranulation, chemokine-generation and chemotaxis assays	Extracellular LL-37 engagement of MRGPRX2 with bounded GNAQ/GNA11 continuation and calcium/mast-cell output	No SCI transfer inferred; human mast-cell context only	Primary evidence supports LL-37-MRGPRX2 mast-cell activation; the existing receptor-GNAQ/GNA11 edge supplies a bounded continuation while preserving the separate FPR2/ALX branch.	LL-37 stimulation, MRGPRX2 knockdown/ectopic rescue, calcium, degranulation, chemokine-generation and chemotaxis assays	activating	composite_primary_evidence	curated_primary_route	Preserve LL-37/CAMP peptide form and human MRGPRX2 mast-cell context; LL-37 also signals through FPR2/ALX, so receptor branches are not collapsed and no terminal-TF effect is inferred.	LITEXP:000711
M21B-LITEXP-0712	M21B-DOWNSTREAM:01925	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE02804	DEFB4A/hBD2	M21B-E006451	NODE07509	MRGPRX2	M21B-E003893	NODE04282	GNAQ/GNA11								hBD2-MRGPRX2-GNAQ/GNA11 calcium and degranulation output	hBD2-MRGPRX2-Gq-mast-cell-activation	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E006451;M21B-EVID-006394;M21B-DOWNSTREAM-EVID:003053;M21B-E003893;M21B-EVID-003836;PMID:23698749;PMCID:PMC3691353;DOI:10.4049/jimmunol.1300023	M21B-DOWNSTREAM-EVID:003053	PMID:23698749; PMCID:PMC3691353; DOI:10.4049/jimmunol.1300023	Primary hBD2 MRGPRX2-dependent mast-cell calcium and degranulation study; existing MRGPRX2-GNAQ/GNA11 continuation evidence	Primary evidence supports hBD2-dependent human mast-cell calcium mobilization and degranulation with MRGPRX2 silencing and ectopic-expression rescue; the existing validated MRGPRX2-GNAQ/GNA11 edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	human; mouse	Human LAD2 mast cells and human MRGPRX2-expressing RBL-2H3/HEK293 systems with murine BMMC comparator; hBD2 stimulation, receptor silencing/ectopic expression, calcium and degranulation assays	Extracellular hBD2 engagement of MRGPRX2 with bounded GNAQ/GNA11 continuation and calcium/degranulation output	No SCI transfer inferred; human mast-cell context only, with mouse-receptor caveat	Primary evidence supports hBD2-MRGPRX2 mast-cell activation; the existing receptor-GNAQ/GNA11 edge supplies a bounded continuation without claiming a universal G protein or terminal TF.	hBD2 stimulation, MRGPRX2 silencing/ectopic expression, calcium mobilization and degranulation assays	activating	composite_primary_evidence	curated_primary_route	Preserve DEFB4A/hBD2 as distinct from hBD3; the primary reports human-receptor dependence and unmodified murine mast-cell resistance, with no SCI or terminal-TF inference.	LITEXP:000712
M21B-LITEXP-0713	M21B-DOWNSTREAM:01926	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE02653	CXCL17	M21B-E006452	NODE07509	MRGPRX2	M21B-E003893	NODE04282	GNAQ/GNA11								CXCL17-MRGPRX2-GNAQ/GNA11 calcium, degranulation and CCL2-release output	CXCL17-MRGPRX2-Gq-mast-cell-activation	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E006452;M21B-EVID-006395;M21B-DOWNSTREAM-EVID:003055;M21B-E003893;M21B-EVID-003836;PMID:38279626;DOI:10.1111/all.16036	M21B-DOWNSTREAM-EVID:003055	PMID:38279626; DOI:10.1111/all.16036	Primary CXCL17 MRGPRX2-dependent mast-cell calcium, degranulation and secretion study; existing MRGPRX2-GNAQ/GNA11 continuation evidence	Primary evidence supports CXCL17-induced calcium mobilization and degranulation in human LAD2 mast cells reduced by MRGPRX2 knockdown and inverse-agonist blockade; the existing validated MRGPRX2-GNAQ/GNA11 edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	human; rat	Human LAD2 mast cells with MRGPRX2 knockdown and inverse-agonist blockade; calcium, beta-hexosaminidase/CD63 degranulation and CCL2-release assays, with rat mast-cell comparator	Extracellular CXCL17 engagement of MRGPRX2 with bounded GNAQ/GNA11 continuation and calcium/degranulation output	No SCI transfer inferred; human mast-cell context only	Primary evidence supports CXCL17-MRGPRX2 mast-cell activation dependence; the existing receptor-GNAQ/GNA11 edge supplies a bounded continuation and the separate CXCL17-CXCR4/NRP1/GPR25 branches remain distinct.	CXCL17 stimulation, MRGPRX2 knockdown/inverse-agonist blockade, Fura-2 calcium, degranulation and CCL2-release assays	activating	composite_primary_evidence	curated_primary_route	Preserve CXCL17 as a chemokine with MRGPRX2 mast-cell activation distinct from other CXCL17 receptor branches; primary supports activation dependence rather than purified binary binding, with no SCI or terminal-TF inference.	LITEXP:000713
M21B-LITEXP-0714	M21B-DOWNSTREAM:01928	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE10764	Substance P/SP	M21B-E006454	NODE07509	MRGPRX2	M21B-E003893	NODE04282	GNAQ/GNA11								Substance P-MRGPRX2-GNAQ/GNA11 calcium and mast-cell activation output	SubstanceP-MRGPRX2-Gq-mast-cell-activation	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E006454;M21B-EVID-006397;M21B-DOWNSTREAM-EVID:003061;M21B-E003893;M21B-EVID-003836;PMID:31652731;DOI:10.1016/j.bbrc.2019.10.001	M21B-DOWNSTREAM-EVID:003061	PMID:31652731; DOI:10.1016/j.bbrc.2019.10.001	Primary Substance P MRGPRX2 variant-dependent mast-cell activation study; existing MRGPRX2-GNAQ/GNA11 continuation evidence	Primary evidence supports Substance P activation of human mast cells in an MRGPRX2 sequence- and receptor-context-dependent manner, with calcium and activation comparisons; the existing validated MRGPRX2-GNAQ/GNA11 edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	human	Human LAD2 mast cells and MRGPRX2 variant-expression systems; Substance P calcium/degranulation assays, receptor transmembrane/intracellular missense variants, internalization and activation comparisons	Extracellular Substance P engagement of MRGPRX2 with bounded GNAQ/GNA11 continuation and calcium/mast-cell output	No SCI transfer inferred; human mast-cell and receptor-variant context only	Primary evidence supports variant- and context-dependent Substance P-MRGPRX2 mast-cell activation; the existing receptor-GNAQ/GNA11 edge supplies a bounded continuation without conflating Substance P with TACR1/NK1R.	Substance P calcium/degranulation assays, MRGPRX2 variant expression, receptor internalization and activation comparisons	activating	composite_primary_evidence	curated_primary_route	Preserve Substance P as a neuropeptide distinct from TACR1/NK1R; primary establishes receptor-variant-dependent mast-cell activation rather than purified occupancy, with no SCI or terminal-TF inference.	LITEXP:000714
