curation_id	pair_key	module	species	tf_symbol	target_symbol	decision	module_assignment	evidence_status	support_kind	effect_polarity	primary_pmids	corroborating_pmids	external_record_keys	source_registries	public_reference_pmids	public_effect_polarities	public_verification_statuses	tf_entity_ids	target_entity_ids	tf_frozen_match_status	target_frozen_match_status	tf_role_present	target_role_present	cell_type_context	stimulus_context	shared_paper_status	cross_module_status	limitations	notes	graph_materialization_status
PUBTF-AGENT-00001	human|FOS|ABCA13	22B	human	FOS	ABCA13	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009597:a213eac7d274	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00002	human|FOS|ABLIM1	22B	human	FOS	ABLIM1	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009598:7a9295aa5763	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00003	human|FOS|ABLIM3	22B	human	FOS	ABLIM3	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009599:4daf62fe8358	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00004	human|FOS|ABR	22B	human	FOS	ABR	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009600:043a8cd3fa16	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00005	human|FOS|ABTB2	22B	human	FOS	ABTB2	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009601:30e94f6456dd	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00006	human|FOS|ACP5	22B	human	FOS	ACP5	database_only_unverified	22B	database_only_unverified	database_assertion	activating_target			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001489:50dc99a1e751	OmniPath_DoRothEA	15073183;23169443;29518052;29637867;35558084;36789196	activating_target	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00007	human|FOS|ACSL3	22B	human	FOS	ACSL3	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009602:d2670a9c2f70	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00008	human|FOS|ACTA1	22B	human	FOS	ACTA1	database_only_unverified	22B	database_only_unverified	database_assertion	activating_target;unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004172:e39e362b88ab;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002068	OmniPath_DoRothEA;TRRUST	1460048	activating_target;unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00009	human|FOS|ACVR1	22B	human	FOS	ACVR1	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009603:4397a696e4e1	OmniPath_DoRothEA		unknown	unverified_public_record		11215	absent_from_frozen_graph	mapped_unique	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00010	human|FOS|ADGRF1	22B	human	FOS	ADGRF1	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009604:9b0d77071a25	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
