expansion_id	source_queue_id	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	output_node_id	output_label	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_evidence_record_id	primary_locator	citation_note	evidence_summary	route_linkage_status	causal_status	traversal_status	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	curation_status	limitations	route_evidence_id
M21B-LITEXP-0745	M21B-DOWNSTREAM:00396	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE04649	Heparin	M21B-E000966	NODE00278	ADGRG1/GPR56	M21B-E002037	NODE04263	GNA12								Heparin-GPR56-GNA12 shedding, adhesion and motility output	Heparin-GPR56-G12-adhesion	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E000966;M21B-EVID-000909;M21B-DOWNSTREAM-EVID:000662;M21B-E002037;M21B-EVID-001980;PMID:27068534;DOI:10.1242/jcs.174458	M21B-DOWNSTREAM-EVID:000662	PMID:27068534; DOI:10.1242/jcs.174458	Primary heparin-GPR56 binding, shedding, adhesion and motility study; existing GPR56-GNA12 continuation evidence	Primary evidence supports divalent-cation-dependent heparin binding to GPR56 with reduced receptor shedding and enhanced cell adhesion and motility; the existing validated GPR56-GNA12 edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	cellular_functional_readout	human; mouse	Human and mouse GPR56 constructs, purified GPR56-mFc/heparin systems, HEK293T, HT1080, C32 melanoma and U87MG cells with shedding, adhesion and motility assays	Extracellular heparin engagement of GPR56 with bounded GNA12 continuation and receptor-shedding/adhesion output	No SCI transfer inferred; cancer, heterologous and adhesion model context only	Primary evidence supports GPR56 glycosaminoglycan interaction and functional adhesion/motility effects; the existing receptor-GNA12 edge supplies a bounded continuation while preserving ligand-form and divalent-cation context.	Heparin pull-down and ELISA, GPR56 truncation/mutagenesis, GAG perturbation, receptor shedding, adhesion and motility assays	unknown	composite_primary_evidence	curated_primary_route	Preserve heparin sulfation, divalent-cation and GPR56 basic-cluster context; the GPR56-GNA12 edge is a bounded continuation and the net functional polarity is context-dependent, with no SCI or terminal-TF inference.	LITEXP:000745
M21B-LITEXP-0746	M21B-DOWNSTREAM:00397	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE09310	Progastrin/PG80	M21B-E000967	NODE00278	ADGRG1/GPR56	M21B-E002037	NODE04263	GNA12								Progastrin-GPR56-GNA12 organoid growth and survival output	Progastrin-GPR56-G12-colonic-growth	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E000967;M21B-EVID-000910;M21B-DOWNSTREAM-EVID:000663;M21B-E002037;M21B-EVID-001980;PMID:28380450;PMCID:PMC5522213;DOI:10.18632/oncotarget.16506	M21B-DOWNSTREAM-EVID:000663	PMID:28380450; PMCID:PMC5522213; DOI:10.18632/oncotarget.16506	Primary progastrin-GPR56 binding, organoid growth and genetic-deletion study; existing GPR56-GNA12 continuation evidence	Primary evidence supports progastrin binding to GPR56-expressing colon-cancer cells and GPR56-dependent organoid growth and survival; the existing validated GPR56-GNA12 edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	cellular_functional_readout	human; mouse	Human GPR56-expressing Colo320 colon-cancer cells and mouse GPR56-null/wild-type colonic organoids and carcinogenesis models	Extracellular progastrin engagement of GPR56 with bounded GNA12 continuation and organoid growth/survival output	No SCI transfer inferred; colon-cancer and organoid model context only	Primary evidence supports progastrin-GPR56-dependent growth and survival; the existing receptor-GNA12 edge supplies a bounded continuation while preserving human/mouse and tumor-model limits.	FACS binding, GPR56 deletion, MTT proliferation, organoid survival, lineage tracing and carcinogenesis assays	activating	composite_primary_evidence	curated_primary_route	Preserve progastrin form and GPR56-dependent organoid/tumor context; the GPR56-GNA12 edge is a bounded continuation, with no SCI or terminal-TF inference.	LITEXP:000746
M21B-LITEXP-0747	M21B-DOWNSTREAM:02820	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE06436	Lipoxin A4/LXA4	M21B-E003920	NODE03812	FPR2/ALX	M21B-E001809	NODE04268	GNAI								LXA4-FPR2-GNAI receptor-dependent pro-resolving signaling output	LXA4-FPR2-Gi-proresolution	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E003920;M21B-EVID-003863;M21B-DOWNSTREAM-EVID:004189;M21B-E001809;M21B-EVID-001752;PMID:8006586;PMCID:PMC2191537;PMID:20080636	M21B-DOWNSTREAM-EVID:004189	PMID:8006586; PMCID:PMC2191537; PMID:20080636	Primary FPR2/ALX identification and LXA4 receptor-dependent G-protein activity studies; existing FPR2-GNAI continuation evidence	Primary evidence supports receptor-dependent LXA4/FPR2-ALX activity in human myeloid and transfected-cell systems; the existing validated FPR2-GNAI edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	human	Human FPR2/ALX-transfected cells and human monocytes/neutrophils with LXA4 receptor-identification, G-protein and beta-arrestin assays	Extracellular LXA4 engagement of FPR2/ALX with bounded GNAI continuation and receptor-dependent signaling output	No SCI transfer inferred; human myeloid and heterologous-cell context only	Primary evidence supports LXA4-FPR2/ALX receptor activity; the existing receptor-GNAI edge supplies a bounded continuation while preserving ligand-biased coupling and no terminal-TF inference.	[3H]-LXA4 receptor-identification, G-protein activity and FPR2/ALX beta-arrestin ligand-receptor assays	activating	composite_primary_evidence	curated_primary_route	Preserve LXA4 stereochemistry, FPR2/ALX nomenclature and ligand-biased context; no universal coupling, SCI or terminal-TF effect is inferred.	LITEXP:000747
M21B-LITEXP-0748	M21B-DOWNSTREAM:02818	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE09703	Resolvin E1/RvE1	M21B-E003911	NODE06579	LTB4R1/BLT1	M21B-E003343	NODE04271	GNAI/O/Z								RvE1-BLT1-GNAI/O/Z adenylate-cyclase inhibition and anti-inflammatory output	RvE1-BLT1-Gi-counter-regulation	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E003911;M21B-EVID-003854;M21B-DOWNSTREAM-EVID:004187;M21B-E003343;M21B-EVID-003286;PMID:17339491	M21B-DOWNSTREAM-EVID:004187	PMID:17339491	Primary RvE1-BLT1 partial-agonist, adenylate-cyclase and LTB4-response study; existing BLT1-Gi continuation evidence	Primary evidence supports RvE1 binding BLT1/LTB4R1 as a partial agonist that inhibits adenylate cyclase and LTB4 responses; the existing validated BLT1-GNAI/O/Z edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	human; mouse	Human BLT1/LTB4R1 and ChemR23 systems, human polymorphonuclear cells/macrophages and BLT1-knockout inflammatory models	Extracellular RvE1 engagement of BLT1 with bounded GNAI/O/Z continuation and adenylate-cyclase/LTB4 counter-regulatory output	No SCI transfer inferred; human myeloid and mouse inflammatory model context only	Primary evidence supports ligand-biased partial agonism and anti-inflammatory BLT1 output; the existing receptor-Gi edge supplies a bounded continuation while preserving the distinction from LTB4 agonism.	[3H]RvE1 binding, adenylate-cyclase inhibition, LTB4-response antagonism and BLT1-knockout inflammatory assays	inhibitory	composite_primary_evidence	curated_primary_route	Preserve RvE1 partial-agonist and ligand-biased BLT1 context; inhibitory output is counter-regulatory relative to LTB4 signaling and does not establish a terminal-TF effect or SCI transfer.	LITEXP:000748
M21B-LITEXP-0749	M21B-DOWNSTREAM:02752	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE06968	MICA	M21B-E002956	NODE06158	KLRK1/NKG2D	M21B-E003831	NODE02768	DAP12/TYROBP								MICA-NKG2D-DAP12 NK and T-cell cytotoxic activation output	MICA-NKG2D-DAP12-cytotoxicity	primary_literature_route_expansion	composite_primary_receptor_adaptor_route_output	M21B-E002956;M21B-EVID-002899;M21B-DOWNSTREAM-EVID:004121;M21B-E003831;M21B-EVID-003774;PMID:10426993;PMID:11955595;DOI:10.1126/science.285.5428.727	M21B-DOWNSTREAM-EVID:004121	PMID:10426993; PMID:11955595; DOI:10.1126/science.285.5428.727	Primary MICA-NKG2D stress-ligand recognition and NK/T-cell cytotoxicity studies; existing NKG2D-DAP12 continuation evidence	Primary evidence supports stress-inducible MICA engagement of NKG2D and activation of NK-cell and T-cell cytotoxic responses; the existing validated NKG2D-DAP12 adaptor edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	cellular_functional_readout	human	Human MICA-expressing transfectants and epithelial tumor cells with primary human NK, gamma-delta T and CD8-positive T-cell effectors	Cell-surface MICA engagement of NKG2D with bounded DAP12 continuation and NK/T-cell cytotoxic output	No SCI transfer inferred; human tumor, epithelial and lymphocyte model context only	Primary evidence supports MICA-NKG2D stress-ligand recognition and cytotoxic activation; the existing NKG2D-DAP12 edge supplies a bounded receptor-adaptor continuation while preserving membrane-form context.	MICA-expressing transfectants, recombinant NKG2D/ligand binding systems and primary NK/T-cell cytotoxicity assays	activating	composite_primary_evidence	curated_primary_route	Preserve membrane-associated MICA, NKG2D receptor context and effector-cell model; DAP12 is a bounded continuation, with no terminal-TF or SCI inference.	LITEXP:000749
M21B-LITEXP-0750	M21B-DOWNSTREAM:02753	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE11540	ULBP2/RAET1H	M21B-E002959	NODE06158	KLRK1/NKG2D	M21B-E003831	NODE02768	DAP12/TYROBP								ULBP2-NKG2D-DAP12 NK-cell signaling and cytotoxicity output	ULBP2-NKG2D-DAP12-cytotoxicity	primary_literature_route_expansion	composite_primary_receptor_adaptor_route_output	M21B-E002959;M21B-EVID-002902;M21B-DOWNSTREAM-EVID:004122;M21B-E003831;M21B-EVID-003774;PMID:11239445;PMID:11777960;PMID:21224393;DOI:10.1016/S1074-7613(01)00095-4	M21B-DOWNSTREAM-EVID:004122	PMID:11239445; PMID:11777960; PMID:21224393; DOI:10.1016/S1074-7613(01)00095-4	Primary ULBP2-NKG2D recognition, membrane-anchor and NK-cell cytotoxicity studies; existing NKG2D-DAP12 continuation evidence	Primary evidence supports human ULBP2 as an NKG2D ligand that activates NK-cell signaling and cytotoxicity, with membrane-anchor-dependent trafficking differences; the existing validated NKG2D-DAP12 edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	cellular_functional_readout	human	Human ULBP2-expressing CHO and tumor-cell systems, primary human NK cells and soluble ULBP/NKG2D signaling/cytotoxicity assays	Cell-surface ULBP2 engagement of NKG2D with bounded DAP12 continuation and NK-cell cytotoxic output	No SCI transfer inferred; human tumor and NK-cell model context only	Primary evidence supports ULBP2-NKG2D recognition and cytotoxic output; the existing NKG2D-DAP12 edge supplies a bounded adaptor continuation while preserving GPI-linked versus transmembrane form differences.	ULBP2-expressing cells, soluble ligand/NKG2D interaction, membrane-anchor comparisons, signaling and primary NK-cell cytotoxicity assays	activating	composite_primary_evidence	curated_primary_route	Preserve ULBP2 membrane-anchor form, NKG2D and effector-cell context; DAP12 is a bounded continuation, with no terminal-TF or SCI inference.	LITEXP:000750
M21B-LITEXP-0751	M21B-DOWNSTREAM:03031	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE08131	NMS/neuromedin S	M21B-E005589	NODE08135	NMUR1/GPR66	M21B-E003335	NODE04282	GNAQ/GNA11								NMS-NMUR1-GNAQ/GNA11 PLC-linked receptor activation output	NMS-NMUR1-Gq11-PLC	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E005589;M21B-EVID-005532;M21B-DOWNSTREAM-EVID:004400;M21B-E003335;M21B-EVID-003278;PMID:15976061	M21B-DOWNSTREAM-EVID:004400	PMID:15976061	Primary NMS-NMUR1/GPR66 endogenous-ligand pharmacology study; existing NMUR1-Gq11 continuation evidence	Primary evidence supports neuromedin S as an endogenous NMUR1/GPR66 ligand in receptor-expressing-cell pharmacology; the existing validated NMUR1-GNAQ/GNA11 edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	rat	Receptor-expressing mammalian cells and rat physiological systems with NMS stimulation and NMUR1/NMUR2 subtype comparison	Extracellular amidated NMS engagement of NMUR1/GPR66 with bounded GNAQ/GNA11 continuation and PLC-linked signaling output	No SCI transfer inferred; receptor-pharmacology and rat physiological model context only	Primary evidence supports NMS-NMUR1 ligand/receptor pharmacology; the existing receptor-GNAQ/GNA11 edge supplies a bounded continuation while preserving peptide-form and receptor-subtype limits.	NMS stimulation, receptor-expressing-cell ligand pharmacology and NMUR1/NMUR2 subtype comparison	activating	composite_primary_evidence	curated_primary_route	Preserve amidated NMS form, NMUR1/NMUR2 subtype context and rat model limits; no universal G-protein, SCI or terminal-TF inference.	LITEXP:000751
M21B-LITEXP-0752	M21B-DOWNSTREAM:02819	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE00037	5-HIAA/5-hydroxyindoleacetic acid	M21B-E003916	NODE04394	GPR35	M21B-E003302	NODE04265	GNA13								5-HIAA-GPR35-GNA13 neutrophil recruitment and bacterial-clearance output	5HIAA-GPR35-G13-neutrophil-recruitment	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E003916;M21B-EVID-003859;M21B-DOWNSTREAM-EVID:004188;M21B-E003302;M21B-EVID-003245;PMID:35148838	M21B-DOWNSTREAM-EVID:004188	PMID:35148838	Primary platelet/mast-cell 5-HIAA-GPR35 neutrophil recruitment and bacterial-clearance study; existing GPR35-GNA13 continuation evidence	Primary evidence supports platelet/mast-cell-derived 5-HIAA as a GPR35 ligand that drives GPR35-dependent neutrophil recruitment and bacterial clearance; the existing validated GPR35-GNA13 edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	cellular_functional_readout	human; mouse	Mouse and human GPR35/neutrophil systems with serum and platelet-supernatant bioassays, Gpr35-deficient neutrophils, migration and bacterial-clearance assays	Extracellular 5-HIAA engagement of GPR35 with bounded GNA13 continuation and neutrophil-recruitment output	No SCI transfer inferred; native inflammatory and bacterial-clearance model context only	Primary evidence supports 5-HIAA-GPR35-dependent neutrophil recruitment and bacterial clearance; the existing receptor-GNA13 edge supplies a bounded continuation while preserving human/mouse and source-cell context.	5-HIAA identification, serum/platelet-supernatant bioassays, GPR35-deficient neutrophils, migration and bacterial-clearance assays	activating	composite_primary_evidence	curated_primary_route	Preserve 5-HIAA source and native inflammatory context; GPR35-GNA13 is a bounded continuation and no SCI, universal receptor weighting or terminal-TF effect is inferred.	LITEXP:000752
M21B-LITEXP-0753	M21B-DOWNSTREAM:03274	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE11389	Tri-DAP (L-Ala-γ-D-Glu-meso-DAP)	M21B-E003856	NODE08141	NOD1/NLRC1	M21B-E001332	NODE09762	RIPK2/RICK								Tri-DAP-NOD1-RIPK2 phosphorylation and inflammatory activation output	TriDAP-NOD1-RIPK2-activation	primary_literature_route_expansion	composite_primary_intracellular_route_output	M21B-E003856;M21B-EVID-003799;M21B-DOWNSTREAM-EVID:004649;M21B-E001332;M21B-EVID-001275;PMID:21757725	M21B-DOWNSTREAM-EVID:004649	PMID:21757725	Primary direct Tri-DAP-NOD1 binding, RIPK2 association and phosphorylation study; existing NOD1-RIPK2 continuation evidence	Primary evidence supports direct Tri-DAP binding to the NOD1 leucine-rich-repeat domain with increased NOD1-RIPK2 association and RIPK2 phosphorylation; the existing validated NOD1-RIPK2 edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	phosphorylation_or_activation_readout	mammalian comparator	Purified/recombinant NOD1 LRR and Tri-DAP SPR/atomic-force-microscopy systems with NOD1-RIPK2 interaction and phosphorylation assays	Cytosolic Tri-DAP engagement of NOD1 with bounded RIPK2 continuation and RIPK2 phosphorylation output	No SCI transfer inferred; biochemical and reconstituted innate-sensing context only	Primary evidence supports Tri-DAP stereochemistry-dependent NOD1 binding and RIPK2 activation; the existing NOD1-RIPK2 edge supplies a bounded continuation while preserving the cytosolic sensor context.	Tri-DAP/NOD1 LRR SPR and AFM, NOD1-RIPK2 association and RIPK2 phosphorylation assays	activating	composite_primary_evidence	curated_primary_route	Preserve Tri-DAP/iE-DAP stereochemistry, NOD1 LRR binding and biochemical model; RIPK2 continuation does not assert a terminal TF, target gene or SCI transfer.	LITEXP:000753
M21B-LITEXP-0754	M21B-DOWNSTREAM:03277	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE02748	cytosolic double-stranded DNA	M21B-E003859	NODE00402	AIM2	M21B-E001476	NODE09537	ASC/PYCARD								dsDNA-AIM2-ASC inflammasome and caspase-1 activation output	dsDNA-AIM2-ASC-inflammasome	primary_literature_route_expansion	composite_primary_intracellular_adaptor_route_output	M21B-E003859;M21B-EVID-003802;M21B-DOWNSTREAM-EVID:004655;M21B-E001476;M21B-EVID-001419;PMID:19158676;PMID:22949200	M21B-DOWNSTREAM-EVID:004655	PMID:19158676; PMID:22949200	Primary dsDNA-AIM2 recognition, oligomerization and ASC/caspase-1 inflammasome studies; existing AIM2-ASC continuation evidence	Primary evidence supports cytosolic dsDNA recognition by AIM2, DNA-induced AIM2 oligomerization and ASC pyroptosome/caspase-1 inflammasome activation; the existing validated AIM2-ASC edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	phosphorylation_or_activation_readout	human; mouse	Purified mouse AIM2 HIN-200 with dsDNA, human and mouse macrophages and HEK293T AIM2 reconstitution systems with cytosolic-DNA transfection and ASC/caspase-1 assays	Cytosolic dsDNA engagement of AIM2 with bounded ASC continuation and inflammasome/caspase-1 activation output	No SCI transfer inferred; macrophage and reconstituted innate-sensing context only	Primary evidence supports dsDNA-length- and oligomerization-dependent AIM2 inflammasome sensing; the existing AIM2-ASC edge supplies a bounded continuation while preserving cytosolic delivery and cell-model limits.	AIM2 HIN-200/dsDNA binding, oligomerization, cytosolic-DNA transfection, ASC pyroptosome and caspase-1 activation assays	activating	composite_primary_evidence	curated_primary_route	Preserve cytosolic dsDNA delivery, AIM2 HIN-200 binding and ASC/caspase-1 inflammasome context; no terminal-TF, target-gene or SCI inference.	LITEXP:000754
